,GMEB1 (10691)
ACH-000004,-0.245570582812
ACH-000007,-0.369616623997
ACH-000009,-0.000522789050999
ACH-000011,-0.014105614439700001
ACH-000012,-0.0413886457955
ACH-000013,-0.188707695085
ACH-000014,-0.430329589913
ACH-000015,-0.010844330390999999
ACH-000017,-0.386816380139
ACH-000018,-0.00256081682248
ACH-000019,0.0879360927929
ACH-000021,0.0686807277429
ACH-000022,-0.018731475767000003
ACH-000025,-0.0762815512017
ACH-000028,-0.10785524864700001
ACH-000030,0.00509152407423
ACH-000035,-0.33764552752599997
ACH-000036,-0.07570726530739999
ACH-000037,-0.041154045236
ACH-000039,-0.296388750757
ACH-000040,0.084438697183
ACH-000041,-0.417327389106
ACH-000042,-0.243285843915
ACH-000045,-0.219047056028
ACH-000047,-0.34696263353900003
ACH-000052,-0.0370188797208
ACH-000053,0.051506589732
ACH-000054,-0.300482325979
ACH-000055,-0.447988035978
ACH-000060,-0.18986013243799998
ACH-000067,-0.344972278824
ACH-000070,-0.192152206991
ACH-000075,-0.44998313881700003
ACH-000078,0.10463273128799999
ACH-000082,-0.0992112716639
ACH-000085,-0.37382617723300005
ACH-000086,-0.212676153752
ACH-000087,0.0868424017392
ACH-000092,-0.19819958892900003
ACH-000095,-0.161811717618
ACH-000097,0.0847535700787
ACH-000098,-0.409471179128
ACH-000099,-0.305549188232
ACH-000108,-0.0671725649244
ACH-000113,0.0334840468378
ACH-000115,-0.293929008548
ACH-000116,-0.280110668331
ACH-000118,-0.0223811563045
ACH-000120,-0.358654095743
ACH-000123,-0.109006976019
ACH-000127,-0.131230190265
ACH-000128,-0.299405874743
ACH-000132,0.0124535946065
ACH-000133,-0.274799625209
ACH-000137,-0.0699465421218
ACH-000138,-0.07046566787889999
ACH-000142,-0.184954461445
ACH-000143,-0.376627025014
ACH-000146,-0.169878229035
ACH-000148,-0.31615814172
ACH-000150,-0.40070820327
ACH-000152,-0.34198573481600003
ACH-000153,-0.296277540599
ACH-000159,-0.0857395112431
ACH-000160,0.145805779221
ACH-000163,-0.248241768567
ACH-000167,0.0364506667365
ACH-000168,-0.07318750753160001
ACH-000169,-0.0540848061123
ACH-000178,-0.150179060058
