,PMPCA (23203)
ACH-000255,-1.3776667568799998
ACH-000256,-1.21894731578
ACH-000257,-1.66256471319
ACH-000258,-1.1445317717799999
ACH-000259,-1.38774578279
ACH-000260,-1.0743892343
ACH-000261,-1.1517446858
ACH-000262,-1.2448733511599999
ACH-000263,-1.5062800447799998
ACH-000264,-1.5881876569
ACH-000265,-1.0516041669299998
ACH-000266,-1.2956093952399999
ACH-000272,-1.30214266953
ACH-000273,-1.16711673056
ACH-000274,-1.7016755545200002
ACH-000277,-1.2658908663700001
ACH-000278,-1.30485122401
ACH-000279,-1.26139082939
ACH-000280,-1.50852186727
ACH-000281,-1.5454435225100003
ACH-000288,-1.51683624246
ACH-000291,-0.945860161152
ACH-000293,-1.50021937005
ACH-000294,-1.04626489851
ACH-000295,-1.7317027796000002
ACH-000296,-1.32969762844
ACH-000302,-1.34420030335
ACH-000304,-1.16865488702
ACH-000307,-1.2843011783
ACH-000308,-1.48753555991
ACH-000310,-1.21677907469
ACH-000311,-1.3598207778600002
ACH-000312,-1.56044692152
ACH-000315,-1.38719006479
ACH-000316,-1.30649738153
ACH-000317,-0.980577802852
ACH-000318,-1.23727142936
ACH-000319,-1.31937514779
ACH-000320,-1.76042218689
ACH-000322,-1.33692494589
ACH-000323,-1.51694207349
ACH-000324,-1.4252937130899999
ACH-000329,-1.35848234299
ACH-000330,-1.61468162555
ACH-000331,-1.37929691259
ACH-000332,-0.934677545482
ACH-000334,-1.42537156176
ACH-000335,-1.3831472230700002
ACH-000336,-1.9082352806
ACH-000337,-1.21333563971
ACH-000339,-1.4593944068399998
ACH-000341,-1.26096801501
ACH-000348,-1.50741846945
ACH-000350,-1.33369202489
ACH-000352,-1.65846941727
ACH-000356,-1.38039094181
ACH-000361,-0.972027411693
ACH-000362,-1.2003567052600002
ACH-000363,-1.1707866881
ACH-000364,-1.12722451984
ACH-000365,-1.5304938483500001
ACH-000366,-1.54343899493
ACH-000368,-1.17935247787
ACH-000374,-1.4626677252899998
ACH-000375,-1.54007580166
ACH-000376,-1.1982554035700002
ACH-000381,-1.60780802925
ACH-000383,-1.7094787432700003
ACH-000387,-1.20756185441
ACH-000389,-1.30843964824
ACH-000390,-1.8786691123800001
ACH-000393,-1.4531371984600001
ACH-000395,-1.8655815295700002
ACH-000397,-1.4870994150799999
ACH-000401,-1.18077125344
ACH-000402,-1.28099196184
ACH-000403,-1.14605993603
ACH-000404,-1.74634208438
ACH-000406,-1.12035754438
ACH-000407,-1.52837766123
ACH-000408,-1.2806025032500001
ACH-000410,-1.44208654085
ACH-000411,-1.38542461187
ACH-000414,-1.5458596628299999
ACH-000415,-1.2795657071100002
ACH-000416,-1.32728966274
ACH-000420,-1.52650831329
ACH-000421,-1.3615505737399998
ACH-000424,-1.32168914876
ACH-000425,-1.32352799776
ACH-000426,-1.1236306493200001
ACH-000427,-1.6180526378600002
ACH-000433,-1.38179448225
ACH-000436,-1.07132811384
ACH-000444,-1.1504836945799999
ACH-000445,-1.3968683365999999
ACH-000448,-0.98161291154
ACH-000450,-1.6012037728100001
ACH-000452,-1.21557284989
ACH-000454,-1.32567442089
ACH-000458,-1.3119073316399998
ACH-000459,-1.11466209243
ACH-000460,-1.3311976408700001
ACH-000461,-1.35691607599
ACH-000463,-1.10602066737
ACH-000464,-1.66898781498
ACH-000466,-1.26110629511
ACH-000467,-1.5778506323
ACH-000468,-1.5131790927000002
ACH-000469,-1.7406031802900002
ACH-000470,-1.13321562103
ACH-000471,-1.37107062837
ACH-000472,-1.5166741913100001
ACH-000473,-1.5466187437299999
ACH-000475,-1.4308242650100003
ACH-000476,-1.15940733216
ACH-000477,-1.35442450833
ACH-000480,-1.46874523614
ACH-000481,-1.14534793959
ACH-000483,-1.42197240286
ACH-000484,-1.25321827765
ACH-000485,-1.50576907199
ACH-000486,-1.11211363665
ACH-000487,-0.9226219409559999
ACH-000488,-1.28472473818
ACH-000490,-1.07524625304
ACH-000491,-1.93333378178
ACH-000495,-1.28180436738
ACH-000496,-1.40273874564
ACH-000499,-1.26172402271
ACH-000500,-1.3813374092100001
ACH-000502,-1.5825094981799999
ACH-000503,-1.29907883734
ACH-000505,-1.05389490851
ACH-000507,-1.34994861851
ACH-000510,-1.5939692021599998
ACH-000511,-1.3283141301299999
ACH-000512,-1.5856456888
ACH-000516,-1.51737671274
ACH-000517,-1.55209778304
ACH-000518,-1.42371249255
ACH-000520,-1.7320602840900001
ACH-000521,-1.76484721912
ACH-000522,-1.55983825004
ACH-000524,-1.4767546562600002
ACH-000527,-1.25080670655
ACH-000528,-1.3360342779799999
ACH-000537,-1.28499980187
ACH-000541,-1.5167005298299998
ACH-000542,-1.4140882538400001
ACH-000544,-1.51676098317
ACH-000545,-1.18529226106
ACH-000547,-1.37389897482
ACH-000548,-1.2496409949299998
ACH-000549,-0.9685420804799999
ACH-000550,-0.9911986619959999
ACH-000552,-1.3670251577799999
ACH-000556,-1.5841633388499998
ACH-000557,-1.1709506307700002
ACH-000570,-1.12062803488
ACH-000571,-1.32304478995
ACH-000573,-1.56843607937
ACH-000576,-1.2846941800799998
ACH-000580,-0.9877471320010001
ACH-000584,-1.48338302686
ACH-000585,-1.19515919561
ACH-000588,-1.32533227565
ACH-000589,-1.21971598435
ACH-000591,-1.15387458674
ACH-000593,-1.34380477436
ACH-000600,-1.42380549641
ACH-000601,-1.2922288962100001
ACH-000604,-1.3787354374
ACH-000605,-1.8393050292400002
ACH-000606,-1.33493724945
ACH-000608,-1.46202976063
ACH-000614,-1.13270642007
ACH-000616,-1.08256496963
ACH-000618,-1.2152016793
ACH-000619,-1.3428422665000002
ACH-000620,-1.3908558843099998
ACH-000621,-1.6563951031200002
ACH-000622,-1.18184467875
ACH-000623,-1.4356190521599999
ACH-000624,-1.4480332407700003
ACH-000627,-1.1839645629200002
ACH-000630,-1.43183034353
ACH-000632,-1.42079376431
ACH-000633,-1.3425016247400001
ACH-000637,-1.31113936997
ACH-000638,-1.22032267779
ACH-000646,-1.5179552402
ACH-000647,-1.4887370621399998
ACH-000648,-1.0237138189700001
ACH-000649,-1.3466122376700003
ACH-000651,-1.5670666687
ACH-000652,-1.1056914525700001
ACH-000653,-1.6162312284399998
ACH-000657,-1.43216192796
ACH-000658,-1.61454172157
ACH-000661,-1.44494407693
ACH-000662,-1.64504210652
ACH-000663,-1.0806454847799998
ACH-000665,-1.3818858273299999
ACH-000671,-1.5809016787299999
ACH-000673,-1.5216343726600001
ACH-000676,-1.78146984482
ACH-000677,-1.36093875882
ACH-000681,-1.4292860310799997
ACH-000682,-1.4777248630000002
ACH-000683,-1.56811388144
ACH-000684,-1.21790445156
ACH-000688,-1.18850789083
ACH-000693,-1.42849149398
ACH-000694,-1.8937130113599998
ACH-000695,-1.3587386689200003
ACH-000696,-1.49165080099
ACH-000697,-1.27639235241
ACH-000699,-1.5843676229199999
ACH-000701,-1.29010437565
ACH-000706,-1.18479528927
ACH-000711,-1.56263335859
ACH-000713,-1.40778767041
ACH-000714,-1.4707463368200002
ACH-000718,-1.49954896724
ACH-000720,-1.0924415526
ACH-000721,-1.3144621968299999
ACH-000724,-1.81641166379
ACH-000725,-1.86543119912
ACH-000732,-1.5717507025
ACH-000734,-1.07615513929
ACH-000735,-1.26975643714
ACH-000736,-1.2430736008
ACH-000738,-1.39324793138
ACH-000746,-1.6829886623199999
ACH-000747,-1.43242633657
ACH-000748,-1.29774677442
ACH-000753,-1.43352941144
ACH-000756,-1.22333141543
ACH-000757,-1.41575327049
ACH-000758,-1.4235216587200001
ACH-000760,-1.23119536125
ACH-000763,-1.02579275588
ACH-000764,-1.64898481796
ACH-000765,-1.15883470829
ACH-000766,-1.37194508127
ACH-000767,-1.8385569138799998
ACH-000768,-1.05937403143
ACH-000769,-1.2231827132
ACH-000770,-1.6222535662900002
ACH-000771,-1.33713827746
ACH-000773,-1.5885166920299998
ACH-000776,-1.21730062989
ACH-000777,-1.3555243035299998
ACH-000778,-0.9348551687250001
ACH-000781,-1.5337552151299998
ACH-000782,-1.4802647126700001
ACH-000783,-1.5219025683399998
ACH-000784,-1.45368919682
ACH-000785,-1.5027490776399999
ACH-000787,-1.5132016847499998
ACH-000788,-1.42988249232
ACH-000791,-1.34978146806
ACH-000792,-1.39372107482
ACH-000794,-1.1891415669399998
ACH-000796,-1.54249998759
ACH-000799,-1.06360719534
ACH-000800,-1.31643131435
ACH-000802,-1.4077312123899999
ACH-000804,-1.4639549453100003
ACH-000805,-1.25136175964
ACH-000809,-1.6165441249099999
ACH-000810,-1.39321648687
ACH-000811,-1.05205655845
ACH-000817,-0.85686807224
ACH-000819,-1.59618575208
ACH-000820,-1.790502834
ACH-000821,-1.46148657783
ACH-000822,-1.13497360671
ACH-000823,-1.29888034171
ACH-000824,-1.67452541822
ACH-000827,-1.36217985728
ACH-000829,-0.9158524124230001
ACH-000831,-1.43017271907
ACH-000832,-1.25578723076
ACH-000833,-1.4839993690200002
ACH-000834,-1.3414680905399998
ACH-000835,-1.38300000066
ACH-000836,-1.80114032369
ACH-000837,-1.4560574847799999
ACH-000838,-1.3135292373799998
ACH-000839,-1.47660801498
ACH-000840,-0.857165577286
ACH-000841,-1.58199532188
ACH-000843,-1.35035236826
ACH-000846,-0.840487130191
ACH-000847,-1.34355830186
ACH-000848,-1.26495552496
ACH-000849,-1.4308964529799997
ACH-000851,-1.4669948476899999
ACH-000855,-1.3768715420700002
ACH-000856,-1.22359957386
ACH-000858,-1.4768124369
ACH-000859,-1.55241334728
ACH-000861,-1.5140788437200001
ACH-000862,-1.06008048436
ACH-000865,-1.4138553892299999
ACH-000866,-1.43430905306
ACH-000867,-1.6506863365900002
ACH-000869,-1.4526314582100002
ACH-000872,-1.13084842624
ACH-000873,-1.3131184813099999
ACH-000876,-1.8027322144
ACH-000878,-1.3967088220200001
ACH-000880,-1.05419207827
ACH-000881,-1.45745238768
ACH-000882,-1.1264787080399998
ACH-000884,-1.47825552665
ACH-000885,-1.5256563520200002
ACH-000887,-1.2655960044399999
ACH-000888,-1.3883302662700001
ACH-000889,-1.5937808566
ACH-000890,-1.35532708431
ACH-000896,-1.3947940783000001
ACH-000898,-1.5848271172400001
ACH-000900,-1.6616962731799998
ACH-000901,-1.64033483912
ACH-000905,-1.3956713737900002
ACH-000906,-1.0554137292499999
ACH-000907,-1.2171450748700001
ACH-000910,-1.58583565201
ACH-000911,-1.3476184598700003
ACH-000912,-1.26631669974
ACH-000913,-1.29030723869
ACH-000915,-1.34453433893
ACH-000916,-2.1055202423
ACH-000917,-1.5664961715
ACH-000921,-1.5203433822999999
ACH-000924,-1.61104648229
ACH-000926,-1.6796102687099999
ACH-000928,-1.20502872123
ACH-000929,-1.25841052525
ACH-000932,-1.14762612183
ACH-000935,-1.24417610234
ACH-000936,-1.5225410886500002
ACH-000937,-1.16744490503
ACH-000938,-1.4294493294
ACH-000939,-1.6870149025299999
ACH-000941,-1.28711662961
ACH-000943,-1.1267984032
ACH-000946,-1.50438600674
ACH-000947,-1.5697787088
ACH-000948,-1.11571777179
ACH-000950,-1.4305962099
ACH-000953,-1.6881635938
ACH-000957,-1.1832430658700002
ACH-000958,-1.1950039753100001
ACH-000960,-1.3133752091500002
ACH-000963,-1.13706217853
ACH-000968,-1.19025944567
ACH-000969,-1.5930945099200002
ACH-000973,-1.18986663327
ACH-000974,-1.45721351399
ACH-000975,-1.6276975893999999
ACH-000976,-1.48961096252
ACH-000978,-1.26252393081
ACH-000980,-1.4272699875900001
ACH-000984,-1.77999177837
ACH-000986,-1.52647388779
ACH-000988,-0.9402494883499999
ACH-000993,-1.3969787473299997
ACH-000994,-1.78008892371
ACH-000996,-1.17334673902
ACH-001001,-1.19910421639
ACH-001020,-1.5558317145200002
ACH-001028,-1.6993373094400002
ACH-001031,-1.30709878557
ACH-001038,-1.35739292844
ACH-001048,-1.40079309396
ACH-001050,-1.31009936077
ACH-001053,-1.3572313222799999
ACH-001054,-1.28377939859
ACH-001061,-1.30746553812
ACH-001067,-1.59688210562
ACH-001075,-1.27519083569
ACH-001096,-1.01531567579
ACH-001128,-1.4629130814200002
ACH-001134,-1.33605050021
ACH-001151,-1.17435915487
ACH-001163,-1.4122102503
ACH-001164,-1.18574995962
ACH-001173,-1.4504488811000003
ACH-001183,-1.2322555483600002
ACH-001184,-1.52078344367
ACH-001190,-1.12838639941
ACH-001192,-1.48808605997
ACH-001193,-1.0119405751200001
ACH-001196,-1.33252203791
ACH-001197,-1.20062651844
ACH-001205,-1.29468777295
ACH-001211,-1.50010483093
ACH-001212,-1.53594407688
ACH-001228,-1.41546999769
ACH-001232,-1.4093166074899999
ACH-001239,-1.34318184872
ACH-001274,-1.1716926502399998
ACH-001275,-1.2658282359
ACH-001277,-1.44908629857
ACH-001278,-1.36045489718
ACH-001280,-1.13452286808
ACH-001283,-1.02973176293
ACH-001289,-1.15642076267
ACH-001295,-1.49926207212
ACH-001300,-1.4100561309900002
ACH-001301,-1.26301332865
ACH-001302,-1.13636892488
ACH-001303,-1.34954815648
ACH-001306,-0.9966852051039999
ACH-001318,-1.6048219142299998
ACH-001322,-1.14482587769
ACH-001328,-1.20636798971
ACH-001332,-1.5319963663499998
ACH-001333,-1.23627723282
ACH-001336,-1.50515819357
ACH-001340,-1.1849878001
ACH-001346,-1.28457697453
ACH-001353,-1.13705781754
ACH-001354,-1.4499321427
ACH-001367,-1.57247536912
ACH-001368,-0.9639986163590001
ACH-001374,-1.5302546852
ACH-001375,-1.30531544088
ACH-001377,-1.2523480386
ACH-001380,-1.48179645764
ACH-001391,-1.26846276405
ACH-001407,-1.5257513550400001
ACH-001408,-1.30295350051
ACH-001413,-1.43851973074
ACH-001430,-1.48680210445
ACH-001431,-1.38017693011
ACH-001450,-1.1990528220399999
ACH-001496,-1.54092040905
ACH-001500,-1.09248926604
ACH-001521,-1.46388146054
ACH-001523,-1.3568790721000001
ACH-001532,-1.1712601567299998
ACH-001536,-1.5222872284600002
ACH-001550,-2.2534258317400004
ACH-001552,-1.67014966917
ACH-001554,-1.43486096788
ACH-001645,-1.35649336044
ACH-001654,-1.15088654366
ACH-001715,-1.70092043599
ACH-001735,-1.3868068072400002
ACH-001736,-1.27726079896
ACH-001737,-1.1577361156000001
ACH-001740,-1.2696360777700002
ACH-001745,-1.6173608273299998
ACH-001750,-1.1823768235299998
ACH-001765,-1.0689079181399999
ACH-001956,-0.991347512362
ACH-001957,-1.07441811834
