,BSG (682)
ACH-000004,-0.07915300270549999
ACH-000007,-0.215244178226
ACH-000009,-0.049417055201199996
ACH-000011,0.0742746924925
ACH-000012,-0.42018686961999996
ACH-000013,-0.09860636446450001
ACH-000014,0.055609490573699995
ACH-000015,0.0143996320649
ACH-000017,-0.365865801611
ACH-000018,-0.423525201277
ACH-000019,-0.374281752328
ACH-000021,-0.10474185208900001
ACH-000022,0.019012085430499998
ACH-000025,-0.156206231139
ACH-000028,-0.5884480994210001
ACH-000030,-0.1348794762
ACH-000035,-0.0665223075105
ACH-000036,-0.07429892959039999
ACH-000037,-0.056553296443
ACH-000039,0.025861491310900004
ACH-000040,0.011891971808499999
ACH-000041,-0.350640682637
ACH-000042,-0.00106204324092
ACH-000045,-0.110701256863
ACH-000047,-0.016332398379600002
ACH-000052,-0.137076030331
ACH-000053,-0.27548967630300003
ACH-000054,-0.19911499999899998
ACH-000055,-0.315715364633
ACH-000060,-0.165805351016
ACH-000067,-0.00700521795853
ACH-000070,0.056130925656
ACH-000075,0.103829449857
ACH-000078,-0.321426487716
ACH-000082,-0.103304224495
ACH-000085,-0.41881526153399995
ACH-000086,-0.246807202128
ACH-000087,-0.187504701023
ACH-000092,-0.0269459998564
ACH-000095,-0.27501336103
ACH-000097,-0.0197519579042
ACH-000098,-0.12005489994799999
ACH-000099,-0.502072249718
ACH-000108,0.0181122927531
ACH-000113,0.16467903234200001
ACH-000115,-0.415288025521
ACH-000116,0.0390373147655
ACH-000118,-0.071054021226
ACH-000120,0.00316123184867
ACH-000123,-0.5023868791439999
ACH-000127,-0.111781158442
ACH-000128,-0.391636556124
ACH-000132,0.0172614136922
ACH-000133,-0.036488341301199996
ACH-000137,0.114265133987
ACH-000138,-0.529049724544
ACH-000142,-0.15505558669199998
ACH-000143,-0.200729925546
ACH-000146,-0.16835939953600002
ACH-000148,-0.17317965915300002
ACH-000150,-0.533293936822
ACH-000152,0.007441892509999999
ACH-000153,0.05243884095819999
ACH-000159,-0.168645570289
ACH-000160,-0.208457242525
ACH-000163,-0.154740981361
ACH-000167,0.0668098370255
ACH-000168,-0.430599455202
ACH-000169,-0.0749366574026
ACH-000178,-0.271371204457
ACH-000182,0.0011561452784999999
ACH-000183,-0.352358510546
ACH-000188,0.0216782693198
ACH-000189,-0.587023150317
ACH-000190,-0.12285562268200001
ACH-000198,-0.0569714880539
ACH-000204,-0.142448420676
ACH-000206,0.0625024995714
ACH-000207,-0.514227850467
ACH-000211,0.08376164322549999
ACH-000215,-0.0088066414314
ACH-000221,-0.0167564702898
ACH-000222,-0.311775102368
ACH-000223,-0.36810000368699997
ACH-000226,-0.683035739543
ACH-000227,0.0088498715756
ACH-000228,-0.287926630735
ACH-000231,-0.09469012321010001
ACH-000232,0.134221505885
ACH-000233,-0.24280580077599997
ACH-000234,-0.444458442176
ACH-000235,-0.1553153551
ACH-000237,-0.22903223811999998
ACH-000238,-0.145206833839
ACH-000243,-0.2973848011
ACH-000244,-0.05923041969790001
ACH-000246,-0.047255866647300006
ACH-000248,-0.571636609573
ACH-000250,-0.274973256804
ACH-000251,-0.0401685301171
ACH-000253,-0.567669554249
ACH-000255,-0.25859525014400003
ACH-000256,0.207738232971
ACH-000257,-0.149491322687
ACH-000258,-0.034123443039500004
ACH-000259,-0.18254645115899998
ACH-000260,-0.353830045012
ACH-000261,0.014232829344899998
ACH-000262,-0.46241775199600005
ACH-000263,-0.35945011748899997
ACH-000264,-0.022967440819299998
ACH-000265,0.042015136589900005
ACH-000266,-0.10463411427100001
ACH-000272,-0.169040036166
ACH-000273,-0.0716266925185
ACH-000274,-0.259221153576
ACH-000277,-0.216022626814
ACH-000278,-0.189342322809
ACH-000279,-0.112854195777
ACH-000280,-0.529549926564
ACH-000281,-0.20386245846599998
ACH-000288,-0.16352279965299998
ACH-000291,0.11449959034900001
ACH-000293,-0.0855658986317
ACH-000294,-0.370921851743
ACH-000295,-0.409455434854
ACH-000296,-0.264988278829
ACH-000302,-0.480186205712
ACH-000304,-0.20285742221099998
ACH-000307,-0.024651664134400002
ACH-000308,-0.0399859020117
ACH-000310,-0.209498029829
ACH-000311,-0.138280165604
ACH-000312,-0.418997070463
ACH-000315,0.0688227781855
ACH-000316,-0.147078855288
ACH-000317,-0.47369320291199996
ACH-000318,-0.0473819562488
ACH-000319,-0.11046564098400001
ACH-000320,-0.0755104960746
ACH-000322,-0.11366674576
ACH-000323,0.0690488623665
ACH-000324,-0.38515239061800005
ACH-000329,-0.072507417855
