,TBXA2R (6915)
ACH-000004,-0.0100444040886
ACH-000007,0.287518090099
ACH-000009,-0.048587934844199994
ACH-000011,-0.0655813632117
ACH-000012,0.06547817984849999
ACH-000013,-0.132621313935
ACH-000014,-0.049202191218800005
ACH-000015,-0.0705223973909
ACH-000017,-0.10022165907
ACH-000018,-0.058242616369500004
ACH-000019,-0.16592457796399998
ACH-000021,-0.187628056767
ACH-000022,0.0355998893055
ACH-000025,-0.200776769995
ACH-000028,-0.10888785523700001
ACH-000030,0.0823958528836
ACH-000035,0.0641306339106
ACH-000036,0.049251704318300005
ACH-000037,-0.047110092077199996
ACH-000039,0.0788732998503
ACH-000040,-0.0903751282457
ACH-000041,-0.09082963162299999
ACH-000042,0.114758010554
ACH-000045,0.000924630366908
ACH-000047,0.153280806191
ACH-000052,-0.39707024760399995
ACH-000053,0.0291609439899
ACH-000054,-0.00998204847874
ACH-000055,0.027985109669400002
ACH-000060,0.146279714153
ACH-000067,-0.00245573341885
ACH-000070,0.24722713634399998
ACH-000075,-0.0180557051455
ACH-000078,0.0034362237041899997
ACH-000082,0.0339498494171
ACH-000085,-0.185653975036
ACH-000086,0.026575832360200002
ACH-000087,0.129715093088
ACH-000092,-0.09992350040819999
ACH-000095,-0.11188816027699999
ACH-000097,0.147331891569
ACH-000098,-0.040071025182
ACH-000099,-0.045535302275
ACH-000108,-0.0408044440708
ACH-000113,0.0711500921418
ACH-000115,-0.0254367184968
ACH-000116,-0.042348128960999994
ACH-000118,-0.00557062339768
ACH-000120,-0.051977143394599995
ACH-000123,0.0466756453545
ACH-000127,-0.0498936387919
ACH-000128,-0.18209239337299998
ACH-000132,-0.11680446877
ACH-000133,0.013507015625200002
ACH-000137,0.0583157221308
ACH-000138,-0.0715609589426
ACH-000142,-0.0946281796717
ACH-000143,0.199097873914
ACH-000146,-0.058858726379800004
ACH-000148,0.114595566811
ACH-000150,-0.0097075757919
ACH-000152,0.0431990442979
ACH-000153,0.132972377074
ACH-000159,-0.0682623511015
ACH-000160,-0.000912848234986
ACH-000163,-0.036434014318
ACH-000167,0.402088909703
ACH-000168,0.134149856295
ACH-000169,0.104263904249
ACH-000178,-0.0690983505961
ACH-000182,-0.09047303508230001
ACH-000183,-0.07191221615410001
ACH-000188,-0.057794124172400006
ACH-000189,0.281851358238
ACH-000190,0.12784462489600001
ACH-000198,0.0660011218523
ACH-000204,-0.165073372773
ACH-000206,-0.164380788243
ACH-000207,-0.252922829886
ACH-000211,0.0555270690846
ACH-000215,0.0595053520295
ACH-000221,-0.004122944929929999
ACH-000222,-0.274351463554
ACH-000223,-0.031199180148099998
ACH-000226,-0.11909679127499999
ACH-000227,0.0656823337701
ACH-000228,-0.0030485703645399998
ACH-000231,0.047848175991400003
ACH-000232,0.113486371982
ACH-000233,-0.0510579923807
ACH-000234,0.163212973757
ACH-000235,-0.041107930284800004
ACH-000237,0.0379170043378
ACH-000238,0.0691497530121
ACH-000243,0.0265773606996
ACH-000244,0.0732522973343
ACH-000246,0.166963532688
ACH-000248,-0.094107079277
ACH-000250,-0.0672915164086
ACH-000251,-0.0634081245699
ACH-000253,0.06912054409730001
ACH-000255,0.00306431298866
ACH-000256,0.027848861054099998
ACH-000257,-0.04790429024619999
ACH-000258,0.345415300969
ACH-000259,-0.024110574621099997
ACH-000260,-0.10887875494799999
ACH-000261,0.025366951978000003
ACH-000262,-0.417892571316
ACH-000263,-0.18286630389400002
ACH-000264,0.0649017578077
ACH-000265,0.14654130953199998
ACH-000266,-0.0173917512751
ACH-000272,0.0323733733658
ACH-000273,0.056204756040699994
ACH-000274,-0.0597287726489
ACH-000277,-0.0849559134674
ACH-000278,0.306450647567
ACH-000279,-0.016822370725
ACH-000280,-0.05029829751230001
ACH-000281,-0.0370494620024
ACH-000288,0.07041633166460001
ACH-000291,0.113112851516
ACH-000293,-0.178378978206
ACH-000294,0.0858151309159
ACH-000295,-0.0629423754105
ACH-000296,-0.017676505888200002
ACH-000302,-0.0661620135244
ACH-000304,0.18018443222
ACH-000307,0.00488472549697
ACH-000308,0.0490162794901
ACH-000310,-0.0019169353174200003
ACH-000311,-0.0824395860694
ACH-000312,-0.262373661247
ACH-000315,0.030398926765
ACH-000316,0.101096147734
ACH-000317,0.190627780709
ACH-000318,-0.07511428871430001
ACH-000319,-0.06534812176530001
ACH-000320,0.017901817109700003
ACH-000322,0.17825068839400002
ACH-000323,-0.024486535169199998
ACH-000324,-0.0068613854364
ACH-000329,-0.0288978184216
ACH-000330,-0.0280048856495
ACH-000331,0.09626254475530001
ACH-000332,0.0075806455155
ACH-000334,0.0477721133368
ACH-000335,0.051971631086999995
ACH-000336,-0.0921036394048
ACH-000337,0.140333961156
ACH-000339,0.055685244258000005
ACH-000341,-0.047048461061399996
ACH-000348,0.0596124811273
ACH-000350,0.057441341787099996
ACH-000352,0.0934929994841
ACH-000356,0.162180768715
ACH-000361,-0.222717936707
ACH-000362,0.120481249787
ACH-000363,-0.0666029921642
ACH-000364,0.00932629464871
ACH-000365,0.0985611080366
ACH-000366,0.0049937831703500005
ACH-000368,0.015556052393
ACH-000374,-0.013684753036499998
ACH-000375,-0.201252573467
ACH-000376,0.049792052165
ACH-000381,0.13240908331100001
ACH-000383,0.014925893367899998
ACH-000387,0.011431644755200001
ACH-000389,0.108144122268
ACH-000390,0.016749603760899998
ACH-000393,-0.07604602355560001
ACH-000395,0.309983724839
ACH-000397,-0.06486786131849999
ACH-000401,0.235193299615
ACH-000402,0.0664245630468
ACH-000403,-0.00910938308172
ACH-000404,0.058918244257899995
ACH-000406,-0.00852991871673
ACH-000407,-0.0702847545465
ACH-000408,0.18392208341400001
ACH-000410,-0.0733837863729
ACH-000411,0.09181096686210001
ACH-000414,-0.0349697001677
ACH-000415,0.016932900654
