,TLCD2 (727910)
ACH-000004,-0.00755344686659
ACH-000007,0.06364492118080001
ACH-000009,-0.21939633434500003
ACH-000011,0.0231277178415
ACH-000012,-0.141396256723
ACH-000013,0.0506938563698
ACH-000014,0.0750655192778
ACH-000015,0.0473273723438
ACH-000017,0.032390585554299994
ACH-000018,0.165403936739
ACH-000019,-0.15631666712099998
ACH-000021,0.109654281519
ACH-000022,0.140922688337
ACH-000025,-0.023808043953800002
ACH-000028,0.0354595892363
ACH-000030,-0.012350722922
ACH-000035,0.0509243132524
ACH-000036,-0.0268096580445
ACH-000037,0.00043485710477399994
ACH-000039,0.0318225071273
ACH-000040,-0.0712194409257
ACH-000041,0.12937259115
ACH-000042,0.0257254016102
ACH-000045,0.07272872114210001
ACH-000047,0.0578050551325
ACH-000052,-0.105009088413
ACH-000053,0.023884307663400002
ACH-000054,0.12441309418400001
ACH-000055,-0.0652194198599
ACH-000060,-0.17509840433200002
ACH-000067,0.0520863591
ACH-000070,0.018900448462
ACH-000075,-0.194345022619
ACH-000078,0.146962094782
ACH-000082,-0.0377218178991
ACH-000085,-0.174542584249
ACH-000086,0.0394941167087
ACH-000087,-0.0765946369267
ACH-000092,0.19478824446899998
ACH-000095,-0.014391055984100001
ACH-000097,-0.000559984519547
ACH-000098,-0.0662612573254
ACH-000099,0.0183201558132
ACH-000108,0.140199388098
ACH-000113,0.0814070923005
ACH-000115,-0.061184234389999995
ACH-000116,-0.0384887725894
ACH-000118,0.105951698641
ACH-000120,0.0911745343857
ACH-000123,-0.0247515445047
ACH-000127,0.05833115631540001
ACH-000128,0.221029665253
ACH-000132,0.0185126601379
ACH-000133,-0.0018749298009500001
ACH-000137,0.154599814069
ACH-000138,-0.0538297399928
ACH-000142,-0.156783859627
ACH-000143,-0.0200906347865
ACH-000146,0.00963172068639
ACH-000148,0.0223531856404
ACH-000150,0.0125327878205
ACH-000152,-0.0508224234913
ACH-000153,-0.148627463883
ACH-000159,-0.03592456923369999
ACH-000160,-0.0504927086771
ACH-000163,0.0558773287397
ACH-000167,-0.254831734704
ACH-000168,0.149227487816
ACH-000169,-0.050948630701599995
ACH-000178,0.0995196698778
ACH-000182,0.0200717918637
ACH-000183,0.0286105004165
ACH-000188,-0.228927156594
ACH-000189,0.300459397512
ACH-000190,-0.00581244968984
ACH-000198,-0.0840169986805
ACH-000204,-0.10386081190400001
ACH-000206,0.119580331742
ACH-000207,-0.041401971457300006
ACH-000211,0.0687164948102
ACH-000215,-0.0596854684874
ACH-000221,-0.0206554854999
ACH-000222,-0.0259009386685
ACH-000223,0.0432793087273
ACH-000226,-0.17073675285700002
ACH-000227,-0.0732731448667
ACH-000228,-0.21986413140299998
ACH-000231,-0.12368074646800001
ACH-000232,0.05806813422399999
ACH-000233,0.0690718422185
ACH-000234,-0.196953056129
ACH-000235,0.0899933876668
ACH-000237,0.054338231325699995
ACH-000238,-0.23055581449700002
ACH-000243,0.0938565501493
ACH-000244,-0.190935175005
ACH-000246,-0.0175513718905
ACH-000248,0.156995894335
ACH-000250,0.035560506177199996
ACH-000251,0.18202686676
ACH-000253,0.0407821398886
ACH-000255,0.017418493219400002
ACH-000256,0.00015859779551
ACH-000257,0.217763426354
ACH-000258,0.00434075316032
ACH-000259,0.0742661408211
ACH-000260,0.016284787252700002
ACH-000261,0.171223029456
ACH-000262,-0.407186120177
ACH-000263,0.39888946038199996
ACH-000264,0.0195020608998
ACH-000265,0.181188913759
ACH-000266,-0.000980298136559
ACH-000272,0.0646845126547
ACH-000273,-0.0342653605263
ACH-000274,0.106852163244
ACH-000277,0.060351651433199996
