,EMCN (51705)
ACH-000004,0.047105151304000004
ACH-000007,0.336335105683
ACH-000009,0.287313952842
ACH-000011,0.23770263485100002
ACH-000012,0.233667163689
ACH-000013,0.237479989339
ACH-000014,0.10563533652000001
ACH-000015,0.164762505457
ACH-000017,0.11256286707699999
ACH-000018,0.34083547570600004
ACH-000019,-0.070983030003
ACH-000021,0.258067441134
ACH-000022,0.07300235809939999
ACH-000025,0.28565733370900004
ACH-000028,0.0154202586947
ACH-000030,0.098265991065
ACH-000035,0.370382019101
ACH-000036,0.0765926015182
ACH-000037,0.494863391144
ACH-000039,0.19063701951900003
ACH-000040,0.000873548462995
ACH-000041,0.09745211810239998
ACH-000042,0.24333104396699998
ACH-000045,0.04969713113480001
ACH-000047,0.18186673067
ACH-000052,-0.291584049106
ACH-000053,0.19023868103900002
ACH-000054,0.159578346781
ACH-000055,0.183414145043
ACH-000060,0.343667023463
ACH-000067,0.28919942007
ACH-000070,0.214060016772
ACH-000075,0.13370024833900002
ACH-000078,-0.013799650989000002
ACH-000082,0.189534237069
ACH-000085,0.41835689159199996
ACH-000086,0.229711747227
ACH-000087,0.17888529194000002
ACH-000092,0.223494198545
ACH-000095,0.16891163868
ACH-000097,0.231933021705
ACH-000098,0.126699542843
ACH-000099,0.25467370625700003
ACH-000108,0.38161006808
ACH-000113,0.182621767066
ACH-000115,0.265240083108
ACH-000116,0.04986041231869999
ACH-000118,0.183512826963
ACH-000120,-0.0007326177364880001
ACH-000123,0.0605409271799
ACH-000127,0.12462729390699999
ACH-000128,0.202296055511
ACH-000132,0.10262331887599999
ACH-000133,0.18300622443300002
ACH-000137,0.184927616583
ACH-000138,0.34548726899800003
ACH-000142,0.19464853520300002
ACH-000143,0.0480777901555
ACH-000146,0.12037105408299999
ACH-000148,0.154395356043
ACH-000150,-0.00513595863753
ACH-000152,0.214888009836
ACH-000153,0.0331333635351
ACH-000159,0.212892426857
ACH-000160,0.09239086019030002
ACH-000163,0.158429320464
ACH-000167,0.17122937310400002
ACH-000168,0.132162918149
ACH-000169,0.121554431283
ACH-000178,0.0629622055439
ACH-000182,0.38337741282399995
ACH-000183,0.0781190979423
ACH-000188,0.0241989576934
ACH-000189,0.0550355378056
ACH-000190,-0.167693377598
ACH-000198,0.170190459497
ACH-000204,0.06727097589060001
ACH-000206,-0.05534367053730001
ACH-000207,0.050990702268199996
ACH-000211,0.09093214235750001
ACH-000215,0.213845253301
ACH-000221,0.218313252145
ACH-000222,0.220547101817
ACH-000223,0.176528799446
ACH-000226,0.300353527189
ACH-000227,0.188274033172
ACH-000228,0.36233679122100004
ACH-000231,0.23232174383
ACH-000232,0.19059163362599998
ACH-000233,0.133921527445
ACH-000234,0.255290379226
ACH-000235,0.10710311076099999
ACH-000237,0.21244171065900003
ACH-000238,0.22828816565
ACH-000243,0.06910906552189999
ACH-000244,0.269361531974
ACH-000246,0.266759349335
ACH-000248,0.282881547704
ACH-000250,0.22409960151799999
ACH-000251,0.10268527954600001
ACH-000253,0.06923881545489999
ACH-000255,0.23914520216600002
ACH-000256,0.43218883706999994
ACH-000257,-0.0168968479217
ACH-000258,0.194807608276
ACH-000259,0.0627824806755
ACH-000260,0.132384372094
ACH-000261,0.16935743464400002
ACH-000262,0.122290314576
ACH-000263,-0.102758110988
ACH-000264,0.221692235073
ACH-000265,0.11641022302899999
ACH-000266,0.21973477818000003
ACH-000272,0.266926723787
ACH-000273,0.16555027532299998
ACH-000274,0.254288863753
ACH-000277,0.00256976808218
ACH-000278,0.248036791441
ACH-000279,0.164734148202
ACH-000280,0.15246788672800002
ACH-000281,0.232001572003
ACH-000288,0.264430704984
ACH-000291,0.168542375376
ACH-000293,0.299946245581
ACH-000294,0.0496405941551
ACH-000295,-0.00482348557818
ACH-000296,0.20798884738099999
ACH-000302,0.0493605492418
ACH-000304,0.051190219880099995
ACH-000307,0.25702724993000003
ACH-000308,0.201258984526
ACH-000310,0.040970732494
ACH-000311,0.0877548812665
ACH-000312,0.294843099639
ACH-000315,-0.021639432837400004
ACH-000316,-0.00812441852116
ACH-000317,0.113702365728
ACH-000318,0.17979946888599999
ACH-000319,0.219658085636
ACH-000320,0.19138914043900002
ACH-000322,-0.107678302632
ACH-000323,0.21981028346700002
ACH-000324,0.20445634371399998
ACH-000329,0.341845355252
ACH-000330,0.23543469743
ACH-000331,0.20008976927900002
ACH-000332,0.129906685704
ACH-000334,0.306363085284
ACH-000335,0.00335258786842
ACH-000336,0.46106439779200004
ACH-000337,0.124677751774
ACH-000339,0.160234180965
ACH-000341,0.39919548613600003
ACH-000348,0.132426723064
ACH-000350,0.257662250857
ACH-000352,0.15369253103299998
ACH-000356,0.213878704483
ACH-000361,0.114877964816
ACH-000362,0.198889128201
ACH-000363,0.08903667642439998
ACH-000364,0.213862708825
ACH-000365,0.13459305668
ACH-000366,0.18980477904399998
ACH-000368,0.109157795453
ACH-000374,0.165224736059
ACH-000375,-0.0293851413455
ACH-000376,0.069561514327
ACH-000381,0.23405796472600002
ACH-000383,0.117383499197
ACH-000387,0.13182416734400002
ACH-000389,0.28777258712
ACH-000390,0.183905236701
ACH-000393,0.140326901555
ACH-000395,0.0277360496193
ACH-000397,-0.012877233601599999
ACH-000401,-0.0382747114528
ACH-000402,0.535373645102
ACH-000403,0.143271042682
ACH-000404,0.587996623257
ACH-000406,0.171132138024
ACH-000407,0.13828559351
ACH-000408,0.280541138609
ACH-000410,0.16231845803300002
ACH-000411,-0.0255004063388
ACH-000414,0.129118820784
ACH-000415,0.261440648984
ACH-000416,0.16364371029799998
ACH-000420,-0.019781084955400003
ACH-000421,0.0836934756797
ACH-000424,0.21085166184999998
