,ESRRA (2101)
ACH-000160,-0.27375639949999997
ACH-000163,-0.420116743852
ACH-000167,-0.0521170692781
ACH-000168,-0.437128725923
ACH-000169,-0.40047593521200003
ACH-000178,-0.22444755047899997
ACH-000182,-0.303693489234
ACH-000183,-0.429598289011
ACH-000188,-0.516369135564
ACH-000189,-0.58261278241
ACH-000190,-0.300124680727
ACH-000198,-0.316557073363
ACH-000204,-0.274189577745
ACH-000206,-0.17482068002599999
ACH-000207,-0.28579832685600004
ACH-000211,-0.44864778984700004
ACH-000215,-0.43189815991499997
ACH-000221,-0.614320624969
ACH-000222,-0.433760964763
ACH-000223,-0.492717031377
ACH-000226,-0.339108927584
ACH-000227,-0.553386272515
ACH-000228,-0.518870013962
ACH-000231,-0.434408723069
ACH-000232,-0.41583045398699997
ACH-000233,-0.29140002784
ACH-000234,-0.387606074463
ACH-000235,-0.47715117188100004
ACH-000237,-0.24984571749200002
ACH-000238,-0.327099950254
ACH-000243,0.00363119359119
ACH-000244,-0.45700346052699997
ACH-000246,-0.250769993165
ACH-000248,-0.215580585663
ACH-000250,-0.46275551556999994
ACH-000251,-0.6235605485310001
ACH-000253,-0.337477913652
ACH-000255,-0.545676965935
ACH-000256,-0.771391731717
ACH-000257,-0.437524165189
ACH-000258,-0.233957697091
ACH-000259,-0.367515783181
ACH-000260,-0.282862541094
ACH-000261,-0.5296569377920001
ACH-000262,-0.7593344234899999
ACH-000263,-0.243600370388
ACH-000264,-0.397031792351
ACH-000265,-0.47706939567
ACH-000266,-0.3453123286
ACH-000272,-0.140361966729
ACH-000273,-0.443121237375
ACH-000274,-0.156195203236
ACH-000277,-0.36964598766999995
ACH-000278,-0.280589164758
ACH-000279,-0.269199646734
ACH-000280,-0.304307279589
ACH-000281,-0.339589870696
ACH-000288,-0.307918306192
ACH-000291,-0.183508749877
ACH-000293,-0.358406406385
ACH-000294,0.012963805911000001
ACH-000295,-0.330660447023
ACH-000296,-0.154461020246
ACH-000302,-0.38809005500200006
ACH-000304,-0.517336876172
ACH-000307,-0.45295988217600003
ACH-000308,-0.40960134227899997
ACH-000310,-0.09924176179069999
ACH-000311,-0.150615333061
ACH-000312,-0.251998972302
ACH-000315,-0.348490797539
ACH-000316,-0.259963679003
ACH-000317,-0.687817848682
ACH-000318,-0.512849954826
ACH-000319,-0.39291476220700006
ACH-000320,-0.04941341959369999
ACH-000322,-0.39276702367
ACH-000323,-0.25488570932300003
ACH-000324,-0.30905713241300004
ACH-000329,-0.302617942449
ACH-000330,-0.28763738720800003
ACH-000331,-0.393052458398
ACH-000332,-0.31105121040600003
ACH-000334,-0.46281118866300003
ACH-000335,-0.502227093793
ACH-000336,-0.38177891073
ACH-000337,-0.243803539384
ACH-000339,-0.220517907179
ACH-000341,-0.244662272379
ACH-000348,-0.41534864834299995
ACH-000350,-0.146849998957
ACH-000352,-0.335527084591
ACH-000356,-0.643811155748
ACH-000361,-0.458726021252
ACH-000362,-0.18201895644299998
ACH-000363,-0.341769123799
ACH-000364,-0.40856441068099997
ACH-000365,-0.41645930637100004
ACH-000366,-0.539775852546
ACH-000368,-0.438372812636
ACH-000374,-0.626198325163
ACH-000375,-0.558714585489
ACH-000376,-0.255548374256
ACH-000381,-0.628521290929
ACH-000383,-0.483430801048
ACH-000387,-0.409841842954
ACH-000389,-0.331032641645
ACH-000390,-0.428690329286
ACH-000393,-0.559478184848
ACH-000395,-0.27537437773699996
ACH-000397,-0.29810373196999995
ACH-000401,-0.880399648167
ACH-000402,0.216105425449
ACH-000403,-0.617436818971
ACH-000404,-0.684142563901
ACH-000406,-0.31160089004999997
ACH-000407,-0.49165496795
ACH-000408,-0.616831771589
ACH-000410,-0.196329614993
ACH-000411,-0.42380412343199997
ACH-000414,-0.26761349280200003
ACH-000415,-0.6527227655969999
ACH-000416,-0.32714414728700003
ACH-000420,-0.401400158364
ACH-000421,-0.40796195775
ACH-000424,-0.10625122125700001
ACH-000425,-0.501621135021
ACH-000426,-0.171309895934
ACH-000427,-0.45107245607
ACH-000433,-0.7454571048540001
ACH-000436,0.047216735987400005
ACH-000444,0.08061005567089999
ACH-000445,-0.429289589922
ACH-000448,-0.565377565721
ACH-000450,-0.481076956267
ACH-000452,-0.474281038794
ACH-000454,-0.45047598258500005
ACH-000458,-0.636969103029
ACH-000459,0.012344200394299999
ACH-000460,-0.5459033031180001
ACH-000461,-0.68955781161
ACH-000463,-0.375921308217
ACH-000464,-0.154432671515
ACH-000466,-0.52384152501
ACH-000467,-0.38447028440700004
ACH-000468,-0.392656281509
ACH-000469,-0.376333479361
ACH-000470,-0.143562940163
ACH-000471,-0.104164832535
ACH-000472,-0.292757246737
ACH-000473,-0.197703801461
ACH-000475,-0.24237651362100002
ACH-000476,-0.278918477811
ACH-000477,-0.0988103235864
ACH-000480,-0.216775288686
ACH-000481,-0.517046951386
ACH-000483,-0.41454044658600003
ACH-000484,-0.879985273935
ACH-000485,-0.352453836772
ACH-000486,-0.44272238639600003
ACH-000487,-0.547720585378
ACH-000488,-0.250214496651
ACH-000490,-0.40490918227
ACH-000491,-0.388496124591
ACH-000495,-0.321293439344
ACH-000496,-0.5189662912740001
ACH-000499,-0.358689203041
ACH-000500,-0.5720925797559999
ACH-000502,-0.41621809629600004
ACH-000503,-0.429405163063
ACH-000505,-0.47868314463399997
ACH-000507,-0.428710361402
ACH-000510,-0.423272388293
ACH-000511,-0.433445484099
ACH-000512,-0.267094958745
ACH-000516,-0.372793009525
ACH-000517,-0.560834241358
ACH-000518,-0.30791830760600003
ACH-000520,-0.595343416865
ACH-000521,-0.141369769922
ACH-000522,-0.49326486974699996
ACH-000524,-0.45776882624700005
ACH-000527,-0.528106065399
ACH-000528,-0.347398489319
ACH-000537,-0.164980323652
ACH-000541,-0.154309777447
ACH-000542,-0.175764629982
ACH-000544,-0.439516936267
ACH-000545,-0.42197342077699995
ACH-000547,-0.411428887209
ACH-000548,-0.27583809143599997
ACH-000549,-0.5962145981220001
ACH-000550,-0.0907864196885
ACH-000552,-0.47412251346699996
ACH-000556,-0.494995356326
ACH-000557,-0.187840912632
ACH-000570,-0.511061986986
ACH-000571,-0.13648167771400002
ACH-000573,-0.471354603461
ACH-000576,-0.154332491525
ACH-000580,-0.530014722899
ACH-000584,-0.232434966415
ACH-000585,-0.516295274755
ACH-000588,-0.409510684068
ACH-000589,-0.277856582853
ACH-000591,-0.20730732454999998
ACH-000593,-0.5713537124979999
ACH-000600,-0.567257609555
ACH-000601,-0.322152882633
ACH-000604,-0.433160203725
ACH-000605,0.0395443707209
ACH-000606,-0.502733130136
ACH-000608,-0.290374011452
ACH-000614,-0.334809961424
ACH-000616,-0.324406424115
ACH-000618,-0.376882504748
ACH-000619,-0.357487148037
ACH-000620,-0.64218011168
ACH-000621,-0.39148775738200003
ACH-000622,-0.24995953553800002
ACH-000623,-0.466007088367
ACH-000624,-0.41319788800499996
ACH-000627,-0.35657321953500004
ACH-000630,-0.411159379564
ACH-000632,-0.405840475013
ACH-000633,-0.393430741924
ACH-000637,-0.424043696847
ACH-000638,-0.26313049065
ACH-000646,-0.190329248136
ACH-000647,-0.356842188425
ACH-000648,0.0404343973998
ACH-000649,-0.20747506813799999
ACH-000651,-0.317406195568
ACH-000652,-0.14993142775499999
ACH-000653,-0.465482469382
ACH-000657,-0.391741657989
ACH-000658,-0.229381242566
ACH-000661,-0.524801305411
ACH-000662,-0.6614055875029999
ACH-000663,-0.325376863603
ACH-000665,-0.39335450733499994
ACH-000671,-0.57266383153
ACH-000673,-0.353567814764
ACH-000676,0.155884673329
ACH-000677,-0.386568103614
ACH-000681,-0.232414753842
ACH-000682,-0.336219296312
ACH-000683,-0.412638735359
ACH-000684,-0.316678859501
ACH-000688,-0.16828190637499998
ACH-000693,-0.47923651689900004
ACH-000694,-0.307349280602
ACH-000695,-0.38140516247
ACH-000696,-0.295864929034
ACH-000697,-0.517557540311
ACH-000699,-0.238088684101
ACH-000701,-0.335110804155
ACH-000706,-0.2212976786
ACH-000711,-0.35155749572899997
ACH-000713,-0.352183637602
ACH-000714,-0.316252863767
ACH-000718,-0.273931385876
ACH-000720,-0.36468440795900003
ACH-000721,-0.474849649845
ACH-000724,-0.51880389433
ACH-000725,-0.600500586293
ACH-000732,-0.561497408883
ACH-000734,-0.539291608543
ACH-000735,-0.437863596812
ACH-000736,-0.46320778018700004
ACH-000738,-0.504482099715
ACH-000746,-0.046245954872699994
ACH-000747,-0.294758638524
ACH-000748,-0.41012181347599996
ACH-000753,-0.333519034751
ACH-000756,-0.36909664913199997
ACH-000757,-0.376888479473
ACH-000758,-0.5453342277759999
ACH-000760,-0.218364694646
ACH-000763,-0.325090758492
ACH-000764,-0.751696299735
ACH-000765,-0.5426905870409999
ACH-000766,-0.513298226271
ACH-000767,-0.35890690746799997
ACH-000768,-0.291656943572
ACH-000769,-0.292568318115
ACH-000770,-0.340551600174
ACH-000771,-0.47727936890699996
ACH-000773,-0.459912010444
ACH-000776,-0.639572224791
ACH-000777,-0.459245945154
ACH-000778,-0.37783533838399996
ACH-000781,-0.383083709776
ACH-000782,-0.431146048479
ACH-000783,-0.23990377071
ACH-000784,-0.263792654465
ACH-000785,-0.0345867270918
ACH-000787,-0.266854220432
ACH-000788,-0.185444835776
ACH-000791,-0.372590371716
ACH-000792,-0.45593078096999995
ACH-000794,-0.476340696157
ACH-000796,-0.335375064811
ACH-000799,-0.326904103049
ACH-000800,-0.235089279157
ACH-000802,-0.47337081983
ACH-000804,-0.410725661163
ACH-000805,-0.700345144415
ACH-000809,-0.255884050927
ACH-000810,-0.94925598391
ACH-000811,-0.149992264538
ACH-000817,-0.39989433882299996
ACH-000819,-0.21397755298
ACH-000820,-0.534809321136
ACH-000821,-0.11905155056500001
ACH-000822,-0.263089884687
ACH-000823,-0.260453950328
ACH-000824,-0.411059916184
ACH-000827,-0.325249646395
ACH-000829,-0.09396661434919999
ACH-000831,-0.6918568516689999
ACH-000832,-0.342487287347
ACH-000833,-0.5416124983330001
ACH-000834,-0.301834969321
ACH-000835,0.049289884292099996
ACH-000836,-0.0712810890506
ACH-000837,-0.0863442365731
ACH-000838,-0.434890908771
ACH-000839,-0.728461566772
ACH-000840,-0.9423160327689999
ACH-000841,-0.145299117496
ACH-000843,-0.595837069824
ACH-000846,-0.188498784414
ACH-000847,0.051586076869400005
ACH-000848,-0.6527034100519999
ACH-000849,-0.141340677017
ACH-000851,-0.454003110298
ACH-000855,-0.211348739715
ACH-000856,-0.266239335997
ACH-000858,-0.484464662747
ACH-000859,-0.386425337205
ACH-000861,-0.168057002632
ACH-000862,-0.18534917781
ACH-000865,-0.332166149604
ACH-000866,-0.32158671281999995
ACH-000867,-0.35512547029700003
ACH-000869,-0.31050682688000003
ACH-000872,-0.469332052722
ACH-000873,-0.461079308038
ACH-000876,-0.612193295017
ACH-000878,-0.25496779282
ACH-000880,-0.380790982958
ACH-000881,0.00869436290417
ACH-000882,-0.26729611285599997
ACH-000884,-0.441925439482
ACH-000885,-0.539055470595
ACH-000887,-0.503222588189
ACH-000888,-0.32063559407
ACH-000889,-0.342903498354
ACH-000890,-0.25551474214000003
ACH-000896,-0.286704985359
ACH-000898,-0.508272115768
ACH-000900,-0.431958291266
ACH-000901,-0.573420503849
ACH-000905,-0.41362691677599994
ACH-000906,-0.32242996758299997
ACH-000907,-0.410744335053
ACH-000910,-0.0782065321384
ACH-000911,-0.381785967748
ACH-000912,-0.320397321297
ACH-000913,-0.17662903051399997
ACH-000915,-0.0251135018615
ACH-000916,-0.730397499244
ACH-000917,-0.296872739948
ACH-000921,-0.215956744692
ACH-000924,-0.437127347962
ACH-000926,-0.250936533409
ACH-000928,-0.405453060735
ACH-000929,-0.470683757868
ACH-000932,-0.34980579500200004
ACH-000935,-0.493112106502
ACH-000936,-0.510850206024
ACH-000937,-0.40999572365000003
ACH-000938,-0.237451029626
ACH-000939,-0.51933878929
ACH-000941,-0.425374510352
ACH-000943,-0.34835912836099997
ACH-000946,-0.207244220022
ACH-000947,-0.440312248153
ACH-000948,-0.402755288309
ACH-000950,-0.380140346982
ACH-000953,-0.408831101902
ACH-000957,-0.5391999522609999
ACH-000958,-0.492770443662
ACH-000960,-0.448728599252
ACH-000963,-0.258169109789
ACH-000968,-0.213245129111
ACH-000969,-0.43479963405100003
ACH-000973,-0.221469687392
ACH-000974,-0.236494449717
ACH-000975,-0.339968580576
ACH-000976,-0.375535254303
ACH-000978,-0.593546883535
ACH-000980,-0.291667013193
ACH-000984,-0.34570762866899996
ACH-000986,-0.334445212904
ACH-000988,-0.468957162568
ACH-000993,-0.36187194810900003
ACH-000994,-0.231202867081
ACH-000996,-0.39279412514
ACH-001001,-0.274890916323
ACH-001020,-0.646688835245
ACH-001028,-0.409863986186
ACH-001031,-0.27608255209000004
ACH-001038,-0.458051162077
ACH-001048,-0.327538993153
ACH-001050,-0.21670475744399997
ACH-001053,-0.261866924184
ACH-001054,-0.38402083617
ACH-001061,-0.16280809851800002
ACH-001067,-0.29215614278200003
ACH-001075,-0.422972197399
ACH-001096,-0.484108799009
ACH-001128,-0.585278763459
ACH-001134,-0.36093056053800004
ACH-001151,0.0102630299166
ACH-001163,-0.310166851441
ACH-001164,-0.200850175388
ACH-001173,-0.336199227311
ACH-001183,-0.301201553103
ACH-001184,-0.0273524796718
ACH-001190,-0.7139627203769999
ACH-001192,-0.0972257641121
ACH-001193,-0.327184368264
ACH-001196,-0.15725161784299999
ACH-001197,-0.40631254948600004
ACH-001205,-0.151526470248
ACH-001211,-0.30372850844300003
ACH-001212,-0.7524647375839999
ACH-001228,-0.0466281764099
ACH-001232,-0.378885842468
ACH-001239,-0.49483499883500004
ACH-001274,-0.0311551883369
ACH-001275,-0.293542069598
ACH-001277,-0.588228670212
ACH-001278,-0.602255807575
ACH-001280,-0.45332733416
ACH-001283,-0.434791859696
ACH-001289,-0.236400323881
ACH-001295,-0.355807695364
ACH-001300,-0.365657063063
ACH-001301,-0.19915047618700002
ACH-001302,-0.28783839629999997
ACH-001303,-0.422036656187
ACH-001306,-0.617656570497
ACH-001318,-0.51938470108
ACH-001322,-0.397466191678
ACH-001328,-0.590813513094
ACH-001332,-0.7099691414489999
ACH-001333,-0.321854116524
ACH-001336,-0.480040637955
ACH-001340,-0.530803431831
ACH-001346,-0.44625558577200003
ACH-001353,-0.373228165064
ACH-001354,-0.289368683607
ACH-001367,-0.285167406592
ACH-001368,-0.410056350274
ACH-001374,-0.413683169597
ACH-001375,-0.564478249958
ACH-001377,-0.133840553236
ACH-001380,-0.473637711954
ACH-001391,-0.016463806638
ACH-001407,-0.29323065725
ACH-001408,-0.555267510211
ACH-001413,-0.404905236474
ACH-001430,-0.41885681661799995
ACH-001431,-0.626472339803
ACH-001450,-0.497631138278
ACH-001496,-0.294479238526
ACH-001500,-0.143268770462
ACH-001521,-0.787531930981
ACH-001523,-0.32249991414
ACH-001532,-0.204121692146
ACH-001536,-0.177378477639
ACH-001550,-0.285089081608
ACH-001552,-0.427088192045
ACH-001554,-0.334366753651
ACH-001645,-0.314478463511
ACH-001654,-0.37452230002400005
ACH-001715,-0.334015222431
ACH-001735,-0.279683724452
ACH-001736,-0.41075879353100003
ACH-001737,-0.48554695866
ACH-001740,-0.228489822443
ACH-001745,-0.383021455769
ACH-001750,-0.34729090245099997
ACH-001765,-0.416226843667
ACH-001956,-0.374569986004
ACH-001957,-0.357854666027
