,ZPBP (11055)
ACH-000004,0.156689985435
ACH-000007,0.142604844029
ACH-000009,0.073103638741
ACH-000011,0.0022903175024499996
ACH-000012,-0.0292388750096
ACH-000013,0.128010788384
ACH-000014,0.0456293560215
ACH-000015,0.155988613937
ACH-000017,0.24220455066500002
ACH-000018,0.08183950674689999
ACH-000019,0.00974624411725
ACH-000021,0.186237457784
ACH-000022,0.216688456499
ACH-000025,-0.144404929686
ACH-000028,0.132580102092
ACH-000030,0.10411176985
ACH-000035,-0.016681250275900002
ACH-000036,0.19265524074
ACH-000037,0.120512102717
ACH-000039,-0.17812643498199998
ACH-000040,0.116747336465
ACH-000041,-0.012292236824299998
ACH-000042,-0.0708192633181
ACH-000045,0.142926231751
ACH-000047,-0.013078424729
ACH-000052,0.21451185198199998
ACH-000053,-0.136512592119
ACH-000054,0.107701017479
ACH-000055,0.26049031555999996
ACH-000060,-0.10006716114700001
ACH-000067,0.09047467220149999
ACH-000070,0.145259398211
ACH-000075,0.08932480799
ACH-000078,-0.0397887662981
ACH-000082,-0.0214852342333
ACH-000085,0.368274012126
ACH-000086,0.166134241664
ACH-000087,0.11042336997400001
ACH-000092,0.0716214675506
ACH-000095,0.0549554195345
ACH-000097,0.0391756957105
ACH-000098,0.126693732263
ACH-000099,0.0506649083124
ACH-000108,0.104364410231
ACH-000113,0.306541201848
ACH-000115,0.125310039432
ACH-000116,0.0722857538058
ACH-000118,0.10779648728800001
ACH-000120,0.000265659586232
ACH-000123,0.11998843113600001
ACH-000127,0.125695067823
ACH-000128,0.131051415282
ACH-000132,0.281640728803
ACH-000133,0.0322613219506
ACH-000137,0.0458546638063
ACH-000138,0.323589055757
ACH-000142,-0.0811278174297
ACH-000143,0.170018323768
ACH-000146,-0.061621762829400004
ACH-000148,0.0853046235585
ACH-000150,0.0985345501309
ACH-000152,0.114245310335
ACH-000153,0.24127055095400002
ACH-000159,-0.0323000783226
ACH-000160,0.106811159142
ACH-000163,-0.11028509004499999
ACH-000167,-0.0674508585041
