,PAXBP1 (94104)
ACH-001193,-1.24218769162
ACH-001196,-1.3770939697600002
ACH-001197,-1.09649220424
ACH-001205,-1.23453555671
ACH-001211,-1.26495071342
ACH-001212,-0.8090699803970001
ACH-001228,-1.3631994096200002
ACH-001232,-1.31675355913
ACH-001239,-1.06362514026
ACH-001274,-0.688032243187
ACH-001275,-1.12835592509
ACH-001277,-1.29621384827
ACH-001278,-1.3225778569
ACH-001280,-1.3817236880000001
ACH-001283,-1.4583168524399999
ACH-001289,-1.25644504143
ACH-001295,-0.984005097318
ACH-001300,-1.29526528021
ACH-001301,-1.06578504218
ACH-001302,-1.4687652926199999
ACH-001303,-1.16420653156
ACH-001306,-1.1863387805399999
ACH-001318,-0.9887554909340001
ACH-001322,-1.1284517783499999
ACH-001328,-1.2659328927299998
ACH-001332,-1.3648519618000001
ACH-001333,-1.29827159327
ACH-001336,-1.2585587995799998
ACH-001340,-1.31307058445
ACH-001346,-1.3402650995899998
ACH-001353,-1.097714207
ACH-001354,-1.6549395711700001
ACH-001367,-1.44277649819
ACH-001368,-1.0972724885299998
ACH-001374,-1.24960362185
ACH-001375,-1.40252892558
ACH-001377,-1.17134240115
ACH-001380,-1.3603708643799999
ACH-001391,-1.0672330369
ACH-001407,-0.8939255442090001
ACH-001408,-1.09226563906
ACH-001413,-1.18384381415
ACH-001430,-1.23384703892
ACH-001431,-1.45770230097
ACH-001450,-0.967675282935
ACH-001496,-1.1655582489
ACH-001500,-1.07431827924
ACH-001521,-1.6492005831799998
ACH-001523,-1.4679259270899998
ACH-001532,-1.25342139561
ACH-001536,-1.03742733068
ACH-001550,-1.54218447193
ACH-001552,-1.09541533265
ACH-001554,-1.1719246026299999
ACH-001645,-1.59036656708
ACH-001654,-1.4299288178999998
ACH-001715,-1.1288350955
ACH-001735,-1.25207092
ACH-001736,-1.06540152218
ACH-001737,-1.1029126411399999
ACH-001740,-1.49913092622
ACH-001745,-1.30663982516
ACH-001750,-0.990261215402
ACH-001765,-1.13111304852
ACH-001956,-1.07741852976
ACH-001957,-0.9537046873810001
