,PAXBP1 (94104)
ACH-000004,-0.8758062996379999
ACH-000007,-1.19786428184
ACH-000009,-1.00275642405
ACH-000011,-1.18028042288
ACH-000012,-1.23098151884
ACH-000013,-1.01709599256
ACH-000014,-1.0268825916
ACH-000015,-1.0904632039
ACH-000017,-1.30164535511
ACH-000018,-1.26531270076
ACH-000019,-1.0
ACH-000021,-0.977395250537
ACH-000022,-1.3557734970500002
ACH-000025,-1.22371059723
ACH-000028,-1.21345613932
ACH-000030,-1.10425764185
ACH-000035,-0.982864778056
ACH-000036,-1.36050172685
ACH-000037,-0.785599839646
ACH-000039,-0.996115329897
ACH-000040,-1.11904081993
ACH-000041,-0.9701054125380001
ACH-000042,-1.0929292581999999
ACH-000045,-1.21622857176
ACH-000047,-1.34415294571
ACH-000052,-0.935273971541
ACH-000053,-1.30587807819
ACH-000054,-0.924062042169
ACH-000055,-1.1515026154899999
ACH-000060,-1.40253840678
ACH-000067,-0.904018841083
ACH-000070,-1.2122665048
ACH-000075,-1.13799357099
ACH-000078,-1.28017837592
ACH-000082,-1.16472736303
ACH-000085,-1.04094174239
ACH-000086,-1.1068469760700002
ACH-000087,-0.98021256545
ACH-000092,-0.975102787501
ACH-000095,-1.1809907771700001
ACH-000097,-1.2582043790700002
ACH-000098,-0.820822453951
ACH-000099,-0.945066506183
ACH-000108,-1.37350073696
ACH-000113,-1.2237288631299998
ACH-000115,-1.36392264991
ACH-000116,-1.08750881686
ACH-000118,-1.19274252274
ACH-000120,-1.35149734013
ACH-000123,-1.19469558624
ACH-000127,-1.14618856884
ACH-000128,-1.1282547977
ACH-000132,-1.32265596199
ACH-000133,-1.43899155368
ACH-000137,-1.30130483105
ACH-000138,-1.13243079345
ACH-000142,-1.3096755666700002
ACH-000143,-1.06230734231
ACH-000146,-1.23720657018
ACH-000148,-1.07056597831
ACH-000150,-1.0485299026600001
ACH-000152,-1.14930492404
ACH-000153,-1.32746931341
ACH-000159,-1.07582480619
ACH-000160,-1.58237581549
ACH-000163,-1.02158034083
ACH-000167,-1.53895539226
ACH-000168,-1.3598810918700002
ACH-000169,-1.41355628619
ACH-000178,-1.42832143424
ACH-000182,-0.771144993105
ACH-000183,-1.1732907219700002
ACH-000188,-1.36796909196
ACH-000189,-1.2828140903899998
ACH-000190,-1.13313443599
ACH-000198,-1.19352812466
ACH-000204,-0.6319796827699999
ACH-000206,-1.1461736535
ACH-000207,-1.3232205924
ACH-000211,-1.12503905496
ACH-000215,-1.29088866939
ACH-000221,-1.15010747719
ACH-000222,-1.3753435262600002
ACH-000223,-1.43030495918
ACH-000226,-1.16341204174
ACH-000227,-1.14992470824
ACH-000228,-1.36785870071
ACH-000231,-1.126589059
ACH-000232,-1.14580236839
ACH-000233,-1.3046170719299999
ACH-000234,-1.7898061715
ACH-000235,-1.17664032714
ACH-000237,-1.13214951573
ACH-000238,-1.30796041101
ACH-000243,-1.1543385447499999
ACH-000244,-1.2625794990299999
ACH-000246,-1.15013445034
ACH-000248,-1.2175550588
ACH-000250,-1.18252394025
ACH-000251,-1.3460755982400001
ACH-000253,-1.15309827957
ACH-000255,-1.11393702715
ACH-000256,-1.24751749434
ACH-000257,-1.0531837017899999
ACH-000258,-1.6977076580500001
ACH-000259,-1.3540059531900002
ACH-000260,-1.26874320908
ACH-000261,-1.15127002975
ACH-000262,-0.547863818871
ACH-000263,-1.0535752534
ACH-000264,-1.32396013314
ACH-000265,-1.4460807571899998
ACH-000266,-1.33621536065
ACH-000272,-0.7706371611939999
ACH-000273,-1.2274558847900001
ACH-000274,-1.0987005528899998
ACH-000277,-1.26770848073
ACH-000278,-1.6245835091799998
ACH-000279,-0.9266579270630001
ACH-000280,-0.832519415553
ACH-000281,-0.974402267568
ACH-000288,-1.33043554646
ACH-000291,-0.9781681327299999
ACH-000293,-1.40630387176
ACH-000294,-0.8364737521369999
ACH-000295,-1.04161103551
ACH-000296,-1.13927680176
ACH-000302,-1.4179819342500002
ACH-000304,-0.804026136705
ACH-000307,-1.34532985579
ACH-000308,-1.4588405985600001
ACH-000310,-1.25371349687
ACH-000311,-1.3299485789499998
ACH-000312,-1.28198419306
ACH-000315,-1.21781456926
ACH-000316,-0.9166558975460001
ACH-000317,-0.8895129382439999
ACH-000318,-1.34715561099
ACH-000319,-1.38120866213
ACH-000320,-1.07866239483
ACH-000322,-1.1826005917
ACH-000323,-0.983553627365
ACH-000324,-1.3355536602299998
ACH-000329,-1.22829288241
ACH-000330,-1.30052105057
ACH-000331,-1.2434552325700001
ACH-000332,-1.16883859917
ACH-000334,-0.8930708914550001
ACH-000335,-0.9383251369460001
ACH-000336,-1.45542007705
ACH-000337,-1.07144546644
ACH-000339,-1.3067249190899999
ACH-000341,-1.46153969
ACH-000348,-1.2627837629799998
ACH-000350,-1.2877294452399999
ACH-000352,-1.21062977488
ACH-000356,-1.0857544502399998
ACH-000361,-0.932287924765
ACH-000362,-1.1996792008200001
ACH-000363,-1.4262890841100002
ACH-000364,-1.23369639983
ACH-000365,-1.26850313787
ACH-000366,-1.1673840605799999
ACH-000368,-1.24736086624
ACH-000374,-1.2457963056299999
ACH-000375,-1.09329542635
ACH-000376,-1.10002766481
ACH-000381,-1.33289226123
ACH-000383,-1.25029700339
ACH-000387,-0.9508172478389999
ACH-000389,-0.883667147824
ACH-000390,-1.16344267591
ACH-000393,-1.07923879061
ACH-000395,-0.927352090501
ACH-000397,-1.3305150472
ACH-000401,-1.13915449063
ACH-000402,-1.13011788939
ACH-000403,-1.38535770981
ACH-000404,-1.0781325244
ACH-000406,-1.10095459667
ACH-000407,-1.1883833235899999
ACH-000408,-1.26094554577
ACH-000410,-1.0693537454200002
ACH-000411,-1.2125249603200001
ACH-000414,-1.2445090144
ACH-000415,-1.29742179729
ACH-000416,-1.43162547896
ACH-000420,-1.15206445502
ACH-000421,-1.13097041009
ACH-000424,-0.9076551365960001
ACH-000425,-0.930963922464
ACH-000426,-0.980600476214
ACH-000427,-1.08592244052
ACH-000433,-1.29775804288
ACH-000436,-1.14005764897
ACH-000444,-1.43622415262
ACH-000445,-1.1020816360299999
ACH-000448,-1.2150945452200002
ACH-000450,-1.1353488394600002
ACH-000452,-1.3868335584600002
ACH-000454,-0.996075340555
ACH-000458,-1.3210654208600001
ACH-000459,-0.600077942655
ACH-000460,-1.18504482221
ACH-000461,-1.2209400005700002
ACH-000463,-1.10218745359
ACH-000464,-1.3958161010699999
ACH-000466,-0.7981129733429999
ACH-000467,-1.1776600708299998
ACH-000468,-1.3143695897299998
ACH-000469,-1.19677664342
ACH-000470,-0.881134538274
ACH-000471,-0.966551248512
ACH-000472,-1.1755166057
ACH-000473,-1.04718534876
ACH-000475,-1.2934977808600001
ACH-000476,-1.27340423692
ACH-000477,-0.643397051904
ACH-000480,-1.41311879911
ACH-000481,-1.23511588293
ACH-000483,-1.05027085122
ACH-000484,-1.4198418953
ACH-000485,-1.1907312843100002
ACH-000486,-1.12584240972
ACH-000487,-1.18037889938
ACH-000488,-1.2079067706
ACH-000490,-1.03957995406
ACH-000491,-1.48205051484
ACH-000495,-1.5162717530599998
ACH-000496,-1.08149748485
ACH-000499,-1.31551716568
ACH-000500,-1.48412626058
ACH-000502,-1.0857116158700002
ACH-000503,-1.03987243608
ACH-000505,-1.1642100665200001
ACH-000507,-1.21658992198
ACH-000510,-1.1910790973999998
ACH-000511,-1.48403395542
ACH-000512,-1.07326786669
ACH-000516,-1.32277955946
ACH-000517,-1.06561212339
ACH-000518,-1.32144549765
ACH-000520,-1.20234408579
ACH-000521,-1.05182111558
ACH-000522,-0.89576876375
ACH-000524,-1.20812189985
ACH-000527,-0.996859142384
ACH-000528,-1.1208100649700001
ACH-000537,-1.18288018644
ACH-000541,-1.3637776220299997
ACH-000542,-0.830434273696
ACH-000544,-1.23888816361
ACH-000545,-1.3334477627799999
ACH-000547,-0.9726994932619999
ACH-000548,-1.5185273081
ACH-000549,-1.51193122304
ACH-000550,-1.22100439155
ACH-000552,-1.3025530971500001
ACH-000556,-1.09348998082
ACH-000557,-1.40723619669
ACH-000570,-1.08878136981
ACH-000571,-0.791238488495
ACH-000573,-1.07021518861
ACH-000576,-1.26018716036
ACH-000580,-1.3839882865200002
ACH-000584,-1.07100123411
ACH-000585,-1.4362360544
ACH-000588,-1.01920085909
ACH-000589,-1.31162920469
ACH-000591,-1.15328590918
ACH-000593,-0.944538233174
ACH-000600,-0.698544085777
ACH-000601,-1.05910809138
ACH-000604,-1.04047007321
ACH-000605,-1.27928033769
ACH-000606,-1.3182080617
ACH-000608,-1.2533517047299998
ACH-000614,-0.374625438054
ACH-000616,-1.3667809446599999
ACH-000618,-1.5134089743599999
ACH-000619,-1.27443870994
ACH-000620,-1.35048997615
ACH-000621,-1.0707739072600002
ACH-000622,-1.66669609772
ACH-000623,-1.3557640135
ACH-000624,-1.28779684475
ACH-000627,-0.8404873948199999
ACH-000630,-0.908214266847
ACH-000632,-1.20702391005
ACH-000633,-1.0138354753399998
ACH-000637,-1.4804859285699998
ACH-000638,-1.21948789685
ACH-000646,-0.825531871463
ACH-000647,-0.9052276336920001
ACH-000648,-0.7184697915710001
ACH-000649,-0.987719341573
ACH-000651,-1.3084929440100002
ACH-000652,-1.4996499085
ACH-000653,-1.00900144256
ACH-000657,-1.06411209766
ACH-000658,-1.15572741283
ACH-000661,-1.01636906479
ACH-000662,-0.655279466265
ACH-000663,-0.923451052176
ACH-000665,-1.2966874644
ACH-000671,-0.807622018935
ACH-000673,-1.2964392557200002
ACH-000676,-1.16990842883
ACH-000677,-1.05462802921
ACH-000681,-1.1208339300299999
ACH-000682,-1.1286912340100002
ACH-000683,-1.21132059702
ACH-000684,-1.13205775803
ACH-000688,-1.1485602783700002
ACH-000693,-1.13283101527
ACH-000694,-1.33368587547
ACH-000695,-0.991423719666
ACH-000696,-1.3158058699700002
ACH-000697,-1.3493490223700002
ACH-000699,-1.7517811107700003
ACH-000701,-1.2943094265200001
ACH-000706,-1.3757956106600002
ACH-000711,-1.16512521649
ACH-000713,-1.2572412018299999
ACH-000714,-0.975431394315
ACH-000718,-1.19877297692
ACH-000720,-1.3470920346899997
ACH-000721,-0.845739781881
ACH-000724,-1.31833494655
ACH-000725,-1.84832762055
ACH-000732,-1.16810292848
ACH-000734,-1.1802153275799998
ACH-000735,-1.35523273518
ACH-000736,-1.2440100844700002
ACH-000738,-1.0775734766399998
ACH-000746,-1.47427490822
ACH-000747,-1.3620532017299998
ACH-000748,-1.11176638667
ACH-000753,-1.14345624629
ACH-000756,-0.9012456784
ACH-000757,-1.20246308684
ACH-000758,-1.2489651455
ACH-000760,-1.17023866875
ACH-000763,-1.144741108
ACH-000764,-0.969074083985
ACH-000765,-1.12218057373
ACH-000766,-1.1058432279700001
ACH-000767,-1.20749635112
ACH-000768,-1.0217756656299999
ACH-000769,-1.02219393052
ACH-000770,-1.1486930148999999
ACH-000771,-0.943849719878
ACH-000773,-0.7930884453020001
ACH-000776,-1.0773246858299999
ACH-000777,-0.9050040359460001
ACH-000778,-1.6478220075799999
ACH-000781,-0.940466808373
ACH-000782,-0.991483395238
ACH-000783,-1.15054553673
ACH-000784,-1.0764714418299999
ACH-000785,-1.4465234751299998
ACH-000787,-1.13150419376
ACH-000788,-0.998829086585
ACH-000791,-1.2380200751200001
ACH-000792,-1.33085760514
ACH-000794,-1.0332987955600001
ACH-000796,-0.921385755443
ACH-000799,-1.12891132381
ACH-000800,-1.04322551997
ACH-000802,-1.1859092666600002
ACH-000804,-1.4219072348500001
ACH-000805,-1.01434508145
ACH-000809,-1.2384920156299999
ACH-000810,-0.992215668101
ACH-000811,-1.23133335875
ACH-000817,-1.46153769174
ACH-000819,-0.928390109983
ACH-000820,-1.12247979971
ACH-000821,-1.45987429962
ACH-000822,-1.03161665421
ACH-000823,-1.2025184725
ACH-000824,-1.0196429338200002
ACH-000827,-1.2071167069700002
ACH-000829,-1.29783422372
ACH-000831,-1.3384752981399999
ACH-000832,-0.981304272087
ACH-000833,-1.04810147283
ACH-000834,-0.886820278162
ACH-000835,-1.32189520592
ACH-000836,-1.2386224402200001
ACH-000837,-1.27487982877
ACH-000838,-1.2504373361599999
ACH-000839,-1.6184270179700002
ACH-000840,-1.16129053824
ACH-000841,-1.06015242177
ACH-000843,-1.50770969845
ACH-000846,-1.25591605072
ACH-000847,-1.1946348391500001
ACH-000848,-1.16505636207
ACH-000849,-1.25025028044
ACH-000851,-1.00494902444
ACH-000855,-1.23221690181
ACH-000856,-1.22672447195
ACH-000858,-1.14096639665
ACH-000859,-1.1617075799799998
ACH-000861,-0.918958453951
ACH-000862,-1.0987469919600001
ACH-000865,-1.07837730485
ACH-000866,-1.19542479062
ACH-000867,-1.12241064938
ACH-000869,-1.42803034653
ACH-000872,-1.04605478092
ACH-000873,-0.967898504801
ACH-000876,-1.38665903396
ACH-000878,-1.00489991387
ACH-000880,-1.18499894381
ACH-000881,-1.19038542434
ACH-000882,-1.14605374981
ACH-000884,-0.9902969581219999
ACH-000885,-1.09716360075
ACH-000887,-1.0799657916
ACH-000888,-1.12413351485
ACH-000889,-0.952061648415
ACH-000890,-1.15607899324
ACH-000896,-1.14837780308
ACH-000898,-0.7482119324459999
ACH-000900,-1.3744110684600002
ACH-000901,-1.35613238799
ACH-000905,-0.8798466312019999
ACH-000906,-1.17382340492
ACH-000907,-1.2853584230600001
ACH-000910,-1.07899171539
ACH-000911,-1.33137921828
ACH-000912,-1.1348564877
ACH-000913,-1.02089455707
ACH-000915,-0.870634704778
ACH-000916,-1.4052876248500001
ACH-000917,-1.0981189437299999
ACH-000921,-1.21753965584
ACH-000924,-1.17290987248
ACH-000926,-1.30073727191
ACH-000928,-0.915327473243
ACH-000929,-1.05448300577
ACH-000932,-1.44951372259
ACH-000935,-0.921675261119
ACH-000936,-1.06777160654
ACH-000937,-1.13909499503
ACH-000938,-0.8368431236220001
ACH-000939,-1.53216747141
ACH-000941,-1.3759693003
ACH-000943,-1.24859259371
ACH-000946,-1.17860246113
ACH-000947,-1.00542951813
ACH-000948,-1.22513778156
ACH-000950,-1.0556581799200002
ACH-000953,-0.9994921888680001
ACH-000957,-0.9702564854539999
ACH-000958,-1.38678402405
ACH-000960,-1.12200323371
ACH-000963,-0.7113854334540001
ACH-000968,-1.20894416304
ACH-000969,-1.32871879967
ACH-000973,-1.2283211582200002
ACH-000974,-1.21007736237
ACH-000975,-1.03949119356
ACH-000976,-1.33858948493
ACH-000978,-1.03887350336
ACH-000980,-1.27388198935
ACH-000984,-1.7720495409
ACH-000986,-1.30477254189
ACH-000988,-1.13091421499
ACH-000993,-1.03629342035
ACH-000994,-0.732521547655
ACH-000996,-1.31044760169
ACH-001001,-1.0244512921
ACH-001020,-1.33851886141
ACH-001028,-0.8670232006299999
ACH-001031,-1.23894708278
ACH-001038,-0.959034521011
ACH-001048,-1.20858223574
ACH-001050,-1.0459443625799998
ACH-001053,-1.25349129654
ACH-001054,-1.19541417045
ACH-001061,-1.0880147441399999
ACH-001067,-1.1776927826299999
ACH-001075,-1.35025124999
ACH-001096,-1.3724208123100001
ACH-001128,-1.1870754165700002
ACH-001134,-1.18316068466
ACH-001151,-1.11826775419
ACH-001163,-0.9741807099070001
ACH-001164,-1.25186646829
ACH-001173,-1.29196147521
ACH-001183,-0.9089742534790001
ACH-001184,-1.4219363353299999
ACH-001190,-1.1459409753399998
ACH-001192,-1.3013459289899998
