,EGLN2 (112398)
ACH-000004,-0.446365353512
ACH-000007,-0.48129198704899995
ACH-000009,-0.335957057199
ACH-000011,-0.3641675065300001
ACH-000012,-0.49824816515799997
ACH-000013,-0.557777008793
ACH-000014,-0.500585089229
ACH-000015,-0.533072143059
ACH-000017,-0.6681890818590001
ACH-000018,-0.7709215393790001
ACH-000019,-0.40215833294299996
ACH-000021,-0.572561889494
ACH-000022,-0.526930150956
ACH-000025,-0.485516076533
ACH-000028,-0.359419819343
ACH-000030,-0.465348530638
ACH-000035,-0.5713356778700001
ACH-000036,-0.566034667754
ACH-000037,-0.542391717953
ACH-000039,-0.584311175597
ACH-000040,-0.441112514939
ACH-000041,-0.671111243889
ACH-000042,-0.466565897232
ACH-000045,-0.347094761887
ACH-000047,-0.33705868025700003
ACH-000052,-0.28315917627500004
ACH-000053,-0.5747857271419999
ACH-000054,-0.555067076243
ACH-000055,-0.549613418966
ACH-000060,-0.48528456473399995
ACH-000067,-0.598495518817
ACH-000070,-0.741725676637
ACH-000075,-0.520957457139
ACH-000078,-0.5912183473170001
ACH-000082,-0.6691477132270001
ACH-000085,-0.127897171849
ACH-000086,-0.458813333381
ACH-000087,-0.416821349274
ACH-000092,-0.567848448582
ACH-000095,-0.617718319463
ACH-000097,-0.331944295703
ACH-000098,-0.48746195946800003
ACH-000099,-0.571762707224
ACH-000108,-0.413347452303
ACH-000113,-0.79160258834
ACH-000115,-0.6940416259919999
ACH-000116,-0.581744940012
ACH-000118,-0.332041811726
ACH-000120,-0.432944587336
ACH-000123,-0.496712746077
ACH-000127,-0.389661652154
ACH-000128,-0.489652600265
ACH-000132,-0.48215872863700004
ACH-000133,-0.778379437985
ACH-000137,-0.231736440921
ACH-000138,-0.490350504535
ACH-000142,-0.664042046809
ACH-000143,-0.7623085569310001
ACH-000146,-0.343340758148
ACH-000148,-0.459065113334
ACH-000150,-0.35259044705
ACH-000152,-0.46928077496799997
ACH-000153,-0.42346814573200003
ACH-000159,-0.544469003437
ACH-000160,0.0674315760338
ACH-000163,-0.541398122139
ACH-000167,0.0193635146848
ACH-000168,-0.537006764131
ACH-000169,-0.634397087517
ACH-000178,-0.446876509644
ACH-000182,-0.531240817349
ACH-000183,-0.489336236049
ACH-000188,-0.40908333786
ACH-000189,-0.64992729374
ACH-000190,-0.156340944289
ACH-000198,-0.610875132894
ACH-000204,-0.412412389419
ACH-000206,-0.8277479002279999
ACH-000207,-0.41368281101300003
ACH-000211,-0.483775365079
ACH-000215,-0.394624074722
ACH-000221,-0.538489068826
ACH-000222,-0.515772643073
ACH-000223,-0.36887258673600004
ACH-000226,-0.340044352742
ACH-000227,-0.591860760481
ACH-000228,-0.321803981864
ACH-000231,-0.292746080411
ACH-000232,-0.461238685708
ACH-000233,-0.585597034507
ACH-000234,-0.596689889971
ACH-000235,-0.51172376171
ACH-000237,-0.44489802948
ACH-000238,-0.435141324273
ACH-000243,-0.41808026327799996
ACH-000244,-0.48001051934699995
ACH-000246,-0.593823457352
ACH-000248,-0.631610710553
ACH-000250,-0.432966067812
ACH-000251,-0.338386932777
ACH-000253,-0.635280706876
ACH-000255,-0.6058777248030001
ACH-000256,-0.524543381489
ACH-000257,-0.854454619346
ACH-000258,-0.565379230102
ACH-000259,-0.6097447656889999
ACH-000260,-0.456923215533
ACH-000261,-0.469222483407
ACH-000262,-0.177367897578
ACH-000263,-0.546470905415
ACH-000264,-0.43041208328100006
ACH-000265,-0.570631451333
ACH-000266,-0.48423714268
ACH-000272,-0.473777585988
ACH-000273,-0.39834262008500004
ACH-000274,-0.466421937487
ACH-000277,-0.5288657753
ACH-000278,-0.259807491462
ACH-000279,-0.62062155768
ACH-000280,-0.543444739642
ACH-000281,-0.387650205673
ACH-000288,-0.44658383136000007
ACH-000291,-0.44583512906000006
ACH-000293,-0.250346130292
ACH-000294,-0.215620782881
ACH-000295,-0.403680933023
ACH-000296,-0.19235462704300002
ACH-000302,-0.7011804478
ACH-000304,-0.323842853185
ACH-000307,-0.470521551395
ACH-000308,-0.529426969382
ACH-000310,-0.7890913522220001
ACH-000311,-0.61905476626
ACH-000312,-0.403549514382
ACH-000315,-0.599373408819
ACH-000316,-0.29397588693000004
ACH-000317,-0.24558389665199998
ACH-000318,-0.426974232689
ACH-000319,-0.365275063072
ACH-000320,-0.364962527814
ACH-000322,-0.27385063455499997
ACH-000323,-0.42102824490199997
ACH-000324,-0.552582665822
ACH-000329,-0.626355715609
ACH-000330,-0.47229971302100004
ACH-000331,-0.187769394551
ACH-000332,-0.658328802598
ACH-000334,-0.66917171455
ACH-000335,-0.618469669662
ACH-000336,-0.6435779792899999
ACH-000337,-0.293976553816
ACH-000339,-0.7254406445739999
ACH-000341,-0.681591833554
ACH-000348,-0.37250613489900003
ACH-000350,-0.569208531744
ACH-000352,-0.350794239664
ACH-000356,-0.5013781870239999
ACH-000361,-0.6983175476019999
ACH-000362,-0.472380663748
ACH-000363,-0.519410195473
ACH-000364,-0.545576081433
ACH-000365,-0.7843399709540001
ACH-000366,-0.6877708477310001
ACH-000368,-0.222309617271
ACH-000374,-0.276614470286
ACH-000375,-0.101031493783
ACH-000376,-0.44269317882
ACH-000381,-0.474279635271
ACH-000383,-0.638086273701
ACH-000387,-0.435558211055
ACH-000389,-0.414378171893
ACH-000390,-0.519513624788
ACH-000393,-0.529098258896
ACH-000395,-0.411163874409
ACH-000397,-0.797181286409
ACH-000401,-0.34338217958300005
ACH-000402,-0.272877425556
ACH-000403,-0.34520964091399997
ACH-000404,-0.281433814519
ACH-000406,-0.623696440191
ACH-000407,-0.23644731631299998
ACH-000408,-0.494758048786
ACH-000410,-0.538222247166
ACH-000411,-0.5937178845859999
ACH-000414,-0.647398669064
ACH-000415,-0.600694131741
ACH-000416,-0.458560300595
ACH-000420,-0.822235275956
ACH-000421,-0.46781661308600003
ACH-000424,-0.593906131822
ACH-000425,-0.5771918820040001
ACH-000426,-0.631089778553
ACH-000427,-0.42646009015299996
ACH-000433,-0.652397853464
ACH-000436,-0.919514462297
ACH-000444,-0.416267245406
ACH-000445,-0.498748006293
ACH-000448,-0.476135086968
ACH-000450,-0.265907504472
ACH-000452,-0.435124604137
ACH-000454,-0.518603426078
ACH-000458,-0.411746325169
ACH-000459,-0.17920433721
ACH-000460,-0.457816005811
ACH-000461,-0.539037392091
ACH-000463,-0.21718873720100002
ACH-000464,-0.505337264388
ACH-000466,-0.582030772222
ACH-000467,-0.326827677171
ACH-000468,-0.46785452991099996
ACH-000469,-0.38369381607299996
ACH-000470,-0.418413019937
ACH-000471,-0.640683493379
ACH-000472,-0.7576313784980001
ACH-000473,-0.637853700142
ACH-000475,-0.540870353181
ACH-000476,-0.485458253575
ACH-000477,-0.54271182299
ACH-000480,-0.5327953348059999
ACH-000481,-0.467700004333
ACH-000483,-0.37956108092600005
ACH-000484,-0.706097795422
ACH-000485,-0.40298072141099994
ACH-000486,-0.6101851532460001
ACH-000487,-0.5425551419560001
ACH-000488,-0.472098099356
ACH-000490,-0.37440870228699996
ACH-000491,-0.559630261514
ACH-000495,-0.5555125097429999
ACH-000496,-0.6544698443270001
ACH-000499,-0.803251999466
ACH-000500,-0.788270349553
ACH-000502,-0.199871142718
ACH-000503,-0.669849501335
ACH-000505,-0.591771231712
ACH-000507,-0.396139338357
ACH-000510,-0.73465694712
ACH-000511,-0.38292915310500003
ACH-000512,-0.660231837798
ACH-000516,-0.486312924894
ACH-000517,-0.5291244270750001
ACH-000518,-0.5123976051820001
ACH-000520,-0.389600305329
ACH-000521,-0.39615842917099997
ACH-000522,-0.42151489910499995
ACH-000524,-0.481775140883
ACH-000527,-0.609701769528
ACH-000528,-0.454339576066
ACH-000537,-0.526756538532
ACH-000541,-0.804658760417
ACH-000542,-0.7215198857100001
ACH-000544,-0.569940336312
ACH-000545,-0.43090997543700005
ACH-000547,-0.183070636269
ACH-000548,-0.46826199129100005
ACH-000549,-0.465958325683
ACH-000550,-0.376600611709
ACH-000552,-0.44437503371200004
ACH-000556,-0.589524092181
ACH-000557,-0.437764838913
ACH-000570,-0.241132365745
ACH-000571,-0.613678361018
ACH-000573,-0.436834756633
ACH-000576,-0.32381315631499996
ACH-000580,-0.41978940126500003
ACH-000584,-0.640564880413
ACH-000585,-0.37798224577100004
ACH-000588,-0.535827976453
ACH-000589,-0.46105805173299996
ACH-000591,-0.5229180391179999
ACH-000593,-0.426728990065
ACH-000600,-0.5226646105330001
ACH-000601,-0.48369829082800003
ACH-000604,-0.464602446347
ACH-000605,-0.505107108966
ACH-000606,-0.239832827548
ACH-000608,-0.775362149478
ACH-000614,-0.326683474276
ACH-000616,-0.562535832602
ACH-000618,-0.204142919518
ACH-000619,-0.7058172565909999
ACH-000620,-0.619747580108
ACH-000621,-0.538948658763
ACH-000622,-0.537835688404
ACH-000623,-0.44779380142399994
ACH-000624,-0.533460354109
ACH-000627,-0.453561373409
ACH-000630,-0.427299917106
ACH-000632,-0.435289654538
ACH-000633,-0.595699629365
ACH-000637,-0.374372635942
ACH-000638,-0.5253438002040001
ACH-000646,-1.20734758567
ACH-000647,-0.420692287857
ACH-000648,-0.668402134493
ACH-000649,-0.49480826606600004
ACH-000651,-0.548292768551
ACH-000652,-0.423473630946
ACH-000653,-0.5837133711429999
ACH-000657,-0.524517952375
ACH-000658,-0.692682912148
ACH-000661,-0.546848349989
ACH-000662,-0.35303302195
ACH-000663,-0.725131062012
ACH-000665,-0.45714638967
ACH-000671,-0.642578412954
ACH-000673,-0.694099514269
ACH-000676,-0.45653852992399996
ACH-000677,-0.700394849218
ACH-000681,-0.583667861853
ACH-000682,-0.606768675247
ACH-000683,-0.551993627864
ACH-000684,-0.298152415003
ACH-000688,-0.441120073486
ACH-000693,-0.462167482638
ACH-000694,-0.412065226156
ACH-000695,-0.0661791959348
ACH-000696,-0.397063959022
ACH-000697,-0.278467879412
ACH-000699,-0.319983361488
ACH-000701,-0.569867149257
ACH-000706,-0.43495568315
ACH-000711,-0.540579999385
ACH-000713,-0.5871328903249999
ACH-000714,-0.551634613812
ACH-000718,-0.47520050055299995
ACH-000720,-0.605878203212
ACH-000721,-0.535239263401
ACH-000724,-0.5290812058259999
ACH-000725,-0.581351304264
ACH-000732,-0.346419308916
ACH-000734,-0.5213464473780001
ACH-000735,-0.387231045092
ACH-000736,-0.353701062337
ACH-000738,-0.495808608878
ACH-000746,-0.636738411274
ACH-000747,-0.472786278054
ACH-000748,-0.623150663371
ACH-000753,-0.300636481714
ACH-000756,-0.44382851471900003
ACH-000757,-0.404534776511
ACH-000758,-0.44780138719499996
ACH-000760,-0.453473323183
ACH-000763,-0.488594689936
ACH-000764,-0.375225293292
ACH-000765,-0.252082476232
ACH-000766,-0.5348516161460001
ACH-000767,-0.424007991234
ACH-000768,-0.553269273022
ACH-000769,-0.460296896718
ACH-000770,-0.7658594150139999
ACH-000771,-0.33957286074299997
ACH-000773,-0.7206777731730001
ACH-000776,-0.583870562749
ACH-000777,-0.601537293985
ACH-000778,-0.53087334795
ACH-000781,-0.469040381583
ACH-000782,-0.36232612664700004
ACH-000783,-0.660973885352
ACH-000784,-0.491812226549
ACH-000785,-0.6722446234749999
ACH-000787,-0.498990370453
ACH-000788,-0.532461890065
ACH-000791,-0.42276101366999996
ACH-000792,-0.39072519085600005
ACH-000794,-0.294681974336
ACH-000796,-0.462770182675
ACH-000799,-0.42233798785300003
ACH-000800,-0.625924347278
ACH-000802,-0.6423064553310001
ACH-000804,-0.305588892941
ACH-000805,-0.258727501578
ACH-000809,-0.57608512014
ACH-000810,-0.452720305038
ACH-000811,-0.565019805915
ACH-000817,-0.555201536336
ACH-000819,-0.606507833667
ACH-000820,-0.7433797018330001
ACH-000821,-0.2629149809
ACH-000822,-0.647822123481
ACH-000823,-0.661635780432
ACH-000824,-0.6581473834839999
ACH-000827,-0.28330126272
ACH-000829,-0.670806756849
ACH-000831,-0.505927174771
ACH-000832,-0.279566712686
ACH-000833,-0.253161861883
ACH-000834,-0.5822091346630001
ACH-000835,-0.500962228386
ACH-000836,-0.147996502857
ACH-000837,-0.43622990070699996
ACH-000838,-0.5748396510989999
ACH-000839,-0.347188891791
ACH-000840,-0.43074827743199995
ACH-000841,-0.355655547986
ACH-000843,-0.22893294811599998
ACH-000846,-0.686721294223
ACH-000847,-0.666245492106
ACH-000848,-0.142619798783
ACH-000849,-0.381614970384
ACH-000851,-0.549139720065
ACH-000855,-0.359495605796
ACH-000856,-0.6683498324530001
ACH-000858,-0.538527360959
ACH-000859,-0.445873926047
ACH-000861,-0.874547624587
ACH-000862,-0.458443986563
ACH-000865,-0.5885569710490001
ACH-000866,-0.507684475115
ACH-000867,-0.48804870189599997
ACH-000869,-0.33609322552299997
ACH-000872,-0.571665371601
ACH-000873,-0.48381740906900006
ACH-000876,-0.552878796355
ACH-000878,-0.416104659492
ACH-000880,-0.513851976059
ACH-000881,-0.419955832787
ACH-000882,-0.36265612119999996
ACH-000884,-0.525791904577
ACH-000885,-0.6062967832280001
ACH-000887,-0.407109444722
ACH-000888,-0.272271154477
ACH-000889,-0.364065202345
ACH-000890,-0.48492323646200003
ACH-000896,-0.538692733957
ACH-000898,-0.500383466491
ACH-000900,-0.458722085051
ACH-000901,-0.502550290891
ACH-000905,-0.566279552797
ACH-000906,-0.552327468206
ACH-000907,-0.19359593348
ACH-000910,-0.566268611383
ACH-000911,-0.500468007769
ACH-000912,-0.462262259352
ACH-000913,-0.257509886313
ACH-000915,-0.35862275978
ACH-000916,-0.187713864584
ACH-000917,-0.541514646011
ACH-000921,-0.6184659999000001
ACH-000924,-0.709694074681
ACH-000926,-0.547617085912
ACH-000928,-0.494498069349
ACH-000929,-0.566796436088
ACH-000932,-0.485070669271
ACH-000935,-0.44485831513499996
ACH-000936,-0.472526252742
ACH-000937,-0.5854826699360001
ACH-000938,-0.547797183502
ACH-000939,-0.0739050618197
ACH-000941,-0.576608963151
ACH-000943,-0.33803618491400006
ACH-000946,-0.592439006151
ACH-000947,-0.42767894868199996
ACH-000948,-0.566344911285
ACH-000950,-0.21056171020199999
ACH-000953,-0.639319667687
ACH-000957,-0.305267081059
ACH-000958,-0.39838425590599996
ACH-000960,-0.467067395881
ACH-000963,0.0372123631487
ACH-000968,-0.397271211139
ACH-000969,-0.357428152683
ACH-000973,-0.361801829296
ACH-000974,-0.627187958011
ACH-000975,-0.533975380643
ACH-000976,-0.569642792606
ACH-000978,-0.8415369201530001
ACH-000980,-0.35717581122599995
ACH-000984,-0.668939854325
ACH-000986,-0.29800341701
ACH-000988,-0.38790304374799994
ACH-000993,-0.501481369124
ACH-000994,-0.163247133357
ACH-000996,-0.508560847769
ACH-001001,-0.44924543738300005
ACH-001020,-0.0795266205924
ACH-001028,-0.556441014839
ACH-001031,-0.348462414318
ACH-001038,-0.5968777355
ACH-001048,-0.579352776558
ACH-001050,-0.491789260398
ACH-001053,-0.582933027128
ACH-001054,-0.48780064029299997
ACH-001061,-0.23324924448000003
ACH-001067,-0.45820185548799996
ACH-001075,-0.362787751277
ACH-001096,-0.44576641704
ACH-001128,0.582122487738
ACH-001134,-0.237556194232
ACH-001151,-0.421396090773
ACH-001163,-0.664211902942
ACH-001164,-0.849151474689
ACH-001173,-0.421727138789
ACH-001183,-0.548667928049
ACH-001184,-0.690100902857
ACH-001190,-0.429475627962
ACH-001192,-0.531108921752
ACH-001193,-0.713190212974
ACH-001196,-0.318542763376
ACH-001197,-0.520644926343
ACH-001205,-0.621323692312
ACH-001211,-0.503699037696
ACH-001212,-0.471704992308
ACH-001228,-0.595001422445
ACH-001232,-0.36280881773199997
ACH-001239,-0.457497988629
ACH-001274,-0.7151859137100001
ACH-001275,-0.40318462928099996
ACH-001277,-0.49719853867700003
ACH-001278,-0.564718341871
ACH-001280,-0.604796873184
ACH-001283,-0.479678310065
ACH-001289,-0.40901063784900005
ACH-001295,-0.705959560592
ACH-001300,-0.7587149375669999
ACH-001301,-0.539257721318
ACH-001302,-0.45029688219999997
ACH-001303,-0.757594234207
ACH-001306,-0.25936723077199997
ACH-001318,-0.324518062408
ACH-001322,-0.626245713657
ACH-001328,-0.265589321875
ACH-001332,-0.2359078888
ACH-001333,-0.525708053251
ACH-001336,-0.552169136875
ACH-001340,-0.37372459534599994
ACH-001346,-0.499385150681
ACH-001353,-0.466992664774
ACH-001354,-0.325812160814
ACH-001367,-0.170703625706
ACH-001368,-0.42825343237400004
ACH-001374,-0.767585161294
ACH-001375,-0.458664793656
ACH-001377,-0.638187066291
ACH-001380,-0.573932972203
ACH-001391,-0.60610028703
ACH-001407,-0.299959835088
ACH-001408,-0.49472079036000005
ACH-001413,-0.575087573627
ACH-001430,-0.60606766467
ACH-001431,-0.513813299666
ACH-001450,-0.309895377845
ACH-001496,-0.14926280314999998
ACH-001500,-0.244136494801
ACH-001521,-0.502482563978
ACH-001523,-0.47820841848800005
ACH-001532,-0.461055086522
ACH-001536,-0.33052850372299997
ACH-001550,0.013911108879400001
ACH-001552,-0.173866051494
ACH-001554,-0.41996824342600003
ACH-001645,-0.6302490581310001
ACH-001654,-0.449821639357
ACH-001715,-0.553079696955
ACH-001735,-0.562695057462
ACH-001736,-0.184136254975
ACH-001737,-0.6605401278
ACH-001740,-0.648187406067
ACH-001745,-0.614514890285
ACH-001750,-0.46040160244499995
ACH-001765,-0.552984975641
ACH-001956,-0.356321176707
ACH-001957,-0.44961127590000005
