,KANSL1L (151050)
ACH-000004,0.236807119059
ACH-000007,-0.027923660579900002
ACH-000009,0.166685637075
ACH-000011,0.00493346370275
ACH-000012,0.129303884614
ACH-000013,0.256076689779
ACH-000014,0.143093984758
ACH-000015,-0.00153035258862
ACH-000017,0.0900270420016
ACH-000018,0.0219949058145
ACH-000019,0.132063668034
ACH-000021,0.17620286707000002
ACH-000022,0.152736789937
ACH-000025,0.0768205877864
ACH-000028,0.211538856166
ACH-000030,0.18110968940400002
ACH-000035,0.232160732492
ACH-000036,0.285937678451
ACH-000037,0.24586566739100002
ACH-000039,0.0701579571373
ACH-000040,0.0560894084171
ACH-000041,0.313694489039
ACH-000042,0.23149058809700002
ACH-000045,0.329572325604
ACH-000047,0.277906191024
ACH-000052,0.246516743429
ACH-000053,0.17544298410999998
ACH-000054,0.17458489103
ACH-000055,-0.0121790100521
ACH-000060,0.10277421215299999
ACH-000067,-0.000647646143135
ACH-000070,0.255515610776
ACH-000075,-0.000498548326531
ACH-000078,0.18969351004999999
ACH-000082,0.242514500893
ACH-000085,0.174227680858
ACH-000086,0.166941770559
ACH-000087,-0.00183593958358
ACH-000092,0.19929943245099999
ACH-000095,0.128196874697
ACH-000097,0.211672419967
ACH-000098,0.186340825659
ACH-000099,0.163945091225
ACH-000108,-0.0348024854504
ACH-000113,0.189806831023
ACH-000115,0.204828220422
ACH-000116,0.189505694189
ACH-000118,0.146116665911
ACH-000120,0.0885833535779
ACH-000123,0.259153478961
ACH-000127,0.108546697725
ACH-000128,0.27921897675
ACH-000132,0.184171898639
ACH-000133,0.16051419022
ACH-000137,0.29211085472
ACH-000138,0.193374287415
ACH-000142,0.016570125497
ACH-000143,0.330107574529
ACH-000146,0.0835075196206
ACH-000148,0.225437240052
ACH-000150,0.145739095632
ACH-000152,0.103545955629
ACH-000153,0.11891463874000002
ACH-000159,0.154557278696
ACH-000160,0.10550260108
ACH-000163,0.18625695633900002
ACH-000167,0.22841156265999998
ACH-000168,-0.11081212755799999
ACH-000169,0.28135971089899997
ACH-000178,0.17918340151
ACH-000182,0.142066545889
ACH-000183,0.09718866014730002
ACH-000188,0.147436945179
ACH-000189,-0.0425683303731
ACH-000190,0.309763322203
ACH-000198,0.164432569379
ACH-000204,0.032125181418
ACH-000206,0.360877132395
ACH-000207,0.150857304498
ACH-000211,0.208547950737
ACH-000215,0.22959206986699998
ACH-000221,0.0571285806568
ACH-000222,0.082339139163
ACH-000223,0.172104427609
ACH-000226,-0.0395659171081
ACH-000227,0.281221198417
ACH-000228,0.0665750111178
ACH-000231,0.18126761298500002
ACH-000232,0.143722742703
ACH-000233,0.130012892321
ACH-000234,-0.00987289106835
ACH-000235,0.127742112819
ACH-000237,0.135015617981
ACH-000238,0.17437022414
ACH-000243,0.171497413792
ACH-000244,0.139722861511
ACH-000246,0.21066477743599998
ACH-000248,0.230745710432
ACH-000250,0.13919723145
ACH-000251,-0.00629992386999
ACH-000253,0.19993088394900002
ACH-000255,0.115008601952
ACH-000256,0.403195707531
ACH-000257,0.106128657094
ACH-000258,0.203669099593
ACH-000259,0.184758834171
ACH-000260,0.0676994029107
ACH-000261,0.148500371663
ACH-000262,0.411307109913
ACH-000263,0.0387966886491
ACH-000264,0.194118650603
ACH-000265,0.283275589908
ACH-000266,0.198408531719
ACH-000272,0.245811166246
ACH-000273,0.13026533687300001
ACH-000274,0.136323410283
ACH-000277,0.196154689738
ACH-000278,-0.042861512754800005
ACH-000279,0.213085890711
ACH-000280,0.0475413945545
ACH-000281,0.309332904556
ACH-000288,0.0685904741878
ACH-000291,0.10805951967
ACH-000293,0.069703703484
ACH-000294,-0.00297512988155
ACH-000295,-0.0566041862569
ACH-000296,0.43816447484399995
ACH-000302,0.11389643526399999
ACH-000304,-0.454422560493
ACH-000307,0.211508589037
ACH-000308,0.179854147091
ACH-000310,0.25056676508299996
ACH-000311,0.311008445912
ACH-000312,0.224487738944
ACH-000315,0.10201811676200001
ACH-000316,0.235847529837
ACH-000317,0.163420203056
ACH-000318,0.116268769333
ACH-000319,0.179836452359
ACH-000320,0.12905051134099998
ACH-000322,0.235970452841
ACH-000323,0.298945646722
ACH-000324,0.234397610379
ACH-000329,0.073183610301
ACH-000330,0.035234575763800006
ACH-000331,0.273258122989
ACH-000332,0.17892270218400003
ACH-000334,0.36417330983499996
ACH-000335,0.328494056153
ACH-000336,0.470514252764
ACH-000337,0.13754613080999997
ACH-000339,0.177467272612
ACH-000341,0.22349382051
ACH-000348,0.213791074482
ACH-000350,0.163373830099
ACH-000352,0.107063310977
ACH-000356,0.42928789466899997
ACH-000361,0.021675554864900002
ACH-000362,0.0212619092778
ACH-000363,0.0532518709141
ACH-000364,0.151661265559
ACH-000365,0.188070814337
ACH-000366,0.164642166736
ACH-000368,0.37439196628700006
ACH-000374,0.0971668009244
ACH-000375,0.108540996146
ACH-000376,0.162834723752
ACH-000381,0.0654871933964
ACH-000383,0.119431310788
ACH-000387,0.158256325912
ACH-000389,0.289234550126
ACH-000390,0.154791086452
ACH-000393,0.229059956163
ACH-000395,0.20959082958500003
ACH-000397,0.0973653509276
ACH-000401,-0.288495011448
ACH-000402,-0.0985465442246
ACH-000403,0.175121803033
ACH-000404,0.144451117957
ACH-000406,0.146203495244
ACH-000407,0.12841736400999998
ACH-000408,0.13364725075699999
ACH-000410,0.167403402522
ACH-000411,0.0610228390872
ACH-000414,0.173021986832
ACH-000415,0.229644536639
ACH-000416,0.202945952527
ACH-000420,0.286442707749
ACH-000421,0.0978489808898
ACH-000424,0.277714862187
ACH-000425,0.022735946795099996
ACH-000426,0.29628584174899997
ACH-000427,0.351397464433
ACH-000433,0.365103383563
ACH-000436,0.15367359694
ACH-000444,0.284276059443
ACH-000445,0.501797533392
ACH-000448,0.042021748705
ACH-000450,0.0106482106289
ACH-000452,0.0683731622784
ACH-000454,0.278216310543
ACH-000458,-0.15977757158199998
ACH-000459,0.222024660184
ACH-000460,0.24626266273000003
ACH-000461,0.260383141293
ACH-000463,0.35237026803300003
ACH-000464,0.040532573589599996
ACH-000466,0.0766934274163
ACH-000467,0.08874732663360002
ACH-000468,0.14290424629
ACH-000469,-0.0219808707186
ACH-000470,0.0579575866641
ACH-000471,0.0590694335415
ACH-000472,0.104960609837
ACH-000473,0.261902405321
ACH-000475,0.185550430138
ACH-000476,0.175388037568
ACH-000477,-0.0826394711496
ACH-000480,0.0172439524894
ACH-000481,0.0399672493701
ACH-000483,-0.0234365151533
ACH-000484,-0.162478176531
ACH-000485,0.189078268205
ACH-000486,0.0731321847393
ACH-000487,0.232254292717
ACH-000488,0.22287262796799998
ACH-000490,0.16194949642200002
ACH-000491,0.127563574341
ACH-000495,0.358421728245
ACH-000496,0.164078587144
ACH-000499,0.423311219373
ACH-000500,0.820075465591
ACH-000502,0.0848643473226
ACH-000503,0.25066423611
ACH-000505,0.29718161279599997
ACH-000507,0.284603753642
ACH-000510,0.203520669776
ACH-000511,0.159766742716
ACH-000512,0.0193011458884
ACH-000516,0.17700235888399998
ACH-000517,0.16269642041500001
ACH-000518,0.024205574185900004
ACH-000520,0.262565900992
ACH-000521,0.14932760114399998
ACH-000522,0.137835710558
ACH-000524,0.14061458280300002
ACH-000527,0.18507838510699998
ACH-000528,0.188378575105
ACH-000537,0.0690827244306
ACH-000541,0.432513950992
ACH-000542,0.16785431277600002
ACH-000544,0.18206868535300003
ACH-000545,0.101203631999
ACH-000547,0.127915446717
ACH-000548,0.159601882935
ACH-000549,0.11222469689200001
ACH-000550,0.127213398786
ACH-000552,0.0912794912758
ACH-000556,0.08192036357530001
ACH-000557,0.105800871084
ACH-000570,0.0999693892275
ACH-000571,0.32209662928800004
ACH-000573,0.0847562450879
ACH-000576,0.0600175114659
ACH-000580,0.453976182482
