,FDXACB1 (91893)
ACH-000004,-0.0503896920357
ACH-000007,0.10199697684299999
ACH-000009,0.00485263529641
ACH-000011,-0.0150402471054
ACH-000012,0.128213348242
ACH-000013,0.0864529796744
ACH-000014,-0.071800873342
ACH-000015,0.177111748762
ACH-000017,0.18330229749000002
ACH-000018,0.112298545208
ACH-000019,0.061916900543
ACH-000021,0.122751190397
ACH-000022,0.0466419658366
ACH-000025,0.161215056717
ACH-000028,0.018860318085
ACH-000030,0.113841824211
ACH-000035,0.143317641039
ACH-000036,-0.0948570784344
ACH-000037,-0.172576937277
ACH-000039,-0.022777692234499998
ACH-000040,0.113558878595
ACH-000041,0.064861996051
ACH-000042,-0.10091690505300001
ACH-000045,0.152275291469
ACH-000047,0.0194506389079
ACH-000052,0.0129767949813
ACH-000053,0.0741231110505
ACH-000054,-0.0201958561495
ACH-000055,0.00272895334402
ACH-000060,0.0915338724089
ACH-000067,0.311979656204
ACH-000070,0.150705446088
ACH-000075,0.104924305799
ACH-000078,0.053891739748599995
ACH-000082,-0.12435528342
ACH-000085,-0.147849490203
ACH-000086,0.005200286722520001
ACH-000087,0.010854396398400001
ACH-000092,-0.0361428511487
ACH-000095,0.0027542798286399996
ACH-000097,0.111772770739
ACH-000098,0.15318608000999998
ACH-000099,-0.0483499288555
ACH-000108,0.0759554045708
ACH-000113,0.191968668825
ACH-000115,-0.0147390214603
ACH-000116,0.00394542650604
ACH-000118,-0.0714868093112
ACH-000120,0.032977353652
ACH-000123,0.20347251698899999
ACH-000127,0.0558144835319
ACH-000128,0.013215623915999999
ACH-000132,-0.154443526827
ACH-000133,0.0798634245784
ACH-000137,-0.023780292324299998
ACH-000138,-0.0446654644008
ACH-000142,-0.00808818968978
ACH-000143,0.03701967560430001
ACH-000146,-0.00227831298158
ACH-000148,0.176743194243
ACH-000150,0.049555351918800006
ACH-000152,0.0434672192045
ACH-000153,0.112522105628
ACH-000159,0.149396017992
ACH-000160,0.0047788957930600005
ACH-000163,-0.0584552481133
ACH-000167,-0.00638809458215
ACH-000168,0.0901355444095
ACH-000169,-0.011781887738099999
ACH-000178,0.0344675981914
ACH-000182,0.236208993761
ACH-000183,-0.0784183109222
ACH-000188,-0.155938726181
ACH-000189,0.109568970913
ACH-000190,0.275260507482
ACH-000198,0.036106827484199994
ACH-000204,0.08510137341110001
ACH-000206,0.186108945998
ACH-000207,-0.122023090722
ACH-000211,0.0709963402261
ACH-000215,-0.011296622685
ACH-000221,0.061063485488599994
ACH-000222,0.059270923730899996
ACH-000223,0.126389226154
ACH-000226,0.118436832927
ACH-000227,-0.07848565139830001
ACH-000228,0.04162986641080001
ACH-000231,0.009635452161709999
ACH-000232,0.0210030017283
ACH-000233,0.213519449228
ACH-000234,-0.0805160536048
ACH-000235,0.0691551227926
ACH-000237,0.0240216900787
ACH-000238,0.123970314242
ACH-000243,-0.00796592739623
ACH-000244,0.110479647775
ACH-000246,-0.08894700094519999
ACH-000248,0.07117100862800001
ACH-000250,0.039053782953699996
ACH-000251,0.174700014465
ACH-000253,0.00110877759326
ACH-000255,0.0409344740924
ACH-000256,0.07117791006089999
ACH-000257,0.110009387359
ACH-000258,-0.0228619760182
ACH-000259,-0.103358706521
ACH-000260,-0.0405634207254
ACH-000261,0.164822065067
ACH-000262,0.0290201706053
ACH-000263,-0.251546222575
ACH-000264,0.135608573769
ACH-000265,0.0595483696323
ACH-000266,-0.109074107916
ACH-000272,0.194521314349
ACH-000273,0.00381569142706
ACH-000274,-0.136227293759
ACH-000277,-0.111769545187
ACH-000278,0.0730534925998
ACH-000279,-0.0346470611932
ACH-000280,0.07233267098980001
ACH-000281,0.008749609134639999
ACH-000288,-0.0247792195523
ACH-000291,0.0698535549881
ACH-000293,0.0440198221332
ACH-000294,0.034278355509099995
ACH-000295,0.165988933171
ACH-000296,-0.178169843702
ACH-000302,0.158210344564
ACH-000304,0.118083416535
ACH-000307,-0.0008198297243410002
ACH-000308,-0.17278125894000002
ACH-000310,-0.09179714805780001
ACH-000311,0.06640695893830001
ACH-000312,-0.09795094216
ACH-000315,0.106505086597
ACH-000316,-0.07630297779680001
ACH-000317,0.103941362545
ACH-000318,0.0661945960917
ACH-000319,-0.0267839015228
ACH-000320,0.010272337218299999
ACH-000322,0.0380223925929
ACH-000323,0.122855977685
ACH-000324,0.06925309901219999
ACH-000329,0.149163112421
