,PUM1 (9698)
ACH-000004,-0.480758168934
ACH-000007,-0.160500251593
ACH-000009,-0.630634963803
ACH-000011,-0.299657967749
ACH-000012,-0.131828651751
ACH-000013,-0.6065111834820001
ACH-000014,-0.17030127987100002
ACH-000015,-0.0879714135896
ACH-000017,-0.0924069089149
ACH-000018,-0.23435149597
ACH-000019,-0.490825433904
ACH-000021,-0.137815514199
ACH-000022,-0.325138486451
ACH-000025,-0.387086193529
ACH-000028,-0.305736581331
ACH-000030,-0.551988374495
ACH-000035,-0.26796801465500003
ACH-000036,-0.424321670233
ACH-000037,-0.48844152232500004
ACH-000039,-0.672205863158
ACH-000040,-0.365130795934
ACH-000041,-0.8637062579449999
ACH-000042,-0.177670673099
ACH-000045,-0.0727583692793
ACH-000047,-0.23982122399099998
ACH-000052,-0.542360688666
ACH-000053,-0.0027216365708800003
ACH-000054,-0.28116472656999997
ACH-000055,-0.419001344868
ACH-000060,-0.252844964877
ACH-000067,-0.645700239511
ACH-000070,-0.05586703027869999
ACH-000075,-0.722810092774
ACH-000078,-0.199469953573
ACH-000082,-0.485361373909
ACH-000085,-0.286451497585
ACH-000086,-0.5356873555789999
ACH-000087,-0.314212725837
ACH-000092,-0.413527127003
ACH-000095,-0.232285501974
ACH-000097,-0.49277246676200004
ACH-000098,-0.348109347884
ACH-000099,-0.33190183554200003
ACH-000108,-0.672602676515
ACH-000113,-0.578717933838
ACH-000115,-0.187506430509
ACH-000116,-0.65024113689
ACH-000118,-0.380078554026
ACH-000120,-0.34174696393799997
ACH-000123,-0.647768895102
ACH-000127,-0.32595166696899996
ACH-000128,-0.56577244372
ACH-000132,-0.150112883761
ACH-000133,-0.641505209406
ACH-000137,-0.420438463489
ACH-000138,-0.51469374645
ACH-000142,-0.0265742496009
ACH-000143,-0.876904126971
ACH-000146,-0.22937489593000002
ACH-000148,-0.505655645622
ACH-000150,-0.647974378999
ACH-000152,-0.5432595918240001
ACH-000153,-0.0779459581953
ACH-000159,-0.330946231464
ACH-000160,-0.513504548829
ACH-000163,-0.403779114809
ACH-000167,-0.290316711519
ACH-000168,-0.327530367497
ACH-000169,-0.7917190522059999
ACH-000178,-0.708748696091
ACH-000182,-0.47344043114100004
ACH-000183,-0.24604698467099997
ACH-000188,-0.9157572978569999
ACH-000189,-0.29491150411600003
ACH-000190,-0.20928553908599998
ACH-000198,-0.20185658197099998
ACH-000204,-0.465878108336
ACH-000206,-0.40288389441100003
ACH-000207,-0.583180387173
ACH-000211,-0.347130582735
ACH-000215,-0.397385902632
ACH-000221,-0.136097152164
ACH-000222,-0.22561396801
ACH-000223,-0.38202900652599997
ACH-000226,-0.45333437954800004
ACH-000227,-0.545592618414
ACH-000228,-0.685664695467
ACH-000231,-0.40253585842600004
ACH-000232,-0.427576513799
ACH-000233,-0.0561656773645
ACH-000234,0.17805295173
ACH-000235,-0.493827113909
ACH-000237,-0.826561188451
ACH-000238,-0.938517710103
ACH-000243,-0.265327239901
ACH-000244,-0.43482419839500003
ACH-000246,0.0676402687742
ACH-000248,-0.385069703075
ACH-000250,-0.341365934402
ACH-000251,-0.244091607548
ACH-000253,-0.442607313314
ACH-000255,-0.5294124655100001
ACH-000256,-0.407889719216
ACH-000257,-0.483248520585
ACH-000258,-0.336158562298
ACH-000259,-0.0791811332731
ACH-000260,-0.467704990081
ACH-000261,-0.514534725102
ACH-000262,-0.494342418752
ACH-000263,-0.373908881819
ACH-000264,-0.23883773102699998
ACH-000265,-0.477728573529
ACH-000266,0.172188622922
ACH-000272,-0.21954956712200002
ACH-000273,-0.280704462582
ACH-000274,-0.524251942678
ACH-000277,-0.191002097216
ACH-000278,-0.7737435549259999
ACH-000279,-0.20386680454
ACH-000280,-0.522397554954
ACH-000281,-0.2888664045
ACH-000288,-0.612443311605
ACH-000291,-0.512475992509
ACH-000293,-1.01415347997
ACH-000294,-0.61326659513
ACH-000295,-0.300533873527
ACH-000296,-0.337022373577
ACH-000302,-0.248998126795
ACH-000304,-0.424162495305
ACH-000307,-0.103072248664
ACH-000308,-0.794222710522
ACH-000310,-0.35638992050499996
ACH-000311,-0.366779103291
ACH-000312,-0.187657605606
ACH-000315,-0.026746496649
ACH-000316,-0.574277159882
ACH-000317,-0.593615031877
ACH-000318,-0.21540157152699999
ACH-000319,-0.235185396682
ACH-000320,-0.229971501705
ACH-000322,-0.42525848163900004
ACH-000323,-0.433051223718
ACH-000324,-0.0831407865943
ACH-000329,-0.486372553659
ACH-000330,-0.35359920752400004
ACH-000331,-0.534523162497
ACH-000332,-0.205031665652
ACH-000334,-0.310142199717
ACH-000335,-0.593539830848
ACH-000336,0.17843257965300002
ACH-000337,-0.195726685391
ACH-000339,-0.403893411336
ACH-000341,-0.6011187171869999
ACH-000348,-0.312867857957
ACH-000350,-0.0790269875191
ACH-000352,-0.317602949051
ACH-000356,-0.421275395968
ACH-000361,0.239735266491
ACH-000362,-0.0719742139995
ACH-000363,-0.235979728365
ACH-000364,-0.67066498913
ACH-000365,-0.111298149319
ACH-000366,-0.274676711739
ACH-000368,-0.227644751251
ACH-000374,-0.383371601329
ACH-000375,-0.127431058774
ACH-000376,-0.180403243045
ACH-000381,-0.528998738537
ACH-000383,-0.40655788219000005
ACH-000387,-0.302298267958
ACH-000389,-0.40559487669600003
ACH-000390,-0.47982082599799997
ACH-000393,-0.276136075676
ACH-000395,0.10856253346400001
ACH-000397,-0.49685014060800003
ACH-000401,-0.658673125897
ACH-000402,-0.608912606584
ACH-000403,-0.38553715230499996
ACH-000404,-0.6793859664049999
ACH-000406,-0.17623726602
ACH-000407,-0.044664279809
ACH-000408,-0.398248818664
ACH-000410,-0.36634288476599997
ACH-000411,-0.456766314846
ACH-000414,-0.50692953675
ACH-000415,-0.221437594174
ACH-000416,-0.16902116128199998
ACH-000420,-0.38253746754
ACH-000421,-0.387909077413
ACH-000424,-0.42174016831999994
ACH-000425,-0.060296698106500006
ACH-000426,-0.267640849208
ACH-000427,0.012312417798600001
ACH-000433,0.0806526732562
ACH-000436,-0.233736272814
ACH-000444,-0.163107210309
ACH-000445,-0.19141156164999998
ACH-000448,-0.40017404085
ACH-000450,-0.6798989732690001
ACH-000452,0.0102469062665
ACH-000454,-0.390065014
ACH-000458,-0.433906680383
ACH-000459,-0.6396815460949999
ACH-000460,-0.605866704481
ACH-000461,-0.6002336145830001
ACH-000463,-0.295823222015
ACH-000464,-0.305691374812
ACH-000466,-0.306597928985
ACH-000467,-0.2972106037
ACH-000468,-0.12489974662100001
ACH-000469,-0.681315259644
ACH-000470,-0.13968224556199998
ACH-000471,-0.37683334089599996
ACH-000472,-0.207237236111
ACH-000473,-0.533079189259
ACH-000475,-0.691692191428
ACH-000476,-0.0738714024538
ACH-000477,-0.35111685221199995
ACH-000480,-0.377852057557
ACH-000481,-0.185245506545
ACH-000483,0.00815661377262
ACH-000484,-0.12481395701199999
ACH-000485,-0.543183336136
ACH-000486,-0.15284616601099998
ACH-000487,-0.388374268006
ACH-000488,-0.548421185852
ACH-000490,-0.111790141565
ACH-000491,-0.470495785098
ACH-000495,-0.522743529389
ACH-000496,-0.329783491375
