,IP6K3 (117283)
ACH-000004,0.108290090951
ACH-000007,0.123948835803
ACH-000009,-0.278497348907
ACH-000011,-0.010105719307299999
ACH-000012,-0.20115487963599998
ACH-000013,-0.15253359259500002
ACH-000014,-0.07212116320550001
ACH-000015,-0.0520199052334
ACH-000017,-0.229939476082
ACH-000018,-0.157396630657
ACH-000019,-0.19438635293499998
ACH-000021,-0.114354681291
ACH-000022,0.125079464428
ACH-000025,-0.16565467493
ACH-000028,-0.027342851307
ACH-000030,-0.0203303503567
ACH-000035,-0.132406303866
ACH-000036,-0.0715043838199
ACH-000037,-0.036297120872900004
ACH-000039,-0.284280844396
ACH-000040,-0.23346724912500003
ACH-000041,-0.262968799174
ACH-000042,-0.11354876663499999
ACH-000045,-0.170810860479
ACH-000047,-0.19869529759399998
ACH-000052,-0.0291851303966
ACH-000053,-0.16797520228
ACH-000054,-0.186381235378
ACH-000055,-0.160887701412
ACH-000060,-0.16832780643599998
ACH-000067,-0.068450764934
ACH-000070,-0.226269342953
ACH-000075,-0.110565246208
ACH-000078,-0.139731915209
ACH-000082,-0.0878879427922
ACH-000085,-0.521728305664
ACH-000086,-0.0860575526164
ACH-000087,-0.150484657609
ACH-000092,-0.079953654984
ACH-000095,-0.0811017515471
ACH-000097,-0.29142836164
ACH-000098,-0.17285809432500002
ACH-000099,-0.21073833466699998
ACH-000108,-0.15497773716
ACH-000113,-0.020364865793000002
ACH-000115,-0.398729720198
ACH-000116,-0.158708695243
ACH-000118,-0.24895942848000002
ACH-000120,-0.213333139624
ACH-000123,-0.0787212639496
ACH-000127,-0.13585787024
ACH-000128,-0.379219444387
ACH-000132,-0.210527551219
ACH-000133,-0.0334755688268
ACH-000137,-0.0654930945899
ACH-000138,-0.217732683861
ACH-000142,-0.18529867612700002
ACH-000143,0.188088629674
ACH-000146,-0.18310307781800003
ACH-000148,0.006175586968930001
ACH-000150,-0.140599115742
ACH-000152,0.034656038336
ACH-000153,0.0762199863496
ACH-000159,-0.255917322532
ACH-000160,-0.11790992839299999
ACH-000163,-0.0154761459001
ACH-000167,-0.136347047202
ACH-000168,-0.377629363389
ACH-000169,-0.263779841188
ACH-000178,-0.22780204441799998
ACH-000182,-0.05250399949080001
ACH-000183,0.132958590511
ACH-000188,-0.0990561249536
ACH-000189,0.013528661125700002
ACH-000190,-0.05081409201169999
ACH-000198,-0.0809642524842
ACH-000204,-0.205706547758
ACH-000206,-0.18026171723099998
ACH-000207,-0.242590672854
ACH-000211,0.0595859316556
ACH-000215,-0.146283441367
ACH-000221,-0.238599931665
ACH-000222,-0.28216130192
ACH-000223,-0.138668758552
ACH-000226,-0.300290773415
ACH-000227,-0.2004713243
ACH-000228,-0.326819819387
ACH-000231,-0.162339768708
ACH-000232,-0.00938397556694
ACH-000233,-0.219262583447
ACH-000234,-0.12486577243699999
ACH-000235,-0.18195379714600002
ACH-000237,-0.121626665769
ACH-000238,-0.32551363894499996
ACH-000243,-0.16807124315000002
ACH-000244,-0.298198506297
ACH-000246,-0.0490733686477
ACH-000248,-0.459430293354
ACH-000250,-0.0611579356465
ACH-000251,0.0886798698086
ACH-000253,0.0300334987538
ACH-000255,-0.202036296771
ACH-000256,-0.17164765493
ACH-000257,-0.0570730412942
ACH-000258,-0.11534141789100001
ACH-000259,-0.10741155140900001
ACH-000260,-0.251709217972
ACH-000261,-0.160446364799
ACH-000262,0.1346953064
ACH-000263,-0.537911079986
ACH-000264,-0.07237310328669999
ACH-000265,-0.196702567999
ACH-000266,-0.171481821012
ACH-000272,-0.276845680865
ACH-000273,-0.194344782903
ACH-000274,-0.126573203617
ACH-000277,-0.11816072738500001
ACH-000278,0.046496749638999996
ACH-000279,-0.07666131445060001
ACH-000280,-0.265143261593
ACH-000281,-0.0938149165971
ACH-000288,-0.171277022065
ACH-000291,-0.0464948495052
ACH-000293,-0.0549188442064
ACH-000294,0.283038318694
ACH-000295,-0.0987855289312
ACH-000296,0.0560207194661
ACH-000302,-0.256360473906
ACH-000304,-0.052708790483
ACH-000307,-0.22378119907900001
ACH-000308,-0.224238870724
ACH-000310,-0.120549658243
ACH-000311,-0.08100723836939999
ACH-000312,-0.0644532743345
ACH-000315,-0.241972766626
ACH-000316,-0.0835514594477
ACH-000317,-0.262939742681
ACH-000318,-0.16644531002000001
ACH-000319,0.0944932285692
ACH-000320,-0.271476755365
ACH-000322,-0.0452604878599
ACH-000323,-0.0811533872739
ACH-000324,-0.0024402047425300002
ACH-000329,0.076035178737
ACH-000330,-0.264248217796
ACH-000331,-0.21890696243000002
ACH-000332,-0.176161599734
ACH-000334,0.0186735494513
ACH-000335,-0.16999769945700002
ACH-000336,-0.38383627553800004
ACH-000337,-0.219850053121
ACH-000339,-0.08545011196419999
ACH-000341,-0.159401185664
ACH-000348,-0.163951334988
ACH-000350,0.242064964092
ACH-000352,-0.180431570425
ACH-000356,-0.22292432607299997
ACH-000361,-0.00715630049812
ACH-000362,0.147290494726
ACH-000363,-0.104697925965
ACH-000364,-0.23923410739700002
ACH-000365,0.00737822307011
ACH-000366,0.0632946144599
ACH-000368,-0.14809583385800001
ACH-000374,-0.375839725688
ACH-000375,-0.132736824649
ACH-000376,-0.0505727071343
ACH-000381,-0.107424797524
ACH-000383,-0.22712551688000002
ACH-000387,-0.0873998697016
ACH-000389,-0.111149915225
ACH-000390,-0.10979986391100001
ACH-000393,-0.16858679834600002
ACH-000395,-0.050613702127400004
ACH-000397,-0.20209729577
ACH-000401,-0.187110399791
ACH-000402,0.044884341756
ACH-000403,0.0142628709571
ACH-000404,0.06924002343230001
ACH-000406,-0.118461260237
ACH-000407,-0.431014271216
ACH-000408,-0.133395540201
ACH-000410,-0.0682668604804
ACH-000411,-0.000895474280997
ACH-000414,-0.130482027464
ACH-000415,-0.134354286996
ACH-000416,-0.137438809549
ACH-000420,-0.124260178834
ACH-000421,-0.04304542314280001
ACH-000424,-0.107584218399
ACH-000425,-0.033034297728800004
ACH-000426,0.0530444352695
ACH-000427,-0.25442680735
ACH-000433,-0.282278970288
ACH-000436,-0.12955665679300002
ACH-000444,-0.33985771728200004
ACH-000445,-0.281993582622
ACH-000448,-0.23827842041299999
ACH-000450,-0.409372177201
ACH-000452,-0.157525515262
ACH-000454,-0.23059082439800002
ACH-000458,-0.223200296232
ACH-000459,-0.055735730333400006
ACH-000460,-0.23369927245000002
ACH-000461,-0.21101824254700002
ACH-000463,-0.297475853239
ACH-000464,0.003925108476769999
ACH-000466,-0.244875635251
ACH-000467,0.110208463543
ACH-000468,-0.39180287339500003
ACH-000469,-0.171449630815
ACH-000470,-0.144545070498
ACH-000471,-0.202329013906
ACH-000472,-0.0832275225357
ACH-000473,0.0217070680473
ACH-000475,-0.124150511081
ACH-000476,-0.281320455161
ACH-000477,-0.14185348325400002
ACH-000480,-0.14366859446799998
ACH-000481,-0.0143776430641
ACH-000483,0.072547818903
ACH-000484,0.051586532850400005
ACH-000485,-0.0869451253493
ACH-000486,-0.0909944055377
ACH-000487,-0.11653933027899999
ACH-000488,-0.231072376184
ACH-000490,-0.366328102772
ACH-000491,-0.297543333028
ACH-000495,-0.326704418719
ACH-000496,-0.135261527732
ACH-000499,0.0405845665116
ACH-000500,0.0389545760784
ACH-000502,-0.16656170132099998
ACH-000503,-0.41872465794
ACH-000505,-0.165740402664
ACH-000507,-0.0975655591857
ACH-000510,-0.159712196223
ACH-000511,-0.0534063931642
ACH-000512,-0.147741131773
ACH-000516,-0.277045170519
ACH-000517,-0.132068221582
ACH-000518,-0.200794300966
ACH-000520,-0.218584978662
ACH-000521,-0.210677453046
ACH-000522,-0.184259161245
ACH-000524,-0.229527448099
ACH-000527,-0.141814597793
ACH-000528,0.0206419416256
ACH-000537,-0.34658150309600005
ACH-000541,-0.22162731536
ACH-000542,-0.0515063488525
ACH-000544,-0.32664987177099997
ACH-000545,-0.14273628994999998
ACH-000547,-0.196639382275
ACH-000548,-0.218026301357
ACH-000549,-0.339618088081
ACH-000550,-0.18525813176199998
ACH-000552,-0.0503599727362
ACH-000556,-0.308705863119
ACH-000557,-0.045512418865
ACH-000570,0.029344222705099995
ACH-000571,-0.18932346559799998
ACH-000573,-0.183016649213
ACH-000576,-0.24767678163000004
ACH-000580,0.0501525176879
ACH-000584,-0.110771835382
ACH-000585,-0.10399364277300001
ACH-000588,-0.271539158697
ACH-000589,-0.121053918037
ACH-000591,-0.0783557782923
ACH-000593,-0.17222816062600002
ACH-000600,-0.266776578143
ACH-000601,-0.133799006639
ACH-000604,-0.297661429459
ACH-000605,-0.0411453555494
ACH-000606,-0.250960037971
ACH-000608,-0.0638203344426
ACH-000614,-0.14729980486
ACH-000616,-0.14064035877999997
ACH-000618,-0.22746814954300001
ACH-000619,-0.159016429047
ACH-000620,-0.028258999639699998
ACH-000621,-0.11403443259500001
ACH-000622,-0.11914505247300002
ACH-000623,-0.116350614851
ACH-000624,-0.08847750246750001
ACH-000627,-0.234310111941
ACH-000630,-0.254140045155
ACH-000632,-0.03561032597719999
ACH-000633,-0.224405751156
ACH-000637,-0.42882145685199996
ACH-000638,-0.054921342602599996
ACH-000646,-0.0845609894055
ACH-000647,-0.16704746842
ACH-000648,0.0487323565021
ACH-000649,-0.0823299430296
ACH-000651,-0.140364142591
ACH-000652,-0.562113171938
ACH-000653,-0.183083404496
ACH-000657,-0.0154474163619
ACH-000658,-0.19394250081
