,SH3D21 (79729)
ACH-000004,-0.31256278848700003
ACH-000007,-0.13689446383
ACH-000009,-0.282774626631
ACH-000011,-0.17857496894000002
ACH-000012,-0.323643779919
ACH-000013,-0.11818013540200001
ACH-000014,-0.312504652802
ACH-000015,-0.145505462523
ACH-000017,-0.0366076567654
ACH-000018,-0.0167187453295
ACH-000019,-0.268152696644
ACH-000021,-0.177243979054
ACH-000022,-0.0455196007915
ACH-000025,-0.19034303604000002
ACH-000028,-0.14562636986
ACH-000030,-0.14808534327099998
ACH-000035,-0.304123087079
ACH-000036,-0.359071493212
ACH-000037,-0.10776872145500001
ACH-000039,-0.270153881594
ACH-000040,-0.295673156908
ACH-000041,-0.181595517324
ACH-000042,-0.14155309594
ACH-000045,-0.18495740970600003
ACH-000047,-0.162551111051
ACH-000052,-0.222034586959
ACH-000053,-0.17433527892499998
ACH-000054,-0.16029763708699998
ACH-000055,0.0808262010986
ACH-000060,-0.207452085286
ACH-000067,-0.119617258555
ACH-000070,-0.0732099665905
ACH-000075,-0.197764791686
ACH-000078,-0.45045692360699996
ACH-000082,-0.123759836486
ACH-000085,0.0474086941071
ACH-000086,-0.339161197139
ACH-000087,-0.035087600903800004
ACH-000092,-0.403972085787
ACH-000095,-0.387797844286
ACH-000097,-0.121360162286
ACH-000098,-0.112643861527
ACH-000099,-0.254004444736
ACH-000108,-0.154779424472
ACH-000113,-0.336054447971
ACH-000115,-0.465059667615
ACH-000116,-0.155484085741
ACH-000118,-0.0775926441352
ACH-000120,-0.0160230197511
ACH-000123,-0.16821960209000003
ACH-000127,-0.143807036494
ACH-000128,-0.19071594289299998
ACH-000132,-0.37681094798799997
ACH-000133,-0.216522328136
ACH-000137,-0.23287457018399998
ACH-000138,-0.0567695292179
ACH-000142,-0.09132987910589999
ACH-000143,-0.215404504553
ACH-000146,-0.180353643914
ACH-000148,-0.172052965852
ACH-000150,-0.277903505415
ACH-000152,-0.26209768958
ACH-000153,-0.155629651659
ACH-000159,-0.127026023253
ACH-000160,-0.20248683342300003
ACH-000163,-0.0203753706159
ACH-000167,-0.459398939774
ACH-000168,-0.0640408480012
ACH-000169,-0.351109945859
ACH-000178,-0.165105050725
ACH-000182,0.0340741691365
ACH-000183,-0.21662364403599998
ACH-000188,-0.303199037066
ACH-000189,0.114517214174
ACH-000190,-0.16498687972999998
ACH-000198,-0.232757292176
ACH-000204,-0.221758089105
ACH-000206,0.0638915119912
ACH-000207,-0.247754367577
ACH-000211,-0.07708070141119999
ACH-000215,-0.168582581922
ACH-000221,-0.19228640662500002
ACH-000222,0.0622786109423
ACH-000223,-0.219087731803
ACH-000226,-0.104045782936
ACH-000227,-0.29645153601
ACH-000228,-0.312908997119
ACH-000231,-0.189650222344
ACH-000232,-0.0822699225693
ACH-000233,-0.22088980829100002
ACH-000234,-0.045307469880099996
ACH-000235,-0.16597102707699998
ACH-000237,-0.18669206006499997
ACH-000238,-0.35441160084
ACH-000243,-0.0236432561994
ACH-000244,-0.13846494238
ACH-000246,-0.282136750815
ACH-000248,-0.15094320478700002
ACH-000250,-0.0655250127828
ACH-000251,-0.0108124368356
ACH-000253,-0.16182028888299999
ACH-000255,-0.11895524852299999
ACH-000256,-0.0724493760917
ACH-000257,-0.110961704432
ACH-000258,0.142525923895
ACH-000259,-0.253138152147
ACH-000260,-0.153824596915
ACH-000261,-0.23734327852099998
ACH-000262,-0.294451483261
ACH-000263,-0.210399580029
ACH-000264,-0.141764298419
ACH-000265,-0.203865303543
ACH-000266,-0.0675004615248
ACH-000272,-0.36933107185
ACH-000273,-0.20610278394
ACH-000274,-0.340945035352
ACH-000277,-0.126186289095
ACH-000278,-0.012102921982799998
ACH-000279,-0.109567936643
ACH-000280,-0.143477976353
ACH-000281,0.0397149992026
ACH-000288,-0.3108418709
ACH-000291,-0.125506228513
ACH-000293,-0.4929809928
ACH-000294,-0.330607860997
ACH-000295,-0.47602177244599997
ACH-000296,-0.391152557504
ACH-000302,-0.34647267295100004
ACH-000304,0.0839719687441
ACH-000307,-0.145423680034
ACH-000308,-0.176878448651
ACH-000310,-0.49541950256899997
ACH-000311,-0.0800075025167
ACH-000312,-0.28659615687600004
ACH-000315,-0.218355679245
ACH-000316,-0.10275148923800001
ACH-000317,-0.10024966049
ACH-000318,-0.234395522508
ACH-000319,-0.118774492083
ACH-000320,-0.17895255284000003
ACH-000322,-0.180776695265
ACH-000323,-0.349882829248
ACH-000324,-0.28949255395999995
ACH-000329,-0.318744534854
ACH-000330,-0.15098722416899998
ACH-000331,-0.277949060572
ACH-000332,-0.299184609075
ACH-000334,-0.218727285406
ACH-000335,-0.0566743555358
ACH-000336,-0.28910772252300004
