,TAF5L (27097)
ACH-000004,-0.320403855397
ACH-000007,-0.45128116776
ACH-000009,-0.203973427851
ACH-000011,-0.0694693750859
ACH-000012,-0.36098998303400004
ACH-000013,-0.377548494801
ACH-000014,-0.446834130432
ACH-000015,-0.586813574009
ACH-000017,-1.24653865856
ACH-000018,-0.532813447002
ACH-000019,0.228160504318
ACH-000021,-0.255684225015
ACH-000022,-0.5223019895759999
ACH-000025,0.5139671507620001
ACH-000028,-0.26053682742199996
ACH-000030,-0.37140456316799997
ACH-000035,-0.54708892595
ACH-000036,-0.0789863457147
ACH-000037,0.0426043662845
ACH-000039,0.118028246962
ACH-000040,-0.328466982577
ACH-000041,-0.7849504773870001
ACH-000042,-0.7137229578640001
ACH-000045,0.028769037477700002
ACH-000047,-0.230006252735
ACH-000052,-0.0027326659280400003
ACH-000053,-1.0436768809799999
ACH-000054,0.407656102632
ACH-000055,-0.6260497429649999
ACH-000060,0.203135617386
ACH-000067,0.2163370545
ACH-000070,-0.661833676311
ACH-000075,-0.052234633977600003
ACH-000078,-0.279685221221
ACH-000082,-0.7110422012890001
ACH-000085,-0.47131828988200003
ACH-000086,-0.295785536802
ACH-000087,-0.747916603812
ACH-000092,-0.558052283711
ACH-000095,-0.665441113624
ACH-000097,-0.21331304915999996
ACH-000098,-0.883689117297
ACH-000099,-0.256463566912
ACH-000108,-0.470269448665
ACH-000113,-0.452888021424
ACH-000115,-1.6589010095399999
ACH-000116,-0.227821984161
ACH-000118,-0.571581155148
ACH-000120,-0.610771213719
ACH-000123,-0.584520338176
ACH-000127,-0.708933664793
ACH-000128,-0.49569344624300005
ACH-000132,0.077042799811
ACH-000133,0.0103566202784
ACH-000137,-0.056083030106699995
ACH-000138,0.19451805499400002
ACH-000142,-0.328028509241
ACH-000143,-0.625679358966
ACH-000146,-0.5472896137600001
ACH-000148,-0.7714134144820001
ACH-000150,0.409646435981
ACH-000152,-0.0184807551027
ACH-000153,-1.02610130995
ACH-000159,-0.0359665722983
ACH-000160,-0.156554880255
ACH-000163,-1.3758526485299998
ACH-000167,0.399108797917
ACH-000168,-0.329303693536
ACH-000169,-0.487080894384
ACH-000178,-0.7292569539300001
ACH-000182,0.19496960193799998
ACH-000183,-0.7370428641969999
ACH-000188,-0.0076447737896999995
ACH-000189,0.9833401188200002
ACH-000190,0.021850246834
ACH-000198,-0.822538245057
ACH-000204,-0.4386030523899999
ACH-000206,-0.13700599568
ACH-000207,-0.758079228702
ACH-000211,0.137851582142
ACH-000215,0.277765152702
ACH-000221,-0.798530362583
ACH-000222,-0.491735603067
ACH-000223,-0.635696110212
ACH-000226,-0.408202776122
ACH-000227,-0.83318140496
ACH-000228,-0.70186097866
ACH-000231,0.295320121296
ACH-000232,-0.30548928365600003
ACH-000233,-0.375624976254
ACH-000234,0.181651021213
ACH-000235,-0.496868900471
ACH-000237,0.162657452549
ACH-000238,-0.47252336262199995
ACH-000243,-0.8040872845710001
ACH-000244,2.1789217612900003
ACH-000246,0.770275119856
ACH-000248,-0.6848139297139999
ACH-000250,-0.0161383028382
ACH-000251,-0.253436178063
ACH-000253,-0.990231620667
ACH-000255,-0.347664524631
ACH-000256,-0.279291314515
ACH-000257,-0.0755183663066
ACH-000258,-1.1491517044600001
ACH-000259,-0.564253948339
ACH-000260,-0.46915844827500003
ACH-000261,-0.0383940450136
ACH-000262,-0.013859351240100001
ACH-000263,-0.420731860069
ACH-000264,-0.310946823656
ACH-000265,-0.163727966338
ACH-000266,0.09956393165079999
ACH-000272,-0.851251854815
ACH-000273,-0.31126573215500003
ACH-000274,0.21827288386500002
ACH-000277,-0.565795242596
ACH-000278,0.804440955937
ACH-000279,0.0364370668553
ACH-000280,0.271884901802
ACH-000281,-0.0558127133264
ACH-000288,0.909527278848
ACH-000291,-0.885427086
ACH-000293,0.589693037115
ACH-000294,-0.6320737483250001
ACH-000295,-0.7183141160140001
ACH-000296,-0.183771923246
ACH-000302,0.728631909129
ACH-000304,-0.748916228857
ACH-000307,-0.794139740261
ACH-000308,-0.36020024131300005
ACH-000310,-0.0809568994781
ACH-000311,-0.40256839481
ACH-000312,-0.450881415761
ACH-000315,-0.811908338174
ACH-000316,-0.275111842649
ACH-000317,-0.512590211861
ACH-000318,-0.5661296118399999
ACH-000319,0.26978020097600003
ACH-000320,-0.21932267268599998
ACH-000322,-0.584679139689
ACH-000323,-0.749095534474
ACH-000324,-0.641653816937
ACH-000329,0.543173576794
