,COX7C (1350)
ACH-000004,-1.03755488693
ACH-000007,-0.8433914300309999
ACH-000009,-0.9165078937360001
ACH-000011,-0.7437084433110001
ACH-000012,-0.866805591055
ACH-000013,-0.9396962814759999
ACH-000014,-1.0710682411799999
ACH-000015,-1.13241565179
ACH-000017,-0.902912750422
ACH-000018,-0.813084732255
ACH-000019,-1.04614843839
ACH-000021,-1.02081685039
ACH-000022,-0.8357091780429999
ACH-000025,-0.981376741947
ACH-000028,-1.06672586606
ACH-000030,-1.10253174987
ACH-000035,-0.9004182853470001
ACH-000036,-0.666619383547
ACH-000037,-0.8124166349009999
ACH-000039,-1.1808943828799998
ACH-000040,-0.459454341048
ACH-000041,-1.1197533239200002
ACH-000042,-0.792666978071
ACH-000045,-0.858565366033
ACH-000047,-1.36387251186
ACH-000052,-0.65950866228
ACH-000053,-0.985606436284
ACH-000054,-0.838667770963
ACH-000055,-0.880270952193
ACH-000060,-0.7731582228849999
ACH-000067,-0.7867473487119999
ACH-000070,-1.208057048
ACH-000075,-0.768502064186
ACH-000078,-1.2249834311399999
ACH-000082,-0.640789316075
ACH-000085,-0.46091161354500004
ACH-000086,-1.01677753477
ACH-000087,-0.990340751218
ACH-000092,-0.702601657277
ACH-000095,-0.8900077889839999
ACH-000097,-0.802966310479
ACH-000098,-0.69321470451
ACH-000099,-1.05421433188
ACH-000108,-0.786486683064
ACH-000113,-0.934311169823
ACH-000115,-0.454621122623
ACH-000116,-1.07149316313
ACH-000118,-1.1221988784899999
ACH-000120,-0.8882976627060001
ACH-000123,-0.839495825124
ACH-000127,-1.0224371635299998
ACH-000128,-1.04234407104
ACH-000132,-0.8880699937279999
ACH-000133,-0.745081508462
ACH-000137,-0.548684450788
ACH-000138,-1.09923852216
ACH-000142,-0.742016614978
ACH-000143,-0.790434664376
ACH-000146,-1.42136593747
ACH-000148,-0.861368055988
ACH-000150,-0.905340809358
ACH-000152,-0.839841801686
ACH-000153,-0.8492799001540001
ACH-000159,-0.919761606813
ACH-000160,-1.02752329223
ACH-000163,-0.636400033829
ACH-000167,-0.870468855785
ACH-000168,-0.757277700053
ACH-000169,-0.780488592072
ACH-000178,-0.8225144099480001
ACH-000182,-1.37935905931
ACH-000183,-1.04371756941
ACH-000188,-0.904514927533
ACH-000189,-0.526069544229
ACH-000190,-1.00381085847
ACH-000198,-0.99196403589
ACH-000204,-0.7818663636300001
ACH-000206,-0.8474599486100001
ACH-000207,-0.9558196105779999
ACH-000211,-0.683938778397
ACH-000215,-0.8884372998119999
ACH-000221,-1.4114987721399999
ACH-000222,-0.761921021716
ACH-000223,-0.9039676991500001
ACH-000226,-1.05317018795
ACH-000227,-0.92012231073
ACH-000228,-0.781729210309
ACH-000231,-0.511759220892
ACH-000232,-0.739558068051
ACH-000233,-1.01347585624
ACH-000234,-0.486988681026
ACH-000235,-1.0253689755500002
ACH-000237,-0.563861278205
ACH-000238,-0.61776330274
ACH-000243,-0.801275808761
ACH-000244,-0.585773695561
ACH-000246,-1.10443621862
ACH-000248,-1.18239063409
ACH-000250,-0.5071490093100001
ACH-000251,-0.807884517194
ACH-000253,-1.11550226485
ACH-000255,-0.780580750028
ACH-000256,-0.86583249199
ACH-000257,-1.0708195077200002
ACH-000258,-1.01340296859
ACH-000259,-1.1068013702200001
ACH-000260,-0.7090661022220001
ACH-000261,-0.89729622116
ACH-000262,-0.688097394809
ACH-000263,-0.672813330802
ACH-000264,-0.8441001273090001
ACH-000265,-1.06965525111
ACH-000266,-0.843431315282
ACH-000272,-0.683293482331
ACH-000273,-1.13729343283
ACH-000274,-0.929801255009
ACH-000277,-1.1561528685
ACH-000278,-0.901856617276
ACH-000279,-1.1582183419399998
ACH-000280,-0.8363436953229999
ACH-000281,-0.8578467490809999
ACH-000288,-0.951677756788
