,SIRPA (140885)
ACH-000004,-0.274487486608
ACH-000007,-0.313972848442
ACH-000009,-0.294939341207
ACH-000011,-0.029913033093
ACH-000012,-0.378503646548
ACH-000013,-0.36552613017499996
ACH-000014,-0.426592719095
ACH-000015,-0.36596769372599997
ACH-000017,-0.261739671662
ACH-000018,-0.489611162963
ACH-000019,-0.06624966112099999
ACH-000021,-0.34796854766
ACH-000022,-0.22705108155900003
ACH-000025,-0.24857578104000003
ACH-000028,-0.0690920207132
ACH-000030,-0.323227503555
ACH-000035,-0.23476385995700003
ACH-000036,-0.384554931743
ACH-000037,-0.187598763854
ACH-000039,-0.234821280937
ACH-000040,-0.145501577332
ACH-000041,-0.445120183908
ACH-000042,-0.39077553766199996
ACH-000045,-0.325595462511
ACH-000047,-0.23722488813099998
ACH-000052,-0.56291690188
ACH-000053,-0.384217578696
ACH-000054,-0.312640093321
ACH-000055,-0.267587155134
ACH-000060,-0.381617581082
ACH-000067,-0.07638899522369999
ACH-000070,-0.36431272227899997
ACH-000075,-0.230874625518
ACH-000078,-0.5311999364159999
ACH-000082,-0.163209982209
ACH-000085,-0.26656982984
ACH-000086,-0.193835015958
ACH-000087,-0.186301996928
ACH-000092,-0.323252586291
ACH-000095,-0.294199000676
ACH-000097,-0.16235984056
ACH-000098,-0.303471506917
ACH-000099,-0.460000794567
ACH-000108,-0.291807593653
ACH-000113,-0.390502883768
ACH-000115,-0.329876898067
ACH-000116,-0.198621192025
ACH-000118,-0.237194805044
ACH-000120,-0.299809236693
ACH-000123,-0.332084185209
ACH-000127,-0.321775817349
ACH-000128,-0.23391392913000003
ACH-000132,-0.107196294017
ACH-000133,-0.203855682801
ACH-000137,-0.391547135657
ACH-000138,-0.236447988631
ACH-000142,-0.147892437406
ACH-000143,-0.406829518921
ACH-000146,-0.389507515626
ACH-000148,-0.132530717943
ACH-000150,-0.595321480492
ACH-000152,-0.12465217699100001
ACH-000153,-0.5731137005170001
ACH-000159,-0.08962618915300001
ACH-000160,-0.288618891217
ACH-000163,-0.289695031775
ACH-000167,-0.39134729242
ACH-000168,-0.383896004899
ACH-000169,-0.498029399396
ACH-000178,-0.320689632474
ACH-000182,-0.167228507965
ACH-000183,-0.263352669526
ACH-000188,-0.161835203921
ACH-000189,-0.527431573393
ACH-000190,-0.24623777975900002
ACH-000198,-0.269930720949
ACH-000204,0.0112305497808
ACH-000206,-0.217990438362
ACH-000207,-0.35458411708400006
ACH-000211,-0.27129845382
ACH-000215,-0.09405496251739999
ACH-000221,-0.273525716417
ACH-000222,-0.24922426147799998
ACH-000223,-0.213813264272
ACH-000226,-0.142313554165
ACH-000227,-0.14850053743
ACH-000228,-0.189110465827
ACH-000231,-0.29100295763
ACH-000232,-0.27394660293900003
ACH-000233,-0.336446580067
ACH-000234,-0.12620180861400002
ACH-000235,-0.252800380152
ACH-000237,-0.10811991350700001
ACH-000238,-0.289067132883
ACH-000243,-0.258046619236
ACH-000244,-0.45137422964400004
ACH-000246,-0.299981254684
ACH-000248,-0.25317115362
ACH-000250,-0.101625390176
ACH-000251,-0.0792058664755
ACH-000253,-0.227417619694
ACH-000255,-0.19077398283799998
ACH-000256,-0.40033898549
ACH-000257,-0.322363368976
ACH-000258,-0.12426361824400001
ACH-000259,-0.30186497073
ACH-000260,-0.271895018035
ACH-000261,-0.24994512053399998
ACH-000262,-0.17847052316599998
ACH-000263,-0.43865385763899994
ACH-000264,-0.325835681392
ACH-000265,-0.306222605161
ACH-000266,-0.229066051556
ACH-000272,-0.228988341333
ACH-000273,-0.40537329858599996
ACH-000274,-0.327427296737
ACH-000277,-0.137303084151
ACH-000278,-0.300349651409
ACH-000279,-0.41490023078500005
ACH-000280,-0.359815382686
ACH-000281,-0.5409904558690001
ACH-000288,-0.317552969937
ACH-000291,-0.297298824957
ACH-000293,-0.382437912936
ACH-000294,-0.448381501897
ACH-000295,-0.382077815584
ACH-000296,-0.24870150078899997
ACH-000302,-0.209224191864
ACH-000304,0.0117601840807
ACH-000307,-0.33734112435099994
ACH-000308,-0.39270565573700006
ACH-000310,-0.290522914844
ACH-000311,-0.247996527922
ACH-000312,-0.129030954398
ACH-000315,-0.534917760767
ACH-000316,-0.48754051963100004
ACH-000317,-0.332397060254
ACH-000318,-0.189200311051
ACH-000319,-0.138393519855
ACH-000320,-0.222514868259
ACH-000322,-0.258564269009
ACH-000323,-0.334548766362
ACH-000324,-0.5243061420289999
ACH-000329,-0.29043187219300004
ACH-000330,-0.301485247028
ACH-000331,-0.13701350952299998
ACH-000332,-0.30985907098
ACH-000334,-0.570340868802
ACH-000335,-0.454887517329
ACH-000336,-0.412895760464
ACH-000337,0.0783851268763
ACH-000339,-0.24036591144699998
ACH-000341,-0.142350209645
ACH-000348,-0.197747530868
ACH-000350,-0.281054885501
ACH-000352,-0.443461721593
ACH-000356,-0.270953054637
ACH-000361,-0.256334210174
ACH-000362,-0.38252349986100004
ACH-000363,-0.19108939109200002
ACH-000364,-0.276393065983
ACH-000365,-0.551070179593
ACH-000366,-0.264157554829
ACH-000368,-0.611269401399
ACH-000374,-0.07589063993360001
ACH-000375,-0.237109715987
ACH-000376,-0.352078131963
ACH-000381,-0.38644137617700003
ACH-000383,-0.16001495986300002
ACH-000387,-0.303217331719
ACH-000389,-0.341316875092
ACH-000390,-0.27884246235
ACH-000393,-0.265119416043
ACH-000395,-0.488291613227
ACH-000397,-0.26260053493
ACH-000401,-0.34632166801500003
ACH-000402,-0.545741103744
ACH-000403,-0.391490809048
ACH-000404,-0.26509587834000004
ACH-000406,-0.285920872075
ACH-000407,-0.206599694555
ACH-000408,-0.269905670794
ACH-000410,-0.442649653646
ACH-000411,-0.141062428185
ACH-000414,-0.287283966233
ACH-000415,-0.215922441193
ACH-000416,-0.23337517550099998
ACH-000420,-0.343156790871
ACH-000421,-0.397678530298
ACH-000424,-0.313511881862
ACH-000425,-0.385710121099
ACH-000426,-0.0926838853239
ACH-000427,-0.23019782570500003
ACH-000433,-0.17068291702500002
ACH-000436,-0.3441829661
ACH-000444,-0.204399069027
ACH-000445,-0.335485026232
ACH-000448,-0.43126105331299996
ACH-000450,0.0688219994761
ACH-000452,-0.21635483333299999
ACH-000454,-0.256332231856
ACH-000458,-0.241820783637
ACH-000459,0.183376184271
ACH-000460,-0.304603776941
ACH-000461,-0.269479162331
ACH-000463,-0.299057500122
ACH-000464,-0.404511507996
ACH-000466,-0.22493426179900003
ACH-000467,-0.380887872869
ACH-000468,-0.352973264896
ACH-000469,-0.337433448784
ACH-000470,-0.379593906227
ACH-000471,-0.27468858176600003
ACH-000472,-0.50927090416
ACH-000473,-0.403280157742
ACH-000475,-0.218797490892
ACH-000476,-0.389848527185
ACH-000477,-0.37096829431
ACH-000480,-0.11083720331599999
ACH-000481,-0.210577163029
ACH-000483,-0.5611658290470001
ACH-000484,-0.299368906845
ACH-000485,-0.23270721611900003
ACH-000486,-0.169223214068
ACH-000487,-0.127218860766
ACH-000488,-0.122886111443
ACH-000490,-0.124265191995
ACH-000491,-0.414165506841
ACH-000495,-0.007671513140100001
ACH-000496,-0.17082874772300002
ACH-000499,-0.356692488078
ACH-000500,0.393745972409
ACH-000502,-0.186037279547
ACH-000503,-0.559074949602
ACH-000505,-0.303783371421
ACH-000507,-0.248512508579
ACH-000510,-0.34609644255800004
ACH-000511,-0.33662174969
ACH-000512,-0.270933227549
ACH-000516,-0.142724394357
ACH-000517,-0.363429874163
ACH-000518,-0.508009456213
ACH-000520,-0.036500079344699995
ACH-000521,-0.289484570263
ACH-000522,-0.234164912176
ACH-000524,-0.33168132353700003
ACH-000527,-0.235423033245
ACH-000528,-0.393974313334
ACH-000537,-0.220433252881
ACH-000541,-0.063364999503
ACH-000542,-0.251328298158
ACH-000544,-0.145410342643
ACH-000545,-0.279434323415
ACH-000547,-0.580729998026
ACH-000548,-0.273682161173
ACH-000549,-0.408618802389
ACH-000550,-0.23967649154399998
ACH-000552,-0.47203606819
ACH-000556,-0.251455261629
ACH-000557,-0.793181652768
ACH-000570,-0.48958710593800003
ACH-000571,-0.493747982932
ACH-000573,-0.176465140393
ACH-000576,-0.315534025532
ACH-000580,-0.47826622578199995
ACH-000584,-0.339583177104
ACH-000585,0.0703715359976
ACH-000588,-0.420443851501
ACH-000589,-0.262966904003
ACH-000591,-0.472701938636
ACH-000593,-0.334616178211
ACH-000600,-0.14266166852
ACH-000601,-0.19117008829999999
ACH-000604,-0.20682116019400001
ACH-000605,-0.201917470607
ACH-000606,-0.263111133419
ACH-000608,-0.305058348125
ACH-000614,-0.26002519407900004
ACH-000616,-0.279347784921
ACH-000618,-0.369270422061
ACH-000619,-0.149097623647
ACH-000620,-0.139327691427
ACH-000621,-0.39305934320600006
ACH-000622,-0.399355283868
ACH-000623,-0.49510569690899997
ACH-000624,-0.301508421171
ACH-000627,-0.47083797829199997
ACH-000630,-0.141739751748
ACH-000632,-0.261834704954
ACH-000633,-0.333592830067
ACH-000637,-0.404391555396
ACH-000638,-0.24529769578699998
ACH-000646,-0.45521621826700004
ACH-000647,-0.195170067639
ACH-000648,-0.177272662943
ACH-000649,-0.274946988121
ACH-000651,-0.39988863375
ACH-000652,-0.0873966985629
ACH-000653,-0.155394054626
ACH-000657,-0.38427403469000004
ACH-000658,-0.00423071738286
ACH-000661,-0.339190659837
ACH-000662,-0.14493602692
ACH-000663,-0.308512351176
ACH-000665,-0.396847272173
ACH-000671,-0.350307946661
ACH-000673,-0.336221961924
ACH-000676,-0.217696748256
ACH-000677,-0.396717021716
ACH-000681,-0.4596198094100001
ACH-000682,-0.369295518397
ACH-000683,-0.28279451391399996
ACH-000684,-0.460300312267
ACH-000688,-0.537787778347
ACH-000693,-0.446826472215
ACH-000694,-0.320254490535
ACH-000695,-0.505853618588
ACH-000696,-0.25199732608500003
ACH-000697,-0.41394072695100004
ACH-000699,-0.367369950779
ACH-000701,-0.178985695048
ACH-000706,-0.22103670035700002
ACH-000711,-0.18003322254299997
ACH-000713,-0.343573255413
ACH-000714,-0.228638996741
ACH-000718,-0.31773035095400004
ACH-000720,-0.38284178812799996
ACH-000721,-0.32580997750999996
ACH-000724,-0.301499137058
ACH-000725,-0.141570750355
ACH-000732,-0.0065937661826
ACH-000734,-0.19383463621599997
ACH-000735,-0.212718042381
ACH-000736,-0.132434524159
ACH-000738,-0.11803958492799999
ACH-000746,-0.404773077707
ACH-000747,-0.35077096775
ACH-000748,-0.32061012003
ACH-000753,-0.147596415448
ACH-000756,-0.305799214348
ACH-000757,-0.590982912851
ACH-000758,-0.20152835453200002
ACH-000760,-0.176889288522
ACH-000763,-0.136104409217
ACH-000764,-0.23250926149
ACH-000765,-0.35125955967600003
ACH-000766,-0.153488812237
ACH-000767,-0.21766994935400003
ACH-000768,-0.127276168907
ACH-000769,-0.41671248441
ACH-000770,-0.35866295060900005
ACH-000771,-0.304149306833
ACH-000773,-0.3470255891
ACH-000776,-0.541748122568
ACH-000777,-0.367454072272
ACH-000778,-0.314429077103
ACH-000781,-0.297828414649
ACH-000782,-0.399362162743
ACH-000783,-0.26343408637
ACH-000784,-0.417935488316
ACH-000785,-0.30777455669500003
ACH-000787,-0.334882364464
ACH-000788,-0.315024797424
ACH-000791,-0.389938988761
ACH-000792,-0.187199943264
ACH-000794,-0.28508080816
ACH-000796,-0.25829673664999997
ACH-000799,-0.144283120751
ACH-000800,-0.523612995049
ACH-000802,-0.256889157099
ACH-000804,-0.249973221644
ACH-000805,-0.189347101378
ACH-000809,-0.284810887524
ACH-000810,-0.37437233977
ACH-000811,-0.269694652536
ACH-000817,-0.072217267605
ACH-000819,-0.27285214412500003
ACH-000820,-0.683318102845
ACH-000821,-0.374457462807
ACH-000822,-0.430172670684
ACH-000823,-0.33256974789099997
ACH-000824,-0.359860076843
ACH-000827,-0.17912686099
ACH-000829,-0.256450861958
ACH-000831,-0.196103688431
ACH-000832,-0.23106675404100002
ACH-000833,-0.495306351288
ACH-000834,-0.253039050514
ACH-000835,-0.28985154708
ACH-000836,-0.45534583822400004
ACH-000837,-0.276036654409
ACH-000838,-0.18893825047499999
ACH-000839,-0.273734461081
ACH-000840,0.07954889757349999
ACH-000841,-0.37367481449900003
ACH-000843,-0.253551441548
ACH-000846,-0.16906145079999998
ACH-000847,-0.168539119341
ACH-000848,-0.0818598117045
ACH-000849,-0.328211499971
ACH-000851,-0.43865375063100004
ACH-000855,-0.211209107097
ACH-000856,-0.34709376255
ACH-000858,-0.257152993263
ACH-000859,-0.333861443908
ACH-000861,-0.0399660458645
ACH-000862,-0.381404564142
ACH-000865,-0.14791858049599999
ACH-000866,-0.279522009373
ACH-000867,-0.425918782632
ACH-000869,-0.301191525231
ACH-000872,-0.270911027968
ACH-000873,-0.299349798374
ACH-000876,-0.49944274446599995
ACH-000878,-0.100730780619
ACH-000880,-0.200928430476
ACH-000881,-0.21962955064
ACH-000882,-0.330127326727
ACH-000884,-0.113069774473
ACH-000885,-0.458049487179
ACH-000887,-0.0869855200487
ACH-000888,-0.306503487229
ACH-000889,-0.43387283251900005
ACH-000890,-0.284466830798
ACH-000896,-0.286782757725
ACH-000898,-0.301919427014
ACH-000900,-0.155708698902
ACH-000901,-0.07626818698599999
ACH-000905,-0.273533918491
ACH-000906,-0.302864641858
ACH-000907,-0.47848807588799996
ACH-000910,-0.44151806999399995
ACH-000911,-0.492306568869
ACH-000912,-0.121403171017
ACH-000913,-0.366349074966
ACH-000915,-0.180197388132
ACH-000916,-0.463787112998
ACH-000917,-0.276968675825
ACH-000921,-0.0521936664149
ACH-000924,-0.284529758646
ACH-000926,-0.165255131095
ACH-000928,-0.142109839704
ACH-000929,-0.203150975207
ACH-000932,-0.6072044564329999
ACH-000935,-0.21093646814199998
ACH-000936,-0.32712759071999997
ACH-000937,-0.254521874633
ACH-000938,-0.337345320225
ACH-000939,-0.355986985225
ACH-000941,-0.29626602443000005
ACH-000943,-0.220497662271
ACH-000946,-0.282134771243
ACH-000947,-0.37548210870800003
ACH-000948,-0.231555274594
ACH-000950,-0.0685540434159
ACH-000953,-0.239683934276
ACH-000957,-0.329843021641
ACH-000958,-0.206973063
ACH-000960,-0.135761382761
ACH-000963,-0.190869361454
ACH-000968,-0.32661559532900003
ACH-000969,-0.108950285797
ACH-000973,-0.10315409355699999
ACH-000974,-0.135310082174
ACH-000975,-0.224524905158
ACH-000976,-0.299890006038
ACH-000978,-0.27085761672499997
ACH-000980,-0.334791331541
ACH-000984,-0.196497902496
ACH-000986,-0.289017831123
ACH-000988,-0.34173393795699997
ACH-000993,-0.131508832259
ACH-000994,-0.032250972731
ACH-000996,-0.35113650088
ACH-001001,-0.23241752148000003
ACH-001020,-0.354860032239
ACH-001028,-0.204660688315
ACH-001031,-0.385398792431
ACH-001038,-0.335223789412
ACH-001048,-0.42745954335999997
ACH-001050,-0.07463778472410001
ACH-001053,-0.40213930702
ACH-001054,-0.336721527816
ACH-001061,-0.1488218019
ACH-001067,-0.254918195631
ACH-001075,-0.20200472377599998
ACH-001096,-0.37232444696999994
ACH-001128,-0.272037515102
ACH-001134,-0.309528248599
ACH-001151,-0.325697657347
ACH-001163,-0.36300968560400004
ACH-001164,0.014382180357600001
ACH-001173,-0.190949531082
ACH-001183,-0.499935321752
ACH-001184,-0.09573606250330001
ACH-001190,-0.30755260888
ACH-001192,-0.254908392351
ACH-001193,-0.238855812769
ACH-001196,-0.1463554134
ACH-001197,-0.308644177072
ACH-001205,-0.23324302782099998
ACH-001211,-0.160947321201
ACH-001212,-0.650941328098
ACH-001228,-0.22738227124899998
ACH-001232,-0.17406757118500002
ACH-001239,-0.343092802192
ACH-001274,-0.330365394647
ACH-001275,-0.33636298257299996
ACH-001277,-0.368004513452
ACH-001278,-0.336009901717
ACH-001280,-0.37168863700300003
ACH-001283,-0.390706949863
ACH-001289,-0.193461652236
ACH-001295,-0.18982168070500002
ACH-001300,-0.313617204248
ACH-001301,-0.36991567549599996
ACH-001302,-0.448364629076
ACH-001303,-0.0237794460759
ACH-001306,-0.41897797557099997
ACH-001318,-0.37115379618199995
ACH-001322,-0.47873522005900004
ACH-001328,-0.15075475848099998
ACH-001332,-0.387583040256
ACH-001333,-0.229945333699
ACH-001336,-0.28515673488000004
ACH-001340,-0.201903898567
ACH-001346,-0.269248709899
ACH-001353,-0.342831465233
ACH-001354,-0.124931826655
ACH-001367,-0.427984656842
ACH-001368,-0.183721352336
ACH-001374,-0.113131314481
ACH-001375,-0.431794970775
ACH-001377,-0.263590184472
ACH-001380,-0.244395926123
ACH-001391,-0.242906531771
ACH-001407,-0.311206280053
ACH-001408,-0.26193367002900003
ACH-001413,-0.109121307489
ACH-001430,-0.36749584258199997
