,VSIG10L (147645)
ACH-000190,-0.13403131757300002
ACH-000198,-0.145426391235
ACH-000204,-0.36068107965400004
ACH-000206,-0.287610846081
ACH-000207,0.0369864957314
ACH-000211,-0.337028124695
ACH-000215,-0.170282949831
ACH-000221,-0.299621354966
ACH-000222,-0.259186626077
ACH-000223,-0.24306952079900002
ACH-000226,-0.159764519436
ACH-000227,-0.25264287684000003
ACH-000228,-0.136960179672
ACH-000231,-0.113691572728
ACH-000232,-0.29022465636399997
ACH-000233,-0.172704184076
ACH-000234,-0.483472085558
ACH-000235,-0.21043483550099998
ACH-000237,-0.23951603568500002
ACH-000238,0.017405105036799998
ACH-000243,-0.26371827362100003
ACH-000244,-0.249076427139
ACH-000246,-0.187532050566
ACH-000248,-0.121576795799
ACH-000250,-0.256627310808
ACH-000251,-0.53284894261
ACH-000253,-0.210663728823
ACH-000255,-0.262762366779
ACH-000256,-0.175594568791
ACH-000257,-0.350777575881
ACH-000258,-0.226305675432
ACH-000259,-0.21070770908300002
ACH-000260,-0.22750266105099998
ACH-000261,-0.34669286765600005
ACH-000262,-0.475845780449
ACH-000263,-0.291137790162
ACH-000264,-0.11525003547700001
ACH-000265,-0.21141302083799998
ACH-000266,-0.144549997663
ACH-000272,-0.145665440993
ACH-000273,-0.23104800239999998
ACH-000274,-0.250203568139
ACH-000277,-0.137761048729
ACH-000278,-0.389272397471
ACH-000279,-0.12190448572599999
ACH-000280,-0.41393438830300006
ACH-000281,-0.214239212906
ACH-000288,-0.133731533643
ACH-000291,-0.334676905765
ACH-000293,-0.225099702122
ACH-000294,-0.326803925537
ACH-000295,0.010155428038799999
ACH-000296,-0.046525310897399995
ACH-000302,-0.347838959859
ACH-000304,-0.09120789888139999
ACH-000307,-0.159391238964
ACH-000308,-0.304674659846
ACH-000310,-0.226842888825
ACH-000311,-0.44017543348800003
ACH-000312,-0.143126700008
ACH-000315,-0.224665113338
ACH-000316,-0.155419453791
ACH-000317,-0.124837317994
ACH-000318,-0.32402359395799996
ACH-000319,-0.18885354732299997
ACH-000320,-0.42069617537500004
ACH-000322,-0.0220848553775
ACH-000323,-0.272758506483
ACH-000324,-0.160146094735
ACH-000329,-0.165462056202
ACH-000330,-0.41890220589599997
ACH-000331,-0.176936274424
ACH-000332,-0.25245414576499997
ACH-000334,-0.274358662877
ACH-000335,-0.583772901533
ACH-000336,-0.508588448648
ACH-000337,-0.330365939949
ACH-000339,-0.286321207019
ACH-000341,-0.248494622383
ACH-000348,-0.192824430193
ACH-000350,-0.309973139961
ACH-000352,-0.327564980775
ACH-000356,-0.37583711346
ACH-000361,-0.159820959619
ACH-000362,-0.313509657839
ACH-000363,-0.0850821589852
ACH-000364,-0.26658804365899996
ACH-000365,-0.192341079812
ACH-000366,-0.182202077352
ACH-000368,-0.168500407903
ACH-000374,-0.20661691912500002
ACH-000375,-0.143404809224
ACH-000376,-0.11245835223400001
ACH-000381,-0.16710509199
ACH-000383,-0.18842937453400002
ACH-000387,-0.210334388479
ACH-000389,-0.39465267909400004
ACH-000390,-0.229037091042
ACH-000393,-0.240685281745
ACH-000395,-0.616116080731
ACH-000397,-0.369926679626
ACH-000401,-0.24047673332699998
ACH-000402,0.0244560405925
ACH-000403,-0.135317117087
ACH-000404,-0.0427920996528
ACH-000406,-0.2452826152
ACH-000407,-0.0148669258804
ACH-000408,-0.21019495603799998
ACH-000410,-0.308742542814
ACH-000411,-0.0817849313528
ACH-000414,-0.284552310927
ACH-000415,-0.0750622964535
ACH-000416,-0.21311778712999999
ACH-000420,-0.070165004313
ACH-000421,-0.052492169897800006
ACH-000424,-0.24045002460700002
ACH-000425,-0.252936458104
ACH-000426,-0.057464761845399996
ACH-000427,-0.752961275479
ACH-000433,-0.0596374705028
ACH-000436,-0.0398776643538
ACH-000444,-0.0870917206724
ACH-000445,-0.229203347705
ACH-000448,-0.283352580555
ACH-000450,-0.201716331297
ACH-000452,-0.169052979888
ACH-000454,-0.204133713106
ACH-000458,-0.143878121482
ACH-000459,0.00722281857786
ACH-000460,-0.319056538834
ACH-000461,-0.0152501884548
ACH-000463,-0.275020477729
ACH-000464,-0.21722446935800002
ACH-000466,-0.232157636206
ACH-000467,-0.18209512189
ACH-000468,-0.270405418726
ACH-000469,-0.321998426287
ACH-000470,-0.162082878983
ACH-000471,-0.199769093211
ACH-000472,-0.342621091504
ACH-000473,0.10572414386
ACH-000475,-0.25682771065000004
ACH-000476,-0.211067356166
ACH-000477,-0.23110209029800002
ACH-000480,-0.231652213822
ACH-000481,-0.138319767113
ACH-000483,-0.20283528133499998
ACH-000484,-0.17136167446400002
ACH-000485,-0.166476355982
ACH-000486,-0.41680278423
ACH-000487,-0.0903176091292
ACH-000488,-0.197257906292
ACH-000490,-0.27487535219500003
ACH-000491,-0.0448030828405
ACH-000495,-0.136953162994
ACH-000496,-0.149349973912
ACH-000499,-0.225667120199
ACH-000500,-0.057950469874300005
ACH-000502,-0.26550512510200003
ACH-000503,-0.28934410969200003
ACH-000505,-0.23181097465
ACH-000507,-0.228823274331
ACH-000510,-0.41875146507700006
ACH-000511,-0.267904820888
ACH-000512,-0.042967815695199994
ACH-000516,-0.287052921316
ACH-000517,-0.282817460061
ACH-000518,-0.05405146534059999
ACH-000520,-0.07786509833
ACH-000521,-0.0891749388314
ACH-000522,-0.229919964868
ACH-000524,-0.17889364864799998
ACH-000527,-0.313945756285
ACH-000528,-0.298959145389
ACH-000537,-0.195770424538
ACH-000541,-0.31914423077599996
ACH-000542,-0.28843401235
ACH-000544,-0.205946892715
ACH-000545,-0.16747671033199998
ACH-000547,-0.36467189963200003
ACH-000548,-0.18988946707
ACH-000549,-0.267156130681
ACH-000550,0.0352383066
ACH-000552,-0.23786253034200003
ACH-000556,-0.271954624094
ACH-000557,-0.29692859809
ACH-000570,-0.15242913872000002
ACH-000571,-0.22428974759300002
ACH-000573,-0.220852654588
ACH-000576,-0.124383669086
ACH-000580,-0.210195177489
ACH-000584,-0.116415369888
ACH-000585,-0.292841793596
ACH-000588,0.0124877410835
ACH-000589,-0.11700101159700001
ACH-000591,-0.113528890351
ACH-000593,-0.14302203815300002
ACH-000600,-0.17522102614799998
ACH-000601,-0.20745928125399998
ACH-000604,-0.199543802876
ACH-000605,-0.33209909061299997
ACH-000606,-0.0745099204808
ACH-000608,-0.18187316142700002
ACH-000614,0.0240991045377
ACH-000616,-0.32089518741
ACH-000618,-0.104154686397
ACH-000619,0.0273939824653
ACH-000620,-0.445275094708
ACH-000621,-0.308439432704
ACH-000622,-0.11675298795700001
ACH-000623,-0.00874049107701
ACH-000624,-0.23322606126200002
ACH-000627,-0.14570393619799998
ACH-000630,-0.112827968174
ACH-000632,-0.105546204561
ACH-000633,-0.17977025339299998
ACH-000637,-0.14272324118899998
ACH-000638,-0.08121280664139999
ACH-000646,-0.534575780383
ACH-000647,-0.109811490012
ACH-000648,-0.07472874521110001
ACH-000649,-0.19532188767499997
ACH-000651,-0.108363386309
ACH-000652,-0.137289266548
ACH-000653,-0.188054480995
ACH-000657,-0.30738566450599997
ACH-000658,-0.250407516126
ACH-000661,-0.213007635779
ACH-000662,-0.09214915943930001
ACH-000663,-0.252746332027
ACH-000665,-0.151137898899
ACH-000671,-0.171273466928
ACH-000673,-0.292096205818
ACH-000676,-0.234183661798
ACH-000677,-0.23549349989100002
ACH-000681,-0.24761686979699998
ACH-000682,-0.138393460775
ACH-000683,-0.16113062357000002
ACH-000684,0.025468814584900003
ACH-000688,-0.27664102733
ACH-000693,-0.187390817238
ACH-000694,-0.276014005943
ACH-000695,-0.367648560715
ACH-000696,-0.22564249045899998
ACH-000697,-0.17293697661200003
ACH-000699,-0.0857942349526
ACH-000701,-0.46890899621699994
ACH-000706,-0.0726138210967
ACH-000711,-0.278760949508
ACH-000713,-0.23584224695999997
ACH-000714,-0.0811900628086
ACH-000718,-0.146912276861
ACH-000720,-0.180762341988
ACH-000721,-0.045186729812599996
ACH-000724,-0.305661304098
ACH-000725,-0.7068673308230001
ACH-000732,-0.123808169749
ACH-000734,-0.232149859962
ACH-000735,-0.135913747259
ACH-000736,-0.522363886777
ACH-000738,-0.189306871105
ACH-000746,-0.28971457350900004
ACH-000747,-0.120497611431
ACH-000748,-0.35407127585299997
ACH-000753,-0.117838675001
ACH-000756,-0.343174810705
ACH-000757,-0.185565951261
ACH-000758,-0.266314833004
ACH-000760,-0.27460120521
ACH-000763,-0.00287856844121
ACH-000764,-0.23767612290999998
ACH-000765,-0.0945703826199
ACH-000766,-0.17031602267299997
ACH-000767,-0.242562851572
ACH-000768,-0.09863016302680001
ACH-000769,-0.23825927368299998
ACH-000770,-0.236275628387
ACH-000771,-0.13510458727
ACH-000773,-0.0820694906428
ACH-000776,-0.105612939139
ACH-000777,-0.149401447297
ACH-000778,-0.17424171204799999
ACH-000781,-0.23603480067699997
ACH-000782,-0.275141001667
ACH-000783,-0.22502606916499998
ACH-000784,-0.154975659347
ACH-000785,-0.12791782251800002
ACH-000787,-0.155989125915
ACH-000788,-0.16542503267
ACH-000791,-0.218777544466
ACH-000792,-0.263897778482
ACH-000794,-0.244205042101
ACH-000796,-0.172832401324
ACH-000799,-0.52757513286
ACH-000800,-0.158452960087
ACH-000802,-0.19083490818399998
ACH-000804,-0.299840847999
ACH-000805,-0.21067299424400002
ACH-000809,-0.235653541912
ACH-000810,-0.217148828376
ACH-000811,-0.25848623908199997
ACH-000817,-0.0628098791823
ACH-000819,-0.16979720676100002
ACH-000820,0.11675220249700001
ACH-000821,0.107011269818
ACH-000822,-0.38663013166
ACH-000823,-0.16459193566
ACH-000824,-0.377033405203
ACH-000827,-0.253088941107
ACH-000829,-0.0836107407385
ACH-000831,-0.195524064573
ACH-000832,-0.07025459350669999
ACH-000833,0.0363822960627
ACH-000834,-0.358740796202
ACH-000835,-0.378347305816
ACH-000836,-0.200736814327
ACH-000837,-0.313909769776
ACH-000838,-0.05469237117459999
ACH-000839,-0.156914102995
ACH-000840,-0.244957628747
ACH-000841,-0.330729556922
ACH-000843,-0.22363399306600001
ACH-000846,-0.36813900386200005
ACH-000847,0.0255607099518
ACH-000848,-0.115610276794
ACH-000849,-0.362663968638
ACH-000851,-0.223313657713
ACH-000855,-0.0397961038455
ACH-000856,-0.264937123424
ACH-000858,-0.138234886272
ACH-000859,-0.066487126907
ACH-000861,-0.131879835355
ACH-000862,-0.278048319575
ACH-000865,-0.0902122224467
ACH-000866,-0.17050398257100002
ACH-000867,-0.281735466656
ACH-000869,-0.0982885622734
ACH-000872,-0.162886866826
ACH-000873,-0.239357642707
ACH-000876,-0.34794985012699997
ACH-000878,-0.0910470758243
ACH-000880,-0.152417201594
ACH-000881,-0.231673377043
ACH-000882,-0.223113200381
ACH-000884,-0.11904810468699999
ACH-000885,-0.231004533674
ACH-000887,-0.24972626271899998
ACH-000888,-0.231152368187
ACH-000889,-0.0941074352884
ACH-000890,-0.319196114146
ACH-000896,-0.248167351293
ACH-000898,-0.34277236042900006
ACH-000900,-0.287673795768
ACH-000901,-0.257526955846
ACH-000905,-0.221773619529
ACH-000906,-0.180452958928
ACH-000907,-0.35986575983400004
ACH-000910,-0.12036349426
ACH-000911,-0.187120196056
ACH-000912,-0.154209416799
ACH-000913,-0.00455594535193
ACH-000915,-0.047792271775699995
ACH-000916,-0.337366934704
ACH-000917,-0.252569796633
ACH-000921,-0.308040034422
ACH-000924,-0.23081345090100003
ACH-000926,-0.0618452241376
ACH-000928,-0.637892179063
ACH-000929,-0.227624385114
ACH-000932,-0.418848123693
ACH-000935,-0.118388545348
ACH-000936,-0.23876882890299997
ACH-000937,-0.0987726794757
ACH-000938,-0.133420802315
ACH-000939,-0.204329797894
ACH-000941,-0.110774446832
ACH-000943,-0.164783248942
ACH-000946,-0.29356457409200004
ACH-000947,-0.187992107631
ACH-000948,-0.265521361627
ACH-000950,-0.202617371471
ACH-000953,-0.247965409639
ACH-000957,-0.07077530542489999
ACH-000958,-0.118291316129
ACH-000960,-0.15331711210100002
ACH-000963,-0.44095707586599997
ACH-000968,-0.14654121341600002
ACH-000969,-0.111887804847
ACH-000973,-0.290010569554
ACH-000974,-0.234519969091
ACH-000975,-0.156216576852
ACH-000976,-0.42808122866099996
ACH-000978,-0.443622358475
ACH-000980,-0.190936732259
ACH-000984,-0.23383594673
ACH-000986,-0.0573488854519
ACH-000988,-0.36578834043499997
ACH-000993,-0.505614382839
ACH-000994,-0.311427526552
ACH-000996,-0.259048907718
ACH-001001,-0.30369271107900003
ACH-001020,-0.0400622010172
ACH-001028,-0.236472416541
ACH-001031,-0.401318915995
ACH-001038,-0.276045788899
ACH-001048,-0.551292838355
ACH-001050,-0.263273924512
ACH-001053,-0.109996013676
ACH-001054,-0.119606724374
ACH-001061,-0.24763884236900002
ACH-001067,-0.034878286405
ACH-001075,-0.117857675922
ACH-001096,-0.0452021177867
ACH-001128,-0.22554482543999999
ACH-001134,-0.316796603753
ACH-001151,-0.17812153454100002
ACH-001163,-0.038221226264
ACH-001164,-0.367846294874
ACH-001173,-0.40741980008400003
ACH-001183,-0.22050031843
ACH-001184,-0.243751244527
ACH-001190,-0.356350718691
ACH-001192,-0.18211458888
ACH-001193,0.0941744659794
ACH-001196,-0.191831253645
ACH-001197,-0.157360675896
ACH-001205,-0.122632728402
ACH-001211,-0.19480515848700003
ACH-001212,-0.298799538212
ACH-001228,-0.284044235099
ACH-001232,-0.29020936146299997
ACH-001239,-0.142575544742
ACH-001274,-0.215343372447
ACH-001275,-0.104284992302
ACH-001277,-0.0953010380985
ACH-001278,-0.162605620399
ACH-001280,-0.132294834169
ACH-001283,-0.266298114629
ACH-001289,-0.33571119134300004
ACH-001295,-0.243303804793
ACH-001300,-0.23517600226399998
ACH-001301,-0.0317182057815
ACH-001302,0.045977802227699996
ACH-001303,-0.0845373789713
ACH-001306,-0.13021042008199998
ACH-001318,0.00502113103512
ACH-001322,-0.100549557949
ACH-001328,-0.32756428763900003
ACH-001332,-0.227189332418
ACH-001333,-0.4473761387100001
ACH-001336,-0.294732843709
ACH-001340,-0.273365968169
ACH-001346,-0.270290935022
ACH-001353,-0.213303654976
ACH-001354,-0.041216970880199995
ACH-001367,-0.042397885214900004
ACH-001368,-0.24875125907499998
ACH-001374,0.15844207730499998
ACH-001375,-0.31634782166
ACH-001377,-0.452563094026
ACH-001380,-0.221974398861
ACH-001391,-0.3002128463
ACH-001407,-0.279207387552
ACH-001408,-0.18603295105999998
ACH-001413,-0.287531160529
ACH-001430,0.0535518546004
ACH-001431,-0.249023189594
ACH-001450,0.115613985808
ACH-001496,-0.257091584306
ACH-001500,-0.419291446472
ACH-001521,-0.290323006112
ACH-001523,-0.25344024442699997
ACH-001532,-0.289020375555
ACH-001536,-0.45380683842299996
ACH-001550,-0.311925728003
ACH-001552,-0.378058385906
ACH-001554,-0.212510822063
ACH-001645,-0.253098902031
ACH-001654,-0.0865553564532
ACH-001715,-0.139389434983
ACH-001735,-0.20867155388099998
ACH-001736,-0.17798142782600002
ACH-001737,-0.00712449589404
ACH-001740,-0.044337736276599995
ACH-001745,-0.187725737948
ACH-001750,-0.26555617600299997
ACH-001765,-0.054991441954
ACH-001956,-0.187986859494
ACH-001957,-0.197517875968
