,ETAA1 (54465)
ACH-000004,-0.0332712281164
ACH-000007,-0.0326885712262
ACH-000009,-0.09487214000800001
ACH-000011,-0.41109197064400005
ACH-000012,-0.0758504338292
ACH-000013,0.017303728032900003
ACH-000014,0.07066252852010001
ACH-000015,-0.00023280928877500003
ACH-000017,0.0324642748839
ACH-000018,-0.234246845995
ACH-000019,-0.459338513165
ACH-000021,-0.173287744315
ACH-000022,-0.0678685529753
ACH-000025,-0.13440720090999997
ACH-000028,-0.41243389911899997
ACH-000030,0.000167131653143
ACH-000035,-0.0603141023731
ACH-000036,-0.029584731873099998
ACH-000037,-0.155980387267
ACH-000039,-0.0859010970487
ACH-000040,0.0502107777384
ACH-000041,-0.119089468573
ACH-000042,0.0143130141923
ACH-000045,-0.09694939956569999
ACH-000047,-0.361905712776
ACH-000052,-0.149036330093
ACH-000053,-0.0210977496686
ACH-000054,-0.136879681678
ACH-000055,-0.052185273196099995
ACH-000060,0.0710667528154
ACH-000067,-0.111887817705
ACH-000070,-0.0489395619438
ACH-000075,0.0144440763204
ACH-000078,-0.19793760909699998
ACH-000082,-0.403189541611
ACH-000085,-0.364041898829
ACH-000086,-0.13662159292099998
ACH-000087,-0.175946509678
ACH-000092,-0.38802509480499997
ACH-000095,-0.0484053110471
ACH-000097,-0.16967024435199998
ACH-000098,0.0363407029784
ACH-000099,-0.0683317180278
ACH-000108,-0.188864456096
ACH-000113,-0.232718057397
ACH-000115,-0.0244171947922
ACH-000116,-0.0839003488796
ACH-000118,-0.0694861055431
ACH-000120,-0.166760934331
ACH-000123,-0.0704561132603
ACH-000127,-0.20842407233899998
ACH-000128,-0.128850799643
ACH-000132,-0.186156243388
ACH-000133,-0.615155488058
ACH-000137,-0.19179297054000002
ACH-000138,0.0150869510214
ACH-000142,-0.0602864085188
ACH-000143,-0.126880663161
ACH-000146,-0.0340358322833
ACH-000148,-0.0552681766096
ACH-000150,0.201392796176
ACH-000152,-0.149576574848
ACH-000153,0.283074210721
ACH-000159,-0.24038732488899997
ACH-000160,-0.0598154623013
ACH-000163,-0.021927691586199997
ACH-000167,0.008227535158350001
ACH-000168,-0.09140601221000001
ACH-000169,0.047710972756199996
ACH-000178,-0.146718343207
ACH-000182,-0.040575572646300004
ACH-000183,0.0253795114773
ACH-000188,-0.102589068159
ACH-000189,-0.20181695337699998
ACH-000190,-0.0643094493058
ACH-000198,0.108787396164
ACH-000204,-0.068411436156
ACH-000206,-0.407547648978
ACH-000207,-0.016337334447299998
ACH-000211,-0.135117039662
ACH-000215,-0.0279768781403
ACH-000221,-0.200849294419
ACH-000222,-0.305471913794
ACH-000223,-0.453459132435
ACH-000226,-0.134219346072
ACH-000227,-0.230572674022
ACH-000228,-0.325560664999
ACH-000231,-0.209476725117
ACH-000232,0.08288191544760001
ACH-000233,-0.19548174781
ACH-000234,-0.08534359029680001
ACH-000235,-0.00168932686778
ACH-000237,-0.345927632175
ACH-000238,-0.203725571804
ACH-000243,-0.0621496958013
ACH-000244,-0.492274704076
ACH-000246,-0.175090914012
ACH-000248,-0.142887939296
ACH-000250,-0.10746988926100001
ACH-000251,-0.0180341922442
ACH-000253,-0.0595308187357
ACH-000255,-0.0822834764177
ACH-000256,-0.221537135913
ACH-000257,-0.544916727068
ACH-000258,-0.17355072713
ACH-000259,-0.321090433926
ACH-000260,-0.00635581222814
ACH-000261,0.0251882358322
ACH-000262,0.0381534403863
ACH-000263,0.174273170542
ACH-000264,0.007555238243880001
ACH-000265,-0.227751278966
ACH-000266,-0.164653838675
ACH-000272,-0.055999382662399996
ACH-000273,-0.24265115943000004
ACH-000274,0.004641385932439999
ACH-000277,-0.0840294604029
ACH-000278,-0.210038280484
ACH-000279,-0.272073886862
ACH-000280,-0.118663988401
ACH-000281,-0.150510612288
ACH-000288,-0.18661281077199998
ACH-000291,-0.179708029296
ACH-000293,-0.263118046338
ACH-000294,-0.208844716255
ACH-000295,-0.0163064931342
ACH-000296,-0.46748025886699995
ACH-000302,-0.109116116046
ACH-000304,-0.403541005283
ACH-000307,-0.0414238839081
ACH-000308,-0.043556356547099995
ACH-000310,-1.0723001717799998
ACH-000311,-0.145652874273
ACH-000312,-0.0772196698146
ACH-000315,-0.0806013985976
ACH-000316,0.166442084155
ACH-000317,-0.183282076549
ACH-000318,-0.07555288105489999
ACH-000319,-0.156541700623
ACH-000320,-0.144735906214
ACH-000322,0.0244406030155
ACH-000323,-0.273517661723
ACH-000324,-0.245399175355
ACH-000329,-0.253001008777
ACH-000330,-0.07642360704760001
ACH-000331,-0.622508374914
ACH-000332,-0.20937262738200002
ACH-000334,-0.188602716674
ACH-000335,0.0290709113692
ACH-000336,-0.278724927961
ACH-000337,0.0890305796967
ACH-000339,-0.14375690879
ACH-000341,-0.211617558152
ACH-000348,-0.177112801446
ACH-000350,0.0994684036785
ACH-000352,0.0964897866872
ACH-000356,-0.35800128799900005
ACH-000361,0.0945937496025
ACH-000362,-0.0856346499519
ACH-000363,0.000439802266675
ACH-000364,-0.0845085328403
ACH-000365,0.0558646874625
ACH-000366,-0.16343509469599998
ACH-000368,-0.240879066662
ACH-000374,-0.45442081070900003
ACH-000375,0.17513677319
ACH-000376,-0.113680711238
ACH-000381,0.105976932245
ACH-000383,-0.0176821292369
ACH-000387,-0.016698933080400002
ACH-000389,-0.53982131417
ACH-000390,-0.0657956227496
ACH-000393,-0.22707345327
ACH-000395,0.19812282588100003
ACH-000397,-0.09597972046869999
ACH-000401,-0.25989165216800003
ACH-000402,0.32934348350299997
ACH-000403,0.0234307686477
ACH-000404,-0.0231814469777
ACH-000406,-0.09110634409870001
ACH-000407,-0.27971235297200003
ACH-000408,-0.24071572887899997
ACH-000410,-0.43335154854999997
ACH-000411,-0.123931752678
ACH-000414,-0.352422858182
ACH-000415,-0.222525015051
ACH-000416,-0.11179017714000002
ACH-000420,0.00705900475406
ACH-000421,-0.36195381087800005
ACH-000424,-0.108747183783
ACH-000425,-0.10596653216600001
ACH-000426,-0.331118206512
ACH-000427,0.0327806077488
ACH-000433,-0.00366688686877
ACH-000436,-0.012188948290399999
ACH-000444,-0.106208275874
ACH-000445,0.0253071321619
ACH-000448,-0.0828850958694
ACH-000450,-0.293132700684
ACH-000452,0.143642608561
ACH-000454,-0.321923353006
ACH-000458,-0.043826423371699993
ACH-000459,0.203345101008
ACH-000460,-0.100925360452
ACH-000461,0.0590100611349
ACH-000463,-0.244733565567
ACH-000464,-0.0196444006419
ACH-000466,-0.0704375210229
ACH-000467,0.011023141956599999
ACH-000468,-0.0375806690785
ACH-000469,0.10484279578299999
ACH-000470,-0.325207498253
ACH-000471,-0.17262298892
ACH-000472,-0.16013511398900002
ACH-000473,0.0758060329315
ACH-000475,-0.0115417461632
ACH-000476,-0.0066290216285700004
ACH-000477,0.164987014572
ACH-000480,0.04647217870919999
ACH-000481,-0.08717774364589999
ACH-000483,-0.117080037499
ACH-000484,-0.32432840284200004
ACH-000485,-0.00023552373286000002
ACH-000486,0.0475710046857
ACH-000487,0.0885110649547
ACH-000488,-0.12081330284000003
ACH-000490,-0.0870924993244
ACH-000491,-0.0697845873091
ACH-000495,-0.116332059827
ACH-000496,-0.328248642942
ACH-000499,0.00455461510653
ACH-000500,0.9182161124179999
ACH-000502,-0.141185067825
ACH-000503,-0.444203973253
ACH-000505,-0.1582687135
ACH-000507,-0.0108804815589
ACH-000510,-0.0226087109358
ACH-000511,-0.169141486437
ACH-000512,0.0321975848568
ACH-000516,-0.457896743768
ACH-000517,0.0148075717852
ACH-000518,-0.09852618093189999
ACH-000520,-0.209945996538
ACH-000521,-0.09145662541310001
ACH-000522,-0.0776305457518
ACH-000524,-0.0974425561951
ACH-000527,-0.10194023965500001
ACH-000528,0.0025371200607800003
ACH-000537,-0.146160079343
ACH-000541,0.047914821974900004
ACH-000542,0.0807651513743
ACH-000544,-0.043055647504900006
ACH-000545,-0.239640728647
ACH-000547,-0.30573741489399997
ACH-000548,-0.296986060546
ACH-000549,-0.08674156939710001
ACH-000550,-0.0212010003981
ACH-000552,-0.061859805008100004
ACH-000556,-0.0187245073082
ACH-000557,0.0875570860881
ACH-000570,-0.118281303907
ACH-000571,0.013370958056700001
ACH-000573,-0.276302618251
ACH-000576,0.0894682179019
ACH-000580,-0.14516051983
ACH-000584,-0.640691947501
ACH-000585,0.047980004165699995
ACH-000588,0.108879246102
ACH-000589,-0.0584813452893
ACH-000591,-0.114526549098
ACH-000593,-0.664122649393
ACH-000600,-0.276502332591
ACH-000601,-0.0330686867845
ACH-000604,-0.0528815150874
ACH-000605,-0.08573663928889999
ACH-000606,-0.11864827067099999
ACH-000608,-0.0431636229684
ACH-000614,-0.293404822371
ACH-000616,-0.6285664087139999
ACH-000618,-0.11182213380999999
ACH-000619,-0.314496711615
ACH-000620,-0.012936503932600001
ACH-000621,-0.033833166738400006
ACH-000622,-0.19107083681499998
ACH-000623,-0.131977441662
ACH-000624,-0.10196088114299999
ACH-000627,-0.257308203593
ACH-000630,-0.233601288364
ACH-000632,-0.264352331243
ACH-000633,-0.281084193925
ACH-000637,-0.08668562638739999
ACH-000638,-0.663616290562
ACH-000646,-0.00890541699682
ACH-000647,-0.0215465095432
ACH-000648,-0.15506284500999998
ACH-000649,0.0160232810933
ACH-000651,-0.165769263222
ACH-000652,-0.205722208936
ACH-000653,-0.114378652168
ACH-000657,-0.113663462137
ACH-000658,-0.0252407711124
ACH-000661,0.131306578419
ACH-000662,-0.433417934194
ACH-000663,0.08935481033210001
ACH-000665,-0.423901782461
ACH-000671,-0.144215836373
ACH-000673,-0.0781776993416
ACH-000676,-0.0918288292835
ACH-000677,-0.0697860660937
ACH-000681,-0.018451451059400003
ACH-000682,-0.13186008960999998
ACH-000683,-0.07063255032650001
ACH-000684,-0.192197217498
ACH-000688,-0.0185928790663
ACH-000693,-0.00908044287451
ACH-000694,-0.0107778920417
ACH-000695,0.0141474160068
ACH-000696,-0.160077566818
ACH-000697,-0.365318526681
ACH-000699,-0.0656647532937
ACH-000701,-0.23324453036200002
ACH-000706,-0.112896219635
ACH-000711,-0.11003584082999998
ACH-000713,-0.0455319630942
ACH-000714,-0.060560215766699996
ACH-000718,-0.24774407255800002
ACH-000720,-0.37082090232299997
ACH-000721,-0.0804176470768
ACH-000724,-0.071759199489
ACH-000725,-0.375223284398
ACH-000732,-0.20956796480599998
ACH-000734,-0.0676541642648
ACH-000735,-0.08874262077580002
ACH-000736,-0.242577958215
ACH-000738,-0.055627948765000004
ACH-000746,-0.209094567607
ACH-000747,-0.319428148923
ACH-000748,-0.0945280168719
ACH-000753,-0.0768325653453
ACH-000756,-0.44959488619800003
ACH-000757,0.014354079869299999
ACH-000758,-0.19130004332199999
ACH-000760,-0.08896472826469999
ACH-000763,0.0224381814837
ACH-000764,-0.12676542888800002
ACH-000765,-0.08876429435389999
ACH-000766,-0.0262720332881
ACH-000767,-0.236162297094
ACH-000768,-0.0389211534061
ACH-000769,-0.0443512976628
ACH-000770,-0.38470473335
ACH-000771,-0.08769046621539998
ACH-000773,-0.0383841423165
ACH-000776,0.252265216525
ACH-000777,-0.0967502206137
ACH-000778,-0.070445280981
ACH-000781,-0.00351687689189
ACH-000782,-0.421749716681
ACH-000783,-0.19111962246
ACH-000784,0.104742744859
ACH-000785,-0.252707835235
ACH-000787,-0.028662925385400002
ACH-000788,-0.0814975230947
ACH-000791,0.0217681404893
ACH-000792,-0.26958393822099996
ACH-000794,-0.194323326805
ACH-000796,-0.04542753149709999
ACH-000799,0.0116559600189
ACH-000800,-0.0220871456402
ACH-000802,0.123713400964
ACH-000804,-0.183203294928
ACH-000805,-0.30594395779
ACH-000809,0.004867417387859999
ACH-000810,-0.257140959261
ACH-000811,-0.105586360869
ACH-000817,-0.0489340132596
ACH-000819,-0.20118562787
ACH-000820,-0.286000547769
ACH-000821,0.158333955439
ACH-000822,-0.112727963003
ACH-000823,-0.09740672259870001
ACH-000824,-0.00227507789784
ACH-000827,-0.119294222656
ACH-000829,0.054833843517699994
ACH-000831,-0.241795763752
ACH-000832,-0.5064541340690001
ACH-000833,-0.029334508829200003
ACH-000834,-0.00282767174273
ACH-000835,-0.0149740825138
ACH-000836,-0.154624736624
ACH-000837,-0.17902647356100002
ACH-000838,-0.13536689553
ACH-000839,-0.11963509138699999
ACH-000840,-0.127910936783
ACH-000841,-0.162244253926
ACH-000843,-0.36759717355599997
ACH-000846,-0.254921118734
ACH-000847,0.08287206505860001
ACH-000848,0.019253255907900002
ACH-000849,0.011023245346299998
ACH-000851,-0.14270594944700002
ACH-000855,-0.09074198710010001
ACH-000856,0.147796758321
ACH-000858,-0.135483584027
ACH-000859,-0.384136367266
ACH-000861,-0.28312627482700004
ACH-000862,-0.0379772761579
ACH-000865,-0.0603296343076
ACH-000866,0.079854698598
ACH-000867,-0.0368452201816
ACH-000869,-0.257731839322
ACH-000872,-0.16836759722
ACH-000873,-0.08403971757089998
ACH-000876,-0.17319491944499998
ACH-000878,0.325257963766
ACH-000880,-0.055716325739900006
ACH-000881,-0.0442267149098
ACH-000882,-0.105872894578
ACH-000884,0.165514854262
ACH-000885,0.141928804539
ACH-000887,-0.0252525731215
ACH-000888,-0.0120139666563
ACH-000889,-0.15455386752800002
ACH-000890,-0.23140219433200002
ACH-000896,-0.015216865760999999
ACH-000898,-0.21989179115600002
ACH-000900,-0.228947682258
ACH-000901,-0.0150156016914
ACH-000905,-0.17702965282900002
ACH-000906,0.10551708645400001
ACH-000907,-0.534432207789
ACH-000910,0.0387399109025
ACH-000911,0.00454813507253
ACH-000912,-0.24351396316100002
ACH-000913,-0.21218129187100002
ACH-000915,-0.165739703516
ACH-000916,-0.15601829910499998
ACH-000917,-0.0297314438528
ACH-000921,-0.383821373131
ACH-000924,-0.175782783472
ACH-000926,-0.0366488446635
ACH-000928,-0.248603501827
ACH-000929,-0.048709747675
ACH-000932,-0.074669040132
ACH-000935,-0.094835640776
ACH-000936,-0.16855736024700002
ACH-000937,-0.20712103842000001
ACH-000938,-0.0826840116668
ACH-000939,-0.17806978531
ACH-000941,-0.272481672026
ACH-000943,-0.09705336982200001
ACH-000946,-0.256380985667
ACH-000947,0.00392978630075
ACH-000948,-0.332017351266
ACH-000950,-0.296229959661
ACH-000953,-0.125697801331
ACH-000957,-0.38353547249700004
ACH-000958,0.058591131202600004
ACH-000960,-0.26379381196
ACH-000963,0.243074353684
ACH-000968,-0.21966296201299998
ACH-000969,0.0517401201078
ACH-000973,-0.0764954836025
ACH-000974,-0.037235590564699994
ACH-000975,-0.0736576104896
ACH-000976,-0.5468810239
ACH-000978,-0.0888441916546
ACH-000980,-0.0317568793183
ACH-000984,-0.313346984549
ACH-000986,-0.196096329575
ACH-000988,-0.163819482223
ACH-000993,-0.371299933711
ACH-000994,-0.125182452951
ACH-000996,-0.297544794847
ACH-001001,-0.019746440867900002
ACH-001020,-0.00272810673611
ACH-001028,-0.0798663670002
ACH-001031,0.109923142984
ACH-001038,-0.028908938405499997
ACH-001048,-0.0606296653517
ACH-001050,0.09631573475199999
ACH-001053,-0.21676211131099998
ACH-001054,-0.167558533531
ACH-001061,-0.0472231630466
ACH-001067,-0.0666208964927
ACH-001075,-0.0990917328942
ACH-001096,0.204545876602
ACH-001128,-0.13974175892000001
ACH-001134,-0.247561879214
ACH-001151,-0.065201957095
ACH-001163,-0.10656917613
ACH-001164,-0.254110742304
ACH-001173,-0.178037421134
ACH-001183,-0.0426194703908
ACH-001184,-0.0659861757117
ACH-001190,-0.30550729181499997
ACH-001192,-0.184252849529
ACH-001193,0.08635439441060001
ACH-001196,-0.0679085231705
ACH-001197,-0.0109963999436
ACH-001205,-0.211423371827
ACH-001211,-0.29979365305399996
ACH-001212,-0.21435045185899998
ACH-001228,-0.039600015643599995
ACH-001232,0.160252817747
ACH-001239,0.042269291014199996
ACH-001274,0.071076627889
ACH-001275,-0.08671294780500001
ACH-001277,-0.162114342369
ACH-001278,-0.177290382751
ACH-001280,-0.142712341891
ACH-001283,-0.21946148805100002
ACH-001289,0.08665409175950001
ACH-001295,-0.230652512557
ACH-001300,0.03834774616930001
ACH-001301,0.0323405434238
ACH-001302,0.0037581128467899997
ACH-001303,-0.25237346638700003
ACH-001306,0.0734372071194
ACH-001318,-0.14106969076
ACH-001322,-0.395184055132
ACH-001328,-0.0307937453845
ACH-001332,-0.0783845391396
ACH-001333,-0.13499883924699999
ACH-001336,-0.241205059113
ACH-001340,0.00628527569393
ACH-001346,-0.16986563549699998
ACH-001353,-0.328363218411
ACH-001354,-0.12829885795600002
ACH-001367,-0.38216442281199997
ACH-001368,0.000719943815863
ACH-001374,-0.330710911448
ACH-001375,0.08308984470860001
ACH-001377,-0.289273913863
ACH-001380,-0.183848216763
ACH-001391,-0.015234862347500001
ACH-001407,-0.0543384188136
ACH-001408,-0.572023459445
ACH-001413,-0.21550482506700003
ACH-001430,-0.17310389098099999
ACH-001431,-0.5120627281019999
ACH-001450,0.126584470284
ACH-001496,-0.0469117404504
ACH-001500,-0.143382098713
ACH-001521,-0.049715050257199994
ACH-001523,-0.113862704932
ACH-001532,-0.217300273631
ACH-001536,-0.11697102339700001
ACH-001550,-0.09308728897160001
ACH-001552,-0.338677414539
ACH-001554,-0.0781970865554
ACH-001645,0.08445217903660002
ACH-001654,0.09064861288239999
ACH-001715,-0.0372588250924
ACH-001735,-0.0623410126834
ACH-001736,-0.231609327424
ACH-001737,0.290363821228
ACH-001740,-0.144473024181
ACH-001745,-0.43008945466399995
ACH-001750,-0.08673306971410001
ACH-001765,-0.318125497031
ACH-001956,-0.363861512047
ACH-001957,-0.0929019604757
