,RLBP1 (6017)
ACH-000004,-0.256349330376
ACH-000007,-0.36797979117299995
ACH-000009,-0.116899702366
ACH-000011,-0.0999164609956
ACH-000012,-0.0713920264608
ACH-000013,-0.0477902928127
ACH-000014,0.00551282569213
ACH-000015,0.059843683255199995
ACH-000017,-0.0710611989304
ACH-000018,0.239652124494
ACH-000019,0.155891059101
ACH-000021,0.11712980480999999
ACH-000022,-0.079275386081
ACH-000025,5.2714760350699995e-06
ACH-000028,0.18893264873399998
ACH-000030,0.0356867795644
ACH-000035,-0.025711264464799998
ACH-000036,0.00128744993994
ACH-000037,-0.13866709613800002
ACH-000039,0.218438962356
ACH-000040,0.08367896330869999
ACH-000041,0.0231120407776
ACH-000042,0.028460431477700002
ACH-000045,0.19851966483600003
ACH-000047,0.0189670652402
ACH-000052,-0.22457508928599998
ACH-000053,-0.127742530978
ACH-000054,0.0408280035995
ACH-000055,0.09082973635389999
ACH-000060,0.037349962366300005
ACH-000067,0.0008249546629099999
ACH-000070,0.110455966098
ACH-000075,0.0229269774003
ACH-000078,0.0106785316791
ACH-000082,-0.0546441856121
ACH-000085,0.0359926728965
ACH-000086,-0.014460879619200001
ACH-000087,0.150646086868
ACH-000092,0.099363418418
ACH-000095,0.0549615988078
ACH-000097,0.11429646230799999
ACH-000098,0.0860907412968
ACH-000099,0.0815916365073
ACH-000108,-0.103430003978
ACH-000113,-0.0285611451773
ACH-000115,0.162386559055
ACH-000116,-0.0728501534832
ACH-000118,0.0546450762911
ACH-000120,0.057816603531
ACH-000123,-0.0534320034237
ACH-000127,0.054908763085
ACH-000128,0.0940965062808
ACH-000132,0.110868506859
ACH-000133,0.024315059786099998
ACH-000137,-0.0390693660976
ACH-000138,0.0854001431714
ACH-000142,-0.00936138095843
ACH-000143,-0.0157305141727
ACH-000146,0.068327773178
ACH-000148,-0.113917307785
ACH-000150,0.030458207002599998
ACH-000152,-0.07683764612760001
ACH-000153,-0.374755177078
ACH-000159,0.123423562971
ACH-000160,-0.0639409713086
ACH-000163,-0.116681441743
ACH-000167,-0.134646850955
ACH-000168,-0.321443074646
ACH-000169,0.040958223670900004
ACH-000178,0.024009169481200004
ACH-000182,0.0106987658118
ACH-000183,-0.04470811565169999
ACH-000188,-0.0119392973052
ACH-000189,0.035532673538800005
ACH-000190,0.134766001122
ACH-000198,0.0277042357595
ACH-000204,0.0227291895953
ACH-000206,-0.23311204187100001
ACH-000207,-0.297384131047
ACH-000211,0.07733482265410001
ACH-000215,-0.183587242019
ACH-000221,-0.0015721446654000002
ACH-000222,0.08126880750189999
ACH-000223,0.07042746741389999
ACH-000226,0.00737387516664
ACH-000227,-0.0152180871936
ACH-000228,-0.102503617125
ACH-000231,0.010320668808700001
ACH-000232,0.0263188838437
ACH-000233,0.14163147392
ACH-000234,-0.114801506482
ACH-000235,0.0781597038236
ACH-000237,0.08503593572979999
ACH-000238,-0.10432011894
ACH-000243,0.00636610478378
ACH-000244,-0.179142558517
ACH-000246,0.130407735612
ACH-000248,0.0448310717387
ACH-000250,-0.00130496294763
ACH-000251,0.326197109684
ACH-000253,-0.09363293611839998
ACH-000255,0.113599057234
ACH-000256,0.031978439930000005
ACH-000257,0.340607958402
ACH-000258,0.06416223896869999
ACH-000259,0.0133664704758
ACH-000260,0.00722552300497
ACH-000261,-0.08632304175580001
ACH-000262,0.167864590432
ACH-000263,-0.255594623057
ACH-000264,0.0425762134459
ACH-000265,0.019571097614
ACH-000266,-0.0461386745393
ACH-000272,0.0085740967026
ACH-000273,-0.048476380890199997
ACH-000274,-0.09183892612689999
ACH-000277,-0.08885384028200001
ACH-000278,0.0769705134838
ACH-000279,-0.0766776422328
ACH-000280,0.0834351846341
ACH-000281,0.0699630824938
ACH-000288,-0.024128925544500003
ACH-000291,0.17191483359700002
ACH-000293,-0.09159026643139999
ACH-000294,0.031539742756
ACH-000295,-0.308672161713
ACH-000296,0.278566323881
ACH-000302,-0.0200990299988
ACH-000304,0.32452440871599997
ACH-000307,0.024402498902500003
ACH-000308,-0.061650109977599996
ACH-000310,0.0607384028095
ACH-000311,-0.143484294703
ACH-000312,0.0331303158666
ACH-000315,-0.022093316647799996
ACH-000316,0.159604592542
ACH-000317,0.134169153485
ACH-000318,-0.106365668506
ACH-000319,0.028954103999600002
ACH-000320,0.21353704162700002
ACH-000322,0.00285304501145
ACH-000323,0.0472814878856
ACH-000324,0.124189404254
ACH-000329,-0.0207669176618
ACH-000330,0.126240840061
ACH-000331,-0.00217398635624
ACH-000332,0.0802838437701
ACH-000334,0.257240813612
ACH-000335,-0.14283969204299998
ACH-000336,0.240000960911
ACH-000337,-0.105423785349
ACH-000339,0.00981844939519
ACH-000341,-0.00740026909054
ACH-000348,-0.00928706761364
ACH-000350,0.08846764295880001
ACH-000352,-0.0366082446622
ACH-000356,-0.0408634223837
ACH-000361,0.10749356329000002
