,NSMF (26012)
ACH-000237,-0.11968079010399998
ACH-000238,-0.304616620841
ACH-000243,-0.0294939300981
ACH-000244,-0.43002475146700003
ACH-000246,-0.308276952817
ACH-000248,0.0127969117612
ACH-000250,-0.23108917649099997
ACH-000251,-0.312638043656
ACH-000253,-0.233193949389
ACH-000255,-0.235124312806
ACH-000256,-0.189288135727
ACH-000257,-0.22586021425
ACH-000258,0.00140897106737
ACH-000259,-0.219448219817
ACH-000260,-0.18869960617800002
ACH-000261,-0.19231715514199998
ACH-000262,-0.552827127461
ACH-000263,-0.533625430958
ACH-000264,-0.09395592168519999
ACH-000265,-0.167818507869
ACH-000266,-0.353506024087
ACH-000272,-0.320657613142
ACH-000273,-0.21809661694899998
ACH-000274,-0.230336198535
ACH-000277,-0.20778971720699999
ACH-000278,-0.153820862517
ACH-000279,-0.16261021958799998
ACH-000280,-0.32133064520300003
ACH-000281,-0.30019596206599997
ACH-000288,-0.117636684748
ACH-000291,-0.263107549206
ACH-000293,-0.294666222273
ACH-000294,-0.245406466954
ACH-000295,-0.282623618433
ACH-000296,-0.07220629137960001
ACH-000302,-0.0516951515444
ACH-000304,0.0329538165807
ACH-000307,-0.278758858948
ACH-000308,-0.229162381232
ACH-000310,-0.014355104088600001
ACH-000311,-0.111159002417
ACH-000312,-0.21903719708500002
ACH-000315,0.0052584430732999995
ACH-000316,-0.21870255645199999
ACH-000317,-0.25631056160599996
ACH-000318,-0.11894625118899999
ACH-000319,-0.21176151958
ACH-000320,-0.47124616575499995
ACH-000322,-0.287156498255
ACH-000323,-0.0906280994774
ACH-000324,-0.173704836517
ACH-000329,-0.270227064423
ACH-000330,-0.308749930683
ACH-000331,-0.166167505287
ACH-000332,-0.258273521771
ACH-000334,-0.163807072054
ACH-000335,-0.0411053678921
ACH-000336,-0.250383500317
ACH-000337,-0.24321315794599999
ACH-000339,-0.26099342859200003
ACH-000341,-0.07736298790389999
ACH-000348,-0.215930277848
ACH-000350,-0.0609310257635
ACH-000352,-0.28636388727400003
ACH-000356,-0.413093113831
ACH-000361,-0.381260036592
ACH-000362,-0.122471825174
ACH-000363,-0.129407378058
ACH-000364,-0.246837312722
ACH-000365,-0.0938869141471
ACH-000366,-0.45025235892800003
ACH-000368,-0.34922686412500004
ACH-000374,-0.154169183325
ACH-000375,-0.179301287762
ACH-000376,-0.257263669422
ACH-000381,-0.16869148949299997
ACH-000383,-0.354613404723
ACH-000387,-0.0791488277032
ACH-000389,-0.123348792925
ACH-000390,-0.23286356018000004
ACH-000393,-0.18942624776500003
ACH-000395,-0.35519660140500003
ACH-000397,-0.376740794756
ACH-000401,-0.168064274492
ACH-000402,-0.442378431938
ACH-000403,-0.321616154487
ACH-000404,0.14096762605000002
ACH-000406,-0.0342964284614
ACH-000407,-0.0966808132471
ACH-000408,-0.46909050311399997
ACH-000410,-0.12528941177300001
ACH-000411,-0.219335987571
ACH-000414,-0.293288930913
ACH-000415,0.0719708526939
ACH-000416,-0.162460980511
ACH-000420,-0.20887811058699998
ACH-000421,-0.0662074180393
ACH-000424,-0.396630346053
ACH-000425,-0.17595822111200002
ACH-000426,-0.140663805513
ACH-000427,-0.454676311891
ACH-000433,-0.323965417223
ACH-000436,-0.19289739858
ACH-000444,-0.269575058447
ACH-000445,-0.21850707109
ACH-000448,-0.31479264942699997
ACH-000450,-0.469373826611
ACH-000452,-0.114371696805
ACH-000454,-0.062321282933300005
ACH-000458,0.0278876430485
ACH-000459,-0.0469912961526
ACH-000460,-0.217086293248
ACH-000461,-0.17177009835
ACH-000463,-0.06680820490980001
ACH-000464,-0.213546501972
ACH-000466,-0.136896741178
ACH-000467,-0.121747015458
ACH-000468,-0.218967942978
ACH-000469,-0.297255378838
ACH-000470,-0.16887723382599998
ACH-000471,-0.307769994654
ACH-000472,-0.180191219395
ACH-000473,-0.174892010157
ACH-000475,-0.27933749594
ACH-000476,-0.342621981748
ACH-000477,-0.053281346043099996
ACH-000480,-0.156833711988
ACH-000481,-0.225751881195
ACH-000483,-0.134581637841
ACH-000484,-0.38391939821500004
ACH-000485,-0.231972891625
ACH-000486,-0.120084653566
ACH-000487,-0.17109040397599998
ACH-000488,-0.235751950552
ACH-000490,-0.143268026563
ACH-000491,-0.0452058570153
ACH-000495,-0.114586789649
ACH-000496,-0.276277405638
ACH-000499,-0.0058592248878
ACH-000500,-0.0806278114773
ACH-000502,-0.24314012593000003
ACH-000503,-0.385888527042
ACH-000505,-0.163825580191
ACH-000507,-0.14698475057399998
ACH-000510,-0.12440521234999999
ACH-000511,-0.249270836825
ACH-000512,-0.239313167958
ACH-000516,-0.195265508574
ACH-000517,-0.297162293892
ACH-000518,-0.278296065842
ACH-000520,-0.15006327065400002
ACH-000521,-0.23681710938099998
ACH-000522,-0.15056815364
ACH-000524,-0.15742131725400002
ACH-000527,-0.23200447085200002
ACH-000528,-0.0991174958233
ACH-000537,-0.34293362420199996
ACH-000541,-0.15703607459799998
ACH-000542,-0.177165445416
ACH-000544,-0.029526217185499998
ACH-000545,-0.37758022418399995
ACH-000547,-0.0140375608641
ACH-000548,-0.28878826172100003
ACH-000549,-0.39480033655999996
ACH-000550,-0.39767739751100006
ACH-000552,-0.148258750471
ACH-000556,-0.10132405427100001
ACH-000557,-0.19544707917800003
ACH-000570,-0.128745549595
ACH-000571,-0.222772487154
ACH-000573,-0.32662892179499997
ACH-000576,-0.129399460832
ACH-000580,-0.307452801068
ACH-000584,-0.11194076361
ACH-000585,-0.235386744313
ACH-000588,-0.11229893250999998
ACH-000589,-0.0934665801767
ACH-000591,-0.221170265176
ACH-000593,-0.20512269624
ACH-000600,-0.11337034614600001
ACH-000601,-0.20116155215999998
ACH-000604,-0.224148052604
ACH-000605,-0.153205350193
ACH-000606,-0.09608784522819999
ACH-000608,-0.283073981423
ACH-000614,-0.19885370525499999
ACH-000616,-0.0943925554425
ACH-000618,-0.129569545994
ACH-000619,-0.638342645697
ACH-000620,-0.178156151241
ACH-000621,-0.138972745563
ACH-000622,-0.318234869009
ACH-000623,-0.149692255635
ACH-000624,-0.142322069306
ACH-000627,-0.006960973838
ACH-000630,-0.2141248651
ACH-000632,-0.136468456557
ACH-000633,-0.466590495973
ACH-000637,-0.150746081439
ACH-000638,-0.131531234583
ACH-000646,-0.303768380491
ACH-000647,-0.22134745033300002
ACH-000648,-0.237866756074
ACH-000649,-0.266665079539
ACH-000651,-0.130371426471
ACH-000652,-0.569985367945
ACH-000653,-0.11721383415200001
ACH-000657,-0.152091383762
ACH-000658,-0.168825303968
ACH-000661,-0.022569555392200003
ACH-000662,-0.294039332608
ACH-000663,-0.11499360077299998
ACH-000665,-0.26813801794500003
ACH-000671,-0.313413019355
ACH-000673,-0.113461834962
ACH-000676,-0.207243514115
ACH-000677,0.0552378734077
ACH-000681,-0.40319535834
ACH-000682,-0.24709344381099999
ACH-000683,-0.260178142803
ACH-000684,0.0194037249672
ACH-000688,-0.342435454674
ACH-000693,-0.051662440710100004
ACH-000694,-0.138914418299
ACH-000695,0.22713040658199998
ACH-000696,-0.208827889509
ACH-000697,-0.20488803367199998
ACH-000699,-0.19288575804400002
ACH-000701,-0.419042226483
ACH-000706,-0.000229586993187
ACH-000711,-0.181593219694
ACH-000713,-0.0710142258933
ACH-000714,-0.226736158853
ACH-000718,-0.316943812535
ACH-000720,-0.21811397680199998
ACH-000721,-0.296281288257
ACH-000724,0.09755284919669999
ACH-000725,0.11935560980599999
ACH-000732,-0.0980636865703
ACH-000734,-0.257887327162
ACH-000735,-0.262435116803
ACH-000736,0.11164385987099999
ACH-000738,-0.203248966925
ACH-000746,-0.0031489862176399997
ACH-000747,-0.219846015735
ACH-000748,-0.211588401656
ACH-000753,-0.164619530231
ACH-000756,-0.299458433184
ACH-000757,0.069002493965
ACH-000758,-0.146556272704
ACH-000760,-0.328262742858
ACH-000763,-0.244109243763
ACH-000764,-0.18537608043099998
ACH-000765,-0.142389608947
ACH-000766,-0.11862817168400001
ACH-000767,-0.19589515772500002
ACH-000768,-0.108092683621
ACH-000769,-0.205656268941
ACH-000770,-0.19073254703499998
ACH-000771,-0.27078835702599996
ACH-000773,-0.373863872553
ACH-000776,-0.114190263597
ACH-000777,-0.20665061175799998
ACH-000778,-0.24107098948199998
ACH-000781,-0.190605628273
ACH-000782,-0.166496167026
ACH-000783,-0.355304588358
ACH-000784,-0.35001953445
ACH-000785,-0.262811111721
ACH-000787,-0.123200260821
ACH-000788,-0.172922079471
ACH-000791,-0.316031691065
ACH-000792,-0.11669774511499999
ACH-000794,-0.170937794722
ACH-000796,-0.157080731306
ACH-000799,-0.197901989444
ACH-000800,-0.24990225130999996
ACH-000802,-0.117158091452
ACH-000804,-0.357787667138
ACH-000805,-0.168066622898
ACH-000809,-0.34165284199900003
ACH-000810,-0.16536919590500002
ACH-000811,-0.284318706095
ACH-000817,-0.111489182825
ACH-000819,-0.258722361337
ACH-000820,-0.0162557134883
ACH-000821,-0.154557809482
ACH-000822,-0.09659479100019999
ACH-000823,-0.112194490981
ACH-000824,-0.220913828849
ACH-000827,-0.18979053044799998
ACH-000829,-0.08171799058910001
ACH-000831,-0.126229798278
ACH-000832,0.020895150462799997
ACH-000833,0.0391246621155
ACH-000834,-0.148547193398
ACH-000835,-0.19839648781599997
ACH-000836,-0.366692879828
ACH-000837,-0.371548420257
ACH-000838,-0.07762301785289999
ACH-000839,-0.17484433690499998
ACH-000840,-0.487562795123
ACH-000841,-0.105782048551
ACH-000843,-0.153488525666
ACH-000846,-0.116294680809
ACH-000847,-0.106685884572
ACH-000848,-0.19683789616900002
ACH-000849,-0.121712908331
ACH-000851,-0.06585419611229999
ACH-000855,-0.121589650788
ACH-000856,-0.182893616177
ACH-000858,-0.146303477547
ACH-000859,-0.17257164176800002
ACH-000861,-0.13293728491100001
ACH-000862,-0.39031076948700005
ACH-000865,-0.337257530583
ACH-000866,-0.021629766637400002
ACH-000867,-0.14830565192700002
ACH-000869,-0.19317473696499998
ACH-000872,0.00898205126099
ACH-000873,-0.17712735895999998
ACH-000876,-0.0916513365089
ACH-000878,-0.303408054139
ACH-000880,-0.180758075344
ACH-000881,-0.134879392402
ACH-000882,-0.130321685835
ACH-000884,-0.335277685107
ACH-000885,-0.325936227149
ACH-000887,-0.2838776187
ACH-000888,-0.48816672825499996
ACH-000889,-0.182524744084
ACH-000890,-0.191418988702
ACH-000896,-0.11037920322799999
ACH-000898,-0.191050162454
ACH-000900,-0.20732734868900002
ACH-000901,-0.16694065594000002
ACH-000905,-0.125160921978
ACH-000906,-0.134601304181
ACH-000907,-0.0759546453464
ACH-000910,-0.5070328508799999
ACH-000911,-0.0955534841981
ACH-000912,-0.222808681156
ACH-000913,-0.457886577105
ACH-000915,-0.19964867407499998
ACH-000916,0.046892125438400004
ACH-000917,-0.15960630096200001
ACH-000921,-0.350233849332
ACH-000924,-0.0821272252208
ACH-000926,-0.0600621321698
ACH-000928,-0.34176972467
ACH-000929,-0.21463744860700001
ACH-000932,-0.15163443746400002
ACH-000935,-0.0256764137578
ACH-000936,-0.06694988167140001
ACH-000937,-0.208603367892
ACH-000938,-0.143717750218
ACH-000939,-0.163418444721
ACH-000941,-0.16387897990999997
ACH-000943,-0.115441752929
ACH-000946,-0.043228952983300005
ACH-000947,-0.164391778436
ACH-000948,-0.110402315175
ACH-000950,-0.217957288898
ACH-000953,-0.011842447103799999
ACH-000957,0.0454085439254
ACH-000958,-0.232097851757
ACH-000960,-0.049280724388800004
ACH-000963,0.161027959493
ACH-000968,-0.28366210820300003
ACH-000969,-0.151291875248
ACH-000973,-0.252918047064
ACH-000974,-0.192916952749
ACH-000975,-0.14504947413
ACH-000976,-0.147175855901
ACH-000978,-0.22722239819899998
ACH-000980,-0.0953267964105
ACH-000984,-0.288346624509
ACH-000986,0.0178682667883
ACH-000988,-0.0993124600055
ACH-000993,-0.09793837090949999
ACH-000994,-0.11652242387299999
ACH-000996,-0.16471486772900001
ACH-001001,-0.192501170528
ACH-001020,-0.256912886078
ACH-001028,-0.184776440747
ACH-001031,-0.232255122124
ACH-001038,-0.270731180274
ACH-001048,-0.239344827172
ACH-001050,-0.182607805236
ACH-001053,-0.318549643991
ACH-001054,-0.072697978741
ACH-001061,-0.013472761963799998
ACH-001067,-0.39944172851899995
ACH-001075,-0.09549927192089999
ACH-001096,-0.425627782592
ACH-001128,-0.417011659653
ACH-001134,-0.17007080467900001
ACH-001151,-0.242369788734
ACH-001163,-0.219242556861
ACH-001164,-0.5341240209179999
ACH-001173,-0.106205936273
ACH-001183,-0.373847920836
ACH-001184,-0.35541661502899996
ACH-001190,0.0292241609038
ACH-001192,-0.157697229229
ACH-001193,-0.448033824145
ACH-001196,-0.18486541160199998
ACH-001197,-0.22208085817499998
ACH-001205,-0.00209996609177
ACH-001211,-0.0782534013751
ACH-001212,-0.412475437694
ACH-001228,-0.43933675879199996
ACH-001232,-0.246305366019
ACH-001239,-0.26236736143100003
ACH-001274,-0.17323894943100002
ACH-001275,0.0900553953149
ACH-001277,-0.155770746032
ACH-001278,-0.21912244157299998
ACH-001280,0.0807615736757
ACH-001283,-0.180154063221
ACH-001289,-0.126723770125
ACH-001295,-0.184117270821
ACH-001300,-0.058658677614599995
ACH-001301,-0.299120232672
ACH-001302,0.11679775705600001
ACH-001303,-0.0174075366581
ACH-001306,-0.149953780315
ACH-001318,-0.0347069494008
ACH-001322,-0.152792822719
ACH-001328,-0.354594163279
ACH-001332,0.125676736215
ACH-001333,-0.166803514704
ACH-001336,-0.151989516181
ACH-001340,-0.36869811164000005
ACH-001346,-0.062450212516
ACH-001353,-0.261372855235
ACH-001354,-0.252664702187
ACH-001367,-0.148608121246
ACH-001368,-0.08736935940749999
ACH-001374,0.262316471895
ACH-001375,-0.336352802108
ACH-001377,-0.126416331335
ACH-001380,-0.183289952777
ACH-001391,-0.45277834401199996
ACH-001407,-0.132542469652
ACH-001408,-0.225515764524
ACH-001413,-0.135771967968
ACH-001430,-0.46823113442599995
ACH-001431,-0.09994637780160001
ACH-001450,-0.157882900767
ACH-001496,-0.36160829746600004
ACH-001500,-0.400753049452
ACH-001521,-0.595225541692
ACH-001523,-0.166566470325
ACH-001532,-0.166944628018
ACH-001536,-0.35759738221
ACH-001550,-0.11985584818
ACH-001552,-0.432834236396
ACH-001554,-0.130426579555
ACH-001645,-0.34378960073200004
ACH-001654,-0.24112857301500001
ACH-001715,0.013789011196899998
ACH-001735,-0.17037517949
ACH-001736,-0.07281695117789999
ACH-001737,-0.22149420553000004
ACH-001740,0.00487324364803
ACH-001745,-0.173476942302
ACH-001750,-0.192854787568
ACH-001765,-0.136289497334
ACH-001956,-0.177280920495
ACH-001957,-0.134813032105
