,SQLE (6713)
ACH-000004,-0.348947504476
ACH-000007,-0.160090391882
ACH-000009,-0.761901453837
ACH-000011,-0.13273048819299998
ACH-000012,-0.0535480898639
ACH-000013,-0.5848858365640001
ACH-000014,-0.11358900093699999
ACH-000015,-0.0349864377843
ACH-000017,-0.38845036835600005
ACH-000018,0.11443469963
ACH-000019,-0.521375260158
ACH-000021,-0.249409133526
ACH-000022,-0.7296019172730001
ACH-000025,0.061702366478399995
ACH-000028,-0.286919115651
ACH-000030,-0.14893727187300002
ACH-000035,-0.274394296273
ACH-000036,-0.21612501579500001
ACH-000037,0.0144760559816
ACH-000039,-0.320072778567
ACH-000040,-0.16148782681399998
ACH-000041,-0.277770821243
ACH-000042,-0.337982308346
ACH-000045,0.626298875282
ACH-000047,-0.13193817165
ACH-000052,-0.20661397382899999
ACH-000053,-0.24589891286499999
ACH-000054,-0.119294638279
ACH-000055,-0.22068476178399998
ACH-000060,-0.365822030921
ACH-000067,-0.364121257822
ACH-000070,-0.22159512328699998
ACH-000075,-0.303468739968
ACH-000078,-0.488138617236
ACH-000082,-0.0342235960839
ACH-000085,0.0969159273232
ACH-000086,-0.19645202755
ACH-000087,-0.234377216657
ACH-000092,0.0249681496442
ACH-000095,-0.0273732582344
ACH-000097,-0.34324529726999997
ACH-000098,0.6983838713989999
ACH-000099,-0.227886204069
ACH-000108,-0.233730372907
ACH-000113,-0.10244473674900001
ACH-000115,-0.0546717083669
ACH-000116,-0.138284195142
ACH-000118,-0.35734072364299996
ACH-000120,0.0652401392349
ACH-000123,-0.198516086978
ACH-000127,-0.013877289404
ACH-000128,0.26641403018000004
ACH-000132,-0.19391538793299998
ACH-000133,-0.20671999186999998
ACH-000137,0.0363874084333
ACH-000138,-0.16661784519099998
ACH-000142,-0.25826212475
ACH-000143,-0.0008358991307080001
ACH-000146,0.26614458130699997
ACH-000148,-0.09049214699
ACH-000150,-0.326270199865
ACH-000152,-0.207649132222
ACH-000153,-0.40133422459
ACH-000159,-0.146616555893
ACH-000160,-0.16945465021899997
ACH-000163,-0.260997038826
ACH-000167,-0.09690372735689999
ACH-000168,-0.38974407621600005
ACH-000169,0.00584325532153
ACH-000178,-0.143769907458
ACH-000182,-0.176522519939
ACH-000183,-0.354142790671
ACH-000188,-0.187478439896
ACH-000189,-0.178423251436
ACH-000190,-0.657738083875
ACH-000198,-0.207691699126
ACH-000204,-0.269050215947
ACH-000206,-0.17292694904800002
ACH-000207,-0.43446479976700003
ACH-000211,-0.0825027352443
ACH-000215,-0.20988734442600002
ACH-000221,0.00206082606198
ACH-000222,-0.274203189015
ACH-000223,-0.29094775944400003
ACH-000226,-0.202625792687
ACH-000227,-0.0344958979547
ACH-000228,-0.116966726743
ACH-000231,-0.0199934495475
ACH-000232,-0.213621155619
ACH-000233,-0.134076813691
ACH-000234,-0.20258188681400002
ACH-000235,-0.396335411258
ACH-000237,-0.28737108495999997
ACH-000238,-0.18139517407400002
ACH-000243,-0.38900487074100004
ACH-000244,-0.196379181899
ACH-000246,-0.276864267615
ACH-000248,-0.28609040346500003
ACH-000250,-0.164801979344
ACH-000251,0.07729656519839999
ACH-000253,-0.331237553335
ACH-000255,-0.293702644311
ACH-000256,-0.24720006528400001
ACH-000257,-0.44327050873
ACH-000258,-0.276288703137
ACH-000259,-0.437830014922
ACH-000260,-0.244380586373
ACH-000261,-0.248668545058
ACH-000262,0.10729768367900001
ACH-000263,0.31744766668900004
ACH-000264,-0.163702441867
ACH-000265,-0.294170531942
ACH-000266,-0.287946568078
ACH-000272,-0.372341456972
ACH-000273,-0.156036760237
ACH-000274,-0.15743357518200002
ACH-000277,-0.663155739143
ACH-000278,-0.277383797407
ACH-000279,-0.19942308967300001
ACH-000280,-0.0502931013855
ACH-000281,-0.304153981858
ACH-000288,0.10583770833999999
ACH-000291,-0.18804413309999998
ACH-000293,-0.37028069994499996
ACH-000294,0.638282353048
ACH-000295,-0.039926245710300005
ACH-000296,-0.615839973377
ACH-000302,-0.164851872172
ACH-000304,-0.343935230305
ACH-000307,-0.23217278168400002
ACH-000308,-0.175192675412
ACH-000310,-0.8788761839120001
ACH-000311,-0.250960834974
ACH-000312,-0.253488730926
ACH-000315,0.018223190041499998
ACH-000316,-0.282230003267
ACH-000317,-0.315409617401
ACH-000318,-0.31003891597100003
ACH-000319,-0.198342165514
ACH-000320,-0.183139939184
ACH-000322,-0.100700491838
ACH-000323,-0.23557143910199999
ACH-000324,-0.140213064518
ACH-000329,-0.10484556368100001
ACH-000330,-0.5346364331310001
ACH-000331,-0.11957007226500001
ACH-000332,-0.270305188822
ACH-000334,-0.28735296349100004
ACH-000335,-0.356392433221
ACH-000336,-0.09318173047589999
ACH-000337,-0.559564141952
ACH-000339,-0.216699838529
ACH-000341,-0.310711276639
ACH-000348,-0.19849842645399998
ACH-000350,-0.23805318000599998
ACH-000352,-0.345172111901
ACH-000356,-0.021360258619
ACH-000361,-0.3491224551
ACH-000362,-0.030040119980000002
ACH-000363,-0.273536594536
ACH-000364,-0.296597758688
ACH-000365,-0.38363068195200006
ACH-000366,-0.352363961889
ACH-000368,-0.0656416953758
ACH-000374,-0.283993788996
ACH-000375,-0.21737157623000003
ACH-000376,-0.216441385444
ACH-000381,-0.32861283702599997
ACH-000383,-0.277890052299
ACH-000387,-0.246443678648
ACH-000389,-0.036835463068499996
ACH-000390,-0.314576935631
ACH-000393,-0.17038206165800002
ACH-000395,-0.7265254364460001
ACH-000397,-0.14193473676899998
ACH-000401,-0.41086929286300006
ACH-000402,0.264041983411
ACH-000403,-0.306058823349
ACH-000404,-0.151260507135
ACH-000406,-0.193411535526
ACH-000407,-0.116438153956
ACH-000408,-0.142803849579
ACH-000410,-0.04667771582780001
ACH-000411,-0.27268476756
ACH-000414,-1.36612046938
ACH-000415,-0.0282593316828
ACH-000416,-0.17136842504
ACH-000420,-0.0730822106685
ACH-000421,-0.158920492948
ACH-000424,-0.661928150805
ACH-000425,-0.290024206249
ACH-000426,-0.08479330143639999
ACH-000427,-0.321361782948
ACH-000433,-0.16337186622400002
ACH-000436,-0.206192192447
ACH-000444,-0.0332816932884
ACH-000445,-0.170787212039
ACH-000448,-0.448749758915
ACH-000450,-0.07470572029289999
ACH-000452,-0.327258794835
ACH-000454,-0.182513820744
ACH-000458,-0.22037118641999998
ACH-000459,0.19505640962600002
ACH-000460,-0.290529927457
ACH-000461,-0.250778036808
ACH-000463,-0.0992049966573
ACH-000464,-0.19098395083500003
ACH-000466,-0.193445255041
ACH-000467,-0.520611645914
ACH-000468,-0.19761416212299998
ACH-000469,0.0467520036445
ACH-000470,-0.847426015406
ACH-000471,0.0401615978306
ACH-000472,-0.418109548209
ACH-000473,-0.0373820970843
ACH-000475,-0.134420219945
ACH-000476,-0.31433863302
ACH-000477,-0.060490838016800004
ACH-000480,-0.0979126878081
ACH-000481,-0.152197227141
ACH-000483,-0.124926649707
ACH-000484,-0.309767218982
ACH-000485,-0.184618107874
ACH-000486,-0.27760291814
ACH-000487,-0.38358136740500004
ACH-000488,-0.0203673680215
ACH-000490,-0.36441183575099995
ACH-000491,0.13298018907
ACH-000495,-0.533979893619
ACH-000496,-0.187735124058
ACH-000499,-0.07353860365510001
ACH-000500,0.407577199493
ACH-000502,-0.25263885497099997
ACH-000503,-0.539517888221
ACH-000505,-0.29626913082
ACH-000507,-0.280886302245
ACH-000510,-0.20955034429699998
ACH-000511,-0.0952708115903
ACH-000512,0.0360201919351
ACH-000516,-0.293774462797
ACH-000517,-0.237929023571
ACH-000518,-0.250061526693
ACH-000520,-0.32065877261799997
ACH-000521,-0.21554389972100002
ACH-000522,-0.216271757465
ACH-000524,-0.420408608246
ACH-000527,-0.0691113425787
ACH-000528,-0.219836928233
ACH-000537,-0.183062412738
ACH-000541,-0.411962189463
ACH-000542,-0.17787293616900002
ACH-000544,-0.511066209603
ACH-000545,-0.40840787285700003
ACH-000547,-1.09476042293
ACH-000548,-0.73545915831
ACH-000549,-0.173881305785
ACH-000550,-0.25257487139199997
ACH-000552,-0.3394452654
ACH-000556,-0.037578752889
ACH-000557,-0.44332242056500004
ACH-000570,-0.289631199395
ACH-000571,-0.10033626946799999
ACH-000573,-0.163216890013
ACH-000576,-0.28785335673900003
ACH-000580,-0.742161507445
ACH-000584,-0.21273061478100003
ACH-000585,-0.151913486102
ACH-000588,-0.0655181138174
ACH-000589,-0.10785832352800001
ACH-000591,0.206394207645
ACH-000593,-0.215489576937
ACH-000600,-0.179556865869
ACH-000601,-0.10156871616
ACH-000604,-0.140640813932
ACH-000605,-0.150891530919
ACH-000606,-0.160647212324
ACH-000608,-1.10593527785
ACH-000614,-0.09337737082019999
ACH-000616,-0.0535974406595
ACH-000618,-0.229452690917
ACH-000619,-0.37055694056599997
ACH-000620,-0.47967608019900004
ACH-000621,-0.23730624783399998
ACH-000622,-0.11827227715
ACH-000623,-0.0614422066305
ACH-000624,-0.167514808554
ACH-000627,0.0363360903034
ACH-000630,-0.383961471749
ACH-000632,-0.0328085738043
ACH-000633,-1.3718018144
ACH-000637,-0.0533168106744
ACH-000638,-0.9735196742200001
ACH-000646,-0.116371081943
ACH-000647,-0.0549702303929
ACH-000648,-0.041031072496
ACH-000649,-0.337635304234
ACH-000651,-0.023636281778599996
ACH-000652,-0.318870271345
ACH-000653,-0.236141641767
ACH-000657,-0.139095349161
ACH-000658,-0.37409564579099996
ACH-000661,-0.24860899207400003
ACH-000662,-0.253962133315
ACH-000663,-0.0058262193526299995
ACH-000665,-0.09310372479319999
ACH-000671,-0.51347091914
ACH-000673,-0.198119254718
ACH-000676,-0.121192792063
ACH-000677,-0.155325056041
ACH-000681,-0.13427677437000002
ACH-000682,-0.159400668612
ACH-000683,-0.40388915888800003
ACH-000684,-0.351142755317
ACH-000688,0.0035077711462000003
ACH-000693,-0.18408405175
ACH-000694,-0.144288759693
ACH-000695,-0.232139234534
ACH-000696,-0.207479537436
ACH-000697,-0.270152218549
ACH-000699,-0.235689910865
ACH-000701,-0.19231707632699999
ACH-000706,-0.23697006489599998
ACH-000711,-0.16060497023
ACH-000713,-0.342401535929
ACH-000714,-0.213988820672
ACH-000718,-0.373389101545
ACH-000720,-0.123476466337
ACH-000721,-0.229793464369
ACH-000724,-0.11550693010600001
ACH-000725,-0.15123147667099998
ACH-000732,-0.17245499795699998
ACH-000734,-0.281665181793
ACH-000735,-0.369575157744
ACH-000736,-0.422748669399
ACH-000738,-0.221018878479
ACH-000746,-0.21998975511
ACH-000747,-0.09249586201130001
ACH-000748,-0.140666602778
ACH-000753,-0.122370616931
ACH-000756,-0.118418351113
ACH-000757,-1.31784917598
ACH-000758,-0.157654825189
ACH-000760,-0.132430678144
ACH-000763,-0.075372209754
ACH-000764,-0.06650396842730001
ACH-000765,-0.316170207426
ACH-000766,-0.281176004089
ACH-000767,-0.270171690035
ACH-000768,-0.157083527445
ACH-000769,-0.329977422129
ACH-000770,-0.203617318176
ACH-000771,-0.20493189772599998
ACH-000773,-0.016320596299299998
ACH-000776,-0.07533121094499999
ACH-000777,-0.187724204123
ACH-000778,-0.0838837692113
ACH-000781,-0.0910154709905
ACH-000782,-0.040422567701800007
ACH-000783,-0.18253281175900002
ACH-000784,-0.08899798761450001
ACH-000785,-0.33269802723999997
ACH-000787,-0.187874824883
ACH-000788,-0.148016086727
ACH-000791,-0.170093411151
ACH-000792,-0.026778653272000002
ACH-000794,-0.21199917965300002
ACH-000796,-0.282243724181
ACH-000799,-0.476121616432
ACH-000800,-0.040896240903500004
ACH-000802,-0.039402371588
ACH-000804,-0.255976071754
ACH-000805,-0.329689533798
ACH-000809,-0.24539507449099998
ACH-000810,-0.20196048335099998
ACH-000811,-0.19660338969799998
ACH-000817,-0.44850416138899996
ACH-000819,0.034550770549099996
ACH-000820,-0.592953606186
ACH-000821,-0.292042168285
ACH-000822,-0.333336169087
ACH-000823,-0.16964674135000002
ACH-000824,-0.26660655025400004
ACH-000827,-0.229482640629
ACH-000829,-0.411947700469
ACH-000831,-0.06279158296910001
ACH-000832,-0.489929636722
ACH-000833,-0.150040055305
ACH-000834,-0.341531718909
ACH-000835,0.034848017700400004
ACH-000836,-0.26838767890799997
ACH-000837,-0.314059357838
ACH-000838,-1.02730072887
ACH-000839,-0.348015030433
ACH-000840,0.00597895364271
ACH-000841,-0.470517887938
ACH-000843,-0.6048858800320001
ACH-000846,-0.352042841016
ACH-000847,-0.299110526079
ACH-000848,0.04252798888019999
ACH-000849,-0.240752136184
ACH-000851,-0.721143091742
ACH-000855,0.0735940392516
ACH-000856,-0.371736529304
ACH-000858,-0.07878819325960001
ACH-000859,-0.389844164182
ACH-000861,-0.151014427649
ACH-000862,-0.186728725021
ACH-000865,-0.14500787311799998
ACH-000866,-0.18892333090900001
ACH-000867,-0.18202741814399997
ACH-000869,-0.199220290448
ACH-000872,-0.0076431643572099995
ACH-000873,0.039098660605599994
ACH-000876,-0.434860958342
ACH-000878,-0.08806645686660002
ACH-000880,-0.468619450008
ACH-000881,-0.131265195316
ACH-000882,-0.21157292738400002
ACH-000884,-0.376646280596
ACH-000885,-0.159524946329
ACH-000887,-0.176017853876
ACH-000888,-0.09964431652450001
ACH-000889,-0.0809572717118
ACH-000890,-0.082310576403
ACH-000896,-0.330464104298
ACH-000898,-0.215819897994
ACH-000900,-0.227479607657
ACH-000901,-0.161948570356
ACH-000905,-0.300761626892
ACH-000906,-0.17953232998399998
ACH-000907,-0.171534363018
ACH-000910,-0.17485636318
ACH-000911,-0.187152880033
ACH-000912,-0.0952538284121
ACH-000913,-0.252997341137
ACH-000915,-0.128846674544
ACH-000916,-0.12650494593
ACH-000917,-0.103777554001
ACH-000921,-0.0669167159443
ACH-000924,-0.148336658936
ACH-000926,-0.76019589368
ACH-000928,-0.480363034653
ACH-000929,-0.300271148458
ACH-000932,-0.151414812566
ACH-000935,0.00351321858605
ACH-000936,-0.190267118514
ACH-000937,-0.0682872196849
ACH-000938,-0.24787005310899998
ACH-000939,0.0444494030911
ACH-000941,-0.320215944002
ACH-000943,-0.23697823165600002
ACH-000946,-0.21810257556600002
ACH-000947,-0.10516044357000001
ACH-000948,-0.39569326295100005
ACH-000950,0.045228093586300006
ACH-000953,0.0307811521141
ACH-000957,-0.152447742189
ACH-000958,-0.015036174452299999
ACH-000960,-0.102685171596
ACH-000963,-0.334367135822
ACH-000968,-0.0396181253997
ACH-000969,-0.133944805756
ACH-000973,-0.08924539760130001
ACH-000974,-0.164889940805
ACH-000975,-0.151222699777
ACH-000976,-0.07539704936760001
ACH-000978,0.290891524623
ACH-000980,-0.133236807937
ACH-000984,0.0188756618158
ACH-000986,-0.34588766897600004
ACH-000988,-0.0974134057327
ACH-000993,-0.313088879619
ACH-000994,-0.180290493167
ACH-000996,-0.406742402497
ACH-001001,-0.253480806075
ACH-001020,-0.49625088484499996
ACH-001028,-0.214282208831
ACH-001031,-0.49841932821900004
ACH-001038,-0.263354924606
ACH-001048,-0.21608326874000003
ACH-001050,-0.23789596949099998
ACH-001053,-0.21101941168699997
ACH-001054,-0.21705982450800002
ACH-001061,-0.0767895490791
ACH-001067,-0.369201798024
ACH-001075,-0.0528520284904
ACH-001096,-0.014364637026700001
ACH-001128,0.0176580037221
ACH-001134,-0.309262549013
ACH-001151,-0.218834782264
ACH-001163,-0.23250953833299998
ACH-001164,-0.179907181392
ACH-001173,-0.08878066486069999
ACH-001183,-0.24131280785300002
ACH-001184,-0.285164060471
ACH-001190,-0.066605143378
ACH-001192,-0.251227603832
ACH-001193,-0.08910543645019998
ACH-001196,-0.24070581786800002
ACH-001197,-0.135011263362
ACH-001205,-0.36735977312600004
ACH-001211,-0.0164479927804
ACH-001212,-0.361336694081
ACH-001228,-0.0843983304865
ACH-001232,-0.15983049263399998
ACH-001239,-0.183574792186
ACH-001274,-0.36383904159999997
ACH-001275,-0.106292838413
ACH-001277,-0.38634710796800004
ACH-001278,-0.118585986955
ACH-001280,-0.284484688203
ACH-001283,-0.07773566211289999
ACH-001289,-0.31534618607
ACH-001295,-0.0487808438098
ACH-001300,-0.31517894989
ACH-001301,-0.0819980600244
ACH-001302,-0.46532022937399997
ACH-001303,0.0621987194976
ACH-001306,-0.23703892943799998
ACH-001318,-0.062632756483
ACH-001322,-0.194431062977
ACH-001328,-0.30206673341699997
ACH-001332,-0.122476575517
ACH-001333,-0.14818815734899998
ACH-001336,-0.21030017620299998
ACH-001340,-0.633330525891
ACH-001346,-0.18951167610300002
ACH-001353,-0.140485629667
ACH-001354,-0.271715988274
ACH-001367,-0.826768740822
ACH-001368,-0.139241749639
ACH-001374,-0.0578993904356
ACH-001375,-0.339565389473
ACH-001377,-0.134625329116
ACH-001380,-0.218476510307
ACH-001391,-0.240857988548
ACH-001407,-0.288306215799
ACH-001408,-0.41998904527500003
ACH-001413,-0.0589514117914
ACH-001430,-0.180098203274
ACH-001431,-0.16080636734099998
ACH-001450,-0.044970434294300005
ACH-001496,-0.23199211766999997
ACH-001500,0.0744032463102
ACH-001521,-0.713243175726
ACH-001523,-0.0950867221293
ACH-001532,-0.25438404469799997
ACH-001536,-0.00328168780334
ACH-001550,-0.11453607394099999
ACH-001552,0.0275757368028
ACH-001554,-0.32051610668
ACH-001645,-0.0571738040338
ACH-001654,-0.2112969537
ACH-001715,-0.34153469322400004
ACH-001735,-0.132913527264
ACH-001736,-0.1397369089
ACH-001737,-0.40762577016199997
ACH-001740,-0.175039230735
ACH-001745,-0.04140793731530001
ACH-001750,-0.274000007357
ACH-001765,-0.42887050783799996
ACH-001956,-0.166368886872
ACH-001957,-0.159928798884
