,APOBEC3G (60489)
ACH-000390,-0.20002768794700002
ACH-000393,-0.366294666464
ACH-000395,-0.17023552942
ACH-000397,-0.165465445168
ACH-000401,-0.239957682251
ACH-000402,-0.5807975274930001
ACH-000403,-0.203744379467
ACH-000404,0.00242645196468
ACH-000406,-0.170394920568
ACH-000407,-0.193414093958
ACH-000408,-0.24776244801800001
ACH-000410,-0.0931173560378
ACH-000411,0.0932676177917
ACH-000414,-0.0383412397487
ACH-000415,-0.0416739599149
ACH-000416,-0.176573833331
ACH-000420,-0.25864528237100004
ACH-000421,-0.140265515183
ACH-000424,-0.0827987201225
ACH-000425,-0.220498857847
ACH-000426,-0.20761367366300001
ACH-000427,-0.0863258157296
ACH-000433,-0.360450716298
ACH-000436,-0.0945088208506
ACH-000444,-0.28190208461599997
ACH-000445,0.0390420772832
ACH-000448,-0.27025188631999997
ACH-000450,-0.15557663706900002
ACH-000452,-0.12054138022
ACH-000454,-0.208735536177
ACH-000458,-0.41184112682499996
ACH-000459,0.21885315545899997
ACH-000460,-0.19071173897100002
ACH-000461,-0.236541141247
ACH-000463,-0.10041430534
ACH-000464,-0.252578278347
ACH-000466,-0.142716929637
ACH-000467,-0.0496292860162
ACH-000468,-0.0432189632431
ACH-000469,-0.17695959382800003
ACH-000470,-0.258629610918
ACH-000471,-0.20701753366700001
ACH-000472,-0.247366251409
ACH-000473,-0.215555189459
ACH-000475,-0.222582386058
ACH-000476,-0.228555360337
ACH-000477,-0.21731940193399998
ACH-000480,-0.0705682573609
ACH-000481,-0.282057824533
ACH-000483,0.0101921917631
ACH-000484,-0.06177926895909999
ACH-000485,-0.12253904646
ACH-000486,-0.270229127348
ACH-000487,-0.33809591319700005
ACH-000488,-0.112406015873
ACH-000490,-0.167837730825
ACH-000491,-0.271312905961
ACH-000495,-0.150783966824
ACH-000496,-0.00414947259822
ACH-000499,-0.134997848409
ACH-000500,0.0789125041307
ACH-000502,-0.151615487804
ACH-000503,0.224912801566
ACH-000505,-0.18336050117
ACH-000507,-0.387050393358
ACH-000510,-0.342035767804
ACH-000511,-0.227183507583
ACH-000512,-0.00811143519099
ACH-000516,-0.486055340554
ACH-000517,-0.1178723831
ACH-000518,-0.301807986068
ACH-000520,-0.0665533932885
ACH-000521,0.0402214997671
ACH-000522,0.121491708972
ACH-000524,-0.133521599997
ACH-000527,-0.208395541004
ACH-000528,-0.16215068212300002
ACH-000537,-0.0797655894931
ACH-000541,-0.15989668913
ACH-000542,-0.214818785514
ACH-000544,-0.016565281223299998
ACH-000545,-0.109608633169
ACH-000547,-0.212638297948
ACH-000548,-0.149282115924
ACH-000549,-0.187245890087
ACH-000550,-0.0133992200575
ACH-000552,-0.08690328361829999
ACH-000556,-0.18620768487599998
ACH-000557,-0.144171050296
ACH-000570,-0.275475497244
ACH-000571,-0.201167350559
ACH-000573,-0.12600560708
ACH-000576,-0.19837317677299998
ACH-000580,-0.0441773057006
ACH-000584,-0.301044889329
ACH-000585,-0.048340519802299996
ACH-000588,-0.206407671725
ACH-000589,-0.0548305775012
ACH-000591,-0.0640169190051
ACH-000593,-0.072879284052
ACH-000600,0.0206140878278
ACH-000601,-0.17162044026299997
ACH-000604,-0.517906563201
ACH-000605,-0.418009938423
ACH-000606,-0.237262987189
ACH-000608,-0.335029842392
ACH-000614,-0.138630410986
ACH-000616,-0.164475339537
ACH-000618,-0.341009456342
ACH-000619,-0.142123521861
ACH-000620,-0.119539461951
ACH-000621,-0.347914460488
ACH-000622,-0.13963251425599998
ACH-000623,-0.226254331246
ACH-000624,-0.196164528597
ACH-000627,-0.23839730585299998
ACH-000630,-0.125990936646
ACH-000632,-0.188007162694
ACH-000633,-0.348502024696
ACH-000637,-0.26039270626
ACH-000638,-0.179856600555
ACH-000646,-0.149430460624
ACH-000647,-0.327862021329
ACH-000648,-0.011834411724100002
ACH-000649,-0.0898396593519
ACH-000651,-0.179646824889
ACH-000652,-0.0751977392538
ACH-000653,-0.05752442360209999
ACH-000657,-0.143351494494
ACH-000658,-0.12466062777100001
ACH-000661,0.0042066397922600005
ACH-000662,-0.103919392985
ACH-000663,-0.253114061483
ACH-000665,-0.414319934573
ACH-000671,-0.19485404106899998
ACH-000673,-0.250461275406
ACH-000676,-0.167111462816
ACH-000677,-0.285176865449
ACH-000681,-0.12445703812100001
ACH-000682,-0.14234407541
ACH-000683,-0.10466008236600001
ACH-000684,0.008911928457120001
ACH-000688,-0.177071232246
ACH-000693,-0.200633012907
ACH-000694,-0.260868403996
ACH-000695,-0.237433475361
ACH-000696,-0.21351772833000002
ACH-000697,-0.122052428264
ACH-000699,-0.0831395736069
ACH-000701,-0.37015619385700005
ACH-000706,-0.20830593316799997
ACH-000711,-0.158506425644
ACH-000713,0.040556039633199994
ACH-000714,-0.13442839013
ACH-000718,-0.07967380190960001
ACH-000720,-0.15705005368799999
ACH-000721,-0.22679344419199998
ACH-000724,-0.22751229824799998
ACH-000725,-0.432559150409
ACH-000732,0.00163204799308
ACH-000734,-0.132812115822
ACH-000735,-0.262802876333
ACH-000736,-0.0644624498677
ACH-000738,-0.020414209991099996
ACH-000746,-0.20621617045600002
ACH-000747,-0.299614423639
ACH-000748,-0.0496112986682
ACH-000753,-0.08164402812860001
ACH-000756,-0.25414434552299997
ACH-000757,-0.49101977591300006
ACH-000758,-0.0186870666417
ACH-000760,-0.0815310152365
ACH-000763,-0.207921861017
ACH-000764,-0.09046904154619999
ACH-000765,-0.06492713492890001
ACH-000766,-0.261148045773
ACH-000767,-0.37265125011999994
ACH-000768,-0.159210634302
ACH-000769,-0.171148144543
ACH-000770,-0.210558374421
ACH-000771,-0.09185428082210001
ACH-000773,-0.09639862120889998
ACH-000776,-0.263250091274
ACH-000777,-0.117807278435
ACH-000778,-0.275590695998
ACH-000781,-0.230566563866
ACH-000782,-0.019385525894
ACH-000783,0.0175933522603
ACH-000784,-0.130178629056
ACH-000785,-0.121162722358
ACH-000787,-0.123485025623
ACH-000788,-0.168446002553
ACH-000791,-0.27595083284
ACH-000792,-0.00547787566888
ACH-000794,-0.122193909207
ACH-000796,0.037515524111900005
ACH-000799,-0.047411868822499995
ACH-000800,-0.39910996945
ACH-000802,-0.1628482086
ACH-000804,-0.174214524973
ACH-000805,-0.281698536863
ACH-000809,-0.305098601962
ACH-000810,-0.407940873727
ACH-000811,-0.131066492315
ACH-000817,-0.201694962956
ACH-000819,-0.122125014117
ACH-000820,-0.208946239054
ACH-000821,-0.250830578305
ACH-000822,-0.133431903588
ACH-000823,-0.12764430398499998
ACH-000824,-0.207268384456
ACH-000827,-0.154520878675
ACH-000829,-0.394239686551
ACH-000831,-0.277382534688
ACH-000832,-0.19849859235800002
ACH-000833,-0.0230951683543
ACH-000834,-0.028560214804
ACH-000835,-0.23339915256700003
ACH-000836,-0.333921763619
ACH-000837,-0.147039888435
ACH-000838,-0.0310390591708
ACH-000839,-0.073444076857
ACH-000840,-0.19516390807
ACH-000841,-0.403149003068
ACH-000843,-0.0941918451173
ACH-000846,-0.13944939647399998
ACH-000847,-0.0365342443203
ACH-000848,-0.34402835146099997
ACH-000849,-0.294719930548
ACH-000851,-0.225505234479
ACH-000855,-0.258117645623
ACH-000856,-0.12938919504899998
ACH-000858,-0.10329628982999998
ACH-000859,-0.28719016674000003
ACH-000861,-0.0191686684309
ACH-000862,-0.212608446692
ACH-000865,-0.254736023307
ACH-000866,0.0368484309123
ACH-000867,-0.113845765251
ACH-000869,-0.257766024408
ACH-000872,-0.313646568802
ACH-000873,-0.24532240649300002
ACH-000876,-0.193711935473
ACH-000878,-0.287517167887
ACH-000880,0.019499771127099996
ACH-000881,-0.10738568948899999
ACH-000882,0.0206829210717
ACH-000884,-0.473953501294
ACH-000885,-0.16684938947300001
ACH-000887,-0.175461462006
ACH-000888,-0.14989553153899998
ACH-000889,-0.21727341849100001
ACH-000890,-0.5085440782339999
ACH-000896,-0.23566420620700002
ACH-000898,-0.318799052628
ACH-000900,-0.131907872079
ACH-000901,-0.264206086627
ACH-000905,0.06883776722660001
ACH-000906,-0.129237884524
ACH-000907,-0.00575977026803
ACH-000910,-0.176342391109
ACH-000911,-0.0624447877757
ACH-000912,-0.029452956533400004
ACH-000913,-0.15788735363700002
ACH-000915,0.0310995342941
ACH-000916,0.0954177906879
ACH-000917,-0.211217006409
ACH-000921,-0.192532362674
ACH-000924,-0.232878579228
ACH-000926,-0.118905886502
ACH-000928,-0.11721924397299999
ACH-000929,-0.3857667429
ACH-000932,-0.10787189495300001
ACH-000935,-0.25775034764800003
ACH-000936,-0.146097025555
ACH-000937,-0.02516123452
ACH-000938,-0.0972888518829
ACH-000939,-0.137500558286
ACH-000941,-0.147072704963
ACH-000943,-0.168054670066
ACH-000946,-0.21806606405099999
ACH-000947,-0.226661031001
ACH-000948,-0.175875207792
ACH-000950,-0.0275174683501
ACH-000953,-0.20425110295200002
ACH-000957,-0.182109440496
ACH-000958,-0.148199741043
ACH-000960,-0.13859057307
ACH-000963,-0.25130749625599996
ACH-000968,-0.153061879124
ACH-000969,-0.118836967159
ACH-000973,-0.106914680042
ACH-000974,-0.18878061798
ACH-000975,-0.186960552761
ACH-000976,-0.197120362773
ACH-000978,-0.286687760753
ACH-000980,-0.222531824923
ACH-000984,-0.142868052064
ACH-000986,-0.007111741613689999
ACH-000988,-0.104819148009
ACH-000993,-0.199137938993
ACH-000994,-0.09276583732889998
ACH-000996,-0.067196465825
ACH-001001,-0.18008494832400002
ACH-001020,-0.146013317788
ACH-001028,-0.0820944070135
ACH-001031,-0.19815126556899998
ACH-001038,-0.141990736301
ACH-001048,-0.227226076954
ACH-001050,-0.0712656336325
ACH-001053,-0.24700995049199997
ACH-001054,-0.09392317413519999
ACH-001061,-0.0854003749668
ACH-001067,-0.0964470883155
ACH-001075,-0.302943117684
ACH-001096,-0.308986186569
ACH-001128,-0.18884096779399998
ACH-001134,-0.151357228053
ACH-001151,-0.03843076053030001
ACH-001163,-0.09297752329299999
ACH-001164,-0.439885553022
ACH-001173,-0.077443852915
ACH-001183,-0.10793386734000002
ACH-001184,-0.178398168431
ACH-001190,-0.539600740556
ACH-001192,-0.258828981474
ACH-001193,-0.225124739874
ACH-001196,0.026529391253
ACH-001197,-0.288459826873
ACH-001205,-0.25437291155200004
ACH-001211,-0.0471240554132
ACH-001212,-0.033324681660899996
ACH-001228,-0.0838686803025
ACH-001232,-0.054700585698899996
ACH-001239,-0.287014438758
ACH-001274,-0.0796553120422
ACH-001275,-0.269206430141
ACH-001277,-0.31707735713199997
ACH-001278,-0.228788250247
ACH-001280,-0.201560462964
ACH-001283,-0.0874137100987
ACH-001289,-0.039416159722
ACH-001295,-0.06068029285899999
ACH-001300,-0.339597818222
ACH-001301,-0.112855789586
ACH-001302,-0.29743419961399997
ACH-001303,-0.233416290486
ACH-001306,-0.170942750748
ACH-001318,-0.0674882581964
ACH-001322,-0.22558114058000003
ACH-001328,-0.015050215396200002
ACH-001332,-0.22923713438
ACH-001333,-0.1810687013
ACH-001336,-0.137005865545
ACH-001340,-0.146063939753
ACH-001346,-0.44826442664099997
ACH-001353,-0.186902983328
ACH-001354,-0.08324968426289998
ACH-001367,-0.258453222712
ACH-001368,-0.233341341223
ACH-001374,0.0167670173708
ACH-001375,-0.22595420802400001
ACH-001377,-0.0100317572725
ACH-001380,-0.0130608251299
ACH-001391,-0.0821701735254
ACH-001407,-0.286008179525
ACH-001408,-0.180269396224
ACH-001413,-0.113596094331
ACH-001430,-0.034579687278199996
ACH-001431,-0.179399550288
ACH-001450,-0.022837951866700002
ACH-001496,-0.12762033095
ACH-001500,-0.371496458403
ACH-001521,-0.43024134988000007
ACH-001523,0.0331137541778
ACH-001532,-0.32919752972800004
ACH-001536,-0.19324745798
ACH-001550,-0.213744383506
ACH-001552,-0.141811502397
ACH-001554,-0.116459712208
ACH-001645,-0.144891462491
ACH-001654,-0.235529498697
ACH-001715,-0.629696866658
ACH-001735,-0.220098591938
ACH-001736,-0.128309280163
ACH-001737,0.48931484376
ACH-001740,-0.130024953591
ACH-001745,-0.08386240657430001
ACH-001750,0.013648343390200001
ACH-001765,-0.173223544639
ACH-001956,-0.0877066920617
ACH-001957,-0.09788797516419999
