,PYGL (5836)
ACH-000004,-0.34316583615099994
ACH-000007,-0.168633070124
ACH-000009,-0.036893392503
ACH-000011,0.0035696892736799997
ACH-000012,-0.153169941239
ACH-000013,-0.15840819733300002
ACH-000014,-0.16278371093900001
ACH-000015,-0.145708925992
ACH-000017,-0.0283396999186
ACH-000018,-0.0741827448025
ACH-000019,-0.27066134956300003
ACH-000021,-0.0977173788118
ACH-000022,-0.17623255765999998
ACH-000025,-0.30259887386100004
ACH-000028,-0.125931117685
ACH-000030,-0.155512034688
ACH-000035,0.0976854085331
ACH-000036,-0.373906677265
ACH-000037,0.0998869297647
ACH-000039,-0.250029468877
ACH-000040,0.00794801262596
ACH-000041,-0.156508586545
ACH-000042,-0.09109803487839999
ACH-000045,0.0219293237138
ACH-000047,-0.016967724157
ACH-000052,-0.46536154535400004
ACH-000053,-0.247673498287
ACH-000054,-0.196186405123
ACH-000055,0.009823475120979999
ACH-000060,-0.11440839875700001
ACH-000067,-0.112472258782
ACH-000070,-0.0100480076282
ACH-000075,-0.489098777386
ACH-000078,-0.384996560818
ACH-000082,-0.25640066974
ACH-000085,-0.352964662662
ACH-000086,-0.176025533807
ACH-000087,-0.192744875181
ACH-000092,-0.153066926171
ACH-000095,-0.0760135645624
ACH-000097,-0.220800931472
ACH-000098,-0.174185028082
ACH-000099,-0.34321963347199996
ACH-000108,-0.164487072909
ACH-000113,-0.0721573892315
ACH-000115,-0.0661902763808
ACH-000116,-0.20318504096700002
ACH-000118,-0.288901052024
ACH-000120,-0.105559659535
ACH-000123,-0.120251588191
ACH-000127,-0.133235962499
ACH-000128,-0.102807277807
ACH-000132,-0.106159847509
ACH-000133,-0.31407796356600004
ACH-000137,0.0646909150554
ACH-000138,-0.148258370443
ACH-000142,-0.21142918493500001
ACH-000143,-0.285041890983
ACH-000146,-0.145503517539
ACH-000148,0.007314405259719999
ACH-000150,0.0174338246856
ACH-000152,-0.131464155607
ACH-000153,-0.11525884979800001
ACH-000159,-0.0952549984873
ACH-000160,-0.11970930946799999
ACH-000163,-0.19566728333
ACH-000167,0.025458863053799997
ACH-000168,-0.335463413584
ACH-000169,-0.333024791681
ACH-000178,-0.213392381046
ACH-000182,-0.1568388223
ACH-000183,-0.102110193245
ACH-000188,0.0167479557519
ACH-000189,0.115226509171
ACH-000190,-0.38439552744800004
ACH-000198,0.00573885247903
ACH-000204,-0.171702447149
ACH-000206,-0.5478570881629999
ACH-000207,0.050973818116499994
ACH-000211,-0.326445271782
ACH-000215,-0.143116255444
ACH-000221,-0.140468533087
ACH-000222,-0.391614320787
ACH-000223,-0.147019744035
ACH-000226,-0.328161311848
ACH-000227,0.08270794506830001
ACH-000228,-0.353726700397
ACH-000231,-0.364754246091
ACH-000232,-0.12546469272900002
ACH-000233,-0.208062833102
ACH-000234,-0.119954076656
ACH-000235,-0.198272071845
ACH-000237,0.035811225782
ACH-000238,-0.182033091712
ACH-000243,-0.369916943317
ACH-000244,-0.300417882574
ACH-000246,-0.191542123515
ACH-000248,0.0144762780816
ACH-000250,-0.24194490814800002
ACH-000251,-0.18207754707899998
ACH-000253,-0.19005285805599997
ACH-000255,-0.00274840220912
ACH-000256,-0.153502973407
ACH-000257,-0.302512576741
ACH-000258,-0.1700249022
ACH-000259,-0.242307571607
ACH-000260,-0.147542374715
