,SCD (6319)
ACH-000004,-0.7551589775030001
ACH-000007,-0.8239942979279999
ACH-000009,-1.0711579536
ACH-000011,-0.883544197242
ACH-000012,-0.946389904999
ACH-000013,-0.19807851097800003
ACH-000014,-1.01630367162
ACH-000015,-0.8307040377480001
ACH-000017,-0.331755885804
ACH-000018,-1.1743584948799999
ACH-000019,-0.898636147094
ACH-000021,-0.39271511975199996
ACH-000022,-1.47003937716
ACH-000025,-0.927809167192
ACH-000028,-0.596417593402
ACH-000030,-0.836779351793
ACH-000035,-0.7241526675740001
ACH-000036,-0.7706207361949999
ACH-000037,-0.656642399926
ACH-000039,-0.42387146947400006
ACH-000040,-0.8647903892219999
ACH-000041,-0.272318700575
ACH-000042,-1.05695817704
ACH-000045,-0.881750721304
ACH-000047,-0.9893380559020001
ACH-000052,-0.461934734243
ACH-000053,-0.255963785443
ACH-000054,-1.0294852992899999
ACH-000055,-0.00477296460684
ACH-000060,-0.724951745069
ACH-000067,-0.651625537874
ACH-000070,-0.751639576509
ACH-000075,-0.544802699895
ACH-000078,-0.295706002802
ACH-000082,-0.26780887774
ACH-000085,-0.7919608717669999
ACH-000086,-0.930197420401
ACH-000087,-0.31547572330400003
ACH-000092,-0.438798252867
ACH-000095,-0.30749195523
ACH-000097,-0.778205617844
ACH-000098,-1.13413250316
ACH-000099,-0.28319657188499997
ACH-000108,-0.797363641443
ACH-000113,-0.558441149954
ACH-000115,-0.9473605431990001
ACH-000116,-0.328226439677
ACH-000118,-0.9368478530650001
ACH-000120,-0.226906964186
ACH-000123,-0.6997586185119999
ACH-000127,-1.55580116507
ACH-000128,-0.24004928869699999
ACH-000132,-0.223215920359
ACH-000133,-0.393490514164
ACH-000137,-0.337729650168
ACH-000138,-0.9640918625530001
ACH-000142,-0.7692730939579999
ACH-000143,-0.751436597632
ACH-000146,-1.1072395262799999
ACH-000148,-0.398473085887
ACH-000150,-1.0814246619
ACH-000152,-0.420795477053
ACH-000153,-0.745828611324
ACH-000159,-0.492486158987
ACH-000160,-0.696431092031
ACH-000163,-0.5797087980610001
ACH-000167,-0.969520983084
ACH-000168,-0.836765200645
ACH-000169,-1.19406025059
ACH-000178,-0.838662881561
ACH-000182,-1.32397147959
ACH-000183,-0.661669361898
ACH-000188,-0.554437059349
ACH-000189,-0.557188347394
ACH-000190,-1.02277177526
ACH-000198,-0.734913042843
ACH-000204,-0.5918943564010001
ACH-000206,-0.6836155081149999
ACH-000207,-1.34694512903
ACH-000211,-0.343932628508
ACH-000215,-0.477263991244
ACH-000221,-0.44664988453500004
ACH-000222,-0.699747903026
ACH-000223,-0.6444803668569999
ACH-000226,-0.580544275179
ACH-000227,-0.624888906409
ACH-000228,-0.305500217975
ACH-000231,-1.05527725217
ACH-000232,-0.710156998241
ACH-000233,-1.20999211361
ACH-000234,-0.723635200899
ACH-000235,-0.663280609577
ACH-000237,-0.205543186773
ACH-000238,-0.798644145755
ACH-000243,-0.975560139378
