,BCAS3 (54828)
ACH-000004,-0.513406322975
ACH-000007,-0.291709951422
ACH-000009,-0.436938133427
ACH-000011,-0.290666135477
ACH-000012,-0.47072324515600006
ACH-000013,-0.217816145218
ACH-000014,-0.21010743523800002
ACH-000015,-0.332784584824
ACH-000017,-0.0687037691142
ACH-000018,-0.190722599129
ACH-000019,-1.08039843779
ACH-000021,-0.320373918691
ACH-000022,-0.169929511074
ACH-000025,-0.16077010722500001
ACH-000028,-0.577567783244
ACH-000030,-0.250884339159
ACH-000035,-0.528882038008
ACH-000036,-0.31040340878899997
ACH-000037,-0.0699962903005
ACH-000039,-0.152542150745
ACH-000040,-0.311907180064
ACH-000041,-0.46633321239299996
ACH-000042,-0.363021566405
ACH-000045,-0.16957229400899998
ACH-000047,-0.308776575048
ACH-000052,-0.516106340124
ACH-000053,-0.29748693397
ACH-000054,-0.439759425895
ACH-000055,-0.1454755658
ACH-000060,-0.279727796752
ACH-000067,-0.294207175542
ACH-000070,-0.253784575485
ACH-000075,-0.26584845233800003
ACH-000078,-0.5804558906130001
ACH-000082,-0.268893518186
ACH-000085,-0.270991941195
ACH-000086,-0.43814978773900004
ACH-000087,-0.41919037577299995
ACH-000092,-0.18545238694200003
ACH-000095,-0.144070909874
ACH-000097,-0.33676587750299997
ACH-000098,-0.475297047096
ACH-000099,-0.598688960282
ACH-000108,-0.158944704415
ACH-000113,-0.377667765257
ACH-000115,-0.195049544745
ACH-000116,-0.25948128678800003
ACH-000118,-0.146848604918
ACH-000120,-0.365896226554
ACH-000123,-0.237136583278
ACH-000127,-0.232063594879
ACH-000128,-0.12512435783700002
ACH-000132,-0.14602860321699998
ACH-000133,-0.27702614931999997
ACH-000137,-0.508801279588
ACH-000138,-0.484139652794
ACH-000142,-0.307429268403
ACH-000143,-0.247485214241
ACH-000146,-0.162274588615
ACH-000148,-0.306190262351
ACH-000150,-0.24469455132399998
ACH-000152,-0.329888031706
ACH-000153,0.0565598975992
ACH-000159,-0.421632128346
ACH-000160,-0.277407936321
ACH-000163,-0.460637046959
ACH-000167,-0.340957355295
ACH-000168,-0.293541583607
ACH-000169,-0.18228671440299998
ACH-000178,-0.29908339015200003
ACH-000182,-0.267831116418
ACH-000183,-0.277880163334
ACH-000188,-0.313877452577
ACH-000189,0.10025702898399999
ACH-000190,-0.368928883403
ACH-000198,-0.271968857178
ACH-000204,-0.198000544951
ACH-000206,-0.41452859492
ACH-000207,-0.132337520633
ACH-000211,-0.26667456902
ACH-000215,-0.334932579606
ACH-000221,-0.150555401489
ACH-000222,-0.028474934344900005
ACH-000223,-0.22858974482500002
ACH-000226,-0.319414021501
ACH-000227,-0.5893091324090001
ACH-000228,-0.311387316543
ACH-000231,-0.368883625203
ACH-000232,-0.299281612346
ACH-000233,-0.38328231924500006
ACH-000234,-0.38855207109300005
ACH-000235,-0.30053751795899997
ACH-000237,-0.36521697184600005
ACH-000238,-0.44751871093699996
ACH-000243,-0.520352790655
ACH-000244,0.07397429183160001
ACH-000246,-0.284569291823
ACH-000248,-0.177678668649
ACH-000250,-0.39802871210699997
ACH-000251,-0.381438010295
ACH-000253,-0.215434578358
ACH-000255,-0.39510128012900003
ACH-000256,-0.0973071699244
ACH-000257,-0.0967265654117
ACH-000258,-0.488067630963
ACH-000259,-0.18821339361499997
ACH-000260,-0.225183528368
ACH-000261,-0.26706917680799996
ACH-000262,-0.0492109089672
ACH-000263,-0.0373844281088
ACH-000264,-0.197701848718
ACH-000265,-0.305450956323
ACH-000266,-0.35941224755999995
ACH-000272,-0.292536604716
ACH-000273,-0.316497659461
ACH-000274,-0.522435108891
ACH-000277,-0.482787953787
ACH-000278,-0.283279392256
ACH-000279,-0.416139800593
ACH-000280,-0.203695712056
ACH-000281,-0.182834272209
ACH-000288,-0.277376539772
ACH-000291,-0.362376808402
ACH-000293,-0.198863620476
ACH-000294,-0.346409422489
ACH-000295,-0.433170542092
ACH-000296,-0.303377068944
ACH-000302,-0.199783982271
ACH-000304,0.0206393951487
ACH-000307,-0.29016715972
ACH-000308,-0.171613099355
ACH-000310,-0.665771165267
ACH-000311,-0.19081429071800002
ACH-000312,-0.305076126361
ACH-000315,-0.100515471788
ACH-000316,-0.275990647105
ACH-000317,-0.22207822614999997
ACH-000318,-0.130785056928
ACH-000319,-0.20137843377700002
ACH-000320,-0.272919614
ACH-000322,-0.29645325676999995
ACH-000323,-0.5859364344160001
ACH-000324,-0.363820119037
ACH-000329,-0.250102955202
ACH-000330,-0.324001313811
ACH-000331,-0.238323240946
ACH-000332,-0.37851003622699997
ACH-000334,-0.195192772047
ACH-000335,-0.27059165908000005
ACH-000336,-0.150808558536
ACH-000337,-0.494635808037
ACH-000339,-0.272643609654
ACH-000341,-0.313537475004
ACH-000348,-0.402301826445
ACH-000350,-0.14246572589700002
ACH-000352,-0.388771495461
ACH-000356,-0.111116332659
ACH-000361,-0.127304746265
ACH-000362,-0.036824892494099995
ACH-000363,-0.297066190224
ACH-000364,-0.288019229968
ACH-000365,-0.314373590874
ACH-000366,-0.377335412677
ACH-000368,-0.207610688524
ACH-000374,-0.13312866119300001
ACH-000375,-0.168968764485
ACH-000376,-0.272026188527
ACH-000381,-0.15051830971400001
ACH-000383,-0.29819314517900003
