,MGP (4256)
ACH-000004,-0.197167574118
ACH-000007,0.348796960574
ACH-000009,0.09451183936039999
ACH-000011,-0.110704826662
ACH-000012,0.0610188387323
ACH-000013,-0.0434137104103
ACH-000014,0.134784799773
ACH-000015,0.0911462799261
ACH-000017,0.0824875505337
ACH-000018,0.265300119225
ACH-000019,-0.19531796913600002
ACH-000021,-0.092040061295
ACH-000022,-0.00121709696077
ACH-000025,0.059540970136900004
ACH-000028,0.150665210587
ACH-000030,-0.0033221722654499996
ACH-000035,0.08493104867180001
ACH-000036,0.340288890403
ACH-000037,-0.0833289446525
ACH-000039,0.190815587661
ACH-000040,-0.07236574609610001
ACH-000041,0.041122591631900005
ACH-000042,0.0479427836707
ACH-000045,0.0853890721472
ACH-000047,0.136247669249
ACH-000052,0.103275137564
ACH-000053,0.0438722698712
ACH-000054,0.0406806925422
ACH-000055,-0.120648750971
ACH-000060,-0.038129076324400005
ACH-000067,0.0820816182769
ACH-000070,-0.051003763497400004
ACH-000075,0.19260786156399998
ACH-000078,-0.013639492379299999
ACH-000082,0.042077213815699996
ACH-000085,-0.332054554459
ACH-000086,0.021483394700799997
ACH-000087,-0.129210445762
ACH-000092,0.155977730362
ACH-000095,-0.022767362711099998
ACH-000097,0.05988586761419999
ACH-000098,-0.00390220707863
ACH-000099,0.022745415798900003
ACH-000108,0.0692505212974
ACH-000113,0.06074353807
ACH-000115,-0.0186940228066
ACH-000116,0.133318217364
ACH-000118,-0.0835869744797
ACH-000120,0.135790914507
ACH-000123,0.0648054752942
ACH-000127,-0.022888658371599997
ACH-000128,0.026071358961900003
ACH-000132,0.108741448956
ACH-000133,0.12146248789999999
ACH-000137,0.156493037715
ACH-000138,-0.0239956635024
ACH-000142,0.08010376599289999
ACH-000143,0.103288801601
ACH-000146,0.016528817151299998
ACH-000148,0.050819444130300005
ACH-000150,-0.11212780277
ACH-000152,0.006779636979
ACH-000153,-0.09430036078819999
ACH-000159,0.041613954575
ACH-000160,0.0025374880029
ACH-000163,-0.0862325130181
ACH-000167,0.126873322198
ACH-000168,-0.022212857467400003
ACH-000169,0.11462771770199999
ACH-000178,-0.138053608223
ACH-000182,0.00055842181496
ACH-000183,0.106151807852
ACH-000188,-0.0644265358803
ACH-000189,0.0325277364883
ACH-000190,-0.15455487791
ACH-000198,0.00393554116726
ACH-000204,0.0239198871778
ACH-000206,0.04338238394780001
ACH-000207,0.32955050003499997
ACH-000211,0.0124539968646
ACH-000215,0.00878257080218
ACH-000221,0.212154226417
ACH-000222,-0.063335890068
ACH-000223,-0.0894668442351
ACH-000226,-0.18051655079
ACH-000227,0.23024061181299998
ACH-000228,0.0141144309351
ACH-000231,-0.00219839239383
ACH-000232,-0.104200108366
ACH-000233,-0.038733485304999996
ACH-000234,0.177985842073
ACH-000235,0.049418669995999996
ACH-000237,0.0505839016914
ACH-000238,-0.07637605170219999
ACH-000243,-0.00329645155264
ACH-000244,0.226733781197
ACH-000246,0.0583856628813
ACH-000248,-0.0107106517881
ACH-000250,0.0217056164629
ACH-000251,0.0189196621302
ACH-000253,-0.06637611954440001
ACH-000255,0.104079721323
ACH-000256,0.046813926441
ACH-000257,0.232829904236
ACH-000258,-0.06173143178999999
ACH-000259,-0.06360094922159999
ACH-000260,0.117461135604
ACH-000261,-0.038343455695300004
ACH-000262,-0.24459427134599998
ACH-000263,0.012165795800600001
ACH-000264,-0.0410046986699
ACH-000265,0.06700891372000001
ACH-000266,0.265902746028
ACH-000272,-0.009037818080479999
ACH-000273,-0.101265062345
ACH-000274,0.026242385438299997
ACH-000277,0.08309183877710001
ACH-000278,0.133667225619
ACH-000279,-0.0201480025526
ACH-000280,-0.0774005789497
ACH-000281,0.116400691136
ACH-000288,-0.0437872387685
ACH-000291,0.0384500793153
ACH-000293,0.050757035431699994
ACH-000294,0.199114620746
ACH-000295,-0.09821197936310001
ACH-000296,0.0615168563667
