,ZPR1 (8882)
ACH-000661,-1.94242835241
ACH-000662,-0.879876425472
ACH-000663,-1.6307580584099999
ACH-000665,-1.81405660354
ACH-000671,-1.72420258832
ACH-000673,-1.5862358619999999
ACH-000676,-1.33136310801
ACH-000677,-1.5363872834
ACH-000681,-1.69900175103
ACH-000682,-1.53149610732
ACH-000683,-1.6917042015600001
ACH-000684,-1.61958142368
ACH-000688,-1.5444213117299999
ACH-000693,-1.5385398290299999
ACH-000694,-1.7254897674
ACH-000695,-1.4181955826
ACH-000696,-1.4492093978
ACH-000697,-1.3750817732799998
ACH-000699,-1.78470050232
ACH-000701,-1.20834132283
ACH-000706,-1.56298697357
ACH-000711,-1.32888347165
ACH-000713,-1.73582198026
ACH-000714,-1.8127553973900001
ACH-000718,-1.41046804502
ACH-000720,-1.72102662282
ACH-000721,-1.371369806
ACH-000724,-2.10687413263
ACH-000725,-1.38225452272
ACH-000732,-1.6143773042200003
ACH-000734,-1.56576300665
ACH-000735,-1.57798682697
ACH-000736,-1.3945783717299998
ACH-000738,-1.87806067447
ACH-000746,-1.3580362202200003
ACH-000747,-1.3775401445
ACH-000748,-1.57333704851
ACH-000753,-1.64967495812
ACH-000756,-1.6396049746999999
ACH-000757,-1.4134733956299999
ACH-000758,-1.21349529944
ACH-000760,-1.4755320436300001
ACH-000763,-1.62340939583
ACH-000764,-1.3813121352899997
ACH-000765,-1.85647229494
ACH-000766,-1.4955802559399998
ACH-000767,-1.32716831425
ACH-000768,-1.55004919275
ACH-000769,-1.35056155438
ACH-000770,-1.5779810308200002
ACH-000771,-1.6944161478
ACH-000773,-1.2424069226999999
ACH-000776,-1.59289443444
ACH-000777,-1.61708058356
ACH-000778,-2.04397343679
ACH-000781,-1.7424691017299998
ACH-000782,-1.5264135864100001
ACH-000783,-1.3979100631299999
ACH-000784,-1.6112198519299998
ACH-000785,-1.44439987585
ACH-000787,-1.51031516049
ACH-000788,-1.56588734216
ACH-000791,-1.7024509414200002
ACH-000792,-1.86384578605
ACH-000794,-1.8921060178
ACH-000796,-1.1125372347600002
ACH-000799,-1.28255421418
ACH-000800,-1.27397827491
ACH-000802,-1.5222379181999999
ACH-000804,-1.52461308916
ACH-000805,-1.4339575463999998
ACH-000809,-1.24875396846
ACH-000810,-1.3834555934700001
ACH-000811,-1.7793994246400002
ACH-000817,-1.3263242971
ACH-000819,-1.5088932258599999
ACH-000820,-2.1486121528599997
ACH-000821,-1.5100389048500003
ACH-000822,-1.9975252486000001
ACH-000823,-1.6395623003
ACH-000824,-2.11701911161
ACH-000827,-1.58493444236
ACH-000829,-1.5652150180700002
ACH-000831,-1.56881127678
ACH-000832,-1.5987452612000002
ACH-000833,-1.7498468501700002
ACH-000834,-1.5102294469
ACH-000835,-1.25053695786
ACH-000836,-1.7059690691
ACH-000837,-1.36980399049
ACH-000838,-1.6208959656900002
ACH-000839,-1.4574935576399999
ACH-000840,-1.3238065139
ACH-000841,-1.5285686719100002
ACH-000843,-1.54431776053
ACH-000846,-1.55163893894
ACH-000847,-1.4587312377200001
ACH-000848,-1.4843311446
ACH-000849,-1.5872784957
ACH-000851,-1.18298390862
ACH-000855,-1.43720612908
ACH-000856,-1.4244423528
ACH-000858,-1.48995856089
ACH-000859,-1.64880688333
ACH-000861,-1.70105185118
ACH-000862,-1.70856359181
ACH-000865,-1.52172243784
ACH-000866,-1.5230347041699999
ACH-000867,-1.50760954746
ACH-000869,-1.38314043389
ACH-000872,-1.62479743114
ACH-000873,-1.55562122287
ACH-000876,-1.4607088882700001
ACH-000878,-1.4594369678799999
ACH-000880,-1.68237461775
ACH-000881,-1.49212138825
ACH-000882,-1.7799304843500001
ACH-000884,-1.2985232208600002
ACH-000885,-1.43886185775
ACH-000887,-1.78048627278
ACH-000888,-1.5468143520500002
ACH-000889,-1.75688167699
ACH-000890,-1.6489358456
ACH-000896,-1.5219962227500001
ACH-000898,-1.65183799685
ACH-000900,-1.52211386113
ACH-000901,-1.76244144667
ACH-000905,-1.5607272680000002
ACH-000906,-1.7356203975
ACH-000907,-1.0573040910299998
ACH-000910,-1.59112503599
ACH-000911,-1.56145809301
ACH-000912,-1.4765863468399998
ACH-000913,-1.54355214348
ACH-000915,-1.4927258725
ACH-000916,-1.84683887099
ACH-000917,-1.50649266147
ACH-000921,-1.39246932729
ACH-000924,-1.41571861014
ACH-000926,-1.62199472585
ACH-000928,-1.13358775541
ACH-000929,-1.83369324006
ACH-000932,-1.50898428283
ACH-000935,-1.3995735138799998
ACH-000936,-1.5248367053999998
ACH-000937,-1.7865808638799998
ACH-000938,-1.62040309335
ACH-000939,-1.7607237118
ACH-000941,-1.77771659746
ACH-000943,-1.5419448353100003
ACH-000946,-1.4605654712399998
ACH-000947,-1.61992104407
ACH-000948,-1.3904717222799998
ACH-000950,-1.587710537
ACH-000953,-1.69596503147
ACH-000957,-1.46150285988
ACH-000958,-1.36810298949
ACH-000960,-1.6043476252899997
ACH-000963,-1.31303199077
ACH-000968,-1.9696887227900002
ACH-000969,-1.4382475587
ACH-000973,-1.3689878522299999
ACH-000974,-1.8279435457700002
ACH-000975,-1.30169671759
ACH-000976,-1.18603527348
ACH-000978,-1.95674994855
ACH-000980,-1.6815900536000001
ACH-000984,-1.67984482966
ACH-000986,-1.55343151541
ACH-000988,-1.6449592154700001
ACH-000993,-1.8294784470200003
ACH-000994,-1.27133440744
ACH-000996,-1.3149889419299998
ACH-001001,-1.49134813615
ACH-001020,-1.34864674469
ACH-001028,-1.59031948627
ACH-001031,-1.7511106233900002
ACH-001038,-1.55382493822
ACH-001048,-1.74494801275
ACH-001050,-1.63166423875
ACH-001053,-1.81706287838
ACH-001054,-1.4761224529499999
ACH-001061,-1.62515474416
ACH-001067,-1.4717226532700003
ACH-001075,-1.21499967948
ACH-001096,-1.7532872698
ACH-001128,-1.8631062376299998
ACH-001134,-1.51501942224
ACH-001151,-1.57133074317
ACH-001163,-1.6799841833000002
ACH-001164,-1.16461085686
ACH-001173,-1.39719577576
ACH-001183,-1.6507210676700002
ACH-001184,-1.64322738931
ACH-001190,-1.43773642521
ACH-001192,-1.47855678229
ACH-001193,-1.2762650550599999
ACH-001196,-1.8448277483900002
ACH-001197,-1.70054541239
ACH-001205,-1.58520443549
ACH-001211,-1.4382521632700003
ACH-001212,-1.24585376177
ACH-001228,-1.74274283468
ACH-001232,-1.6118785320700002
ACH-001239,-1.52349442461
ACH-001274,-1.42069397899
ACH-001275,-1.55226141072
ACH-001277,-1.58448202819
ACH-001278,-1.6489793995299997
ACH-001280,-1.64209294259
ACH-001283,-1.7368045182099998
ACH-001289,-1.42358641896
ACH-001295,-1.7629196504
ACH-001300,-1.7473768828599998
ACH-001301,-1.5593112829299998
ACH-001302,-1.5850046126800001
ACH-001303,-1.92490651401
ACH-001306,-1.49003552572
ACH-001318,-1.47590905285
ACH-001322,-1.2885374872600002
ACH-001328,-1.6222143580200001
ACH-001332,-1.36598971363
ACH-001333,-1.5513131292
ACH-001336,-1.64916957919
ACH-001340,-1.71589958353
ACH-001346,-1.5998461619799997
ACH-001353,-1.32304483121
ACH-001354,-2.26705398368
ACH-001367,-1.23732685276
ACH-001368,-1.43130934778
ACH-001374,-1.3004712858
ACH-001375,-1.47333428519
ACH-001377,-1.7877664087
ACH-001380,-1.52128380375
ACH-001391,-1.9607302203799999
ACH-001407,-1.65652244461
ACH-001408,-1.49559922873
ACH-001413,-1.11544425803
ACH-001430,-1.5366267135799998
ACH-001431,-1.77858004912
ACH-001450,-1.7871443218799998
ACH-001496,-1.6280584271399998
ACH-001500,-1.45045407471
ACH-001521,-1.7004921182
ACH-001523,-1.6063146717399999
ACH-001532,-1.5570731690900002
ACH-001536,-1.7936853506000001
ACH-001550,-1.88010481246
ACH-001552,-1.70419734655
ACH-001554,-1.7535503721599999
ACH-001645,-1.60283595898
ACH-001654,-1.8595870983099998
ACH-001715,-1.33433583435
ACH-001735,-1.69439146468
ACH-001736,-1.70060453598
ACH-001737,-1.57121861032
ACH-001740,-1.58994578807
ACH-001745,-1.5454208824000002
ACH-001750,-1.5095612663999998
ACH-001765,-1.6082658824200002
ACH-001956,-1.56621460329
ACH-001957,-1.6985545578499999
