,SPICE1 (152185)
ACH-000004,-0.542565994914
ACH-000007,-0.0565682552877
ACH-000009,-0.35269025138000004
ACH-000011,-0.109420972942
ACH-000012,-0.28620254453899996
ACH-000013,-0.362920091321
ACH-000014,-0.301693631419
ACH-000015,-0.039017723433300004
ACH-000017,-0.201364375953
ACH-000018,-0.370379136559
ACH-000019,-0.265137835725
ACH-000021,-0.31005345320300004
ACH-000022,-0.24971081417399998
ACH-000025,-0.306726017302
ACH-000028,-0.591919283856
ACH-000030,-0.27917782603700003
ACH-000035,-0.411269583947
ACH-000036,-0.485414445813
ACH-000037,-0.174829660238
ACH-000039,-0.0409122997605
ACH-000040,-0.38405625580200003
ACH-000041,-0.411018801417
ACH-000042,-0.204085905528
ACH-000045,0.0236501642524
ACH-000047,-0.217365930368
ACH-000052,-0.0741710177779
ACH-000053,-0.258166114109
ACH-000054,-0.22304653692600002
ACH-000055,-0.409899079151
ACH-000060,-0.427681257439
ACH-000067,-0.5812684514540001
ACH-000070,-0.127543952995
ACH-000075,-0.382272864586
ACH-000078,-0.07981423514
ACH-000082,-0.400345345177
ACH-000085,-0.275211577856
ACH-000086,-0.285637821735
ACH-000087,-0.29245049319899996
ACH-000092,-0.398828050516
ACH-000095,-0.75547132356
ACH-000097,-0.224596880474
ACH-000098,-0.18248716633
ACH-000099,-0.586809208325
ACH-000108,-0.271424233929
ACH-000113,-0.21278177013900001
ACH-000115,-0.320637396027
ACH-000116,-0.359738708714
ACH-000118,-0.372353451048
ACH-000120,-0.298197689228
ACH-000123,-0.638791871724
ACH-000127,-0.29555403732700003
ACH-000128,-0.389553811112
ACH-000132,-0.308939163565
ACH-000133,-0.391816546947
ACH-000137,-0.535455332895
ACH-000138,-0.280398065159
ACH-000142,-0.26607572004999996
ACH-000143,-0.41700605875200003
ACH-000146,-0.213085088621
ACH-000148,-0.28398971108000004
ACH-000150,-0.255083040186
ACH-000152,-0.338331261976
ACH-000153,0.256236889265
ACH-000159,-0.298605227917
ACH-000160,-0.26015336914000003
ACH-000163,-0.46621256854599996
ACH-000167,-0.198242756191
ACH-000168,-0.340132123453
ACH-000169,-0.53125747089
ACH-000178,-0.539459366923
ACH-000182,-0.326099986791
ACH-000183,-0.287108047291
ACH-000188,-0.9153683824109999
ACH-000189,0.145679084988
ACH-000190,-0.250130004617
ACH-000198,-0.38558360068499997
ACH-000204,-0.0328616292437
ACH-000206,-0.387391729231
ACH-000207,-0.687185750077
ACH-000211,-0.362974910027
ACH-000215,-0.10911573252800001
ACH-000221,-0.40160304923100004
ACH-000222,-0.271954297991
ACH-000223,-0.17130575166200002
ACH-000226,-0.448438845781
ACH-000227,-0.473381531234
ACH-000228,-0.43643218251500004
ACH-000231,-0.29283268956999997
ACH-000232,-0.21125169811
ACH-000233,-0.0878688534444
ACH-000234,-0.292246881857
ACH-000235,-0.250109249461
ACH-000237,-0.329074925759
ACH-000238,-0.42465262232
ACH-000243,-0.327132622353
ACH-000244,-0.37196600984
ACH-000246,-0.716705695021
ACH-000248,-0.346352925846
ACH-000250,-0.273638059212
ACH-000251,-0.298654166672
ACH-000253,-0.380229327124
ACH-000255,-0.34335964435500005
ACH-000256,-0.0928036186238
ACH-000257,-0.13046801096
ACH-000258,-0.157451184783
ACH-000259,-0.394573844368
ACH-000260,-0.762094358402
ACH-000261,-0.226715805254
ACH-000262,-0.523271131261
ACH-000263,-0.142545769461
ACH-000264,-0.323290437108
ACH-000265,-0.159739422513
ACH-000266,-0.194854755166
ACH-000272,-0.416331792664
ACH-000273,-0.160314243281
ACH-000274,-0.240795793701
ACH-000277,-0.25121746441799997
ACH-000278,-0.290986361145
ACH-000279,-0.403423952427
ACH-000280,-0.155529080947
ACH-000281,-0.462618991066
ACH-000288,-0.0987269576718
ACH-000291,-0.441308536274
ACH-000293,-0.39590543319300003
ACH-000294,-0.366939319661
ACH-000295,-0.329704191277
ACH-000296,-0.331648497172
ACH-000302,-0.496756653125
ACH-000304,-0.221893653404
ACH-000307,-0.49620678951200003
ACH-000308,-0.137429261406
ACH-000310,-0.213490197291
ACH-000311,-0.06852833378050001
ACH-000312,-0.221096161342
ACH-000315,-0.232547120187
ACH-000316,-0.23521326066300002
ACH-000317,-0.577006833864
ACH-000318,-0.32299112780699996
ACH-000319,-0.201980363965
ACH-000320,-0.574294123644
ACH-000322,-0.171323791211
ACH-000323,-0.294939589755
ACH-000324,-0.0264210697352
ACH-000329,-0.34222207989
ACH-000330,-0.433004698564
ACH-000331,-0.391123314273
ACH-000332,-0.578745249882
ACH-000334,-0.248098199463
ACH-000335,-0.215633406818
ACH-000336,-0.368933237539
ACH-000337,-0.30612576211599996
ACH-000339,-0.17385279610399998
ACH-000341,-0.414199897285
ACH-000348,-0.272457474563
ACH-000350,-0.309252673544
ACH-000352,-0.274615656398
ACH-000356,-0.131107848319
ACH-000361,-0.802268079436
ACH-000362,-0.155035968632
ACH-000363,-0.26776111987100004
ACH-000364,-0.5932069059489999
ACH-000365,-0.486151066398
ACH-000366,-0.804671171148
ACH-000368,-0.32573050421300004
ACH-000374,-0.0194346006081
ACH-000375,-0.312531191508
ACH-000376,-0.16803891396899998
ACH-000381,-0.543569131193
ACH-000383,-0.383256248605
ACH-000387,-0.267069765111
ACH-000389,-0.36658022868699996
ACH-000390,-0.21107996481
ACH-000393,-0.19047137006999998
ACH-000395,-0.289640313168
ACH-000397,-0.264966948191
ACH-000401,-0.60213504346
ACH-000402,-0.09477716964569999
ACH-000403,-0.162470311999
ACH-000404,-0.386513738964
ACH-000406,-0.183763650769
ACH-000407,-0.153541553598
ACH-000408,-0.321013796909
ACH-000410,-0.48565222584299994
ACH-000411,-0.250365367043
ACH-000414,-0.153740675666
ACH-000415,-0.36985518147600005
ACH-000416,-0.20654012569400002
ACH-000420,-0.46380299825800003
ACH-000421,-0.339710449075
ACH-000424,-0.6627122141130001
ACH-000425,-0.415966157954
ACH-000426,-0.128585596741
ACH-000427,-0.496019335833
ACH-000433,-0.363532887743
ACH-000436,-0.47314936861199997
ACH-000444,-0.303212601017
ACH-000445,-0.0391662798098
ACH-000448,-0.346932106648
ACH-000450,-0.190420777524
ACH-000452,-0.454563892789
ACH-000454,-0.304199979086
ACH-000458,-0.164237182781
ACH-000459,-0.47763910663599995
ACH-000460,-0.249654654342
ACH-000461,-0.665447013506
ACH-000463,-0.46363459061000006
ACH-000464,-0.45185408268700006
ACH-000466,-0.38261565112499996
ACH-000467,-0.341959808537
ACH-000468,-0.09947373214239999
ACH-000469,-0.355768214198
ACH-000470,-0.51594190221
ACH-000471,-0.422244079094
ACH-000472,-0.436333501521
ACH-000473,-0.0116491132907
ACH-000475,-0.40156851358499995
ACH-000476,-0.44046001882299995
ACH-000477,-0.639578670039
ACH-000480,-0.274910423828
ACH-000481,-0.33386460042800004
ACH-000483,-0.616209809044
ACH-000484,-0.363449891718
ACH-000485,-0.0668201073359
ACH-000486,-0.332195021318
ACH-000487,-0.327269578308
ACH-000488,-0.43216535244099996
ACH-000490,-0.536160860154
ACH-000491,-0.653596589038
ACH-000495,-0.557342940487
ACH-000496,-0.31366386933699997
ACH-000499,-0.240354949477
ACH-000500,0.15026305890900002
ACH-000502,-0.292372736136
ACH-000503,-0.586250707636
ACH-000505,-0.35604192083999997
ACH-000507,-0.46620854827299996
ACH-000510,-0.126616401185
ACH-000511,-0.33082757117899997
ACH-000512,-0.382858954719
ACH-000516,-0.202281126321
ACH-000517,-0.228262741863
ACH-000518,-0.262042957269
ACH-000520,-0.5619633352210001
ACH-000521,-0.209874614615
