,TINAGL1 (64129)
ACH-000004,-0.0108560342676
ACH-000007,0.179561792363
ACH-000009,-0.036823123028000004
ACH-000011,-0.10480417555
ACH-000012,0.034799434084699994
ACH-000013,-0.0919023406506
ACH-000014,0.06612323359280001
ACH-000015,-0.144419024797
ACH-000017,-0.0595395078757
ACH-000018,0.319922193016
ACH-000019,-0.06423536111440001
ACH-000021,0.0929538389593
ACH-000022,-0.07011907403010001
ACH-000025,-0.0473397422906
ACH-000028,0.096163784006
ACH-000030,-0.0263423954341
ACH-000035,-0.18979197070700002
ACH-000036,-0.29681680876999994
ACH-000037,0.129025944126
ACH-000039,-0.029036283242999998
ACH-000040,-0.23101930318000002
ACH-000041,-0.012241509241500002
ACH-000042,0.0893057041917
ACH-000045,0.0471886801487
ACH-000047,-0.06618891228360001
ACH-000052,-0.0669412740874
ACH-000053,-0.13801335511600002
ACH-000054,-0.0931868244493
ACH-000055,-0.107821295484
ACH-000060,-0.160451357104
ACH-000067,-0.187100624833
ACH-000070,-0.0824327808776
ACH-000075,0.191872740411
ACH-000078,0.00140215934014
ACH-000082,0.0156000744797
ACH-000085,-0.025754535383799997
ACH-000086,-0.162431350668
ACH-000087,-0.16906138042899999
ACH-000092,-0.152540287259
ACH-000095,-0.0185961284921
ACH-000097,-0.170973718811
ACH-000098,-0.0781806298267
ACH-000099,-0.024848513378599998
ACH-000108,-0.0747220269302
ACH-000113,-0.00500104448873
ACH-000115,-0.07654829949260002
ACH-000116,-0.0652757443326
ACH-000118,0.10218218878699999
ACH-000120,-0.108087060791
ACH-000123,-0.0125139933198
ACH-000127,-0.0416810847749
ACH-000128,-0.13022745604699998
ACH-000132,-0.154273126329
ACH-000133,-0.08026140082660001
ACH-000137,0.0260833055333
ACH-000138,-0.0333450728023
ACH-000142,-0.15088922984099998
ACH-000143,-0.12270166107000001
ACH-000146,-0.0676861835461
ACH-000148,-0.07449785103460001
ACH-000150,-0.391106731699
ACH-000152,-0.154470748001
ACH-000153,-0.599227956784
ACH-000159,-0.05081246373790001
ACH-000160,-0.225093841397
ACH-000163,-0.262078083079
ACH-000167,0.116856821975
ACH-000168,0.041222489526300005
ACH-000169,-0.0685794712646
ACH-000178,0.08693571401820001
ACH-000182,-0.160353892539
ACH-000183,-0.314613483135
ACH-000188,0.0854699654204
ACH-000189,-0.178825211052
ACH-000190,-0.170989067439
ACH-000198,-0.118566726292
ACH-000204,-0.05465392089650001
ACH-000206,0.266563311037
ACH-000207,-0.411750714367
ACH-000211,-0.0456846469838
ACH-000215,-0.0985422695028
ACH-000221,-0.0375859780524
ACH-000222,-0.050804576970100004
ACH-000223,-0.008203700763770002
ACH-000226,-0.160624207011
ACH-000227,-0.337716528297
ACH-000228,0.0400101485307
ACH-000231,-0.129413714175
ACH-000232,-0.1642287649
ACH-000233,-0.15001797124000002
ACH-000234,-0.00469540960919
ACH-000235,-0.0848308957522
ACH-000237,-0.165879463776
ACH-000238,0.0829988484588
ACH-000243,-0.0226863804408
ACH-000244,-0.0506386988728
ACH-000246,-0.131457994978
ACH-000248,0.171837578813
ACH-000250,-0.09858534828439999
ACH-000251,-0.024826121138
ACH-000253,-0.09449786676280002
ACH-000255,-0.0378758670615
ACH-000256,-0.07170694289610001
ACH-000257,-0.0019179608201400002
ACH-000258,0.335332106281
ACH-000259,-0.018956156669900002
ACH-000260,0.025950221035199998
ACH-000261,-0.0574289504526
ACH-000262,0.118811237146
ACH-000263,0.14411917312699998
ACH-000264,-0.04493280822919999
ACH-000265,0.0272132584736
ACH-000266,0.060602800388000005
ACH-000272,-0.041597624945199994
ACH-000273,-0.0329958540045
ACH-000274,-0.268602699053
ACH-000277,-0.0511813702244
ACH-000278,0.09882557265339999
ACH-000279,-0.180372426309
ACH-000280,-0.0410854482678
ACH-000281,0.150121348909
ACH-000288,-0.185187572772
ACH-000291,0.0337790660829
ACH-000293,-0.375668112891
ACH-000294,-0.13028050138
ACH-000295,-0.05175180174
ACH-000296,-0.171828711968
ACH-000302,-0.245415551569
ACH-000304,0.120842178574
ACH-000307,-0.12713862999199999
ACH-000308,-0.049937053333400004
ACH-000310,-0.37892539489699995
ACH-000311,0.163831040802
ACH-000312,-0.211937482791
ACH-000315,-0.08379518138639999
ACH-000316,-0.165172752644
ACH-000317,-0.013340673147
ACH-000318,-0.09420452070669999
ACH-000319,-0.198706018331
ACH-000320,0.00605621568032
ACH-000322,0.0259375085385
ACH-000323,0.029839903076400002
ACH-000324,-0.08384578756410001
ACH-000329,-0.132163183898
ACH-000330,-0.228079177032
ACH-000331,0.028081433860400004
ACH-000332,-0.08082985496
ACH-000334,-0.140096156185
ACH-000335,-0.048189295145
ACH-000336,0.021720336442
ACH-000337,-0.013563425677100002
ACH-000339,0.027341394767700002
ACH-000341,0.040916158789400005
ACH-000348,-0.19861173487300002
ACH-000350,0.22719523426999996
ACH-000352,-0.185928369075
ACH-000356,-0.0989827333581
ACH-000361,0.0206031876659
ACH-000362,-0.09361673893539998
ACH-000363,-0.0583038310186
ACH-000364,-0.304447196371
ACH-000365,-0.0835593396951
ACH-000366,0.06921624046630001
ACH-000368,-0.162356050541
ACH-000374,0.082115725828
ACH-000375,0.0559133834076
ACH-000376,-0.133655282603
ACH-000381,-0.054743286178400005
ACH-000383,0.0255879914623
ACH-000387,-0.128529628527
ACH-000389,0.199661837852
ACH-000390,-0.0741089915393
ACH-000393,-0.023116146908100002
ACH-000395,-0.345349198548
ACH-000397,-0.08430409810249999
