,LYZ (4069)
ACH-000004,0.09012808403389999
ACH-000007,-0.0516830990526
ACH-000009,0.119989551977
ACH-000011,-0.0900696671968
ACH-000012,0.0983843473722
ACH-000013,0.045955080896699994
ACH-000014,0.0669581550898
ACH-000015,-0.09223564602630001
ACH-000017,0.0800320002862
ACH-000018,0.07399484960660001
ACH-000019,0.0028538048650200002
ACH-000021,-0.15324413325300001
ACH-000022,-0.0427138002285
ACH-000025,-0.0048617262087399995
ACH-000028,-0.047262235926400005
ACH-000030,0.0916032942663
ACH-000035,0.042828707547500004
ACH-000036,0.048187700951899996
ACH-000037,-0.187969561996
ACH-000039,-0.114439921997
ACH-000040,0.0566771289223
ACH-000041,-0.0433190210181
ACH-000042,0.205625843002
ACH-000045,-0.08428624154009999
ACH-000047,-0.0171392050085
ACH-000052,-0.248132632891
ACH-000053,-0.02141699017
ACH-000054,-0.0279492725001
ACH-000055,0.025974785959099998
ACH-000060,0.138134224189
ACH-000067,-0.0598326106946
ACH-000070,0.184251813661
ACH-000075,-0.15142768198200002
ACH-000078,0.18577820057500002
ACH-000082,0.106310757522
ACH-000085,-0.00790673491238
ACH-000086,-0.201562513019
ACH-000087,-0.023030109996099998
ACH-000092,0.0108220258971
ACH-000095,0.0325906897151
ACH-000097,-0.17171619972399998
ACH-000098,0.11863561270199999
ACH-000099,0.0229656258483
ACH-000108,0.23625673400199998
ACH-000113,-0.0624680589943
ACH-000115,0.0398186849398
ACH-000116,0.0208293616252
ACH-000118,0.0252514590746
ACH-000120,0.0145960720358
ACH-000123,0.029571419901799997
ACH-000127,0.0181205776829
ACH-000128,0.165176154785
ACH-000132,0.193409012681
ACH-000133,-0.16780144733199998
ACH-000137,-0.0838573332252
ACH-000138,0.139769789671
ACH-000142,0.127523176679
ACH-000143,0.07204276959539999
ACH-000146,0.08429905330450001
ACH-000148,-0.019103266904
ACH-000150,-0.0585477047234
ACH-000152,0.097271029814
ACH-000153,-0.161502630694
ACH-000159,0.172031151215
ACH-000160,0.040631338443300004
ACH-000163,0.015620416688299998
ACH-000167,0.15168182295399998
ACH-000168,0.0037722078407199993
ACH-000169,0.09858442636050001
ACH-000178,-0.114281982033
ACH-000182,0.032878837898
ACH-000183,0.157127128322
ACH-000188,0.11451567071799999
ACH-000189,-0.302777640095
ACH-000190,-0.0242318336406
