,PPFIBP2 (8495)
ACH-000004,-0.187736581401
ACH-000007,0.042724894072900005
ACH-000009,0.14341525309800002
ACH-000011,-0.0132815851944
ACH-000012,0.0118512429374
ACH-000013,-0.07116379531639999
ACH-000014,-0.0529149496837
ACH-000015,0.150937213131
ACH-000017,-0.111893437219
ACH-000018,0.028027187558300002
ACH-000019,0.252059610743
ACH-000021,-0.127767033454
ACH-000022,-0.0290106659735
ACH-000025,-0.11927995664
ACH-000028,0.08000394646930001
ACH-000030,-0.04830610976559999
ACH-000035,-0.09032192458360001
ACH-000036,-0.0124631927804
ACH-000037,0.09452087551510001
ACH-000039,0.26521758436500004
ACH-000040,0.07253120135260001
ACH-000041,-0.160337530138
ACH-000042,-0.0539464709801
ACH-000045,0.300296515898
ACH-000047,0.07972519933899999
ACH-000052,0.197754594059
ACH-000053,0.0873268774989
ACH-000054,0.165999398532
ACH-000055,0.0574396829839
ACH-000060,0.0439123787471
ACH-000067,-0.0385950005347
ACH-000070,0.105123148721
ACH-000075,0.23951692420200002
ACH-000078,0.0958943933107
ACH-000082,-0.101987723174
ACH-000085,0.130614653375
ACH-000086,0.144359220037
ACH-000087,0.13430412019500002
ACH-000092,0.0256518474744
ACH-000095,-0.04824935194619999
ACH-000097,-0.00444519456099
ACH-000098,0.030814027688
ACH-000099,-0.45008737918
ACH-000108,0.25311098738000004
ACH-000113,-0.0160235519518
ACH-000115,0.0737913458756
ACH-000116,-0.141200277297
ACH-000118,0.169673355777
ACH-000120,-0.0320089253047
ACH-000123,-0.04058464164430001
ACH-000127,0.081394731505
ACH-000128,-0.07256585528250001
ACH-000132,-0.060038321572500004
ACH-000133,0.13169683387199999
ACH-000137,-0.211779955941
ACH-000138,-0.115579592697
ACH-000142,-0.018886299294
ACH-000143,-0.144489552081
ACH-000146,-0.0157459006543
ACH-000148,-0.0042568468812
ACH-000150,-0.07091269764830001
ACH-000152,0.07328833264080001
ACH-000153,-0.0858925161897
ACH-000159,0.147869740407
ACH-000160,0.118232762485
ACH-000163,0.138131726684
ACH-000167,0.17646210993500003
ACH-000168,0.248927337916
ACH-000169,0.106143235734
ACH-000178,0.140607247672
ACH-000182,-0.0376078014253
ACH-000183,0.169318965531
ACH-000188,-0.0360111250654
ACH-000189,0.31233972467300003
ACH-000190,-0.156383965506
ACH-000198,-0.146796334797
ACH-000204,0.10481477039100001
ACH-000206,0.0428776224677
ACH-000207,0.232163167539
ACH-000211,0.136266236184
ACH-000215,0.0152188743385
ACH-000221,0.159308140591
ACH-000222,-0.22924170151099998
ACH-000223,0.0973235959588
ACH-000226,-0.0978216988373
ACH-000227,-0.26406229862
ACH-000228,0.128529950374
ACH-000231,-0.0751773921247
ACH-000232,0.026644122007400003
ACH-000233,0.04822940821880001
ACH-000234,0.0981010956701
ACH-000235,-0.07418527998169999
ACH-000237,-0.0823584304457
ACH-000238,-0.15628030885299998
ACH-000243,0.0282282631706
ACH-000244,0.204812206981
ACH-000246,-0.000435917038721
ACH-000248,0.148861883795
ACH-000250,0.0158630427638
ACH-000251,-0.13352804929
ACH-000253,-0.038075911890500004
ACH-000255,-0.049212942737499994
ACH-000256,0.00814858300516
ACH-000257,0.0851976905537
ACH-000258,0.0829081975808
ACH-000259,-0.028298326172000003
ACH-000260,0.126574686313
ACH-000261,0.0191060281453
ACH-000262,0.0975964721658
ACH-000263,0.0982101906432
ACH-000264,-0.0688521166664
ACH-000265,0.0018092255046099999
ACH-000266,-0.046087754350300006
ACH-000272,0.07301926481110001
ACH-000273,0.146056061037
ACH-000274,-0.0367666710043
ACH-000277,0.176753867519
ACH-000278,-0.21951443285799999
ACH-000279,-0.00437872912967
ACH-000280,0.00577106080696
ACH-000281,-0.056865889588699994
ACH-000288,-0.0433846073941
ACH-000291,-0.010731591581299998
ACH-000293,0.0194412988155
ACH-000294,-0.152450712267
ACH-000295,-0.08990270512330001
ACH-000296,0.0148510965102
ACH-000302,0.11007740770999999
ACH-000304,0.0443162162616
ACH-000307,-0.00968785739759
ACH-000308,0.07466794217960002
ACH-000310,-0.159283679581
ACH-000311,-0.13153288283
ACH-000312,-0.12476476459000001
ACH-000315,-0.12209879720799999
ACH-000316,-0.056131267238499996
ACH-000317,0.11498038150800001
