,CCER2 (643669)
ACH-000004,0.099575671054
ACH-000007,0.0672492800534
ACH-000009,0.0562647945727
ACH-000011,0.136497395228
ACH-000012,-0.10484928302799999
ACH-000013,-0.344005568711
ACH-000014,-0.00531063138797
ACH-000015,-0.0835117782225
ACH-000017,-0.0578434838366
ACH-000018,-0.514349072127
ACH-000019,0.312977501868
ACH-000021,7.23696526987e-05
ACH-000022,-0.177911110452
ACH-000025,0.0532941494021
ACH-000028,0.0636523360056
ACH-000030,-0.083481513845
ACH-000035,-0.331181281594
ACH-000036,-0.121516575585
ACH-000037,-0.08985868135680002
ACH-000039,0.0161223948141
ACH-000040,-0.0758358938696
ACH-000041,0.060101844875
ACH-000042,0.0645475797363
ACH-000045,0.0308431249642
ACH-000047,-0.0872115539136
ACH-000052,-0.46705880192000004
ACH-000053,-0.177454357646
ACH-000054,-0.0506444736748
ACH-000055,-0.0758738019437
ACH-000060,-0.11256398400499999
ACH-000067,-0.0797031756322
ACH-000070,0.0389197605647
ACH-000075,-0.09322810442780001
ACH-000078,0.028999057918099997
ACH-000082,-0.12162500166899999
ACH-000085,-0.0680422932665
ACH-000086,-0.083135099652
ACH-000087,0.0213287015859
ACH-000092,-0.11193370351500001
ACH-000095,0.013504598945
ACH-000097,-0.0431005043961
ACH-000098,-0.132842302666
ACH-000099,0.0118370415643
ACH-000108,0.051834904387300006
ACH-000113,0.0673393317593
ACH-000115,0.0568978017
ACH-000116,-0.0122387001457
ACH-000118,-0.122492656481
ACH-000120,0.0290544180112
ACH-000123,-0.0311318447258
ACH-000127,0.010301767219
ACH-000128,0.110402313139
ACH-000132,0.11946142047800001
ACH-000133,-0.09841445888070001
ACH-000137,-0.21426697148200002
ACH-000138,0.00805075704372
ACH-000142,-0.19817164731800002
ACH-000143,-0.21139228008900002
ACH-000146,0.020769262484
ACH-000148,0.0648957947464
ACH-000150,-0.209866359991
ACH-000152,-0.018724926040799998
ACH-000153,0.117851142751
ACH-000159,-0.215461445123
ACH-000160,-0.164149805058
ACH-000163,-0.0591942375065
ACH-000167,0.22760441415
ACH-000168,0.204855570953
ACH-000169,-0.005371746211189999
ACH-000178,-0.125959697647
ACH-000182,0.023975716878800003
ACH-000183,-0.281546942328
ACH-000188,-0.159717770367
ACH-000189,0.18894894605700002
ACH-000190,-0.17052118044599998
ACH-000198,0.0180448555892
ACH-000204,-0.12470299373600001
ACH-000206,-0.20447887743299997
ACH-000207,-0.39937347810900004
ACH-000211,-0.0613809134796
ACH-000215,0.0570945492015
ACH-000221,-0.07396563073149999
ACH-000222,-0.150426959475
ACH-000223,0.012287590736100001
ACH-000226,-0.222546729115
ACH-000227,-0.17685802050799998
ACH-000228,-0.131265021504
ACH-000231,-0.0014051043503199997
ACH-000232,-0.13805476069
ACH-000233,-0.040907244581499996
ACH-000234,-0.0172399490215
ACH-000235,0.0143535792441
ACH-000237,-0.152684708208
ACH-000238,-0.13656010933
ACH-000243,0.047867192550800006
ACH-000244,-0.016901437238200003
ACH-000246,-0.0508061387758
ACH-000248,0.005386291684109999
ACH-000250,-0.218370639209
ACH-000251,-0.0529036301913
ACH-000253,-0.035845605274400005
ACH-000255,-0.0911500858626
ACH-000256,0.121298259569
ACH-000257,-0.0637361733685
ACH-000258,-0.04804266882450001
ACH-000259,0.103761173973
ACH-000260,-0.0616480464316
ACH-000261,-0.12638493489
ACH-000262,-0.0709410365893
ACH-000263,-0.217927126913
ACH-000264,0.09257670163529999
ACH-000265,0.060046359983900004
ACH-000266,-0.00558932422112
ACH-000272,-0.0175656992998
ACH-000273,0.00380525020287
ACH-000274,-0.0308333253708
ACH-000277,0.000318935118601
ACH-000278,-0.0989771695786
ACH-000279,0.0908665133433
ACH-000280,-0.15426122226
ACH-000281,0.251793928503
ACH-000288,0.027274537479599997
ACH-000291,-0.0541958288625
ACH-000293,-0.34241633043700004
ACH-000294,-0.10488892256200001
ACH-000295,-0.407008230298
ACH-000296,0.105298040177
ACH-000302,-0.0855939356976
ACH-000304,0.106515150699
ACH-000307,0.0757780470711
ACH-000308,-0.143535758036
ACH-000310,0.0250702273653
ACH-000311,0.136516885105
ACH-000312,0.22463334925700001
ACH-000315,-0.424270999981
ACH-000316,-0.0028750363257100003
ACH-000317,0.251886546721
ACH-000318,-0.09233144499880001
ACH-000319,0.0891957141717
ACH-000320,0.16874499290699999
ACH-000322,0.0557127464529
ACH-000323,-0.00879190994764
ACH-000324,-0.0652127237288
ACH-000329,-0.0970301877097
ACH-000330,-0.0676487039746
ACH-000331,0.0217993752663
ACH-000332,0.0157691217908
ACH-000334,0.165436076894
ACH-000335,-0.251196308552
ACH-000336,-0.249939158623
ACH-000337,0.0331959630112
ACH-000339,-0.140751188169
