,UCHL5 (51377)
ACH-000004,-0.402536381008
ACH-000007,-0.950369961938
ACH-000009,-0.263855357417
ACH-000011,-0.7784919888519999
ACH-000012,-0.635006067866
ACH-000013,-0.671300075104
ACH-000014,-0.251343523418
ACH-000015,-0.642982785673
ACH-000017,-0.779375547071
ACH-000018,-0.472849884369
ACH-000019,-0.132215234344
ACH-000021,-0.23086343416900001
ACH-000022,-0.707540286994
ACH-000025,-0.5655299028630001
ACH-000028,-0.164099320451
ACH-000030,-0.321465199388
ACH-000035,-0.488430121302
ACH-000036,-0.89079961206
ACH-000037,-0.5725437618399999
ACH-000039,-0.489833667877
ACH-000040,-0.7100997213060001
ACH-000041,-0.335828755495
ACH-000042,-0.159463668572
ACH-000045,-0.33120733182900003
ACH-000047,-0.184948854208
ACH-000052,-0.443770444566
ACH-000053,-0.574545991137
ACH-000054,-0.542543728344
ACH-000055,-0.298344947691
ACH-000060,-0.8862437692030001
ACH-000067,-0.224283731212
ACH-000070,-0.562112988139
ACH-000075,-0.364808908579
ACH-000078,-0.291164821818
ACH-000082,-0.602792210824
ACH-000085,-0.368060223852
ACH-000086,-0.58200825716
ACH-000087,-0.33088964914
ACH-000092,-0.5457348956570001
ACH-000095,-0.46171099550899997
ACH-000097,-0.484729467952
ACH-000098,-0.354118329985
ACH-000099,-0.529249972619
ACH-000108,-0.191642623976
ACH-000113,-0.368933704503
ACH-000115,-0.6845419867560001
ACH-000116,-0.568347597606
ACH-000118,-0.33109362056200003
ACH-000120,-0.611776924127
ACH-000123,-0.441024845882
ACH-000127,-0.37035954279600003
ACH-000128,-0.625196658664
ACH-000132,-0.546093487492
ACH-000133,-0.721131166868
ACH-000137,-0.428444881091
ACH-000138,-0.642968522684
ACH-000142,-0.7052611218639999
ACH-000143,-0.5412314642480001
ACH-000146,-0.22056941401500002
ACH-000148,-0.710460372475
ACH-000150,-0.45546677954400006
ACH-000152,-0.21030432569899998
ACH-000153,-0.412764378265
ACH-000159,-0.542243575424
ACH-000160,-0.0244147348771
ACH-000163,-0.296106216999
ACH-000167,-0.296399764791
ACH-000168,-0.32172646527800003
ACH-000169,-0.490950571532
ACH-000178,-0.546669209292
ACH-000182,-0.5003031162780001
ACH-000183,-0.550221088397
ACH-000188,-0.21201787377999998
ACH-000189,-0.20484320465599998
ACH-000190,-0.23277258783399998
ACH-000198,-0.627706245392
ACH-000204,-0.6148495293280001
ACH-000206,-0.8142331496870001
ACH-000207,-0.297730827726
ACH-000211,-0.569351130251
ACH-000215,-0.490974601209
ACH-000221,-0.400200186029
ACH-000222,-0.428445472549
ACH-000223,-0.362954977284
ACH-000226,-0.8014770044930001
ACH-000227,-0.32385030624
ACH-000228,-0.34143954951
ACH-000231,-0.357370341077
ACH-000232,-0.327712760185
ACH-000233,-0.628753840593
ACH-000234,-0.503287496561
ACH-000235,-0.40270915828000003
ACH-000237,-0.810133806546
ACH-000238,-0.578210658162
ACH-000243,-0.609259912706
ACH-000244,-1.0261333493
ACH-000246,-0.613555649444
ACH-000248,-0.476855331554
ACH-000250,-0.614540987502
ACH-000251,-0.48487110249399995
ACH-000253,-0.560242135997
ACH-000255,-0.213585767663
ACH-000256,-0.38786251292900004
ACH-000257,-0.794380367201
ACH-000258,-0.322690247684
ACH-000259,-0.171816841057
ACH-000260,-0.5978342577260001
ACH-000261,-0.473627614004
ACH-000262,-0.6876407271420001
ACH-000263,-0.433530921025
ACH-000264,-1.04102023487
ACH-000265,-0.414326539929
ACH-000266,-0.08894631909769998
ACH-000272,-0.227916908955
ACH-000273,-0.387350652025
ACH-000274,-0.6749307565189999
ACH-000277,-0.7526545219149999
ACH-000278,-0.5279191836680001
ACH-000279,-0.422957666109
ACH-000280,-0.33553947857
ACH-000281,-0.377005674146
ACH-000288,-0.330786202773
ACH-000291,-0.34040142417499997
ACH-000293,-0.656930018782
ACH-000294,-0.567843085483
ACH-000295,-0.436537059211
ACH-000296,-0.8704812252159999
ACH-000302,-0.353314580581
ACH-000304,-0.509419383452
ACH-000307,-0.477350099976
ACH-000308,-0.241322588478
ACH-000310,-0.313927510812
ACH-000311,-0.49993324695200003
ACH-000312,-0.37578045472099997
ACH-000315,-0.248974890717
ACH-000316,-0.637611324041
ACH-000317,-0.929473055288
ACH-000318,-0.704879859566
ACH-000319,-0.218562044696
ACH-000320,-0.48572919569300005
ACH-000322,-0.6394856667719999
ACH-000323,-0.675608184535
ACH-000324,-0.299706452841
ACH-000329,-0.391513662651
ACH-000330,-0.311381451267
ACH-000331,-0.541311738174
ACH-000332,-0.630259198103
ACH-000334,-0.226399530493
ACH-000335,-1.10684016766
ACH-000336,0.416412116659
ACH-000337,-0.55027219724
ACH-000339,-0.228155724114
ACH-000341,-0.812170041223
ACH-000348,-0.5089277771230001
ACH-000350,-0.466455879207
ACH-000352,-0.346422415922
ACH-000356,-0.41270624412600004
ACH-000361,-0.546407774118
ACH-000362,-0.08675385915179999
ACH-000363,-0.579754282074
ACH-000364,-0.475479093294
ACH-000365,-0.402224570219
ACH-000366,-0.486308252839
ACH-000368,-0.195686309311
ACH-000374,-0.49718992876900003
ACH-000375,-0.405039250421
ACH-000376,-0.486343977803
ACH-000381,-0.599667100473
ACH-000383,-0.451144218046
ACH-000387,-0.35443453669799996
ACH-000389,-0.708564440711
ACH-000390,-0.5472471524220001
ACH-000393,-0.7677846257559999
ACH-000395,-0.33926004364699996
ACH-000397,-0.53014565895
ACH-000401,-0.704879084965
ACH-000402,-0.7472776043000001
ACH-000403,-0.34544075674
ACH-000404,-0.173952080024
ACH-000406,-0.335007960376
ACH-000407,-0.784062848296
ACH-000408,-0.175685280583
ACH-000410,-0.47884449938900003
ACH-000411,-0.592202061513
ACH-000414,-0.5689702432029999
ACH-000415,-0.560531216812
ACH-000416,-0.306091924485
ACH-000420,-0.764742524724
ACH-000421,-0.537218713168
ACH-000424,-1.1886012133
ACH-000425,-0.477365848606
ACH-000426,-0.9745360749349999
ACH-000427,-0.486762779652
ACH-000433,-0.38720710238899997
ACH-000436,-0.547121524353
ACH-000444,-0.693293627308
ACH-000445,-0.550725841596
ACH-000448,-0.7062056849070001
ACH-000450,-1.1203002069299999
ACH-000452,-0.47902578711000005
ACH-000454,-0.295562638936
ACH-000458,-0.421108733765
ACH-000459,-0.6790299340170001
ACH-000460,-0.557134516962
ACH-000461,-0.9083147434350001
ACH-000463,-0.5998981661739999
ACH-000464,-0.506686669177
ACH-000466,0.046137167621300004
ACH-000467,-0.5661580949180001
ACH-000468,-0.568000817078
ACH-000469,-0.603591245713
ACH-000470,-0.487053360701
ACH-000471,-0.7191606381010001
ACH-000472,-0.33080603460700003
ACH-000473,-0.376950802957
ACH-000475,-0.30811961154399997
ACH-000476,-0.21166849900100002
ACH-000477,-0.569663270141
ACH-000480,-0.501605439522
ACH-000481,-0.648410298252
ACH-000483,-0.621444280349
ACH-000484,-1.0453209493100002
ACH-000485,-0.299553642354
ACH-000486,-0.627798770418
ACH-000487,-0.733401812006
ACH-000488,-0.38084198854
ACH-000490,-0.487412691756
ACH-000491,-0.576733860471
ACH-000495,-0.574427554134
ACH-000496,-0.168666538277
ACH-000499,-0.716477950689
ACH-000500,-0.272858571226
ACH-000502,-0.674546033334
ACH-000503,-0.506359411465
ACH-000505,-0.764914464656
ACH-000507,-0.748200661893
ACH-000510,-0.45526745630300003
ACH-000511,-0.500083625896
ACH-000512,-0.16439966989
ACH-000516,-0.631182603333
ACH-000517,-0.364336726441
ACH-000518,-0.316145112667
ACH-000520,-0.6953087269850001
ACH-000521,-0.492107980604
ACH-000522,-0.140635065557
ACH-000524,-0.25909780514499997
ACH-000527,-0.61764948821
ACH-000528,-0.439579746559
ACH-000537,-0.181342400371
ACH-000541,-0.27124148095
ACH-000542,-0.454946077159
ACH-000544,-0.5464589714270001
ACH-000545,-0.675154951098
