,AP3M2 (10947)
ACH-000004,-0.17097414053399998
ACH-000007,-0.392473079816
ACH-000009,-0.112360444899
ACH-000011,-0.40311531738399997
ACH-000012,-0.187381576692
ACH-000013,-0.20887898506799998
ACH-000014,-0.180309139685
ACH-000015,-0.329600919677
ACH-000017,-0.109039330709
ACH-000018,-0.014272747334700001
ACH-000019,-0.333423470799
ACH-000021,-0.25479756474599996
ACH-000022,-0.397608993957
ACH-000025,-0.39643924954899995
ACH-000028,-0.243113835896
ACH-000030,-0.188886291759
ACH-000035,-0.595993387133
ACH-000036,-0.35460224062299994
ACH-000037,-0.45111108292499996
ACH-000039,-0.314363287865
ACH-000040,-0.309353257452
ACH-000041,-0.26746388141399996
ACH-000042,-0.44778980675700003
ACH-000045,-0.33381596289099996
ACH-000047,-0.197664838041
ACH-000052,-0.35605748243600005
ACH-000053,-0.22252360107799998
ACH-000054,-0.10081561491699999
ACH-000055,-0.21966050875999998
ACH-000060,-0.384280464864
ACH-000067,-0.329174983817
ACH-000070,-0.15231863771600002
ACH-000075,-0.306753243477
ACH-000078,-0.251639619177
ACH-000082,-0.303305126492
ACH-000085,0.154919656362
ACH-000086,-0.15857563935799998
ACH-000087,-0.311324844311
ACH-000092,-0.329577465401
ACH-000095,-0.0808340257235
ACH-000097,-0.36832269951499996
ACH-000098,-0.22848388437199998
ACH-000099,-0.345156446804
ACH-000108,-0.358693904151
ACH-000113,-0.103114890118
ACH-000115,-0.143141693264
ACH-000116,-0.60648871033
ACH-000118,-0.313929322998
ACH-000120,-0.173635833821
ACH-000123,-0.318532154553
ACH-000127,-0.28455274855900003
ACH-000128,-0.149413222708
ACH-000132,-0.245510737781
ACH-000133,-0.14871411216299998
ACH-000137,-0.38385645681100006
ACH-000138,-0.27939854164
ACH-000142,-0.07395967915280001
ACH-000143,-0.27158313028700004
ACH-000146,-0.32439731315299997
ACH-000148,-0.24592393426399997
ACH-000150,-0.337174192376
ACH-000152,-0.37024970687299996
ACH-000153,0.017758522475400003
ACH-000159,-0.371589284256
ACH-000160,-0.140924678853
ACH-000163,-0.267162091933
ACH-000167,-0.126530649878
ACH-000168,-0.39859410869
ACH-000169,-0.22235501413400002
ACH-000178,-0.271129422446
ACH-000182,-0.315867604243
ACH-000183,-0.269202478151
ACH-000188,-0.442388335646
ACH-000189,-0.27334984578899996
ACH-000190,-0.32478747649399997
ACH-000198,-0.14075428954500002
ACH-000204,-0.181948405049
ACH-000206,-0.319034453937
ACH-000207,-0.22213414319400002
ACH-000211,-0.295964309741
ACH-000215,-0.282324756645
ACH-000221,-0.35273277267399994
ACH-000222,-0.0697806164629
