,SUGT1 (10910)
ACH-000257,-0.35127914564499996
ACH-000258,-0.841155709258
ACH-000259,-0.276701390046
ACH-000260,-0.719530928039
ACH-000261,-0.8330075946619999
ACH-000262,-1.04891303271
ACH-000263,-0.625157671817
ACH-000264,-0.255499337905
ACH-000265,-0.676468995555
ACH-000266,-0.7621754245640001
ACH-000272,-0.288907497514
ACH-000273,-0.8637711852940001
ACH-000274,-1.5375811250600002
ACH-000277,-0.651760671413
ACH-000278,-0.9727576309929999
ACH-000279,-0.41243582571500004
ACH-000280,-0.63828755607
ACH-000281,-0.636555744336
ACH-000288,-0.62078232041
ACH-000291,-0.674427290519
ACH-000293,-0.699238485294
ACH-000294,-0.293242395961
ACH-000295,-0.7662167596160001
ACH-000296,-0.523420541634
ACH-000302,-0.473542436599
ACH-000304,-0.9839941398600001
ACH-000307,-1.2457933773899998
ACH-000308,-1.02554404502
ACH-000310,-0.6198315397640001
ACH-000311,-0.884677367233
ACH-000312,-0.6307579432399999
ACH-000315,-0.593677192549
ACH-000316,-0.826326491387
ACH-000317,-0.858689345396
ACH-000318,-0.988041265632
ACH-000319,-0.536147395084
ACH-000320,-0.833123474027
ACH-000322,-1.21135861877
ACH-000323,-0.623430379562
ACH-000324,-0.562573466967
ACH-000329,-0.503958281434
ACH-000330,-0.535833281444
ACH-000331,-1.1548845324400001
ACH-000332,-0.503440705704
ACH-000334,-0.52022523751
ACH-000335,-0.74847155553
ACH-000336,-1.32981238846
ACH-000337,-0.060666651953
ACH-000339,-0.682416342876
ACH-000341,-0.625059262943
ACH-000348,-0.719677117681
ACH-000350,-0.7392772210690001
ACH-000352,-0.662709946145
ACH-000356,-0.9379209404200001
ACH-000361,-0.59189816641
ACH-000362,-0.703953393685
ACH-000363,-0.266613507209
ACH-000364,-0.799085523529
ACH-000365,-0.613531425266
ACH-000366,-0.377613512892
ACH-000368,-0.988685976723
ACH-000374,-0.908754494154
ACH-000375,-0.580852396135
ACH-000376,-0.702666311278
ACH-000381,-1.27786852026
ACH-000383,-0.6771081121979999
ACH-000387,-0.583505895958
ACH-000389,-0.793772527361
ACH-000390,-0.547000158455
ACH-000393,-0.813525915173
ACH-000395,-0.9605747209119999
ACH-000397,-1.22907042847
ACH-000401,-0.761448744742
ACH-000402,-0.93314473435
ACH-000403,-0.673138072807
ACH-000404,-0.7871036638240001
ACH-000406,-0.583693788714
ACH-000407,-1.19567035491
ACH-000408,-0.443009237178
ACH-000410,-0.623240550031
ACH-000411,-0.7698580637469999
ACH-000414,-0.942475668584
ACH-000415,-0.585658944802
ACH-000416,-0.476275553826
ACH-000420,-0.931864968257
ACH-000421,-0.7473867581929999
ACH-000424,-0.6930767826890001
ACH-000425,-0.6614398407769999
ACH-000426,-1.1728321751200002
ACH-000427,-0.8866125100769999
ACH-000433,-0.9109211315569999
ACH-000436,-0.348573790224
ACH-000444,-0.743691168504
ACH-000445,-0.6798622093369999
ACH-000448,-1.06907257347
ACH-000450,-0.9430853156110001
ACH-000452,-0.86293743214
ACH-000454,-0.902374729911
ACH-000458,-1.19320991839
ACH-000459,-0.599910450486
ACH-000460,-0.5796716100779999
ACH-000461,-1.35588888301
ACH-000463,-0.723336814615
ACH-000464,-0.906828464226
ACH-000466,-0.8731363955239999
ACH-000467,-0.495544630759
ACH-000468,-0.659902941284
ACH-000469,-0.669211349525
ACH-000470,-0.467108465976
ACH-000471,-1.3031202991600002
ACH-000472,-0.6490115468500001
ACH-000473,-0.36037345407
ACH-000475,-0.5269807511
ACH-000476,-1.01072729589
ACH-000477,-0.746065788369
ACH-000480,-0.466785040679
ACH-000481,-0.681314155279
ACH-000483,-0.33023010817
ACH-000484,-0.545705130013
ACH-000485,-0.947321105622
ACH-000486,-0.8265987315700001
ACH-000487,-0.45889252726499996
ACH-000488,-0.833363342888
ACH-000490,-1.09973953524
ACH-000491,-0.924792246598
ACH-000495,-0.302381887796
ACH-000496,-1.22944332448
ACH-000499,-0.680906764025
ACH-000500,-0.0162642856007
ACH-000502,-0.7099392380030001
ACH-000503,-1.10809032103
ACH-000505,-0.60261274515
ACH-000507,-0.661824502864
ACH-000510,-0.41267372816799996
ACH-000511,-1.3240293304100001
ACH-000512,-0.422105464886
ACH-000516,-1.06779319218
ACH-000517,-0.775018294804
ACH-000518,-0.920680815824
ACH-000520,-0.56948867408
ACH-000521,-1.18728827658
ACH-000522,-0.767603899185
ACH-000524,-0.577895418818
ACH-000527,-0.7146743881000001
ACH-000528,-1.33106733547
ACH-000537,-0.7258882872069999
ACH-000541,-1.22836337723
ACH-000542,-0.841759673723
ACH-000544,-0.6373253978710001
ACH-000545,-0.61434055459
ACH-000547,-0.466941876536
ACH-000548,-0.8784957632799999
ACH-000549,-0.774469582481
ACH-000550,-1.03689989887
ACH-000552,-0.448897147546
ACH-000556,-0.6860472640899999
ACH-000557,-0.521489046136
ACH-000570,-1.0935079752799999
ACH-000571,-0.675702087422
ACH-000573,-0.685414575486
ACH-000576,-0.6217273782339999
ACH-000580,-0.599432192696
ACH-000584,-0.517173667899
ACH-000585,-0.972889381858
ACH-000588,-0.440703755637
ACH-000589,-0.7473649956559999
ACH-000591,-1.06775504192
ACH-000593,-0.466769828509
ACH-000600,-0.43175130202699996
ACH-000601,-0.668458588374
ACH-000604,-0.527854471669
ACH-000605,-0.9751235074250001
ACH-000606,-0.713395892814
ACH-000608,-0.451676000491
ACH-000614,-0.534804009618
ACH-000616,-0.897148078626
ACH-000618,-0.39535373342600005
ACH-000619,-0.300637837432
ACH-000620,-0.571495676348
ACH-000621,-0.693787309134
ACH-000622,-0.637551994123
ACH-000623,-1.06629158035
ACH-000624,-0.414600581504
ACH-000627,-0.7872097878990001
ACH-000630,-0.676729498092
ACH-000632,-1.12455257933
ACH-000633,-0.619560691838
ACH-000637,-0.703865850173
ACH-000638,-0.869676369468
ACH-000646,-0.24985121979299998
ACH-000647,-0.33387786051999996
ACH-000648,-0.761224756099
ACH-000649,-0.48366388315
ACH-000651,-0.580819033324
ACH-000652,-0.7739590281209999
ACH-000653,-0.34062813682
ACH-000657,-0.8912259298280001
ACH-000658,-1.1077771059100001
ACH-000661,-0.623448443784
ACH-000662,-1.2357633137200001
ACH-000663,-0.80625402935
ACH-000665,-0.639391989052
ACH-000671,-0.540333977396
ACH-000673,-1.09897397913
ACH-000676,-0.67907492111
ACH-000677,-0.481419695719
ACH-000681,-0.35259626796
ACH-000682,-0.468235988766
ACH-000683,-0.48691895462800006
ACH-000684,-0.7882625636630001
ACH-000688,-0.8757366374169999
ACH-000693,-0.7417675891329999
ACH-000694,-0.882124818419
ACH-000695,-0.708922115828
ACH-000696,-0.643546684809
ACH-000697,-0.616238237407
ACH-000699,-0.8975731908110001
ACH-000701,-0.473439672866
ACH-000706,-0.507879879391
ACH-000711,-0.641188704902
ACH-000713,-1.11114989453
ACH-000714,-0.8906540276739999
ACH-000718,-1.47321597711
ACH-000720,-0.717566288349
ACH-000721,-0.7121381559379999
ACH-000724,-0.579792356823
ACH-000725,-0.8326584542409999
ACH-000732,-0.40227932088299995
ACH-000734,-0.652079591347
ACH-000735,-0.693884388249
ACH-000736,-0.74057578026
ACH-000738,-1.23903159471
ACH-000746,-0.32336192654
ACH-000747,-0.6472701519740001
ACH-000748,-0.6784628457269999
ACH-000753,-0.526729914036
ACH-000756,-0.270306757814
ACH-000757,-0.784426276099
ACH-000758,-0.682493974216
ACH-000760,-0.50718003128
ACH-000763,-0.977916305311
ACH-000764,-0.49799723467100004
ACH-000765,-1.09266966501
ACH-000766,-0.863258555378
ACH-000767,-0.390408123376
ACH-000768,-0.84759133367
ACH-000769,-0.446375341875
ACH-000770,-0.788873232046
ACH-000771,-0.9401781978679999
ACH-000773,-0.477957799487
ACH-000776,-0.819869640265
ACH-000777,-1.27175488082
ACH-000778,-0.518138422863
ACH-000781,-0.750995884854
ACH-000782,-0.9451885208349999
ACH-000783,-0.47032069564199996
ACH-000784,-0.732865282309
ACH-000785,-0.324964636319
ACH-000787,-0.729445139807
ACH-000788,-0.946171102354
ACH-000791,-0.9274396729350001
ACH-000792,-0.481825597275
ACH-000794,-0.552140780924
ACH-000796,-0.849183382427
ACH-000799,-0.624163268235
ACH-000800,-1.03695863268
ACH-000802,-0.6397736243509999
ACH-000804,-0.729641185479
ACH-000805,-0.549772042372
ACH-000809,-0.68486427526
ACH-000810,-0.657686342624
ACH-000811,-0.586599385495
ACH-000817,-0.363920442514
ACH-000819,-0.728834756178
ACH-000820,-1.13662202434
ACH-000821,-0.38926674321599997
ACH-000822,-0.650008256237
ACH-000823,-0.305201000143
ACH-000824,-0.773147623875
ACH-000827,-0.947216723143
ACH-000829,-0.22135703489
ACH-000831,-0.74836968345
ACH-000832,-0.660812174547
ACH-000833,-0.774100431955
ACH-000834,-0.838235877458
ACH-000835,-0.48446915001199997
ACH-000836,-0.9474648332619999
ACH-000837,-0.550925182798
ACH-000838,-0.33081847596999997
ACH-000839,-0.9851557479080001
ACH-000840,-0.941822107742
ACH-000841,-0.6736655098569999
ACH-000843,-1.0221312734899999
ACH-000846,-0.838497240359
ACH-000847,-0.76396397881
ACH-000848,-0.925789251701
ACH-000849,-0.63731692203
ACH-000851,-0.680732029772
ACH-000855,-0.650948982777
ACH-000856,-0.7930563607950001
ACH-000858,-0.500161159848
ACH-000859,-0.49718719318800003
ACH-000861,-0.918754166964
ACH-000862,-0.972659178507
ACH-000865,-0.423419789674
ACH-000866,-0.8833015808879999
ACH-000867,-0.862880480417
ACH-000869,-0.531709855387
ACH-000872,-0.759404743357
ACH-000873,-0.700256418057
ACH-000876,-0.6733651339569999
ACH-000878,-0.7922288229359999
ACH-000880,-0.809845367099
ACH-000881,-0.736457926884
ACH-000882,-0.809832656481
ACH-000884,-0.6709243113009999
ACH-000885,-0.6660497240559999
ACH-000887,-0.471534462452
ACH-000888,-0.60322060689
ACH-000889,-0.44170567778700004
ACH-000890,-0.869844736613
ACH-000896,-1.19606890091
ACH-000898,-0.351805983427
ACH-000900,-0.704394423282
ACH-000901,-0.8937683814740001
ACH-000905,-0.950377747686
ACH-000906,-0.584454876061
ACH-000907,-0.530717348001
ACH-000910,-0.37136871096999996
ACH-000911,-0.839914651019
ACH-000912,-0.7342976076800001
ACH-000913,-0.722969905826
ACH-000915,-0.9862869030589999
ACH-000916,-0.9102600477580001
ACH-000917,-0.559425077816
ACH-000921,-0.74933067356
ACH-000924,-0.802620699989
ACH-000926,-0.541488485087
ACH-000928,-0.9574031424889999
ACH-000929,-0.7901522140330001
ACH-000932,-0.936919309977
ACH-000935,-0.8911091380399999
ACH-000936,-0.579493659106
ACH-000937,-0.46132049916699996
ACH-000938,-0.559909929815
ACH-000939,-0.44364963556500003
ACH-000941,-0.150772028398
ACH-000943,-0.711268124429
ACH-000946,-0.8101858585230001
ACH-000947,-0.587656561249
ACH-000948,-0.7720212223749999
ACH-000950,-0.717103060346
ACH-000953,-1.04068192084
ACH-000957,-0.93291637491
ACH-000958,-0.9019231308600001
ACH-000960,-0.41523030010300005
ACH-000963,-1.16019461419
ACH-000968,-0.847687882217
ACH-000969,-0.563390212617
ACH-000973,-0.804158021845
ACH-000974,-0.653919446881
ACH-000975,-0.35362313191399997
ACH-000976,-0.971022646591
ACH-000978,-0.597887419515
ACH-000980,-0.32347892522
ACH-000984,-0.602013136294
ACH-000986,-0.632809945619
ACH-000988,-0.593685687286
ACH-000993,-0.133444882656
ACH-000994,-0.8074629073559999
ACH-000996,-0.867470775847
ACH-001001,-0.558198411021
ACH-001020,-1.06658317893
ACH-001028,-0.545104168674
ACH-001031,-0.858150727791
ACH-001038,-0.351185738003
ACH-001048,-0.466505767113
ACH-001050,-0.611306234525
ACH-001053,-0.62024455148
ACH-001054,-0.587120730605
ACH-001061,-0.591470790584
ACH-001067,-0.532149377299
ACH-001075,-0.8664695561939999
ACH-001096,-0.31850613490699997
ACH-001128,-1.1079305183
ACH-001134,-0.779812494348
ACH-001151,-0.616719569403
ACH-001163,-0.544292022167
ACH-001164,-0.594521830292
ACH-001173,-0.566913166487
ACH-001183,-0.451739073737
ACH-001184,-0.5150355312830001
ACH-001190,-1.3477638204
ACH-001192,-0.645891043039
ACH-001193,-1.03774614108
ACH-001196,-0.670395100586
ACH-001197,-0.537286764359
ACH-001205,-0.700529454327
ACH-001211,-0.663770199988
ACH-001212,-0.614743083057
ACH-001228,-0.850499894843
ACH-001232,-0.417476866576
ACH-001239,-0.52985673043
ACH-001274,-1.2001932257899999
ACH-001275,-0.9424716506820001
ACH-001277,-0.42471188015100003
ACH-001278,-0.348162272471
ACH-001280,-0.37035182713799997
ACH-001283,-0.563762776725
ACH-001289,-0.5558757226300001
ACH-001295,-0.58899267214
ACH-001300,-0.673260934596
ACH-001301,-0.619293437936
ACH-001302,-0.68934879366
ACH-001303,-0.38911547402900004
ACH-001306,-0.695728994604
ACH-001318,-0.44233966143200004
ACH-001322,-0.8864864936579999
ACH-001328,-1.08840797338
ACH-001332,-0.687321375485
ACH-001333,-0.7357518989990001
ACH-001336,-0.952487851817
ACH-001340,-1.4162429625600002
ACH-001346,-0.522982297385
ACH-001353,-0.7066904329379999
ACH-001354,-0.235590747819
ACH-001367,-0.298727787971
ACH-001368,-0.570464684152
ACH-001374,-0.503067022768
ACH-001375,-0.488353408226
ACH-001377,-0.703261777307
ACH-001380,-1.01302116801
ACH-001391,-0.9262586222329999
ACH-001407,-1.01563456765
ACH-001408,-0.745274593973
ACH-001413,-0.644605763792
ACH-001430,-0.630844802815
ACH-001431,-0.455256862039
ACH-001450,-0.373753060694
ACH-001496,-0.48986875611
ACH-001500,-0.867798314991
ACH-001521,-0.9037690722849999
ACH-001523,-0.784921097351
ACH-001532,-0.644507260608
ACH-001536,-0.9524960073950001
ACH-001550,-1.12667418805
ACH-001552,-0.823188930992
ACH-001554,-0.607352280211
ACH-001645,-0.290043292278
ACH-001654,-0.530220307323
ACH-001715,-0.8904295036859999
ACH-001735,-0.620110121063
ACH-001736,-0.632185588948
ACH-001737,-0.958893482843
ACH-001740,-0.533083642352
ACH-001745,-0.575074336695
ACH-001750,-1.00824410554
ACH-001765,-0.542725717333
ACH-001956,-1.14070558067
ACH-001957,-0.288737263717
