,NFKBIB (4793)
ACH-000004,-0.22046533951299999
ACH-000007,-0.21474378355300003
ACH-000009,-0.311499823757
ACH-000011,-0.231907812579
ACH-000012,-0.237870263748
ACH-000013,-0.6023805508060001
ACH-000014,0.059904450169
ACH-000015,-0.329241669325
ACH-000017,-0.141326747738
ACH-000018,0.050910737615
ACH-000019,-0.627861586179
ACH-000021,-0.46120022176799996
ACH-000022,-0.353735696477
ACH-000025,-0.252103430095
ACH-000028,-0.267214017055
ACH-000030,-0.32794821035300004
ACH-000035,-0.316807193625
ACH-000036,-0.445053368645
ACH-000037,-0.20786265274399998
ACH-000039,-0.04619614627930001
ACH-000040,-0.08846741830430001
ACH-000041,-0.307989995204
ACH-000042,-0.116037709879
ACH-000045,-0.274676088524
ACH-000047,-0.20455274850299998
ACH-000052,-0.630403114671
ACH-000053,-0.432178618503
ACH-000054,-0.31298216861699996
ACH-000055,-0.36651776067100006
ACH-000060,-0.0901700258715
ACH-000067,-0.508686349246
ACH-000070,-0.046239000943099996
ACH-000075,-0.641649479859
ACH-000078,-0.190145384686
ACH-000082,-0.224394493775
ACH-000085,0.0640354613512
ACH-000086,-0.39545342164700004
ACH-000087,-0.168272334309
ACH-000092,-0.331987187161
ACH-000095,-0.250812374311
ACH-000097,-0.40373383180100003
ACH-000098,-0.374959977877
ACH-000099,-0.281000364894
ACH-000108,-0.0434198803797
ACH-000113,-0.453478101588
ACH-000115,-0.050010605853199996
ACH-000116,-0.307725624687
ACH-000118,-0.274256986002
ACH-000120,-0.21397423845400002
ACH-000123,-0.365082504397
ACH-000127,-0.335910643891
ACH-000128,-0.24220458797400002
ACH-000132,-0.09234107027249999
ACH-000133,-0.17035342729000003
ACH-000137,-0.407596827346
ACH-000138,-0.203955476329
ACH-000142,-0.398089624832
ACH-000143,-0.21383009662
ACH-000146,-0.39114264689499995
ACH-000148,-0.21421541794399998
ACH-000150,-0.11888801658199999
ACH-000152,-0.37391004475699996
ACH-000153,-0.642316414585
ACH-000159,-0.130043499566
ACH-000160,-0.489243499436
ACH-000163,-0.371158793874
ACH-000167,-0.500132679614
ACH-000168,-0.46777734838600005
ACH-000169,-0.17377395551600003
ACH-000178,-0.304788429426
ACH-000182,-0.280146483316
ACH-000183,-0.256435621413
ACH-000188,-0.424707477635
ACH-000189,-0.23008054597199998
ACH-000190,-0.456378670031
ACH-000198,-0.37598490504
ACH-000204,-0.332407522299
ACH-000206,-0.465738867047
ACH-000207,-0.195800334544
ACH-000211,-0.343778042231
ACH-000215,-0.213922332883
ACH-000221,-0.552854860679
ACH-000222,-0.327282074862
ACH-000223,-0.125069098186
ACH-000226,-0.217415138893
ACH-000227,-0.422579397556
ACH-000228,-0.164153594721
ACH-000231,-0.08985881261539999
ACH-000232,-0.293689164509
ACH-000233,-0.243776751657
ACH-000234,-0.41436875230899994
ACH-000235,-0.290670485966
ACH-000237,-0.180082394059
ACH-000238,-0.050041854022500006
ACH-000243,-0.37124006104900004
ACH-000244,0.05462527059
ACH-000246,-0.241223827016
ACH-000248,-0.21803993135299998
ACH-000250,-0.240458622797
ACH-000251,-0.807693227591
ACH-000253,-0.08075203712660001
ACH-000255,-0.399567786649
ACH-000256,-0.5005757636479999
ACH-000257,0.220997969688
ACH-000258,-0.397375470991
ACH-000259,-0.222360247642
ACH-000260,-0.367230904607
ACH-000261,-0.236824634624
ACH-000262,-0.737818832731
ACH-000263,0.125767998461
ACH-000264,-0.300621410003
ACH-000265,-0.309502821081
ACH-000266,-0.299207353948
ACH-000272,-0.272893390403
ACH-000273,-0.103809653772
ACH-000274,-0.18818458554099998
ACH-000277,-0.0783849331425
ACH-000278,-0.220065824932
ACH-000279,-0.122125887064
ACH-000280,-0.271956164338
ACH-000281,-0.012826569199600001
ACH-000288,0.0531162402337
ACH-000291,-0.36872318882
ACH-000293,-0.253476464736
ACH-000294,-0.407171676907
ACH-000295,-0.264915545482
ACH-000296,-0.597380788441
ACH-000302,-0.433061084476
ACH-000304,-0.288420504444
ACH-000307,-0.08815973123410001
ACH-000308,-0.394548343825
ACH-000310,-0.5769944917890001
ACH-000311,-0.346337594685
ACH-000312,-0.440316818755
ACH-000315,-0.18651866996199998
ACH-000316,-0.179164459512
ACH-000317,-0.0653557051901
ACH-000318,-0.283410033457
