,ACN9 (57001)
ACH-000004,0.131147659506
ACH-000007,0.038155106302900005
ACH-000009,0.320357505157
ACH-000011,0.13258992677200002
ACH-000012,0.201599273063
ACH-000013,0.166516930665
ACH-000014,-0.381533705854
ACH-000015,0.194364968601
ACH-000017,0.28235361488899996
ACH-000018,0.07909255882880001
ACH-000019,0.260722564544
ACH-000021,0.014516240568600002
ACH-000022,0.213934119614
ACH-000025,0.225023716537
ACH-000028,0.0335774195265
ACH-000030,0.186671233881
ACH-000035,-0.0874163333012
ACH-000036,0.115699688421
ACH-000037,0.172563066655
ACH-000039,-0.22670454802499998
ACH-000040,0.0769006168962
ACH-000041,0.102725903914
ACH-000042,0.118444344092
ACH-000045,0.195231761301
ACH-000047,0.0414769657931
ACH-000052,0.163646944449
ACH-000053,0.15360603545999998
ACH-000054,0.17128933896499998
ACH-000055,0.22855376134599997
ACH-000060,0.0434078247214
ACH-000067,-0.0840867463911
ACH-000070,0.151326304807
ACH-000075,0.144789692317
ACH-000078,0.175497755227
ACH-000082,-0.022122901551700002
ACH-000085,-0.048024248525800006
ACH-000086,0.202726870143
ACH-000087,0.575768263581
ACH-000092,0.156784723168
ACH-000095,0.091369931502
ACH-000097,0.027318923854
ACH-000098,0.00797917303331
ACH-000099,0.149425441048
ACH-000108,0.15903435630100002
ACH-000113,0.11236004737
ACH-000115,0.0234882929482
ACH-000116,0.0984172808275
ACH-000118,0.0989828537937
ACH-000120,0.283967561351
ACH-000123,0.0566753189932
ACH-000127,-0.0408955806898
ACH-000128,-0.135316049143
ACH-000132,-0.0893575276363
ACH-000133,0.07298051560480001
ACH-000137,0.143939425014
ACH-000138,0.07178159166739999
ACH-000142,0.06809723221149999
ACH-000143,0.191172277541
ACH-000146,0.11883576297399999
ACH-000148,0.212566117926
ACH-000150,0.188699926952
ACH-000152,0.0011091333797000002
ACH-000153,0.34688977513499997
ACH-000159,-0.0401652242738
ACH-000160,-0.0118391722439
ACH-000163,0.0751898690999
ACH-000167,0.36574421206999996
ACH-000168,-0.27680527326
ACH-000169,0.0667131321788
ACH-000178,0.08813941991810001
ACH-000182,0.178464157722
ACH-000183,0.214388798077
ACH-000188,0.113862968292
ACH-000189,0.278565712542
ACH-000190,0.0820485164765
ACH-000198,0.22199982397799997
ACH-000204,0.27378880334100003
ACH-000206,0.403252843292
ACH-000207,0.100479873059
ACH-000211,0.148220825175
ACH-000215,0.0899866342878
ACH-000221,-0.027207341036900003
ACH-000222,-0.263520609702
ACH-000223,-0.00399669915128
ACH-000226,0.055257336693599994
ACH-000227,0.25523865371800003
ACH-000228,0.11024354076500001
ACH-000231,0.135155398047
ACH-000232,-0.0507283928276
ACH-000233,0.153408121854
ACH-000234,0.135533877955
ACH-000235,0.0731168222508
ACH-000237,0.173285961588
