,OGFR (11054)
ACH-000820,0.416636069545
ACH-000821,-0.49714342215499996
ACH-000822,-0.655540904869
ACH-000823,-0.463844867266
ACH-000824,-0.566643833563
ACH-000827,-0.39442794475500004
ACH-000829,-0.338969475985
ACH-000831,-0.33458291294799997
ACH-000832,0.0360735940947
ACH-000833,-0.243225901006
ACH-000834,-0.330133463856
ACH-000835,0.032797247386400004
ACH-000836,-0.372267821281
ACH-000837,-0.5523967914760001
ACH-000838,-0.43299067205700004
ACH-000839,-0.24944994747299998
ACH-000840,-0.523243309163
ACH-000841,-0.408023615585
ACH-000843,-0.019559403271700002
ACH-000846,-0.358975231345
ACH-000847,-0.6569642935450001
ACH-000848,-0.39049147015
ACH-000849,-0.45353102169799997
ACH-000851,-0.244997147879
ACH-000855,-0.142992244187
ACH-000856,-0.5049157756220001
ACH-000858,-0.47523316181
ACH-000859,-0.280583784361
ACH-000861,-0.415939188528
ACH-000862,-0.344944277177
ACH-000865,-0.45701157082599997
ACH-000866,-0.411442011298
ACH-000867,-0.5381658535930001
ACH-000869,-0.5806742013180001
ACH-000872,-0.313919983378
ACH-000873,-0.439191582564
ACH-000876,-0.560124078657
ACH-000878,-0.563352546882
ACH-000880,-0.470985871374
ACH-000881,-0.6655348931589999
ACH-000882,-0.315566801199
ACH-000884,-0.21178792244800002
ACH-000885,-0.41676849131300003
ACH-000887,-0.351129441512
ACH-000888,-0.5432999547940001
ACH-000889,-0.43558423041999994
ACH-000890,-0.13721322534000002
ACH-000896,-0.390600554425
ACH-000898,-0.354189464912
ACH-000900,-0.415661672598
ACH-000901,-0.4421822671399999
ACH-000905,-0.26805227962699996
ACH-000906,-0.36697661447200003
ACH-000907,-0.318626131933
ACH-000910,-0.536216236978
ACH-000911,-0.35373453155900003
ACH-000912,-0.528068920656
ACH-000913,-0.31792207581500004
ACH-000915,-0.209532651869
ACH-000916,0.177713770599
ACH-000917,-0.22515023093000003
ACH-000921,-0.391049742732
ACH-000924,-0.47868675607199995
ACH-000926,-0.645073580982
ACH-000928,-0.574942979734
ACH-000929,-0.511088754715
ACH-000932,-0.532334668296
ACH-000935,-0.32095672097399996
ACH-000936,-0.5316911102499999
ACH-000937,-0.566739859018
ACH-000938,-0.605296833156
ACH-000939,-0.608854464569
ACH-000941,-0.343462677074
ACH-000943,-0.45608557186399995
ACH-000946,-0.331242164806
ACH-000947,-0.414741865928
ACH-000948,-0.469605450163
ACH-000950,-0.25861124172899996
ACH-000953,-0.5365894430529999
ACH-000957,-0.424604909092
ACH-000958,-0.136251833047
ACH-000960,-0.464856496951
ACH-000963,-0.570142299161
ACH-000968,-0.236549609777
ACH-000969,-0.504084877883
ACH-000973,-0.505332713086
ACH-000974,-0.479627693886
ACH-000975,-0.292501380541
ACH-000976,-0.221959856903
ACH-000978,-0.8081183504170001
ACH-000980,-0.454460999036
ACH-000984,-0.712645479982
ACH-000986,-0.46363766283
ACH-000988,-0.364513670032
ACH-000993,-0.363836104661
ACH-000994,-0.699617514579
ACH-000996,-0.112705784329
ACH-001001,-0.43120328973000005
ACH-001020,-0.36511499007299997
ACH-001028,-0.566885569155
ACH-001031,-0.668618394953
ACH-001038,-0.629930231404
ACH-001048,-0.48846723158699995
ACH-001050,-0.518967249984
ACH-001053,-0.555231995716
ACH-001054,-0.31299957053399996
ACH-001061,-0.36227571587800006
ACH-001067,-0.427555818838
ACH-001075,-0.43110419750100004
ACH-001096,-0.488278689868
ACH-001128,-0.0850242911355
ACH-001134,-0.242554098651
ACH-001151,-0.415605414771
ACH-001163,-0.226957472586
ACH-001164,-0.346091523651
ACH-001173,-0.371515330034
ACH-001183,-0.36943187189599996
ACH-001184,-0.46533943044500004
ACH-001190,-0.5060056248789999
ACH-001192,-0.148991209694
ACH-001193,-0.350690748658
ACH-001196,-0.336026089535
ACH-001197,-0.146171005579
ACH-001205,-0.5112618532050001
ACH-001211,-0.46008679529200003
ACH-001212,-0.828169092561
ACH-001228,-0.5200120515550001
ACH-001232,-0.7361010981880001
ACH-001239,-0.420110165906
ACH-001274,-0.7105529596950001
ACH-001275,-0.47378465599299996
ACH-001277,-0.522597905155
ACH-001278,-0.692871662141
ACH-001280,-0.628950906758
ACH-001283,-0.262621624934
ACH-001289,-0.39848055255599996
ACH-001295,-0.5723783852009999
ACH-001300,-0.5368959484470001
ACH-001301,-0.340582443763
ACH-001302,-0.334655906943
ACH-001303,-0.274358128902
ACH-001306,-0.203722934914
ACH-001318,-0.313407435343
ACH-001322,-0.614705164319
ACH-001328,-0.5132443740980001
ACH-001332,-0.296893049428
ACH-001333,-0.289415673461
ACH-001336,-0.307100498183
ACH-001340,-0.482918358836
ACH-001346,-0.234067232434
ACH-001353,0.127358604221
ACH-001354,-0.539226750605
ACH-001367,-0.20942270995099999
ACH-001368,-0.569179517136
ACH-001374,-0.655124431266
ACH-001375,-0.45983774187
ACH-001377,-0.34405033273100005
ACH-001380,-0.34610799518200003
ACH-001391,-0.426181100823
ACH-001407,-0.53263532404
ACH-001408,-0.5753957446419999
ACH-001413,-0.38045221482
ACH-001430,-0.182114017711
ACH-001431,-0.442882466082
ACH-001450,-0.48360225801000006
ACH-001496,-0.31619274665999997
ACH-001500,-0.8744138813760001
ACH-001521,-0.34539679373800003
ACH-001523,-0.315011790647
ACH-001532,-0.446544888382
ACH-001536,-0.617654446599
ACH-001550,-0.5004627413399999
ACH-001552,-0.544861739043
ACH-001554,-0.276533212092
ACH-001645,-0.0934875983904
ACH-001654,-0.38959720819300003
ACH-001715,-0.657078891275
ACH-001735,-0.481385366699
ACH-001736,-0.54691170687
ACH-001737,-0.642828650707
ACH-001740,-0.405763600577
ACH-001745,-0.259532532668
ACH-001750,-0.295309365407
ACH-001765,-0.547070213452
ACH-001956,-0.418513952333
ACH-001957,-0.445244901507
