,TEK (7010)
ACH-000004,-0.129273489917
ACH-000007,0.06281214197440001
ACH-000009,-0.267074784144
ACH-000011,0.178489092059
ACH-000012,0.163040306252
ACH-000013,0.0666684246087
ACH-000014,-0.113669442102
ACH-000015,-0.180948099454
ACH-000017,0.006931383479479999
ACH-000018,-0.238891490003
ACH-000019,0.14010906926799999
ACH-000021,-0.0945166210018
ACH-000022,-0.016925729417
ACH-000025,-0.09730639024450001
ACH-000028,-0.08595450563130001
ACH-000030,-0.05868425876780001
ACH-000035,-0.000951164820251
ACH-000036,0.136756198565
ACH-000037,0.0935926021476
ACH-000039,-0.0771313425606
ACH-000040,-0.016335507273
ACH-000041,-0.108228971027
ACH-000042,0.0272353783457
ACH-000045,0.038061295126400004
ACH-000047,0.0546560829039
ACH-000052,-0.0154678418564
ACH-000053,-0.0809250796161
ACH-000054,0.09024923969080001
ACH-000055,0.12334008609000001
ACH-000060,0.176442240895
ACH-000067,-0.028615684177700003
ACH-000070,-0.09136898978180001
ACH-000075,0.115544727307
ACH-000078,-0.19366021043200002
ACH-000082,-0.161324825465
ACH-000085,-0.0757167030711
ACH-000086,-0.055480919801699995
ACH-000087,0.0980317277608
ACH-000092,-0.0353580934555
ACH-000095,-0.0768306256404
ACH-000097,0.0652943157155
ACH-000098,0.03914233317930001
ACH-000099,0.10587723516799999
ACH-000108,0.0145703315179
ACH-000113,-0.0601853013659
ACH-000115,0.168416641855
ACH-000116,0.19553857809500003
ACH-000118,-0.0628385253011
ACH-000120,0.273941013019
ACH-000123,-0.152177930875
ACH-000127,-0.025485567116400005
ACH-000128,-0.0856713556319
ACH-000132,-0.037981644689800004
ACH-000133,0.11139437075099999
ACH-000137,-0.09767692965399999
ACH-000138,-0.27338988817800003
ACH-000142,0.051612318551400006
ACH-000143,-0.13597116058599998
ACH-000146,-0.042745889707
ACH-000148,-0.147443003011
ACH-000150,0.061423076014900005
ACH-000152,0.18804514953600002
ACH-000153,0.185090821069
ACH-000159,0.0459048343462
ACH-000160,-0.012387825882099999
ACH-000163,-0.115025872283
ACH-000167,0.07507161268630001
ACH-000168,-0.044608912439599996
ACH-000169,-0.0690083458463
ACH-000178,-0.0572252536881
ACH-000182,-0.0371955786798
ACH-000183,-0.0362585576227
ACH-000188,0.0031963216229
ACH-000189,-0.029070134441
ACH-000190,0.10364876022
ACH-000198,0.0254952882961
ACH-000204,0.0416296930789
ACH-000206,0.047376211388300005
ACH-000207,0.323179471879
ACH-000211,0.08344517747380001
ACH-000215,-0.032018263779
ACH-000221,0.166158742762
ACH-000222,0.09993492107280001
ACH-000223,0.0311279943182
ACH-000226,-0.00866364877043
ACH-000227,-0.121995106729
ACH-000228,0.030555727144299997
ACH-000231,-0.062753571372
ACH-000232,-0.028041577373
ACH-000233,0.111397622403
ACH-000234,-0.055426034585
ACH-000235,0.0360717435004
ACH-000237,-0.039773149857699995
ACH-000238,0.04798474151669999
ACH-000243,-0.0336000071685
ACH-000244,-0.0532675231145
ACH-000246,0.197870863002
ACH-000248,-0.0297173270473
ACH-000250,0.0640104052028
ACH-000251,0.161805413792
ACH-000253,0.0477767027183
ACH-000255,-0.035638927570699995
ACH-000256,0.0389343226267
ACH-000257,-0.0471334606611
ACH-000258,0.123025553161
ACH-000259,0.00253038039141
ACH-000260,-0.034373331991
ACH-000261,-0.11458822339000002
ACH-000262,0.056534853129500004
ACH-000263,-0.058630160205199996
ACH-000264,-0.130406265606
ACH-000265,-0.239256797683
ACH-000266,-0.101257291833
ACH-000272,-0.241787617262
ACH-000273,0.037340256658000004
ACH-000274,-0.039694384204000004
ACH-000277,0.06332140857219999
ACH-000278,-0.053099175397899996
ACH-000279,0.0816513419863
ACH-000280,-0.0483676988514
ACH-000281,0.0840252998897
ACH-000288,0.04368757199569999
ACH-000291,-0.0346547938059
ACH-000293,0.138455280668
ACH-000294,-0.148509371524
ACH-000295,0.065989815141
ACH-000296,-0.0149023665654
ACH-000302,-0.0137268423614
ACH-000304,-0.103448190952
ACH-000307,0.10154251136
ACH-000308,0.036966853431699996
ACH-000310,0.007998625318220001
ACH-000311,-0.05237784415709999
ACH-000312,0.012492043737700001
ACH-000315,-0.0178602305927
ACH-000316,-0.40110108986500004
ACH-000317,-0.1258127422
ACH-000318,0.05636264669430001
ACH-000319,0.109576240476
ACH-000320,0.13166805485400002
ACH-000322,0.164085453772
ACH-000323,0.0914474751197
ACH-000324,-0.0179344653956
ACH-000329,0.23239479477400002
ACH-000330,0.0590515775985
ACH-000331,0.035208956850699996
ACH-000332,-0.11508919996
ACH-000334,0.0176650405851
ACH-000335,-0.0567898877343
ACH-000336,0.0534309719561
ACH-000337,-0.101055881062
ACH-000339,-0.0522646603385
ACH-000341,0.413030747168
ACH-000348,0.0737480217205
ACH-000350,-0.0462396123415
ACH-000352,0.09327948226939999
ACH-000356,0.0264927012924
ACH-000361,-0.0134865771426
ACH-000362,-0.1455727312
ACH-000363,-0.0430313520032
ACH-000364,-0.0434913018138
ACH-000365,-0.0174263545832
ACH-000366,-0.207941785201
ACH-000368,0.144474234843
ACH-000374,-0.0712985364866
ACH-000375,-0.028178726555599998
ACH-000376,0.0126363067432
ACH-000381,-0.263660922474
ACH-000383,-0.00814996209444
ACH-000387,-0.0814086698832
ACH-000389,0.18968105405400001
ACH-000390,-0.207147127337
ACH-000393,0.0172637514759
ACH-000395,0.0174424466665
ACH-000397,0.0431458222992
ACH-000401,-0.0799022026545
ACH-000402,-0.07943489379660001
ACH-000403,0.135685528346
ACH-000404,-0.0682587599301
ACH-000406,-0.10957932950999999
ACH-000407,-0.036688339364099994
ACH-000408,-0.09224277623199999
ACH-000410,0.0223137354837
ACH-000411,0.0575370498877
ACH-000414,0.0239993921771
ACH-000415,0.149368438558
ACH-000416,-0.0035409780697
ACH-000420,-0.041493856714699996
ACH-000421,-0.019874137612
ACH-000424,0.130350899753
ACH-000425,-0.0273621960091
ACH-000426,-0.0414666939871
ACH-000427,0.0913248128562
ACH-000433,0.120713803235
ACH-000436,0.021700511268500002
ACH-000444,0.052303307964699994
ACH-000445,-0.08650303033239999
ACH-000448,-0.0821190176459
ACH-000450,0.0939949655864
ACH-000452,-0.00983117673727
ACH-000454,0.287600657223
ACH-000458,0.0682870307769
ACH-000459,0.071765585533
ACH-000460,0.0297724004421
ACH-000461,0.17904054765900002
ACH-000463,-0.163137199204
ACH-000464,-0.015821814518
ACH-000466,-0.0571461088299
ACH-000467,0.0723745132843
ACH-000468,-0.037557921822000004
ACH-000469,-0.00139546542724
ACH-000470,0.135763363561
ACH-000471,0.08793845327260001
ACH-000472,-0.0714419977807
ACH-000473,0.108857797499
ACH-000475,0.010011331912500001
ACH-000476,-0.0058328884020500005
ACH-000477,-0.058760368103400004
ACH-000480,0.130779103042
ACH-000481,-0.155528466907
ACH-000483,-0.0816903778992
ACH-000484,-0.041294275423
ACH-000485,-0.018826582740099997
ACH-000486,0.022161245459099997
ACH-000487,0.0151612547229
ACH-000488,0.0305096459634
ACH-000490,0.07958600237420001
ACH-000491,0.0545576568578
ACH-000495,-0.048545792422900004
ACH-000496,-0.032394839064500004
ACH-000499,-0.121406945723
ACH-000500,-0.526593643233
ACH-000502,-0.050575092835599994
ACH-000503,0.180408380717
ACH-000505,0.11243768085400001
ACH-000507,0.0787485738811
ACH-000510,-0.0306335013961
ACH-000511,0.0115754851159
ACH-000512,-0.346674821659
ACH-000516,-0.04033360972780001
ACH-000517,0.00757092172399
ACH-000518,-0.15408455779400002
ACH-000520,-0.288844017686
ACH-000521,-0.11394705139900001
ACH-000522,0.118760518112
ACH-000524,0.013039061544700001
ACH-000527,0.0532066678594
ACH-000528,0.000486441209952
ACH-000537,0.140413781336
ACH-000541,0.10173854687100001
ACH-000542,0.0210939037317
ACH-000544,0.21753859829999997
ACH-000545,0.07301661373360001
ACH-000547,-0.308057834862
ACH-000548,0.102590246217
ACH-000549,0.0392143572414
ACH-000550,0.0778110103574
ACH-000552,0.0821896014204
ACH-000556,0.034108826302900006
ACH-000557,-0.197354440258
ACH-000570,0.0409227354979
ACH-000571,-0.161305144278
ACH-000573,-0.0671196637685
ACH-000576,0.180097907527
ACH-000580,0.125247768973
ACH-000584,-0.11879246695699999
ACH-000585,0.0725883066005
ACH-000588,0.0570149724967
ACH-000589,-0.13606136843699998
ACH-000591,-0.11704147930099999
ACH-000593,-0.025087908893300002
ACH-000600,-0.00750578741053
ACH-000601,0.0106212747037
ACH-000604,0.106946621148
ACH-000605,-0.142761625591
ACH-000606,0.09225981132489999
ACH-000608,0.040227890373300004
ACH-000614,-0.262876943087
ACH-000616,0.0916696613868
ACH-000618,0.13309724026
ACH-000619,-0.102971787151
ACH-000620,0.102379496323
ACH-000621,-0.023363375906500002
ACH-000622,-0.143048145312
ACH-000623,0.0668694761077
ACH-000624,-0.0787804106348
ACH-000627,-0.049229106657099994
ACH-000630,0.168614510826
ACH-000632,-0.0499589154695
ACH-000633,0.13790907289899998
ACH-000637,-0.00304948191778
ACH-000638,0.20367152896899998
ACH-000646,0.0492056180965
ACH-000647,-0.041006758275699995
ACH-000648,-0.0867306384586
ACH-000649,-0.0608895055398
ACH-000651,0.06109496078459999
ACH-000652,-0.0810388020625
ACH-000653,-0.044764477868300005
ACH-000657,0.032697355209
ACH-000658,-0.00771689092748
ACH-000661,-0.0339860643735
ACH-000662,0.0337451182101
ACH-000663,0.0371253760847
ACH-000665,0.103847217097
ACH-000671,0.000203187702308
ACH-000673,0.114482243431
