,PIFO (128344)
ACH-000004,-0.12620732254699998
ACH-000007,-0.330057497935
ACH-000009,-0.361616633288
ACH-000011,-0.245459300535
ACH-000012,-0.222417770858
ACH-000013,-0.22616627846999998
ACH-000014,-0.453948103243
ACH-000015,-0.15038816598500002
ACH-000017,-0.0560434195256
ACH-000018,-0.056472752074300005
ACH-000019,-0.43171532580300004
ACH-000021,-0.181326262753
ACH-000022,-0.06778330050680001
ACH-000025,-0.323032684134
ACH-000028,-0.349356300628
ACH-000030,-0.16697076219
ACH-000035,-0.290372426616
ACH-000036,-0.021755455529099996
ACH-000037,0.128809405132
ACH-000039,-0.10662034354599999
ACH-000040,-0.321209974863
ACH-000041,-0.0950772017582
ACH-000042,-0.23376093128699998
ACH-000045,-0.26249727701
ACH-000047,-0.247212422964
ACH-000052,-0.173851620194
ACH-000053,-0.20092454511900001
ACH-000054,-0.0362980098906
ACH-000055,-0.174441482226
ACH-000060,-0.258645752847
ACH-000067,-0.41510201156599996
ACH-000070,-0.0568868343008
ACH-000075,-0.16209028798900002
ACH-000078,-0.24327438386599998
ACH-000082,-0.274020076895
ACH-000085,-0.46847924655699996
ACH-000086,-0.347540154259
ACH-000087,-0.196633210407
ACH-000092,-0.277547774736
ACH-000095,-0.213835200899
ACH-000097,-0.20135745713199998
ACH-000098,-0.21915621740400001
ACH-000099,-0.273169037872
ACH-000108,-0.225779575748
ACH-000113,-0.375414439572
ACH-000115,-0.28656006727
ACH-000116,-0.11015244824100001
ACH-000118,-0.199419681686
ACH-000120,-0.176359982987
ACH-000123,-0.201466057442
ACH-000127,-0.398722880726
ACH-000128,-0.259554742417
ACH-000132,-0.0514521723046
ACH-000133,-0.370449849598
ACH-000137,-0.45829860074600004
ACH-000138,-0.149390517788
ACH-000142,-0.259096656148
ACH-000143,-0.06947740094169999
ACH-000146,-0.08617071337130001
ACH-000148,-0.25188390154
ACH-000150,-0.168053337389
ACH-000152,-0.386420024613
ACH-000153,0.135768443322
ACH-000159,-0.129395755424
ACH-000160,-0.28026822553
ACH-000163,-0.0565610095789
ACH-000167,-0.32388693863
ACH-000168,-0.185839366286
ACH-000169,-0.239402698906
ACH-000178,-0.0339043094146
ACH-000182,-0.00234835062106
ACH-000183,-0.132390992001
ACH-000188,-0.178116630543
ACH-000189,0.0425148919795
ACH-000190,-0.0300593077925
ACH-000198,-0.203086416977
ACH-000204,-0.263293777996
ACH-000206,-0.24801546841999997
ACH-000207,-0.346764606461
ACH-000211,-0.252843518153
ACH-000215,-0.422620975867
ACH-000221,-0.260467046775
ACH-000222,-0.47236112998999996
ACH-000223,-0.17842720413
ACH-000226,-0.323243724482
ACH-000227,-0.32436602213000004
ACH-000228,-0.324548993329
ACH-000231,-0.0899683980734
ACH-000232,-0.22315822961100001
ACH-000233,-0.236387526785
ACH-000234,-0.00411244275184
ACH-000235,-0.218182984448
ACH-000237,-0.25548939094900003
ACH-000238,-0.33273936607099996
ACH-000243,-0.222585634079
ACH-000244,-0.39558396573
ACH-000246,-0.260307022836
ACH-000248,-0.25238821626999997
ACH-000250,-0.12402993206599999
ACH-000251,-0.278903350864
ACH-000253,-0.18229338287799998
ACH-000255,-0.30703440547899996
ACH-000256,-0.0017115082124399999
ACH-000257,0.025442903608
ACH-000258,0.0184703342822
ACH-000259,-0.151336701588
ACH-000260,-0.134582961634
ACH-000261,-0.297825938068
ACH-000262,-0.10788895511299999
ACH-000263,-0.0472199858479
ACH-000264,-0.0355348372311
ACH-000265,-0.250979202225
ACH-000266,-0.166580603819
ACH-000272,-0.408462806171
