,SPRTN (83932)
ACH-000496,-0.869224061649
ACH-000499,-0.994296118712
ACH-000500,-0.8856402197750001
ACH-000502,-0.633669994968
ACH-000503,-0.723044978265
ACH-000505,-1.0863502156
ACH-000507,-1.07165224144
ACH-000510,-0.697590574572
ACH-000511,-1.031031429
ACH-000512,-0.714987216703
ACH-000516,-0.866620537544
ACH-000517,-0.576578404725
ACH-000518,-0.70651909895
ACH-000520,-0.858002995051
ACH-000521,-0.968324917021
ACH-000522,-0.97364701964
ACH-000524,-0.909225247216
ACH-000527,-0.7828731245620001
ACH-000528,-0.60097391945
ACH-000537,-0.72082221227
ACH-000541,-0.644148050369
ACH-000542,-0.815028688136
ACH-000544,-0.543113423572
ACH-000545,-0.735613379762
ACH-000547,-0.8946330083230001
ACH-000548,-0.819353924452
ACH-000549,-1.04678473063
ACH-000550,-0.7615379768230001
ACH-000552,-1.01231526066
ACH-000556,-0.233150288459
ACH-000557,-0.842088314118
ACH-000570,-0.590871224938
ACH-000571,-0.892490579997
ACH-000573,-1.06375830546
ACH-000576,-0.499769602881
ACH-000580,-0.781481348727
ACH-000584,-0.7188777067800001
ACH-000585,-0.520159290706
ACH-000588,-0.629471650259
ACH-000589,-0.820681451494
ACH-000591,-0.44048768772200003
ACH-000593,-0.699342507809
ACH-000600,-1.06520819471
ACH-000601,-0.981067301879
ACH-000604,-0.893087181127
ACH-000605,-0.673942339686
ACH-000606,-0.787567501602
ACH-000608,-0.611426616598
ACH-000614,-0.855646513329
ACH-000616,-0.778554172225
ACH-000618,-0.870943677729
ACH-000619,-0.814685498566
ACH-000620,-0.685954091656
ACH-000621,-0.930230888019
ACH-000622,-0.8626647180789999
ACH-000623,-0.546565633403
ACH-000624,-0.759270634224
ACH-000627,-0.44390730980099996
ACH-000630,-0.879729284075
ACH-000632,-0.9201755204250001
ACH-000633,-0.6330736420040001
ACH-000637,-1.0700957888200002
ACH-000638,-0.6347394678930001
ACH-000646,-0.617527941017
ACH-000647,-0.696505338905
ACH-000648,-0.9600591449420001
ACH-000649,-0.636358903525
ACH-000651,-1.08274256517
ACH-000652,-0.8714483300049999
ACH-000653,-0.88540096222
ACH-000657,-0.922028712048
ACH-000658,-0.647063922807
ACH-000661,-0.469870685374
ACH-000662,-1.0831107693200002
ACH-000663,-1.3163471923899999
ACH-000665,-0.7004090828470001
ACH-000671,-0.59146724719
ACH-000673,-0.726580302889
ACH-000676,-0.563078084047
ACH-000677,-0.829708689707
ACH-000681,-0.504418090618
ACH-000682,-0.7521567590389999
ACH-000683,-1.18703124966
ACH-000684,-0.648698933073
ACH-000688,-0.659644767228
ACH-000693,-0.7849046733089999
ACH-000694,-0.617571833444
ACH-000695,-0.714032603826
ACH-000696,-0.729924619033
ACH-000697,-0.748339388934
ACH-000699,-0.749197412738
ACH-000701,-0.5492229983169999
ACH-000706,-0.407972917084
ACH-000711,-1.0442052715899999
ACH-000713,-1.05043669421
ACH-000714,-0.502678243369
ACH-000718,-0.511504688166
ACH-000720,-0.47113333198799995
ACH-000721,-1.08826910922
ACH-000724,-1.1186136681399999
ACH-000725,-0.6673849009489999
ACH-000732,-0.665897517397
ACH-000734,-0.6894553822139999
ACH-000735,-0.920613585187
ACH-000736,-0.657393053986
ACH-000738,-0.625787433936
ACH-000746,-0.660475448019
ACH-000747,-0.6333824932959999
ACH-000748,-0.842771632691
ACH-000753,-0.7436811093729999
ACH-000756,-1.1990286973100002
ACH-000757,-0.635165428266
ACH-000758,-0.735853329079
ACH-000760,-0.749712363305
ACH-000763,-0.588611099892
ACH-000764,-0.707640927334
ACH-000765,-0.781628088801
ACH-000766,-0.843942168611
ACH-000767,-0.7718622259360001
ACH-000768,-0.8776577391700001
ACH-000769,-0.715886804694
ACH-000770,-0.75518614295
ACH-000771,-0.949875056582
ACH-000773,-0.780242822975
ACH-000776,-0.792172350026
ACH-000777,-0.615222338964
ACH-000778,-0.806042744516
ACH-000781,-0.536344681431
ACH-000782,-0.5322058259979999
ACH-000783,-1.08291831951
ACH-000784,-0.7184022370640001
ACH-000785,-0.7004919649169999
ACH-000787,-0.813096820698
ACH-000788,-0.829506815484
ACH-000791,-0.575414321722
ACH-000792,-0.47935427213699994
ACH-000794,-1.17984693109
ACH-000796,-1.32323360052
ACH-000799,-0.812962043114
ACH-000800,-1.0156236594499999
ACH-000802,-0.8783689883499999
ACH-000804,-0.7858044825660001
ACH-000805,-0.748186377525
ACH-000809,-0.6464864347020001
ACH-000810,-1.1794343419600002
ACH-000811,-0.6393671465649999
ACH-000817,-0.633314595408
ACH-000819,-0.769645519112
ACH-000820,-0.828751619799
ACH-000821,-0.560083053443
ACH-000822,-0.9297233791959999
ACH-000823,-0.620272516421
ACH-000824,-1.09989093753
ACH-000827,-0.752052695258
ACH-000829,-0.578909514431
ACH-000831,-0.618975838591
ACH-000832,-0.545929168229
ACH-000833,-0.554906747627
ACH-000834,-0.576142540987
ACH-000835,-0.7112388139620001
ACH-000836,-0.521489957758
ACH-000837,-0.583646962364
ACH-000838,-0.856296140031
ACH-000839,-0.654492246098
ACH-000840,-0.703862306196
ACH-000841,-0.637047875892
ACH-000843,-0.455661873549
ACH-000846,-0.743103380389
ACH-000847,-0.899953399309
ACH-000848,-0.648609809018
ACH-000849,-0.7392629647319999
ACH-000851,-0.878876361382
ACH-000855,-0.877948637458
ACH-000856,-0.46331315443599996
ACH-000858,-1.0197800830600001
ACH-000859,-0.796162285758
ACH-000861,-0.48051411106499997
ACH-000862,-0.511438942057
ACH-000865,-0.9867466952580001
ACH-000866,-0.732063360557
ACH-000867,-0.9228435601999999
ACH-000869,-0.7651777180060001
ACH-000872,-0.903216423677
ACH-000873,-0.9336782230509999
ACH-000876,-0.41240663023199997
ACH-000878,-0.725305774806
ACH-000880,-0.663728295482
ACH-000881,-0.762728611226
ACH-000882,-0.8879154639299999
ACH-000884,-0.9096149148289999
ACH-000885,-0.5931718331520001
ACH-000887,-0.617002778126
ACH-000888,-1.0954714747799998
ACH-000889,-0.512734925495
ACH-000890,-0.328614192143
ACH-000896,-0.768895584709
ACH-000898,-0.961052176649
ACH-000900,-0.541649211144
ACH-000901,-1.16763375837
ACH-000905,-0.641309626914
ACH-000906,-1.1305949810299998
ACH-000907,-1.06804396369
ACH-000910,-0.669990481897
ACH-000911,-0.67581776275
ACH-000912,-0.675333430879
ACH-000913,-0.520954533361
ACH-000915,-0.790985478843
ACH-000916,-0.8606734811660001
ACH-000917,-0.45941266693300004
ACH-000921,-0.713445138034
ACH-000924,-0.5809023099639999
ACH-000926,-0.8773853294130001
ACH-000928,-0.6745072730089999
ACH-000929,-0.785624869595
ACH-000932,-0.516231931612
ACH-000935,-0.621870833496
ACH-000936,-0.895755663916
ACH-000937,-0.7625743505589999
ACH-000938,-0.844831323431
ACH-000939,-0.322329141757
ACH-000941,-0.342766835093
ACH-000943,-1.05474773963
ACH-000946,-0.743254296473
ACH-000947,-0.764959886995
ACH-000948,-0.7575184817399999
ACH-000950,-0.698149725124
ACH-000953,-1.0891630829799999
ACH-000957,-0.705595048402
ACH-000958,-1.2738987097799999
ACH-000960,-0.949254477834
ACH-000963,-1.0108029416600002
ACH-000968,-0.670412113258
ACH-000969,-0.707215268905
ACH-000973,-1.2613436962
ACH-000974,-1.03707013114
ACH-000975,-0.7420020937880001
ACH-000976,-0.658365305973
ACH-000978,-0.633399654353
ACH-000980,-0.498716702809
ACH-000984,-0.610882297886
ACH-000986,-0.619194668497
ACH-000988,-0.7789030604610001
ACH-000993,-1.09539415079
ACH-000994,-0.298884011498
ACH-000996,-0.7692432185729999
ACH-001001,-1.03202721956
ACH-001020,-0.731841820153
ACH-001028,-0.835450399097
ACH-001031,-0.791290461097
ACH-001038,-1.35236219184
ACH-001048,-0.924724845827
ACH-001050,-0.7429949059119999
ACH-001053,-0.74376218835
ACH-001054,-0.8931058826980001
ACH-001061,-0.6717493559409999
ACH-001067,-1.00511964795
ACH-001075,-1.09616541674
ACH-001096,-0.624666927329
ACH-001128,-0.26622643022799997
ACH-001134,-0.749179612519
ACH-001151,-0.844974348955
ACH-001163,-0.9861135740539999
ACH-001164,-1.0889958930799999
ACH-001173,-0.806051549451
ACH-001183,-0.713156811252
ACH-001184,-0.649509792601
ACH-001190,-0.6731458842
ACH-001192,-0.994477898591
ACH-001193,-0.905110231202
ACH-001196,-0.656485052049
ACH-001197,-0.482370918323
ACH-001205,-0.952139701276
ACH-001211,-0.515926593601
ACH-001212,-1.0
ACH-001228,-0.544768144121
ACH-001232,-0.885153279717
ACH-001239,-0.49814848760499997
ACH-001274,-0.855394958583
ACH-001275,-0.599705981413
ACH-001277,-0.899633117933
ACH-001278,-0.762692991505
ACH-001280,-1.64063377571
ACH-001283,-0.943498561875
ACH-001289,-0.8269220171330001
ACH-001295,-1.28146189043
ACH-001300,-1.0371741556799998
ACH-001301,-1.0174294681
ACH-001302,-0.95451079471
ACH-001303,-0.792995494612
ACH-001306,-0.682763752384
ACH-001318,-0.7613750698370001
ACH-001322,-0.708865788337
ACH-001328,-0.9992733449700001
ACH-001332,-0.6216741879259999
ACH-001333,-0.889417110618
ACH-001336,-0.973092898618
ACH-001340,-0.8147652801440001
ACH-001346,-0.8634810557029999
ACH-001353,-0.931106347254
ACH-001354,-0.865441606784
ACH-001367,-0.912803599718
ACH-001368,-0.849972559232
ACH-001374,-0.85508956042
ACH-001375,-0.756290126568
ACH-001377,-0.543035596008
ACH-001380,-0.716058993803
ACH-001391,-1.3498854201600001
ACH-001407,-0.623697761443
ACH-001408,-0.702180189846
ACH-001413,-0.8971081452140001
ACH-001430,-1.0690619702
ACH-001431,-0.995906727605
ACH-001450,-0.8442852741920001
ACH-001496,-0.521491711593
ACH-001500,-0.7409631135250001
ACH-001521,-0.47488313827600004
ACH-001523,-0.467601912602
ACH-001532,-0.9090267391179999
ACH-001536,-0.639699216117
ACH-001550,-0.413839688623
ACH-001552,-0.9853610328810001
ACH-001554,-0.7787868227979999
ACH-001645,-0.700795131653
ACH-001654,-1.05462425638
ACH-001715,-0.561647329219
ACH-001735,-0.46516943863399995
ACH-001736,-0.932996271839
ACH-001737,-1.1469454399099999
ACH-001740,-0.6848181872910001
ACH-001745,-0.491484306691
ACH-001750,-0.879202509442
ACH-001765,-0.747672139254
ACH-001956,-0.8751579572139999
ACH-001957,-0.8795901659250001
