,SCX (642658)
ACH-000004,0.7549101223119999
ACH-000007,0.346641158677
ACH-000009,0.425775798481
ACH-000011,0.349109989082
ACH-000012,0.16054157529000002
ACH-000013,0.308080097367
ACH-000014,0.510658646454
ACH-000015,0.329030560245
ACH-000017,0.45689449087399997
ACH-000018,0.2798454722
ACH-000019,0.652073307731
ACH-000021,0.319405677986
ACH-000022,0.38801247502999997
ACH-000025,0.343847958116
ACH-000028,0.475324345875
ACH-000030,0.375624860163
ACH-000035,0.429734998753
ACH-000036,0.152240729986
ACH-000037,0.048553989695699996
ACH-000039,0.300838197759
ACH-000040,0.258117947665
ACH-000041,0.276115228022
ACH-000042,0.41041350081699995
ACH-000045,0.333071649676
ACH-000047,0.261582661722
ACH-000052,0.0576105879899
ACH-000053,0.350546831925
ACH-000054,0.299703456248
ACH-000055,0.48025312670599996
ACH-000060,0.397079733833
ACH-000067,0.349419115018
ACH-000070,0.532476339628
ACH-000075,0.12484964541799999
ACH-000078,0.29243712071600003
ACH-000082,0.482575086375
ACH-000085,0.08131733377480001
ACH-000086,0.334190981432
ACH-000087,0.24249784631299998
ACH-000092,0.314839595996
ACH-000095,0.55372517649
ACH-000097,0.23639661200599998
ACH-000098,0.25323216383200003
ACH-000099,0.37036371780599997
ACH-000108,0.34195037214900004
ACH-000113,0.473284461372
ACH-000115,0.34709800518899997
ACH-000116,0.366233156448
ACH-000118,0.27618191486
ACH-000120,0.41750665556500005
ACH-000123,0.405804913662
ACH-000127,0.41079022132700005
ACH-000128,0.21427777050500002
ACH-000132,0.603105182607
ACH-000133,0.328373652167
ACH-000137,0.313452372251
ACH-000138,0.375492247022
ACH-000142,0.0829996058378
ACH-000143,0.319060773036
ACH-000146,0.425898434296
ACH-000148,0.491534967482
ACH-000150,-0.312906641403
ACH-000152,0.250480197466
ACH-000153,0.800423452762
ACH-000159,0.326158966903
ACH-000160,0.448587098004
ACH-000163,0.41423492842799997
ACH-000167,0.307570511578
ACH-000168,0.42975435081600005
ACH-000169,0.48063128519500004
ACH-000178,0.30404388901900004
ACH-000182,0.299361400422
ACH-000183,0.34036043776
ACH-000188,0.317889741734
ACH-000189,0.19741790859799999
ACH-000190,0.450165659793
ACH-000198,0.546153061769
ACH-000204,0.5513013771890001
ACH-000206,0.222651530952
ACH-000207,0.7414822729699999
ACH-000211,0.276992405853
ACH-000215,0.329750471238
ACH-000221,0.439297473509
ACH-000222,0.324516530608
ACH-000223,0.466583554464
ACH-000226,0.299792365219
ACH-000227,0.6714122906000001
ACH-000228,0.423571213567
ACH-000231,0.328366564437
ACH-000232,0.343462689484
ACH-000233,0.31368296382599997
ACH-000234,0.288929476004
ACH-000235,0.343603818359
ACH-000237,0.19825771142700002
ACH-000238,0.20219540885499998
ACH-000243,0.46516381153399994
ACH-000244,0.5765138818760001
ACH-000246,0.239329484536
ACH-000248,0.183769777456
ACH-000250,0.0407790729668
ACH-000251,0.257929861246
ACH-000253,0.25327207878400004
ACH-000255,0.47164976846600004
ACH-000256,0.120500226316
ACH-000257,0.18840982520100003
ACH-000258,0.479642501716
ACH-000259,0.31487269908000004
ACH-000260,0.203590656472
ACH-000261,0.421103081959
ACH-000262,0.43861293067699997
ACH-000263,0.679897162678
ACH-000264,0.45030283946099997
ACH-000265,0.22920725388799998
ACH-000266,0.361197749546
ACH-000272,0.386732771764
ACH-000273,0.45068990460600006
ACH-000274,0.297266309492
ACH-000277,0.971268685572
ACH-000278,0.489356053337
ACH-000279,0.43733109412199994
ACH-000280,0.33316521302700003
ACH-000281,0.22304914842700002
ACH-000288,0.50652898008
ACH-000291,0.267839767854
ACH-000293,0.23782445884599998
ACH-000294,0.46012942666400003
ACH-000295,0.574698638169
ACH-000296,0.384375626189
ACH-000302,0.256591937398
ACH-000304,-0.0292790443755
ACH-000307,0.369693036119
ACH-000308,0.41145301498400005
ACH-000310,0.609305576445
ACH-000311,0.394644682495
ACH-000312,0.19230404162999998
ACH-000315,0.49606326906000003
ACH-000316,0.273556508012
ACH-000317,0.0640937841145
ACH-000318,0.47954707926299994
ACH-000319,0.379028036967
ACH-000320,0.486731184513
ACH-000322,0.198059731068
ACH-000323,0.25594181638
ACH-000324,0.556207858089
ACH-000329,0.235183835402
ACH-000330,0.395161534424
ACH-000331,0.27451965488
ACH-000332,0.448124582953
ACH-000334,0.31486305889800004
ACH-000335,0.320369823791
ACH-000336,0.371893560485
ACH-000337,0.38939241615500003
ACH-000339,0.297862787271
ACH-000341,0.45927993703000003
ACH-000348,0.42648366596799997
ACH-000350,0.426788997524
ACH-000352,0.17667454456
ACH-000356,0.370144248718
ACH-000361,0.23033017658500002
ACH-000362,0.435298897428
ACH-000363,0.581683150333
ACH-000364,0.5609974001479999
ACH-000365,0.332804969449
ACH-000366,0.323100454629
ACH-000368,0.12256103783
ACH-000374,0.637273240329
ACH-000375,0.200585473858
ACH-000376,0.236470516824
ACH-000381,0.33675687535800003
ACH-000383,0.374355886642
ACH-000387,0.44899859090899996
ACH-000389,0.319052052649
ACH-000390,0.47803054957900004
ACH-000393,0.279151451736
ACH-000395,0.286330344803
ACH-000397,0.26325665807799997
ACH-000401,0.279118159711
ACH-000402,0.164259217112
ACH-000403,0.29657176375300004
ACH-000404,0.605539677248
ACH-000406,0.392920617825
ACH-000407,0.39986818770599997
ACH-000408,0.372652098937
ACH-000410,0.438305032114
ACH-000411,0.147176281177
ACH-000414,0.429310195673
ACH-000415,0.365065320598
ACH-000416,0.398527500556
ACH-000420,0.308076582391
ACH-000421,0.333222438671
ACH-000424,0.4266449914
ACH-000425,0.312775672015
ACH-000426,0.605318009103
ACH-000427,0.0628553046295
ACH-000433,-0.126549365946
ACH-000436,0.39970797141500003
ACH-000444,0.191478600182
ACH-000445,0.303439498856
ACH-000448,0.34873072312200004
ACH-000450,0.560133862282
ACH-000452,0.312459864996
ACH-000454,0.34387382259000004
ACH-000458,0.179184688136
ACH-000459,0.543295676664
ACH-000460,0.178429125716
ACH-000461,0.656917393577
ACH-000463,0.334495424132
ACH-000464,0.362202260406
ACH-000466,0.330394526907
ACH-000467,0.22848751048000002
ACH-000468,0.54998598307
ACH-000469,0.439683324847
ACH-000470,0.49980164115099995
ACH-000471,0.2996261878
ACH-000472,0.194018133149
ACH-000473,0.296392873431
ACH-000475,0.289848965253
ACH-000476,0.264835849431
ACH-000477,0.304888791887
ACH-000480,0.28496423780499996
ACH-000481,0.367626099607
ACH-000483,0.386763947459
ACH-000484,0.19211049485399997
ACH-000485,0.213891823569
ACH-000486,0.432163841687
ACH-000487,0.470684285141
ACH-000488,0.41328181681500004
ACH-000490,0.287983782265
ACH-000491,0.24204813058699998
ACH-000495,0.0487801162157
ACH-000496,0.420725089467
ACH-000499,0.472835934934
ACH-000500,0.363252220021
ACH-000502,0.282092116371
ACH-000503,0.65920370425
ACH-000505,0.278876513851
ACH-000507,0.475035842139
ACH-000510,0.509124127775
ACH-000511,0.273637324808
ACH-000512,0.491627707592
ACH-000516,0.163107719538
ACH-000517,0.33261167664700003
ACH-000518,0.252109459974
ACH-000520,0.257019249482
ACH-000521,0.22174887815000002
ACH-000522,0.47004880308499997
ACH-000524,0.37315093711900005
ACH-000527,0.297931623129
ACH-000528,0.449296903002
ACH-000537,0.31957452862
ACH-000541,0.6711968566959999
ACH-000542,0.39472259180200003
ACH-000544,0.445916577668
ACH-000545,0.558645610038
ACH-000547,0.28269151703699996
ACH-000548,0.27641631556400004
ACH-000549,0.39795607684199996
ACH-000550,0.293014436213
ACH-000552,0.145800173506
ACH-000556,0.388654583697
ACH-000557,0.551026972426
ACH-000570,0.236030610632
ACH-000571,0.369488739232
ACH-000573,0.542287427139
ACH-000576,0.365636160706
ACH-000580,0.384344625554
ACH-000584,0.233841279712
ACH-000585,0.294082188239
ACH-000588,0.696103609585
ACH-000589,0.310293347798
ACH-000591,0.42817830697
ACH-000593,0.42313791907
ACH-000600,0.17124930977699998
ACH-000601,0.376036272098
ACH-000604,0.587433947338
ACH-000605,0.5381382203689999
ACH-000606,0.37270280906900005
ACH-000608,0.423061903076
ACH-000614,0.404032662349
ACH-000616,0.53149804325
ACH-000618,0.28361916350099997
ACH-000619,0.36642653935999997
ACH-000620,0.339746751114
ACH-000621,0.642427213751
ACH-000622,0.282855662932
ACH-000623,0.304529694754
ACH-000624,0.28940624390299996
ACH-000627,0.355780815635
ACH-000630,0.393077163522
ACH-000632,0.435900091373
ACH-000633,0.45703878459799996
ACH-000637,0.324590854629
ACH-000638,0.44561538397
ACH-000646,0.195854605979
ACH-000647,0.393445026125
ACH-000648,0.287985237329
ACH-000649,0.539041355432
ACH-000651,0.357094448298
ACH-000652,0.28734853678399996
ACH-000653,0.48616152587399997
ACH-000657,0.194412146473
ACH-000658,0.626332785755
ACH-000661,0.43003082163199996
ACH-000662,0.262105825206
ACH-000663,0.142692866478
ACH-000665,0.43035280232
ACH-000671,0.32003681842099996
ACH-000673,0.354527483657
ACH-000676,0.43829572181800003
ACH-000677,0.358111143724
ACH-000681,0.360522431681
ACH-000682,0.34856578238499997
ACH-000683,0.24762506553199998
ACH-000684,0.488711548499
ACH-000688,0.257686433299
ACH-000693,0.22190070061099998
ACH-000694,0.313919037124
ACH-000695,0.159893101554
ACH-000696,0.431733251873
ACH-000697,0.311672255222
ACH-000699,0.442304304377
