,NSD1 (64324)
ACH-000004,-0.444442065155
ACH-000007,-0.561488751395
ACH-000009,-0.6035303482240001
ACH-000011,-0.335713275191
ACH-000012,-0.443897439334
ACH-000013,-0.20717448700599997
ACH-000014,-0.0674496076418
ACH-000015,-0.233241768133
ACH-000017,-0.20619590964200002
ACH-000018,-0.6353079290020001
ACH-000019,-0.38854451635
ACH-000021,-0.542617740178
ACH-000022,-0.309480216781
ACH-000025,-0.0440779527245
ACH-000028,-0.513403655414
ACH-000030,-0.35896899440800006
ACH-000035,-0.46514784192599995
ACH-000036,-0.48143724707400004
ACH-000037,-0.192360181919
ACH-000039,-0.696664360041
ACH-000040,-0.591544685538
ACH-000041,-0.19196556923500002
ACH-000042,-0.439654806766
ACH-000045,-0.723739541603
ACH-000047,-0.548537714692
ACH-000052,-0.43042075617700004
ACH-000053,-0.595997753196
ACH-000054,-0.451355217962
ACH-000055,-0.116039326056
ACH-000060,-0.44132278696800004
ACH-000067,-0.553972644377
ACH-000070,-0.293214335184
ACH-000075,-0.325867126678
ACH-000078,-0.485634272385
ACH-000082,-0.21081833005
ACH-000085,-0.268882186932
ACH-000086,-0.34826017540299997
ACH-000087,-0.552833518926
ACH-000092,-0.20949194859499998
ACH-000095,-0.344235669957
ACH-000097,-0.285229917365
ACH-000098,-0.215558734265
ACH-000099,-0.456856358605
ACH-000108,-0.539295049608
ACH-000113,-0.578423920022
ACH-000115,-0.670781953561
ACH-000116,-0.155614834638
ACH-000118,-0.291526962808
ACH-000120,-0.372930480703
ACH-000123,-0.509946312518
ACH-000127,-0.90308561854
ACH-000128,-0.37647509154500003
ACH-000132,-0.430626003471
ACH-000133,-0.31282317648499997
ACH-000137,-0.31712241246899997
ACH-000138,-0.489470386734
ACH-000142,-0.3890358024
ACH-000143,-0.22949178007800003
ACH-000146,-0.469824979649
ACH-000148,-0.518501997013
ACH-000150,-0.263771328322
ACH-000152,-0.357426037801
ACH-000153,-0.33865237537799997
ACH-000159,-0.196780838423
ACH-000160,-0.08830210593639999
ACH-000163,-0.13150935406300002
ACH-000167,-0.07812538774
ACH-000168,-0.43528663301799997
ACH-000169,-0.111601339639
ACH-000178,-0.416778008214
ACH-000182,-0.547805521562
ACH-000183,-0.26369732987399996
ACH-000188,-0.514845238352
ACH-000189,-0.197215207682
ACH-000190,-0.19812482223900002
ACH-000198,-0.167111334568
ACH-000204,-0.28182247649000003
ACH-000206,-0.6820535939810001
ACH-000207,-0.268715245046
ACH-000211,-0.459644384766
ACH-000215,-0.396090887258
ACH-000221,-0.194375654263
ACH-000222,-0.18922906889000002
ACH-000223,-0.603055852508
ACH-000226,-0.46034700938100004
ACH-000227,-0.6735754441230001
ACH-000228,-0.7348553954350001
ACH-000231,-0.503452060478
ACH-000232,-0.522557713315
ACH-000233,-0.437073982081
ACH-000234,-0.345238654391
ACH-000235,-0.269279048508
ACH-000237,-0.176086579135
ACH-000238,-0.362951125744
ACH-000243,-0.502357519903
ACH-000244,-0.31832207972
ACH-000246,-0.5915846559369999
ACH-000248,-0.482657002642
ACH-000250,-0.37413601984399997
ACH-000251,-0.642657051628
ACH-000253,-0.45741812505
ACH-000255,-0.684450324765
ACH-000256,-0.329251090338
ACH-000257,-0.565012103229
ACH-000258,-0.505960976954
ACH-000259,-0.307780485542
ACH-000260,-0.24069569134
ACH-000261,-0.291601795694
ACH-000262,-0.821036499394
ACH-000263,-0.429334438298
ACH-000264,-0.362112791457
ACH-000265,-0.349298937544
ACH-000266,-0.19211683287700002
ACH-000272,-0.480554710564
ACH-000273,-0.504496643084
ACH-000274,-0.33117780992
ACH-000277,-0.6037006084409999
ACH-000278,-0.386734431802
ACH-000279,-0.336727474199
ACH-000280,-0.376489486669
ACH-000281,-0.7699635637029999
ACH-000288,-0.35143626127300004
ACH-000291,-0.588784176412
ACH-000293,-0.20011635242800002
ACH-000294,-0.612552612747
ACH-000295,-0.45034846077699997
ACH-000296,-0.613732962421
ACH-000302,-0.53506997627
ACH-000304,-0.235772680458
ACH-000307,-0.6190565574570001
ACH-000308,0.005182850709770001
ACH-000310,-0.558654908199
ACH-000311,-0.200643314298
ACH-000312,-0.597318895563
ACH-000315,-0.0759712278602
ACH-000316,-0.42036534554399996
ACH-000317,-0.44982212526999993
ACH-000318,-0.6290790306090001
ACH-000319,-0.407717562052
ACH-000320,-0.457216894361
ACH-000322,-0.28461423828899995
ACH-000323,-0.14917261565099998
ACH-000324,-0.541105185896
ACH-000329,-0.52022958807
ACH-000330,-0.559866167274
ACH-000331,-0.461878427393
ACH-000332,-0.8148422684559999
ACH-000334,-0.35962833907200004
ACH-000335,-0.45634367334799997
ACH-000336,-0.312482287488
ACH-000337,-0.545605681249
ACH-000339,-0.26764788781599996
ACH-000341,-0.327745443354
ACH-000348,-0.430363674601
ACH-000350,-0.570019516901
ACH-000352,-0.323806923966
ACH-000356,-0.26069548542300003
ACH-000361,-0.35316208301
ACH-000362,-0.24113385240200003
ACH-000363,-0.38376896943899996
ACH-000364,-0.5111998122070001
ACH-000365,-0.181094441345
ACH-000366,-0.286582461419
ACH-000368,-0.423933132963
ACH-000374,-0.268369424547
ACH-000375,-0.266433485108
ACH-000376,-0.5244692210149999
ACH-000381,-0.331415158266
ACH-000383,-0.39048283619400004
ACH-000387,-0.44274456369599996
ACH-000389,-0.365566390063
ACH-000390,-0.258695948666
ACH-000393,-0.39209836210199994
ACH-000395,-0.547902388515
ACH-000397,-0.463464224076
ACH-000401,-0.40604736562
ACH-000402,-0.6830700243369999
ACH-000403,-0.21027515414200001
ACH-000404,-0.45642535862499994
ACH-000406,-0.2809469705
ACH-000407,0.0839044355811
ACH-000408,-0.570051153877
ACH-000410,-0.295998326569
ACH-000411,-0.489818145114
ACH-000414,-0.363176838562
ACH-000415,-0.16650051241
ACH-000416,-0.454758265986
ACH-000420,-0.17747914760800002
ACH-000421,-0.314385423572
ACH-000424,-0.301723990916
ACH-000425,-0.129648321244
ACH-000426,-0.452822713843
ACH-000427,-0.46794815883900004
ACH-000433,-0.24451935174000003
ACH-000436,-0.126527813003
ACH-000444,-0.445016801641
ACH-000445,-0.36429937193800005
ACH-000448,-0.137445595592
ACH-000450,-0.22211687416700002
ACH-000452,-0.016473451368799998
ACH-000454,-0.743560909859
ACH-000458,-0.566951180412
ACH-000459,-0.279868348903
ACH-000460,-0.277835141537
ACH-000461,-0.173878129927
ACH-000463,-0.30280527754299996
ACH-000464,-0.703832007866
ACH-000466,-0.555420956115
ACH-000467,-0.537124229049
ACH-000468,-0.239763694622
ACH-000469,-0.234848197784
ACH-000470,0.0181007251303
ACH-000471,-0.578546213119
ACH-000472,-0.376520992083
ACH-000473,-0.508342468765
ACH-000475,-0.41003403619900003
ACH-000476,-0.39348610323100003
ACH-000477,-0.436649405762
ACH-000480,-0.576496826746
ACH-000481,-0.44992336802199995
ACH-000483,-0.479522716793
ACH-000484,-0.247817358614
ACH-000485,-0.155690831694
ACH-000486,-0.42145354185999995
ACH-000487,-0.328337764028
ACH-000488,-0.558845286678
ACH-000490,-0.513389781596
ACH-000491,-0.343161842206
ACH-000495,-0.408598512318
ACH-000496,-0.249007793033
ACH-000499,-0.671434981465
ACH-000500,0.202851616761
ACH-000502,-0.279090398768
ACH-000503,-0.562625603579
ACH-000505,-0.242193817168
ACH-000507,-0.431799385964
ACH-000510,-0.48978151998999997
ACH-000511,-0.223922693779
ACH-000512,-0.312362060634
ACH-000516,-0.51966172425
ACH-000517,-0.42633217204400004
ACH-000518,-0.71714919963
ACH-000520,-0.38050292429099997
ACH-000521,-0.696241830699
ACH-000522,-0.15863098689000002
ACH-000524,-0.387140251031
ACH-000527,-0.38960919803000005
ACH-000528,-0.534929523046
ACH-000537,-0.348359530001
ACH-000541,0.139160824209
ACH-000542,-0.520440485072
ACH-000544,-0.483099450567
ACH-000545,-0.33904652035800004
ACH-000547,-0.631434897536
ACH-000548,-0.5294357788399999
ACH-000549,-0.520080203336
ACH-000550,-0.558549454347
ACH-000552,-0.327528245386
ACH-000556,-0.391295345787
ACH-000557,-0.261415365015
ACH-000570,-0.42340621365599995
ACH-000571,-0.549406552824
ACH-000573,-0.40989298886
ACH-000576,-0.336222264671
ACH-000580,-0.281021408513
ACH-000584,-0.487890449593
ACH-000585,-0.314508056197
ACH-000588,-0.279358467263
ACH-000589,-0.324642394058
ACH-000591,-0.6617379721769999
ACH-000593,-0.440522979898
ACH-000600,-0.645398242656
ACH-000601,-0.621727201258
ACH-000604,-0.336661275666
ACH-000605,-0.401953662108
ACH-000606,-0.597165146897
ACH-000608,-0.254330179674
ACH-000614,-0.635240826809
ACH-000616,-0.23502871297699998
ACH-000618,-0.549248640583
ACH-000619,-0.44582382877800003
ACH-000620,-0.301396679635
ACH-000621,-0.506454650265
ACH-000622,-0.17891355764000003
ACH-000623,-0.329402345537
ACH-000624,-0.318578183944
ACH-000627,-0.41777301210100004
ACH-000630,-0.200948623972
ACH-000632,-0.144787250703
ACH-000633,-0.432418405973
ACH-000637,-0.437405991388
ACH-000638,-0.321066661635
ACH-000646,-0.648505299717
ACH-000647,-0.505680217652
ACH-000648,-0.397206768257
ACH-000649,-0.42826309914599997
ACH-000651,-0.278473095601
ACH-000652,-0.132620503339
ACH-000653,-0.560709982758
ACH-000657,-0.475479580753
ACH-000658,-0.6291698334820001
ACH-000661,-0.457463057973
ACH-000662,-0.633177620858
ACH-000663,-0.332771458166
ACH-000665,-0.257785777614
ACH-000671,-0.215544210174
ACH-000673,-0.379347010071
ACH-000676,-0.38445576803000003
ACH-000677,-0.47005946667
ACH-000681,-0.282882548095
ACH-000682,-0.438081979292
ACH-000683,-0.28586912027
ACH-000684,-0.117872231161
ACH-000688,-0.38735530911
ACH-000693,-0.436188657563
ACH-000694,-0.46294135560099997
ACH-000695,-0.432230856963
ACH-000696,-0.38612771978699995
ACH-000697,-0.547409358719
ACH-000699,-0.37627124318800004
ACH-000701,-0.411257778485
ACH-000706,-0.31014433499
ACH-000711,-0.3958640522
ACH-000713,-0.469829953763
ACH-000714,-0.626132712612
ACH-000718,-0.544342744851
ACH-000720,-0.502053973979
ACH-000721,-0.376291740215
ACH-000724,-0.5352402566100001
ACH-000725,-0.471629365232
ACH-000732,-0.495023546039
ACH-000734,-0.306185212853
ACH-000735,-0.133410593331
ACH-000736,-0.319122297296
ACH-000738,-0.31792027860800004
ACH-000746,-0.723081508046
ACH-000747,-0.49555584431599997
ACH-000748,-0.618295528459
ACH-000753,-0.29211242460299996
ACH-000756,-0.566202188328
ACH-000757,-0.0887813143203
ACH-000758,-0.324037300237
ACH-000760,-0.221952744715
ACH-000763,-0.40519546171899995
ACH-000764,-0.341493863778
ACH-000765,-0.537485680187
ACH-000766,-0.387543488693
ACH-000767,-0.330069412747
ACH-000768,-0.33778349282700004
ACH-000769,-0.623701188223
ACH-000770,-0.47323851961400004
ACH-000771,-0.309298615093
ACH-000773,-0.661849231289
ACH-000776,-0.36256677684699995
ACH-000777,-0.470591437716
ACH-000778,-0.252652597644
ACH-000781,-0.478372596325
ACH-000782,-0.595165106219
ACH-000783,-0.408354914877
ACH-000784,-0.539280818359
ACH-000785,-0.48837427174900006
ACH-000787,-0.06907436563460001
ACH-000788,-0.221876914925
ACH-000791,-0.526377917338
ACH-000792,-0.144487413956
ACH-000794,-0.438717535649
ACH-000796,-0.853088940025
ACH-000799,-0.633805127472
ACH-000800,-0.8537533530410001
ACH-000802,-0.580554528324
ACH-000804,-0.433720052262
ACH-000805,-0.626317231871
ACH-000809,-0.619928587096
ACH-000810,-0.756885550923
ACH-000811,-0.354881798628
ACH-000817,-0.269963165839
ACH-000819,-0.123931740205
ACH-000820,-0.35203860468599996
ACH-000821,-0.404422004463
ACH-000822,-0.49848489770000004
ACH-000823,-0.601025628815
ACH-000824,-0.361620056095
ACH-000827,-0.21420907987799997
ACH-000829,-0.41308967734200003
ACH-000831,-0.368645739398
ACH-000832,-0.617002443863
ACH-000833,-0.42364561595
ACH-000834,-0.437428645126
ACH-000835,-0.334553409387
ACH-000836,0.0162029071286
ACH-000837,-0.534927388716
ACH-000838,-0.11993835460999999
ACH-000839,-0.528390189307
ACH-000840,-0.178119270806
ACH-000841,-0.61495608583
ACH-000843,-0.556253051333
ACH-000846,-0.388750502209
ACH-000847,-0.18554419067699998
ACH-000848,-0.352208960962
ACH-000849,-0.34731373315999997
ACH-000851,-0.502469131298
ACH-000855,-0.697012161046
ACH-000856,-0.377893820502
ACH-000858,-0.226348014259
ACH-000859,-0.692193710562
ACH-000861,-0.475915423221
ACH-000862,-0.594793644282
ACH-000865,-0.622216607492
ACH-000866,-0.44535313728299997
ACH-000867,-0.186972812528
ACH-000869,-0.121265200534
ACH-000872,-0.256826318841
ACH-000873,-0.610706026147
ACH-000876,-0.185797327845
ACH-000878,-0.381912091637
ACH-000880,-0.62953458633
ACH-000881,-0.525770218913
ACH-000882,-0.491507770611
ACH-000884,-0.194738607968
ACH-000885,-0.445883816544
ACH-000887,-0.42162683857
ACH-000888,-0.518303693895
ACH-000889,-0.221752737659
ACH-000890,-0.5148006459560001
ACH-000896,-0.334657734029
ACH-000898,-0.41707993327299997
ACH-000900,-0.417659392706
ACH-000901,-0.35467148303199997
ACH-000905,-0.369800605358
ACH-000906,-0.34725329638499997
ACH-000907,-0.48612415224
ACH-000910,-0.575597315951
ACH-000911,-0.440223411944
ACH-000912,-0.482756078661
ACH-000913,-0.387230111
ACH-000915,0.0501070481365
ACH-000916,-0.235142281166
ACH-000917,-0.5261438729460001
ACH-000921,-0.280491512785
ACH-000924,-0.435291420482
ACH-000926,-0.0329743142014
ACH-000928,-0.605310971583
ACH-000929,-0.12166916971899999
ACH-000932,-0.48627563492700004
ACH-000935,-0.21291275308
ACH-000936,-0.40492262413
ACH-000937,-0.054278424385599995
ACH-000938,-0.7172708551770001
ACH-000939,-0.14734846796700002
ACH-000941,-0.384303287623
ACH-000943,-0.28311458661600003
ACH-000946,-0.414512557602
ACH-000947,-0.47776741396399997
ACH-000948,-0.217638179017
ACH-000950,-0.0872854130645
ACH-000953,-0.18379044383
ACH-000957,-0.335031927
ACH-000958,-0.09230531347689999
ACH-000960,-0.542982899816
ACH-000963,-0.35369027703100003
ACH-000968,-0.40476518913599996
ACH-000969,-0.355668977595
ACH-000973,-0.261783123255
ACH-000974,-0.497485169814
ACH-000975,-0.4813031413600001
ACH-000976,-0.573617671109
ACH-000978,-0.7474977697540001
ACH-000980,-0.307416144898
ACH-000984,-0.315163631096
ACH-000986,0.06616523480150001
ACH-000988,-0.507614810494
ACH-000993,-0.288642943634
ACH-000994,-0.556673052965
ACH-000996,-0.5722237425410001
ACH-001001,-0.425160368094
ACH-001020,-0.128156134763
ACH-001028,-0.18847231453299998
ACH-001031,-0.06634007657049999
ACH-001038,-0.230734257483
ACH-001048,-0.263881661486
ACH-001050,-0.07323469363910001
ACH-001053,-0.385250845603
ACH-001054,-0.16112019047499998
ACH-001061,-0.177467358615
ACH-001067,-0.120722073208
ACH-001075,-0.66150946239
ACH-001096,-0.19243145947700002
ACH-001128,0.31936496709600004
ACH-001134,-0.589954711121
ACH-001151,-0.21858785664299998
ACH-001163,-0.223639610139
ACH-001164,-0.41787937920999996
ACH-001173,-0.540377911678
ACH-001183,-0.35104615123300004
ACH-001184,-0.276765918489
ACH-001190,-0.197388496507
ACH-001192,0.04428633429690001
ACH-001193,-0.18130239407600002
ACH-001196,-0.367212807493
ACH-001197,-0.8672776062209999
ACH-001205,-0.540275101845
ACH-001211,-0.41710856958000003
ACH-001212,-0.5664083829959999
ACH-001228,-0.367954112354
ACH-001232,-0.41629975247100004
ACH-001239,-0.534713620904
ACH-001274,-0.44160034039800006
ACH-001275,-0.6060560257850001
ACH-001277,-0.30405045034600003
ACH-001278,-0.734207952114
ACH-001280,-0.14183020506400001
ACH-001283,-0.146328375861
ACH-001289,-0.582248258194
ACH-001295,-0.399174781555
ACH-001300,-0.226189341503
ACH-001301,-0.337820183042
ACH-001302,-0.252459488724
ACH-001303,-0.156623225921
ACH-001306,-0.5091988146
ACH-001318,-0.581991342399
ACH-001322,-0.512737628225
ACH-001328,-0.171240245909
ACH-001332,-0.334892657145
ACH-001333,-0.561234950843
ACH-001336,-0.375989840647
ACH-001340,-0.323428114519
ACH-001346,-0.57360942832
ACH-001353,-0.582428155193
ACH-001354,-0.09849990415269999
ACH-001367,-0.137954886008
ACH-001368,-0.15982823064999999
ACH-001374,-0.356470310694
ACH-001375,-0.544277747138
ACH-001377,-0.768950342439
ACH-001380,-0.118617142488
ACH-001391,-0.416861650017
ACH-001407,-0.415703521307
ACH-001408,-0.343358556558
ACH-001413,-0.340786995893
ACH-001430,-0.38822771556999996
ACH-001431,-0.47360431130900005
ACH-001450,-0.21529338244899998
ACH-001496,-0.38838182044299996
ACH-001500,-0.18082415811299998
