,NSD1 (64324)
ACH-001521,-0.767723123107
ACH-001523,-0.41606587821
ACH-001532,-0.29020688418
ACH-001536,-0.780108039144
ACH-001550,-0.0218811225097
ACH-001552,-0.314371049229
ACH-001554,-0.522132395245
ACH-001645,-0.579277476547
ACH-001654,-0.38575161823299997
ACH-001715,-0.10152460837300001
ACH-001735,-0.41403307877400003
ACH-001736,-0.430013010563
ACH-001737,-0.227878536481
ACH-001740,-0.258189767649
ACH-001745,-0.450160024307
ACH-001750,-0.179388159122
ACH-001765,-0.43863171540299994
ACH-001956,-0.38339894007299996
ACH-001957,-0.6917755786669999
