,OTUD1 (220213)
ACH-000004,0.17445091904100002
ACH-000007,0.0125918260085
ACH-000009,0.102380408177
ACH-000011,0.0640579412927
ACH-000012,0.20919042282400002
ACH-000013,0.00850579937489
ACH-000014,-0.0860927170262
ACH-000015,0.0928857102678
ACH-000017,0.10293186737099999
ACH-000018,0.08670639642339999
ACH-000019,-0.154141096055
ACH-000021,-0.0389423951208
ACH-000022,0.00364044036202
ACH-000025,0.0897838879122
ACH-000028,0.020653281641
ACH-000030,0.08446634753730001
ACH-000035,0.04964914028419999
ACH-000036,0.12611048105699998
ACH-000037,0.252804402799
ACH-000039,0.175497898284
ACH-000040,0.192577118671
ACH-000041,0.0656987726442
ACH-000042,0.00842093561619
ACH-000045,0.0071181310369799996
ACH-000047,0.0344855931575
ACH-000052,0.523707970687
ACH-000053,-0.048775567350099996
ACH-000054,-0.132201993391
ACH-000055,0.257487754607
ACH-000060,-0.024132188754500003
ACH-000067,0.16365381793
ACH-000070,0.10426713584200001
ACH-000075,-0.134442930299
ACH-000078,0.20457287732299997
ACH-000082,0.113644188987
ACH-000085,0.287001709012
ACH-000086,0.194686515419
ACH-000087,-0.06592645475930001
ACH-000092,0.0679021642191
ACH-000095,0.07036995894730001
ACH-000097,-0.0020909261274400003
ACH-000098,-0.0139747220359
ACH-000099,0.15181741358
ACH-000108,0.0284614693804
ACH-000113,0.0200018319366
ACH-000115,-0.04127235949290001
ACH-000116,0.1440263219
ACH-000118,0.160642090452
ACH-000120,-0.133125111529
ACH-000123,0.120280024986
ACH-000127,0.16047586839400002
ACH-000128,0.151705314191
ACH-000132,-0.161083746595
ACH-000133,0.050715820352699996
ACH-000137,0.127206666721
ACH-000138,0.0906589867815
ACH-000142,0.21571194475000002
ACH-000143,-0.260033033485
ACH-000146,0.160858704785
ACH-000148,-0.005285392617779999
ACH-000150,0.200872046845
ACH-000152,0.11177066264
ACH-000153,-0.0238191862574
ACH-000159,-0.0468814112285
ACH-000160,0.225224713361
ACH-000163,0.00801832594403
ACH-000167,-0.226833678129
ACH-000168,0.032399704704400005
ACH-000169,0.223493659742
ACH-000178,0.06786282937469999
ACH-000182,0.157411663575
ACH-000183,-0.0443471576009
ACH-000188,0.0655580641368
ACH-000189,0.041513441746900005
