,MYBL2 (4605)
ACH-000004,-1.4486419322400002
ACH-000007,-0.96841787881
ACH-000009,-1.00496803618
ACH-000011,0.0206462401388
ACH-000012,-0.522619582249
ACH-000013,-0.9134743746709999
ACH-000014,-0.7616847419830001
ACH-000015,-0.820024403327
ACH-000017,-0.7361840329610001
ACH-000018,-0.82170286495
ACH-000019,-0.684994862904
ACH-000021,-0.5678293654150001
ACH-000022,-1.1008355755099999
ACH-000025,-0.633915658217
ACH-000028,-0.48892988358499995
ACH-000030,-0.689939498432
ACH-000035,-0.687680030374
ACH-000036,-0.321738725959
ACH-000037,-0.578856030786
ACH-000039,-0.8591256908820001
ACH-000040,-0.46222567338200005
ACH-000041,-0.807468732339
ACH-000042,-0.918588887558
ACH-000045,-0.760113275996
ACH-000047,-0.432478573735
ACH-000052,-0.850815277367
ACH-000053,-0.811267560224
ACH-000054,-0.395281889371
ACH-000055,-0.901199836797
ACH-000060,-0.262667760682
ACH-000067,-0.5542891299270001
ACH-000070,-0.673082919003
ACH-000075,-0.541785829889
ACH-000078,-0.68625443332
ACH-000082,-0.513622378827
ACH-000085,-0.866623572295
ACH-000086,-0.375281653971
ACH-000087,-0.976560838974
ACH-000092,-0.722537414664
ACH-000095,-1.29145907003
ACH-000097,-0.450627928628
ACH-000098,-0.06578445230119999
ACH-000099,-0.9925109989450001
ACH-000108,-0.559487053129
ACH-000113,-0.669838463706
ACH-000115,-1.6601777684799999
ACH-000116,-0.918890179577
ACH-000118,-0.354563749262
ACH-000120,-1.00880211519
ACH-000123,-0.80922401902
ACH-000127,-0.8185804459270001
ACH-000128,-0.856390272541
ACH-000132,-0.445998352425
ACH-000133,-0.642147526179
ACH-000137,-0.6991239527230001
ACH-000138,-0.401898050301
ACH-000142,-0.435820250963
ACH-000143,-0.948333747404
ACH-000146,-1.1147192674700002
ACH-000148,-0.54349381158
ACH-000150,-0.297463455888
ACH-000152,-0.808911338069
ACH-000153,-0.7031779311
ACH-000159,-0.645629276395
ACH-000160,-1.0333081701
ACH-000163,-0.962766583677
ACH-000167,-0.6850469478839999
ACH-000168,-0.6435261576100001
ACH-000169,-0.900234217276
ACH-000178,-0.720613557311
ACH-000182,-0.843906504286
ACH-000183,-0.987630227106
ACH-000188,-1.18886906406
ACH-000189,-0.737120176829
ACH-000190,-0.777427967794
ACH-000198,-0.748911461991
ACH-000204,-0.439194872694
ACH-000206,-0.92046513035
ACH-000207,-1.01763248317
ACH-000211,-0.821781536147
ACH-000215,-0.337162934099
ACH-000221,-0.7214813688680001
ACH-000222,-0.531140561637
ACH-000223,-1.1420183547799998
ACH-000226,-0.875797590658
ACH-000227,-0.947060821784
ACH-000228,-1.01898883985
ACH-000231,-0.644929936858
ACH-000232,-0.460493266761
ACH-000233,-0.9031239818889999
ACH-000234,-0.6560430725940001
ACH-000235,-0.5786904743729999
ACH-000237,-0.628503380707
ACH-000238,-1.39278180458
ACH-000243,-1.00705462653
ACH-000244,-0.397791648578
ACH-000246,-0.412368667292
ACH-000248,-1.19179963862
ACH-000250,-0.243295731446
ACH-000251,-0.232801342039
ACH-000253,-1.11453529471
ACH-000255,-0.485852880004
ACH-000256,-0.935251841638
ACH-000257,-1.1408539424500002
ACH-000258,-0.294008023932
ACH-000259,-0.757521548161
ACH-000260,-1.18137229771
ACH-000261,-0.40752877860799996
ACH-000262,-0.38582723384900003
ACH-000263,-1.01843621329
ACH-000264,-0.746872719392
ACH-000265,-0.46144319974799997
ACH-000266,-0.968385186047
ACH-000272,-0.43046029427
ACH-000273,-0.486875181417
ACH-000274,-0.287692907958
ACH-000277,-0.688365310824
ACH-000278,-0.174429981336
ACH-000279,-0.6597658811289999
ACH-000280,-0.604231817375
ACH-000281,-0.808609789617
ACH-000288,-0.300813287938
ACH-000291,-0.876025098486
ACH-000293,-0.5781006828190001
ACH-000294,-1.00403070162
ACH-000295,-0.705860538721
ACH-000296,-1.02846310183
ACH-000302,-0.7039863084199999
ACH-000304,-0.385264177072
ACH-000307,-0.9298543808419999
ACH-000308,-1.42821367998
ACH-000310,-0.8337398338600001
ACH-000311,-0.352104698887
ACH-000312,-0.646392210044
ACH-000315,-0.299991582792
ACH-000316,-0.35263981859099996
ACH-000317,-0.85753837919
