,AAMDC (28971)
ACH-000004,0.00826159961685
ACH-000007,0.122130216174
ACH-000009,-0.151411976594
ACH-000011,0.053238302495
ACH-000012,-0.122258300975
ACH-000013,-0.115115074517
ACH-000014,-0.021644629147900003
ACH-000015,0.00366236442748
ACH-000017,0.10198691682700001
ACH-000018,-0.28835034188700004
ACH-000019,-0.253974098328
ACH-000021,-0.048082817091800005
ACH-000022,0.05249336032909999
ACH-000025,-0.0031415310953899996
ACH-000028,-0.12854307775499998
ACH-000030,-0.049462854399499996
ACH-000035,0.00429718633336
ACH-000036,-0.23080322632300002
ACH-000037,0.0172158492298
ACH-000039,-0.0355311272507
ACH-000040,-0.013112443691399998
ACH-000041,0.0129069947055
ACH-000042,0.06495661940030001
ACH-000045,-0.00625244957713
ACH-000047,0.021941196376799997
ACH-000052,0.0703265240185
ACH-000053,-0.00594754067475
ACH-000054,-0.143393803071
ACH-000055,-0.09068455606760001
ACH-000060,0.045933853659
ACH-000067,0.0340405805717
ACH-000070,-0.12454802706399999
ACH-000075,-0.198282821225
ACH-000078,0.0844156469788
ACH-000082,-0.236299664642
ACH-000085,-0.08975872157579999
ACH-000086,-0.005514263240319999
ACH-000087,0.0653164696999
ACH-000092,-0.005871140678789999
ACH-000095,-0.050042391595400006
ACH-000097,-0.0613056353217
ACH-000098,-0.0926975376663
ACH-000099,-0.0186377600827
ACH-000108,0.0534662279682
ACH-000113,-0.159562562559
ACH-000115,0.016934524285200002
ACH-000116,-0.238792041911
ACH-000118,-0.17008534063499997
ACH-000120,0.0007403374564690001
ACH-000123,-0.0936038044851
ACH-000127,0.0519117608951
ACH-000128,-0.07674828999750001
ACH-000132,-0.161289653703
ACH-000133,-0.194655118042
ACH-000137,-0.407946302759
ACH-000138,-0.0695635468308
ACH-000142,-0.0680666539562
ACH-000143,-0.032349494894400005
ACH-000146,0.020401588148400002
ACH-000148,0.005539126692229999
ACH-000150,0.02137150932
ACH-000152,-0.117551739865
ACH-000153,-0.0217871041544
ACH-000159,0.055135572928
ACH-000160,-0.104619358635
ACH-000163,-0.0374363880628
ACH-000167,-0.410288397571
ACH-000168,-0.00773724254757
