,MAN2C1 (4123)
ACH-000329,-0.0775151575783
ACH-000330,-0.139152804717
ACH-000331,-0.30150609515500004
ACH-000332,-0.158444601435
ACH-000334,-0.0268281309412
ACH-000335,-0.24452935788400001
ACH-000336,-0.022358513735099998
ACH-000337,-0.23046034032200002
ACH-000339,-0.053781500156100004
ACH-000341,-0.494817766003
ACH-000348,-0.18845484647799998
ACH-000350,-0.00500178443265
ACH-000352,-0.157671092522
ACH-000356,-0.23325924151299998
ACH-000361,-0.375048569352
ACH-000362,-0.008121888431810002
ACH-000363,-0.257067522271
ACH-000364,-0.09601957087099999
ACH-000365,-0.130827062598
ACH-000366,-0.0959626038844
ACH-000368,-0.272888501838
ACH-000374,0.030491907359799997
ACH-000375,-0.11577498957999999
ACH-000376,-0.378787046933
ACH-000381,-0.154133153947
ACH-000383,-0.19120047525199999
ACH-000387,-0.230218118635
ACH-000389,-0.267049206089
ACH-000390,-0.215917547706
ACH-000393,-0.14235726933
ACH-000395,-0.21019002336399997
ACH-000397,-0.220353740711
ACH-000401,-0.29303538825
ACH-000402,0.172682272731
ACH-000403,-0.18252980952199999
ACH-000404,-0.263028866785
ACH-000406,-0.11442459384600001
ACH-000407,-0.392262380953
ACH-000408,-0.299813480519
ACH-000410,-0.17936515303599998
ACH-000411,-0.215090584635
ACH-000414,-0.281969645943
ACH-000415,-0.11147803128900001
ACH-000416,-0.220901407589
ACH-000420,0.0049300828724700005
ACH-000421,-0.261257967242
ACH-000424,-0.39261053552299996
ACH-000425,-0.34215837364
ACH-000426,-0.0663749915017
ACH-000427,-0.254266936226
ACH-000433,-0.381264478683
ACH-000436,-0.301961099562
ACH-000444,-0.170900110345
ACH-000445,-0.00164975302012
ACH-000448,-0.252905888288
ACH-000450,-0.158416849603
ACH-000452,-0.214963506317
ACH-000454,-0.320203745784
ACH-000458,-0.121418021907
ACH-000459,0.23456190202899999
ACH-000460,-0.18973260414999998
ACH-000461,-0.380087736522
ACH-000463,-0.136936236943
ACH-000464,-0.443657316981
ACH-000466,-0.181678004916
ACH-000467,-0.00365038923296
ACH-000468,-0.25851252500599997
ACH-000469,-0.128482264304
ACH-000470,-0.198987766337
ACH-000471,-0.150635828459
ACH-000472,-0.16086384479399998
ACH-000473,-0.0373101140358
ACH-000475,-0.10029098146299999
ACH-000476,-0.3146347371
ACH-000477,-0.153338381595
ACH-000480,-0.237196673356
ACH-000481,-0.265164892285
ACH-000483,-0.168620163821
ACH-000484,-0.201203340167
ACH-000485,-0.109567193878
ACH-000486,-0.200409387788
ACH-000487,-0.045409166393900004
ACH-000488,-0.12207790248400001
ACH-000490,-0.133890725035
ACH-000491,-0.338704686614
ACH-000495,-0.435061367052
ACH-000496,-0.20496033723999998
ACH-000499,0.0180366674477
ACH-000500,-0.259138129903
ACH-000502,-0.195925140255
ACH-000503,-0.0821906945524
ACH-000505,-0.188203159489
ACH-000507,-0.188638905648
ACH-000510,-0.061679378024399996
ACH-000511,-0.171314279653
ACH-000512,0.0767774084625
ACH-000516,-0.370131662443
ACH-000517,-0.15896475408500002
ACH-000518,-0.163622693656
ACH-000520,-0.36138443726899994
ACH-000521,-0.07999938089110001
ACH-000522,-0.156489897551
ACH-000524,-0.215918692504
ACH-000527,-0.263231460225
ACH-000528,-0.107840808973
ACH-000537,-0.0706104236168
ACH-000541,0.093801704551
ACH-000542,-0.11934812766200001
ACH-000544,-0.05522496475790001
ACH-000545,-0.105261824346
ACH-000547,-0.299582131086
ACH-000548,-0.201281841413
ACH-000549,-0.302837150435
ACH-000550,-0.207293639663
ACH-000552,-0.173584902738
ACH-000556,-0.35626245257100003
ACH-000557,-0.301241630154
ACH-000570,-0.0193689990753
ACH-000571,-0.224207906789
ACH-000573,-0.286301144497
ACH-000576,-0.0488004977055
ACH-000580,-0.054842260606599996
ACH-000584,-0.27905382106800003
ACH-000585,-0.21592436092199999
ACH-000588,-0.0549381749361
ACH-000589,-0.182996521595
ACH-000591,-0.297318965606
ACH-000593,-0.08423781903380001
ACH-000600,-0.209629674497
ACH-000601,-0.151368324507
ACH-000604,-0.047941825385099994
ACH-000605,-0.127975780974
ACH-000606,-0.144140909277
ACH-000608,-0.186631344965
ACH-000614,-0.317089577649
ACH-000616,-0.0506123054838
ACH-000618,0.121602168008
ACH-000619,-0.021108349399
ACH-000620,-0.18513316456599999
ACH-000621,-0.238052744075
ACH-000622,-0.149164820777
ACH-000623,-0.11648838484200001
ACH-000624,-0.209552740137
ACH-000627,-0.026765295737799996
ACH-000630,-0.22621451730999997
ACH-000632,-0.26380287027399996
ACH-000633,-0.0926608547773
ACH-000637,-0.029700929755199997
ACH-000638,-0.0821114102973
ACH-000646,-0.08745348196660001
ACH-000647,-0.330601045227
ACH-000648,-0.17702836565699998
ACH-000649,-0.112684795838
ACH-000651,-0.203026066857
ACH-000652,-0.294633239222
ACH-000653,-0.128877211525
ACH-000657,-0.27892114879700003
ACH-000658,-0.137592650136
ACH-000661,-0.0423815892297
ACH-000662,0.08395197135919999
ACH-000663,-0.066492091223
ACH-000665,-0.18526737249000003
ACH-000671,-0.034651693015400005
ACH-000673,-0.251515446192
ACH-000676,-0.162268883483
ACH-000677,-0.159667784579
ACH-000681,-0.20067187007399998
ACH-000682,-0.140980913545
ACH-000683,-0.189847838456
ACH-000684,0.024642051986799998
ACH-000688,-0.23974486320099997
ACH-000693,-0.0951216192
ACH-000694,-0.1383528727
ACH-000695,-0.28338181914099997
ACH-000696,-0.181313750803
ACH-000697,0.08899549043030001
ACH-000699,-0.270958554342
ACH-000701,-0.110057910349
ACH-000706,-0.17618710384
ACH-000711,-0.3211563607
ACH-000713,-0.158879188581
ACH-000714,-0.264557916628
ACH-000718,-0.0784555490986
ACH-000720,-0.09137084459339999
ACH-000721,-0.164630822514
ACH-000724,-0.21064043767299998
ACH-000725,-0.218048571582
ACH-000732,-0.338535604027
ACH-000734,-0.139397269433
ACH-000735,-0.335639484689
ACH-000736,-0.33804125428099996
ACH-000738,-0.18464209139199997
ACH-000746,-0.000785677650185
ACH-000747,-0.237940477074
ACH-000748,-0.17861188362999997
ACH-000753,-0.19865191889699998
ACH-000756,-0.166348409602
ACH-000757,-0.36894743181
ACH-000758,-0.132975207735
ACH-000760,-0.1344433862
ACH-000763,-0.0563096717909
ACH-000764,-0.00285975061924
ACH-000765,-0.162325364293
ACH-000766,-0.295402386485
ACH-000767,-0.071764009462
ACH-000768,-0.06949303980489999
ACH-000769,-0.190038821813
ACH-000770,-0.19806148848900001
ACH-000771,-0.270459193839
ACH-000773,-0.201285162566
ACH-000776,-0.140857998491
ACH-000777,-0.331627785256
ACH-000778,-0.167282695225
ACH-000781,-0.232193655449
ACH-000782,-0.339487074019
ACH-000783,-0.20266017469
ACH-000784,-0.34668562478799997
ACH-000785,-0.198637482728
ACH-000787,-0.177678303331
ACH-000788,-0.21041127397599999
ACH-000791,-0.24643839923
ACH-000792,-0.125519372486
ACH-000794,-0.275676592384
ACH-000796,-0.156397512406
ACH-000799,-0.160499504114
ACH-000800,-0.205835678651
ACH-000802,-0.178263239065
ACH-000804,-0.217749221895
ACH-000805,-0.40525464300700004
ACH-000809,-0.16959692383699998
ACH-000810,-0.298024770521
ACH-000811,-0.40278515624899996
ACH-000817,-0.22049837991300003
ACH-000819,-0.260265708922
ACH-000820,-0.11549143185
ACH-000821,-0.206735611098
ACH-000822,-0.41738241136200005
ACH-000823,-0.184952164624
ACH-000824,-0.103059415183
ACH-000827,-0.309236264173
ACH-000829,-0.203564037615
ACH-000831,-0.35066172356200004
ACH-000832,-0.38249321686
ACH-000833,-0.162609942865
ACH-000834,-0.141188552482
ACH-000835,-0.06615114267059999
ACH-000836,-0.235536714178
ACH-000837,-0.173316020297
ACH-000838,-0.27250634510099997
ACH-000839,-0.192989884725
ACH-000840,-0.475097066903
ACH-000841,-0.223542307735
ACH-000843,-0.228198649743
ACH-000846,-0.0399976952513
ACH-000847,-0.0802070929325
ACH-000848,0.0528171288397
ACH-000849,-0.200321926585
ACH-000851,-0.394445119261
ACH-000855,0.132499618611
ACH-000856,-0.117062062466
ACH-000858,-0.0855210244218
ACH-000859,-0.11214529862400001
ACH-000861,-0.14632188409900002
ACH-000862,-0.018599439524299998
ACH-000865,-0.22770177820300003
ACH-000866,-0.12889339139699998
ACH-000867,-0.286405391849
ACH-000869,-0.425964410797
ACH-000872,-0.09246446705229999
ACH-000873,-0.30786468875
ACH-000876,-0.251012261074
ACH-000878,-0.203313015058
ACH-000880,-0.189025111385
ACH-000881,-0.346713842274
ACH-000882,-0.157581586623
ACH-000884,-0.38059846575
ACH-000885,-0.11401604185599999
ACH-000887,-0.238473915242
ACH-000888,-0.126222682675
ACH-000889,-0.13991603532400002
ACH-000890,-0.14612641953299998
ACH-000896,-0.20526366327599999
ACH-000898,-0.289330503014
ACH-000900,-0.310045857584
ACH-000901,-0.252147769007
ACH-000905,-0.236156795399
ACH-000906,-0.0798460318606
ACH-000907,-0.110466147415
ACH-000910,-0.124984464189
ACH-000911,-0.23384277172499998
ACH-000912,-0.309671837426
ACH-000913,-0.122185354492
ACH-000915,-0.312244500461
ACH-000916,-0.5287838012039999
ACH-000917,-0.0184770743469
ACH-000921,-0.134507943476
ACH-000924,-0.0558658437975
ACH-000926,-0.30409467737
ACH-000928,-0.181081036052
ACH-000929,-0.00943713986298
ACH-000932,-0.109816252314
ACH-000935,-0.416801220947
ACH-000936,-0.239446172834
ACH-000937,-0.200901315962
ACH-000938,-0.0967517922855
ACH-000939,-0.0472409864341
ACH-000941,-0.060721525850099996
ACH-000943,-0.0633045153211
ACH-000946,-0.24979539945
ACH-000947,-0.18044639276799998
ACH-000948,-0.130365524095
ACH-000950,-0.059491324568600006
ACH-000953,-0.17371940463500002
ACH-000957,-0.17457153697500002
ACH-000958,-0.0232047463601
ACH-000960,-0.227917690624
ACH-000963,-0.22511773755699999
ACH-000968,-0.0114237347129
ACH-000969,-0.307532490087
ACH-000973,-0.289322822365
ACH-000974,-0.227580846325
ACH-000975,-0.254156329528
ACH-000976,-0.020658087165599998
ACH-000978,-0.19960332501800002
ACH-000980,-0.173523014176
ACH-000984,-0.402779854585
ACH-000986,-0.187044203865
ACH-000988,-0.392927466197
ACH-000993,-0.0545923396145
ACH-000994,-0.25182164396400003
ACH-000996,-0.45023396122599996
ACH-001001,-0.235660997778
ACH-001020,-0.33031946503000004
ACH-001028,-0.190128665629
ACH-001031,-0.162392807856
ACH-001038,-0.235244108788
ACH-001048,-0.19812115394699997
ACH-001050,-0.261141897509
ACH-001053,-0.24095801597600003
ACH-001054,-0.0842781602447
ACH-001061,-0.0683132909389
ACH-001067,-0.222594083475
ACH-001075,-0.177877058567
ACH-001096,-0.0587821874264
ACH-001128,-0.28210976256
ACH-001134,-0.213399190616
ACH-001151,-0.248383468246
ACH-001163,-0.24377194162799998
ACH-001164,-0.243432907599
ACH-001173,-0.18732697222800002
ACH-001183,-0.310789061825
ACH-001184,-0.19350006195
ACH-001190,-0.31592578349
ACH-001192,-0.187495898538
ACH-001193,-0.331910941987
ACH-001196,-0.03570437230430001
ACH-001197,0.0664124094513
ACH-001205,-0.15732573178200002
ACH-001211,-0.431521889925
ACH-001212,-0.46969368397399996
ACH-001228,-0.34549439199
ACH-001232,-0.292576012532
ACH-001239,-0.261871680886
ACH-001274,-0.170184865555
ACH-001275,0.00641579971897
ACH-001277,-0.167020790532
ACH-001278,-0.21861640404399998
ACH-001280,-0.0419927441658
ACH-001283,-0.0391398520329
ACH-001289,-0.147003832837
ACH-001295,-0.300624379213
ACH-001300,-0.0607259388863
ACH-001301,-0.166266523308
ACH-001302,-0.41684827230599997
ACH-001303,-0.20214397028
ACH-001306,-0.192817606074
ACH-001318,-0.190680316956
ACH-001322,-0.241110957241
ACH-001328,-0.221144805808
ACH-001332,-0.343871586549
ACH-001333,0.104985647741
ACH-001336,-0.125955097092
ACH-001340,-0.361191687343
ACH-001346,-0.25554131555
ACH-001353,-0.19664697416299998
ACH-001354,-0.00314360469326
ACH-001367,-0.296098518965
ACH-001368,-0.214024079626
ACH-001374,0.174313300381
ACH-001375,-0.05489099994919999
ACH-001377,-0.08782201000749999
ACH-001380,-0.18698021467300002
ACH-001391,-0.231709309047
ACH-001407,-0.25413073934
ACH-001408,-0.135896237106
ACH-001413,-0.397395441705
ACH-001430,-0.0351488254435
ACH-001431,-0.286486386518
ACH-001450,-0.392358951214
ACH-001496,-0.09746337635289999
ACH-001500,-0.130782490327
ACH-001521,-0.351036468394
ACH-001523,-0.16624723182499998
ACH-001532,-0.484198987837
ACH-001536,-0.030252709551099998
ACH-001550,-0.17356578052299998
ACH-001552,-0.233164663387
ACH-001554,-0.178615451666
ACH-001645,-0.38444154839100003
ACH-001654,-0.26182252456099997
ACH-001715,-0.200046517861
ACH-001735,-0.239430617674
ACH-001736,-0.28074503255399996
ACH-001737,-0.23771954809700002
ACH-001740,-0.126859549453
ACH-001745,-0.215026027232
ACH-001750,-0.34854734185
ACH-001765,-0.13066852413
ACH-001956,-0.23386852556600002
ACH-001957,-0.238194975817
