,HIST1H3H (8357)
ACH-000004,-0.121671211687
ACH-000007,-0.17762915664999998
ACH-000009,-0.13250998143200002
ACH-000011,-0.20714824585
ACH-000012,-0.241863339906
ACH-000013,-0.140340112357
ACH-000014,-0.35182280514200004
ACH-000015,-0.34512021614200006
ACH-000017,-0.248045671697
ACH-000018,-0.49218080214599996
ACH-000019,-0.0852025817177
ACH-000021,-0.0719756875111
ACH-000022,-0.328648147879
ACH-000025,-0.38724250944899996
ACH-000028,-0.201071172913
ACH-000030,-0.17240711179200002
ACH-000035,-0.477650512307
ACH-000036,-0.008353826722350001
ACH-000037,-0.00128255107458
ACH-000039,-0.11748070695999999
ACH-000040,-0.282328137501
ACH-000041,-0.211642570486
ACH-000042,-0.0954797489624
ACH-000045,-0.24552457326699997
ACH-000047,-0.346736616748
ACH-000052,-0.505601932791
ACH-000053,-0.0205445937947
ACH-000054,-0.166079543082
ACH-000055,-0.147064231527
ACH-000060,-0.278391451355
ACH-000067,-0.431203084019
ACH-000070,-0.186884266615
ACH-000075,-0.493564514006
ACH-000078,-0.141067673486
ACH-000082,-0.22764804550999998
ACH-000085,-0.315035590819
ACH-000086,-0.31517433982500004
ACH-000087,-0.287102210972
ACH-000092,-0.30066232167199997
ACH-000095,-0.20447774327100002
ACH-000097,-0.0115368654284
ACH-000098,-0.16768107286599998
ACH-000099,-0.08939371383889999
ACH-000108,-0.133528058553
ACH-000113,-0.393322402561
ACH-000115,-0.6086740623260001
ACH-000116,-0.169557010597
ACH-000118,-0.311775049618
ACH-000120,-0.0656352020743
ACH-000123,-0.34262000756399996
ACH-000127,-0.187245301222
ACH-000128,-0.127350034261
ACH-000132,-0.13744144312599998
ACH-000133,-0.0902025796226
ACH-000137,-0.4611540859800001
ACH-000138,-0.177707827314
ACH-000142,-0.20519306092999998
ACH-000143,-0.14725017002000002
ACH-000146,-0.183609212636
ACH-000148,-0.117548824007
ACH-000150,0.11402994861099999
ACH-000152,-0.24187629320700002
ACH-000153,-0.320643919139
ACH-000159,-0.17531486123599999
ACH-000160,-0.214353969535
ACH-000163,-0.287890964259
ACH-000167,-0.574149723612
ACH-000168,-0.34093661314999996
ACH-000169,-0.361784129415
ACH-000178,-0.22375223694600002
ACH-000182,-0.18544226534699998
ACH-000183,-0.334302443165
ACH-000188,-0.23691557715300002
ACH-000189,-0.029720753319200002
ACH-000190,-0.152526911479
ACH-000198,-0.299575646569
ACH-000204,-0.110979142643
ACH-000206,-0.423600420496
ACH-000207,-0.295296524008
ACH-000211,-0.16117057783299998
ACH-000215,-0.226879557916
ACH-000221,-0.19956087330299999
ACH-000222,-0.00229575118785
ACH-000223,-0.127483311688
ACH-000226,-0.0463977743589
ACH-000227,0.0732441307025
ACH-000228,-0.311507201666
ACH-000231,-0.311973776632
ACH-000232,-0.11750197326400001
ACH-000233,-0.18347043642400002
ACH-000234,-0.26372388795
ACH-000235,-0.14971754850299998
ACH-000237,-0.23380139548
ACH-000238,-0.22237989511599998
ACH-000243,-0.37535634856100003
ACH-000244,-0.10703095426
ACH-000246,-0.207269105782
ACH-000248,-0.220791938952
ACH-000250,-0.250671421285
ACH-000251,-0.49912517755900004
ACH-000253,-0.25365537151
ACH-000255,-0.231022545223
ACH-000256,-0.262199635827
ACH-000257,-0.0324635310151
ACH-000258,-0.148453854781
ACH-000259,-0.18186972515500002
ACH-000260,-0.216704496603
ACH-000261,-0.203224528861
ACH-000262,0.013073880306
ACH-000263,-0.178549835103
ACH-000264,-0.147101279334
ACH-000265,-0.275545536181
ACH-000266,-0.156285997244
ACH-000272,-0.25204405822500003
ACH-000273,-0.46217877025
ACH-000274,-0.17448661584000003
ACH-000277,-0.37491701636299996
ACH-000278,-0.104330110897
ACH-000279,-0.09328354898949999
ACH-000280,-0.204965658253
ACH-000281,-0.159376762895
ACH-000288,-0.10901922548000001
ACH-000291,-0.204076095051
ACH-000293,-0.21563082306899997
ACH-000294,0.126353691519
ACH-000295,-0.5830015814630001
ACH-000296,-0.14568044396
ACH-000302,-0.257761924585
ACH-000304,-0.413360276295
ACH-000307,-0.224590590429
ACH-000308,-0.251256456078
ACH-000310,0.124267564089
ACH-000311,-0.151582126997
ACH-000312,-0.0260376202856
ACH-000315,-0.430483719155
ACH-000316,-0.0817677410464
ACH-000317,-0.260959998885
ACH-000318,-0.005561327638880001
ACH-000319,-0.32886504266399996
ACH-000320,-0.0765520741353
ACH-000322,-0.27194182109299997
ACH-000323,-0.35896711740599996
ACH-000324,-0.21497189460000002
ACH-000329,-0.119873057163
ACH-000330,-0.280533864077
ACH-000331,-0.12108596683900001
ACH-000332,-0.191687158157
ACH-000334,-0.0357054431978
ACH-000335,-0.250180486998
ACH-000336,-0.566078865678
ACH-000337,-0.0656549729611
ACH-000339,-0.132598125601
ACH-000341,-0.18415447914900002
ACH-000348,-0.242535100737
ACH-000350,0.134615706589
ACH-000352,-0.220774067213
ACH-000356,-0.41924150242299996
ACH-000361,-0.0815302262891
ACH-000362,-0.34158082857100003
ACH-000363,-0.261579989076
ACH-000364,-0.11931227462
ACH-000365,-0.0657357991943
ACH-000366,-0.102527114153
ACH-000368,-0.156168876406
ACH-000374,-0.378182675006
ACH-000375,-0.31894933119
ACH-000376,-0.12300677617900001
ACH-000381,-0.20389300253400003
ACH-000383,-0.23278008276299997
ACH-000387,-0.333242977162
ACH-000389,-0.30734729175000003
ACH-000390,-0.20263477388099999
ACH-000393,-0.280766717033
ACH-000395,-0.06546856059230001
ACH-000397,-0.135602758981
ACH-000401,0.034523569739599996
ACH-000402,-0.47401601709200003
ACH-000403,-0.11884708247300001
ACH-000404,-0.574855741859
ACH-000406,-0.23846659000999998
ACH-000407,-0.19214962864399998
ACH-000408,-0.323587436444
ACH-000410,-0.21408848096000002
ACH-000411,-0.0777315999597
ACH-000414,-0.23777480876899998
ACH-000415,-0.127714007099
ACH-000416,-0.235507904423
ACH-000420,-0.08453216774839999
ACH-000421,-0.18021795038
ACH-000424,-0.025798555685799997
ACH-000425,-0.17017789336300002
ACH-000426,-0.100854485209
ACH-000427,-0.387617362815
ACH-000433,0.0330704027139
ACH-000436,-0.348819934309
ACH-000444,-0.17230179498
ACH-000445,-0.061993100878599994
ACH-000448,-0.27885280624200004
ACH-000450,-0.32113647271699997
ACH-000452,-0.183963025613
ACH-000454,-0.23632960595400002
ACH-000458,-0.259055468746
ACH-000459,-0.448152712741
ACH-000460,-0.12729915653899998
ACH-000461,-0.234557623448
ACH-000463,-0.156776836543
ACH-000464,-0.0386629828242
ACH-000466,-0.412017144163
ACH-000467,-0.217001541184
ACH-000468,-0.177310748506
ACH-000469,-0.320699588015
ACH-000470,-0.170397650231
ACH-000471,-0.178928224348
ACH-000472,-0.12731938380000002
ACH-000473,0.0838925246632
ACH-000475,-0.105279758369
ACH-000476,-0.215879141244
ACH-000477,-0.255678371623
ACH-000480,-0.155673110359
ACH-000481,-0.303054395054
ACH-000483,-0.102611701685
ACH-000484,-0.212539805092
ACH-000485,-0.345185338241
ACH-000486,-0.23049528701299998
ACH-000487,-0.577858763035
ACH-000488,-0.249070148611
ACH-000490,-0.390817920102
ACH-000491,-0.402374870094
ACH-000495,-0.253400772077
ACH-000496,-0.2065316216
ACH-000499,-0.07836937444389999
ACH-000500,0.130238452631
ACH-000502,-0.0982512986199
ACH-000503,-0.17529026388900001
ACH-000505,-0.287121270143
ACH-000507,-0.09675623465399999
ACH-000510,-0.09438829894639998
ACH-000511,-0.37192644706600003
ACH-000512,0.236729965727
ACH-000516,-0.41414459124499997
ACH-000517,-0.282985421749
ACH-000518,-0.349600794268
ACH-000520,-0.195260252117
ACH-000521,-0.37355395990199997
ACH-000522,-0.39587954935900005
ACH-000524,-0.251723784208
ACH-000527,-0.19642111893599998
ACH-000528,-0.162954051361
ACH-000537,-0.20120499542300002
ACH-000541,-0.06718915885230001
ACH-000542,-0.13222111392799998
ACH-000544,-0.220426894615
ACH-000545,-0.181282286378
ACH-000547,-0.26262594184300003
ACH-000548,-0.36491663565
ACH-000549,-0.20971213165999997
ACH-000550,-0.249546673893
ACH-000552,-0.263975062722
ACH-000556,-0.14972486357999998
ACH-000557,-0.215351907697
ACH-000570,-0.130368652743
ACH-000571,-0.254853172465
ACH-000573,-0.265121644486
ACH-000576,-0.137816421159
ACH-000580,-0.241711932803
ACH-000584,-0.278803283452
ACH-000585,-0.243587641835
ACH-000588,-0.11135340086500001
