,POGLUT1 (56983)
ACH-000004,-0.23229652795000003
ACH-000007,-0.270515037029
ACH-000009,-0.33431036188700003
ACH-000011,-0.357916154206
ACH-000012,-0.186612753619
ACH-000013,-0.331757847602
ACH-000014,-0.207536526102
ACH-000015,-0.137203055239
ACH-000017,-0.160447091701
ACH-000018,-0.401776758926
ACH-000019,-0.458148365428
ACH-000021,-0.33060288337
ACH-000022,-0.305986026818
ACH-000025,-0.338465321435
ACH-000028,-0.335433397977
ACH-000030,-0.307540965905
ACH-000035,-0.44730310115599997
ACH-000036,-0.214714095291
ACH-000037,-0.259664603506
ACH-000039,-0.361686727676
ACH-000040,-0.371258304185
ACH-000041,-0.23282778170200003
ACH-000042,-0.294957884712
ACH-000045,-0.301397214997
ACH-000047,-0.20354173115600002
ACH-000052,-0.45634481392399995
ACH-000053,-0.189731428048
ACH-000054,-0.264539798829
ACH-000055,-0.165167283544
ACH-000060,-0.34623364483900004
ACH-000067,-0.24931609635699997
ACH-000070,-0.22627147293000002
ACH-000075,-0.288652722249
ACH-000078,-0.189326536373
ACH-000082,-0.0672183790481
ACH-000085,-0.278436041696
ACH-000086,-0.21944516610800002
ACH-000087,-0.23825208745499998
ACH-000092,-0.239466656933
ACH-000095,-0.160598542032
ACH-000097,-0.332430711965
ACH-000098,-0.0613258639123
ACH-000099,-0.144577611686
ACH-000108,-0.198048009188
ACH-000113,-0.367041536113
ACH-000115,-0.19840778884799998
ACH-000116,-0.235919615957
ACH-000118,-0.186691487838
ACH-000120,-0.405854386118
ACH-000123,-0.31362119170200004
ACH-000127,-0.31787348345
ACH-000128,-0.44466647439900003
ACH-000132,-0.339896969496
ACH-000133,-0.156325688827
ACH-000137,-0.385547318369
ACH-000138,-0.319285590007
ACH-000142,-0.549199898599
ACH-000143,-0.236249573275
ACH-000146,-0.291132356043
ACH-000148,-0.12340620340999998
ACH-000150,-0.104246270312
ACH-000152,-0.299248280984
ACH-000153,-0.348973609552
ACH-000159,-0.302490309109
ACH-000160,-0.41451681294200005
ACH-000163,-0.107590679031
ACH-000167,-0.250107461149
ACH-000168,-0.195515646139
ACH-000169,-0.200329820696
ACH-000178,-0.2289091409
ACH-000182,-0.16175149433299998
ACH-000183,-0.180582404293
ACH-000188,-0.181543438238
ACH-000189,-0.202941961833
ACH-000190,-0.278713411398
ACH-000198,-0.250852269331
ACH-000204,-0.117046384616
ACH-000206,-0.39217608857
ACH-000207,-0.175850656329
ACH-000211,-0.249801263514
ACH-000215,-0.209324291518
ACH-000221,-0.213175550306
ACH-000222,-0.18500037638
ACH-000223,-0.297285401358
ACH-000226,-0.25210737739100003
ACH-000227,-0.450836462956
ACH-000228,-0.340743456804
ACH-000231,-0.227188111447
ACH-000232,-0.27765229198
ACH-000233,-0.21518879488200002
ACH-000234,-0.232696219373
ACH-000235,-0.240724886591
ACH-000237,-0.301792500455
ACH-000238,-0.211564397236
ACH-000243,-0.309019342998
ACH-000244,0.26409487775699997
ACH-000246,-0.37340153728799996
ACH-000248,-0.38235467387500005
ACH-000250,-0.25450317878
ACH-000251,-0.276563299023
ACH-000253,-0.20854859165
ACH-000255,-0.249409935024
ACH-000256,-0.183831845993
ACH-000257,-0.3866068754
ACH-000258,-0.63602089765
ACH-000259,-0.277291296887
ACH-000260,-0.332259432789
ACH-000261,-0.301471448232
ACH-000262,-0.226148072914
ACH-000263,-0.08193099852010001
ACH-000264,-0.279226652543
ACH-000265,-0.312896349463
ACH-000266,-0.345368240737
ACH-000272,-0.341050026618
ACH-000273,-0.17837703075999997
ACH-000274,-0.292414293631
ACH-000277,-0.292123183361
ACH-000278,-0.20051229399700002
ACH-000279,-0.335109045158
ACH-000280,-0.38574761177199995
ACH-000281,-0.289586346915
ACH-000288,-0.12764508009
ACH-000291,-0.265209176133
ACH-000293,-0.263391550257
ACH-000294,-0.478975422162
ACH-000295,-0.149675371153
ACH-000296,-0.46221146120300005
ACH-000302,-0.45767976310900005
ACH-000304,-0.169092666402
ACH-000307,-0.313620222476
ACH-000308,-0.278279494894
ACH-000310,-0.36609693174900004
ACH-000311,-0.277462313132
ACH-000312,-0.404066192082
ACH-000315,0.0909762937884
