,FOXO1 (2308)
ACH-000004,-0.235029692527
ACH-000007,-0.382843926529
ACH-000009,-0.07723186823730001
ACH-000011,0.00847332800095
ACH-000012,-0.194745932994
ACH-000013,-0.20819733461599998
ACH-000014,-0.199266028566
ACH-000015,-0.251296540281
ACH-000017,-0.0592120137314
ACH-000018,-0.18665441707199998
ACH-000019,-0.11596596349999999
ACH-000021,-0.254944980536
ACH-000022,-0.151494615137
ACH-000025,-0.12073001801899999
ACH-000028,-0.136333146115
ACH-000030,-0.227906535199
ACH-000035,-0.11064103219
ACH-000036,-0.21683087072299997
ACH-000037,-0.435954524622
ACH-000039,-0.145349066937
ACH-000040,-0.184374286806
ACH-000041,-0.16584049829800002
ACH-000042,-0.28261924178500003
ACH-000045,-0.0427869393471
ACH-000047,-0.19208295611900003
ACH-000052,-0.21311883705499998
ACH-000053,-0.08594496504860001
ACH-000054,-0.243658864872
ACH-000055,-0.38323185354199996
ACH-000060,-0.112414282985
ACH-000067,-0.38949129943800004
ACH-000070,-0.8178756700200001
ACH-000075,-0.36470003328
ACH-000078,-0.23535997353399998
ACH-000082,-0.12174392730999999
ACH-000085,-0.0322310753785
ACH-000086,-0.310936861166
ACH-000087,-0.308335997471
ACH-000092,-0.131171807983
ACH-000095,-0.016643511696
ACH-000097,-0.154734464473
ACH-000098,-0.041375534409099995
ACH-000099,-0.24907323781100002
ACH-000108,-0.06758848966440001
ACH-000113,0.0072756159248500004
ACH-000115,-0.12444612192
ACH-000116,-0.13421490659399998
ACH-000118,-0.183654423188
ACH-000120,-0.19251130269299999
ACH-000123,-0.0774182069154
ACH-000127,-0.217210867343
ACH-000128,-0.418388734777
ACH-000132,-0.26278354141800003
ACH-000133,-0.126871020506
ACH-000137,-0.173051856684
ACH-000138,-0.261304627331
ACH-000142,-0.057288032224199995
ACH-000143,-0.174129041095
ACH-000146,-0.103092851997
ACH-000148,-0.21352396217099998
ACH-000150,-0.426844629737
ACH-000152,-0.180391230085
ACH-000153,-0.259379788943
ACH-000159,-0.267339233214
ACH-000160,-0.06910765466
ACH-000163,-0.21308607056499998
ACH-000167,-0.22097632679200002
ACH-000168,-0.287387051842
ACH-000169,-0.10979526622300001
ACH-000178,-0.25882220624
ACH-000182,-0.182742800813
ACH-000183,-0.099051386666
ACH-000188,-0.247065570371
ACH-000189,-0.404057491091
ACH-000190,-0.220777613893
ACH-000198,-0.248831632497
ACH-000204,-0.227719493615
ACH-000206,-0.364226568566
ACH-000207,-0.444264275583
ACH-000211,-0.0849520472501
ACH-000215,-0.18086776808200003
ACH-000221,-0.0589569668344
ACH-000222,-0.23400147653900003
ACH-000223,-0.33371596999
ACH-000226,-0.208922434879
ACH-000227,-0.20162585112300002
ACH-000228,-0.203020542112
ACH-000231,-0.173869270764
ACH-000232,-0.27674099766399995
ACH-000233,-0.106527975616
ACH-000234,-0.06521636128740001
ACH-000235,-0.156737999814
ACH-000237,-0.17518014470499998
ACH-000238,-0.068306076176
ACH-000243,-0.21808796959100002
ACH-000244,-0.24520849062600003
ACH-000246,-0.186039914672
ACH-000248,-0.149416769291
ACH-000250,-0.178142405903
ACH-000251,-0.0607162999615
ACH-000253,-0.165934902194
ACH-000255,-0.16155176235500002
ACH-000256,-0.0829451609707
ACH-000257,-0.315861460349
ACH-000258,-0.218429535454
ACH-000259,-0.117027227017
ACH-000260,-0.05965486699730001
ACH-000261,-0.160319910979
ACH-000262,-0.159301560009
ACH-000263,-0.186730014347
ACH-000264,-0.286662169671
ACH-000265,-0.31303928960099997
ACH-000266,-0.279479352558
ACH-000272,-0.27385761018599997
ACH-000273,-0.203291649948
ACH-000274,-0.272431314741
ACH-000277,-0.18563795506900002
ACH-000278,-0.177538591404
ACH-000279,-0.119984767087
ACH-000280,-0.169241846728
ACH-000281,-0.24779271373300002
ACH-000288,-0.19672365100699998
ACH-000291,-0.11057295425899999
ACH-000293,-0.116641447659
ACH-000294,-0.04184100081330001
ACH-000295,0.22025852429099999
ACH-000296,-0.023808554605099997
ACH-000302,-0.20069869526700002
ACH-000304,-0.139124003602
ACH-000307,-0.143491276143
ACH-000308,0.0600011211393
ACH-000310,-0.148405731853
ACH-000311,-0.222369349023
ACH-000312,-0.216691900988
ACH-000315,-0.254843108104
ACH-000316,-0.0696117038309
ACH-000317,-0.23408558900899998
ACH-000318,-0.288207189697
ACH-000319,-0.0975436359592
ACH-000320,-0.264656655185
ACH-000322,-0.211228187469
ACH-000323,-0.223201747487
ACH-000324,0.0939789482858
ACH-000329,-0.150375859101
ACH-000330,0.048579465005900005
ACH-000331,-0.130956553977
ACH-000332,-0.163140925006
ACH-000334,-0.316539310392
ACH-000335,-0.172161477575
ACH-000336,0.158294410535
ACH-000337,0.0140650120324
ACH-000339,-0.1319165568
ACH-000341,-0.154355626624
ACH-000348,-0.259759423642
ACH-000350,-0.227718360253
ACH-000352,-0.06231395909680001
ACH-000356,-0.258006364935
ACH-000361,-0.17188509999899998
ACH-000362,-0.136636876623
ACH-000363,-0.350364928078
ACH-000364,-0.0056265257334
ACH-000365,-0.597440166125
ACH-000366,-0.158888206787
ACH-000368,-0.274776934194
ACH-000374,-0.176921134369
ACH-000375,-0.32375831323800003
ACH-000376,-0.160631945355
ACH-000381,0.17281203227699998
ACH-000383,-0.323591339988
ACH-000387,-0.186624072971
ACH-000389,-0.157559755796
ACH-000390,-0.292223603289
ACH-000393,-0.24349457864100002
ACH-000395,-0.553166945375
ACH-000397,-0.166272926081
ACH-000401,-0.163959737677
ACH-000402,-0.55998430024
ACH-000403,-0.236648543407
ACH-000404,0.155288361598
ACH-000406,-0.05256505745659999
ACH-000407,0.00844680848781
ACH-000408,-0.21378996519299998
ACH-000410,-0.203546846174
ACH-000411,-0.283593845931
ACH-000414,-0.252244059982
ACH-000415,-0.186986375462
ACH-000416,-0.23705646983000003
ACH-000420,-0.136518789281
ACH-000421,-0.124436222027
ACH-000424,-0.493966277236
ACH-000425,-0.10311859933499999
ACH-000426,-0.167305220234
ACH-000427,-0.08277368324630001
ACH-000433,-0.163506606144
ACH-000436,-0.605112826363
ACH-000444,-0.213750451534
ACH-000445,-0.393271564909
ACH-000448,-0.293355732356
ACH-000450,-0.069125934376
ACH-000452,-0.141272182004
ACH-000454,-0.24177600313900002
ACH-000458,-0.06844147755669999
ACH-000459,0.019543434613700002
ACH-000460,0.005943931196830001
ACH-000461,-0.16168430563
ACH-000463,-0.08122982420130001
ACH-000464,-0.355246387517
ACH-000466,-0.16067926663499998
ACH-000467,-0.15115556373800001
ACH-000468,-0.224835326549
ACH-000469,-0.140281393866
ACH-000470,-0.20159676288199999
ACH-000471,0.0385878734028
ACH-000472,-0.213456203913
ACH-000473,-0.389404828904
ACH-000475,-0.208947216287
ACH-000476,-0.0832307253103
ACH-000477,-0.061628440314699995
ACH-000480,-0.189520573972
ACH-000481,-0.15525195220000002
ACH-000483,-0.015524545290099999
ACH-000484,-0.402942039807
ACH-000485,-0.035484988729300004
ACH-000486,-0.184960874458
ACH-000487,-0.0795841506491
ACH-000488,-0.101293145939
ACH-000490,-0.136987204261
ACH-000491,-0.188540132753
ACH-000495,0.006692193830779999
ACH-000496,-0.09351333089439999
ACH-000499,-0.230862457596
ACH-000500,-0.0514278912009
ACH-000502,-0.0921757490336
ACH-000503,-0.513927816006
ACH-000505,-0.0396365763776
ACH-000507,0.056815772534400004
ACH-000510,-0.24598621457800002
ACH-000511,-0.33161402601100004
ACH-000512,-0.551489858976
ACH-000516,-0.36065704972400003
ACH-000517,-0.167646748639
ACH-000518,-0.246314823156
ACH-000520,-0.034417148297
ACH-000521,-0.32457603731999995
ACH-000522,-0.159642027987
ACH-000524,-0.193801731429
ACH-000527,-0.19533734357000002
ACH-000528,-0.214759515543
ACH-000537,-0.231034249951
ACH-000541,-0.005953182922149999
ACH-000542,-0.33779714819300005
ACH-000544,-0.304097082864
ACH-000545,-0.23981763166700001
ACH-000547,0.0670590539006
ACH-000548,-0.10518632833699999
ACH-000549,-0.17501082514199998
ACH-000550,-0.192808683529
ACH-000552,-0.21460332757599998
ACH-000556,-0.236262166451
ACH-000557,-0.24413609274300002
ACH-000570,-0.0366919900546
ACH-000571,-0.154182408737
ACH-000573,-0.27003743501899996
ACH-000576,-0.338181621483
ACH-000580,-0.114864485351
ACH-000584,-0.210436713308
ACH-000585,-0.20729745247
ACH-000588,-0.184758245156
ACH-000589,-0.269183890534
ACH-000591,-0.271163821373
ACH-000593,-0.163377582477
ACH-000600,-0.207789778365
ACH-000601,-0.171430940017
ACH-000604,0.0018411855894000001
ACH-000605,-0.186351867573
ACH-000606,-0.112400964877
ACH-000608,-0.0775564117593
ACH-000614,-0.0940062735977
ACH-000616,-0.19323205898899998
ACH-000618,-0.279637933519
ACH-000619,-0.148355751162
ACH-000620,0.126240171515
ACH-000621,-0.145760123989
ACH-000622,-0.150793542274
ACH-000623,-0.262851596974
ACH-000624,-0.114068812332
ACH-000627,-0.176886071439
ACH-000630,-0.252128159085
ACH-000632,-0.233245449566
ACH-000633,-0.0897046409453
ACH-000637,-0.18718195311500002
ACH-000638,-0.127346452651
ACH-000646,-0.16221040128699998
ACH-000647,-0.113758562651
ACH-000648,-0.230908080475
ACH-000649,-0.160534793432
ACH-000651,-0.228712755638
ACH-000652,-0.151214163088
ACH-000653,-0.135583821056
ACH-000657,-0.07234301576619999
ACH-000658,-0.287571233506
ACH-000661,0.007666923968399999
ACH-000662,0.08411565766730002
ACH-000663,-0.0794883687438
ACH-000665,-0.28227145279300003
ACH-000671,-0.331859928224
ACH-000673,-0.099215846718
ACH-000676,-0.22401060919399998
ACH-000677,-0.233833637797
ACH-000681,-0.186637552042
ACH-000682,-0.200875157171
ACH-000683,-0.14579279228
ACH-000684,-0.31685537585900003
ACH-000688,-0.153867701325
ACH-000693,-0.08621214750089999
ACH-000694,-0.203240689841
ACH-000695,-0.333996877559
ACH-000696,-0.09575375694810001
ACH-000697,-0.583086424739
ACH-000699,-0.204646264523
ACH-000701,-0.134112389472
ACH-000706,-0.08504709241939999
ACH-000711,-0.140982646745
ACH-000713,-0.13721034946799998
ACH-000714,-0.18129540416099998
ACH-000718,-0.191856518685
ACH-000720,-0.18371577405499998
ACH-000721,-0.103619775693
ACH-000724,-0.338662256626
ACH-000725,-0.190503640275
ACH-000732,-0.501054369279
ACH-000734,-0.170897697821
ACH-000735,-0.31652733003
ACH-000736,-0.0337868833291
ACH-000738,-0.21263019643699999
ACH-000746,-0.118614836741
ACH-000747,-0.09026576944530001
ACH-000748,-0.249301043446
ACH-000753,-0.208482360481
ACH-000756,-0.17144091675999998
ACH-000757,0.148380267487
ACH-000758,-0.165241211938
ACH-000760,-0.0906272069262
ACH-000763,-0.122553304903
ACH-000764,-0.0958650775869
ACH-000765,-0.169886304677
ACH-000766,-0.110109715711
ACH-000767,-0.127820843764
ACH-000768,-0.267669015845
ACH-000769,-0.10695559052
ACH-000770,-0.0989610717006
ACH-000771,-0.304366827329
ACH-000773,-0.0109602115848
ACH-000776,-0.256028362632
ACH-000777,-0.126341637858
ACH-000778,-0.118319679097
ACH-000781,-0.326429300157
ACH-000782,-0.0143939819717
ACH-000783,0.00815539480841
ACH-000784,-0.147999228394
ACH-000785,-0.423207589631
ACH-000787,-0.22192241638799998
ACH-000788,-0.191854483202
ACH-000791,-0.290068471417
ACH-000792,-0.29669048383499996
ACH-000794,-0.193505525256
ACH-000796,-0.17606897014400003
ACH-000799,0.09543418796839999
ACH-000800,-0.8897752379449999
ACH-000802,-0.22683822183400001
ACH-000804,-0.13136372707
ACH-000805,-0.207553257711
ACH-000809,-0.333930015751
ACH-000810,-0.15171268642000002
ACH-000811,-0.149359020464
ACH-000817,-0.085205150935
ACH-000819,-0.0165643011907
ACH-000820,-0.33701102881899997
ACH-000821,-0.259020136312
ACH-000822,-0.159287848454
ACH-000823,-0.28266220405000003
ACH-000824,-0.122981774066
ACH-000827,-0.0821300613387
ACH-000829,-0.267467452304
ACH-000831,-0.14044632174799998
ACH-000832,-0.198023721792
ACH-000833,-0.85235133519
ACH-000834,-0.139226959708
ACH-000835,-0.23252125904800003
ACH-000836,-0.005362168107959999
ACH-000837,-0.17553394675500003
ACH-000838,-0.17421521375100002
ACH-000839,-0.164927579863
ACH-000840,-0.0344783923301
ACH-000841,-0.134374407681
ACH-000843,-0.11283343322
ACH-000846,-0.29569478343600003
ACH-000847,-0.280540687898
ACH-000848,-0.28627056618
ACH-000849,-0.23695072808200002
ACH-000851,-0.0725347050685
ACH-000855,-0.14217542886099999
ACH-000856,-0.140138822216
ACH-000858,-0.35145021061
ACH-000859,-0.653926207955
ACH-000861,-0.051766477583699996
ACH-000862,-0.2269271091
ACH-000865,-0.24360368901299997
ACH-000866,-0.146422105295
ACH-000867,-0.195980461694
ACH-000869,-0.058579657272800005
ACH-000872,-0.306736631288
ACH-000873,-0.26811252771899996
ACH-000876,-0.106033013408
ACH-000878,-0.19880548046799998
ACH-000880,-0.15982797824699999
ACH-000881,-0.15658466215800002
ACH-000882,-0.265637761083
ACH-000884,-0.196100058836
ACH-000885,-0.318377880798
ACH-000887,-0.202686656638
ACH-000888,-0.07368191143339999
ACH-000889,-0.208013079219
ACH-000890,-0.5297713516179999
ACH-000896,-0.151978363273
ACH-000898,-0.17067330906
