,CEBPG (1054)
ACH-000004,-0.327899469499
ACH-000007,-0.25135862258499997
ACH-000009,-0.15076470891
ACH-000011,0.180836106417
ACH-000012,-0.179810349551
ACH-000013,-0.114837424412
ACH-000014,0.0282905803951
ACH-000015,-0.108312426697
ACH-000017,-0.12863564130000002
ACH-000018,-0.053412772647099996
ACH-000019,-0.156069317712
ACH-000021,0.050970519623499994
ACH-000022,-0.0279158728644
ACH-000025,-0.0715909842561
ACH-000028,-0.130296361438
ACH-000030,-0.0779157893377
ACH-000035,-0.08716304438030001
ACH-000036,0.196488871004
ACH-000037,0.0756578452669
ACH-000039,-0.206221201851
ACH-000040,0.07369607822680001
ACH-000041,-0.0873776398401
ACH-000042,0.0531799288911
ACH-000045,-0.044350933920900004
ACH-000047,-0.0150720943062
ACH-000052,-0.0898537937592
ACH-000053,-0.012668271162700001
ACH-000054,0.0820440735413
ACH-000055,-0.251148768535
ACH-000060,0.0232278142845
ACH-000067,0.134583993195
ACH-000070,0.000756906083374
ACH-000075,-0.182326969946
ACH-000078,0.07854479055639998
ACH-000082,-0.027199055419099998
ACH-000085,0.151750579649
ACH-000086,-0.0653893072274
ACH-000087,0.0478779633745
ACH-000092,-0.00338950368365
ACH-000095,-0.157775673004
ACH-000097,-0.175965105221
ACH-000098,-0.13746182523199998
ACH-000099,-0.105421565763
ACH-000108,-0.048355207829099994
ACH-000113,-0.0190227626837
ACH-000115,0.20372950276299998
ACH-000116,0.11948755311100001
ACH-000118,-0.0726638199793
ACH-000120,0.051585448365900004
ACH-000123,-0.0633521313203
ACH-000127,-0.0018463195098900001
ACH-000128,0.09277578912789998
ACH-000132,-0.0641610542698
ACH-000133,0.176573189384
ACH-000137,-0.0761069664569
ACH-000138,-0.0420186869527
ACH-000142,0.0291016324407
ACH-000143,-0.053182016227500004
ACH-000146,-0.08317174136660001
ACH-000148,0.14559788959699999
ACH-000150,0.07796950435380001
ACH-000152,-0.149515322429
ACH-000153,-0.28518319115400004
ACH-000159,-0.005657894077890001
ACH-000160,-0.0450656075959
ACH-000163,0.0516168506336
ACH-000167,-0.080034884792
ACH-000168,0.381229733728
ACH-000169,0.0181850467157
ACH-000178,-0.066890849807
ACH-000182,-0.08753659902149999
ACH-000183,-0.0465139338358
ACH-000188,-0.040983882002
ACH-000189,-0.16717532494
ACH-000190,-0.0954785628777
ACH-000198,-0.405513779631
ACH-000204,-0.113614848507
ACH-000206,0.0701848743214
ACH-000207,-0.360477425489
ACH-000211,-0.124711865886
ACH-000215,0.118664573462
ACH-000221,-0.116896617106
ACH-000222,-0.0935774076097
ACH-000223,0.07127133782100001
ACH-000226,0.19523532823399997
ACH-000227,-0.147839203108
ACH-000228,-0.109997967081
ACH-000231,0.11520794834
ACH-000232,-0.16562440412499999
ACH-000233,-0.0631344833772
ACH-000234,0.209366858343
ACH-000235,-0.055549973191
ACH-000237,-0.057180369764000004
ACH-000238,0.145653254161
ACH-000243,0.00266261901018
ACH-000244,0.047674047743699995
ACH-000246,-0.13913681172700001
ACH-000248,-0.11483969129899999
ACH-000250,0.0472968387555
ACH-000251,0.014492690816
ACH-000253,-0.10143425729800001
ACH-000255,-0.0558003030721
ACH-000256,0.121229186602
ACH-000257,0.119488576446
ACH-000258,-0.0699770128497
ACH-000259,0.0630524804115
ACH-000260,0.021807195857700003
ACH-000261,0.0317377333703
ACH-000262,-0.156834505111
ACH-000263,-0.193033454193
ACH-000264,-0.008603827506489999
ACH-000265,-0.12267339701400001
ACH-000266,-0.126021631263
