,AIF1 (199)
ACH-000329,-0.240577225418
ACH-000330,-0.3137877885
ACH-000331,-0.254435140628
ACH-000332,-0.40023403825099996
ACH-000334,-0.164971319309
ACH-000335,-0.219557590302
ACH-000336,-0.29240980753
ACH-000337,-0.290268225196
ACH-000339,-0.20526210047600002
ACH-000341,-0.385102231919
ACH-000348,-0.22971067237599999
ACH-000350,-0.128150843377
ACH-000352,-0.23114934965199999
ACH-000356,-0.46059264666599997
ACH-000361,-0.0838589080199
ACH-000362,-0.28253423394
ACH-000363,-0.296329217148
ACH-000364,-0.233611926542
ACH-000365,-0.234160563307
ACH-000366,-0.264805517374
ACH-000368,-0.444755611137
ACH-000374,-0.802625791726
ACH-000375,-0.245928654327
ACH-000376,-0.24024421888300002
ACH-000381,-0.0023738410213699998
ACH-000383,-0.23876795546799998
ACH-000387,-0.33473577241
ACH-000389,-0.163051483634
ACH-000390,-0.278487773444
ACH-000393,-0.417531231554
ACH-000395,-0.280695671004
ACH-000397,-0.118751731597
ACH-000401,-0.24017818426600002
ACH-000402,-0.186090752799
ACH-000403,-0.23172836670400002
ACH-000404,0.173600807188
ACH-000406,-0.39359390657399995
ACH-000407,-0.135501000491
ACH-000408,-0.594019481563
ACH-000410,-0.0999223339037
ACH-000411,-0.29414665842300003
ACH-000414,-0.204646914644
ACH-000415,-0.23093914338000004
ACH-000416,-0.239296204276
ACH-000420,-0.185484113179
ACH-000421,-0.361441943986
ACH-000424,-0.35791093401999996
ACH-000425,-0.169413597945
ACH-000426,-0.289581218491
ACH-000427,-0.388392616418
ACH-000433,-0.177451760209
ACH-000436,-0.324299523601
ACH-000444,-0.31530088413699997
ACH-000445,-0.319268721302
ACH-000448,-0.254541228628
ACH-000450,-0.201329857894
ACH-000452,-0.284099743446
ACH-000454,-0.304773273646
ACH-000458,-0.34026867086400003
ACH-000459,-0.22418785358000004
ACH-000460,-0.287077408264
ACH-000461,-0.17432032188700003
ACH-000463,-0.102219102983
ACH-000464,-0.18002500694200002
ACH-000466,-0.703579650747
ACH-000467,-0.164319532607
ACH-000468,-0.41369718206999995
ACH-000469,-0.259383749827
ACH-000470,-0.48067588230499997
ACH-000471,-0.198317457701
ACH-000472,-0.23503389734299998
ACH-000473,-0.26741105027
ACH-000475,-0.173908575045
ACH-000476,-0.412811080884
ACH-000477,0.058507917946499996
ACH-000480,-0.17562904404899998
ACH-000481,-0.248883442962
ACH-000483,-0.191310596317
ACH-000484,-0.230347642214
ACH-000485,-0.0517697745694
ACH-000486,-0.207503183986
ACH-000487,-0.256471406789
ACH-000488,-0.32328368175
ACH-000490,-0.182581143911
ACH-000491,-0.459512130593
ACH-000495,-0.163588073002
ACH-000496,-0.239511046252
ACH-000499,-0.0153359559411
ACH-000500,-0.509376913528
ACH-000502,-0.275435423457
ACH-000503,-0.242258828475
ACH-000505,-0.212461548524
ACH-000507,-0.22749549304400002
ACH-000510,-0.208767026722
ACH-000511,-0.255637795829
ACH-000512,-0.11753960394099999
ACH-000516,-0.328165632693
ACH-000517,-0.29372348925999997
ACH-000518,-0.431403733083
ACH-000520,-0.25723913209800003
ACH-000521,-0.31009734510299997
ACH-000522,-0.202840395735
ACH-000524,-0.41427139460199996
ACH-000527,-0.205817181972
ACH-000528,-0.290645027747
ACH-000537,-0.348947504183
ACH-000541,0.00992645033406
ACH-000542,-0.26097093032900004
ACH-000544,-0.18816136386799998
ACH-000545,-0.42202106739100004
ACH-000547,-0.270543589017
ACH-000548,-0.389874797934
ACH-000549,-0.323781934976
ACH-000550,-0.187459997154
ACH-000552,-0.235559343843
ACH-000556,-0.22318261574499998
ACH-000557,-0.187253504271
ACH-000570,-0.185555370658
ACH-000571,-0.37265108306100003
ACH-000573,-0.0499227092109
ACH-000576,-0.515008033509
ACH-000580,-0.118530030691
ACH-000584,-0.169795568536
ACH-000585,-0.454679342758
ACH-000588,-0.534398472523
ACH-000589,-0.39298739262599997
ACH-000591,-0.168184677896
ACH-000593,-0.156755625664
ACH-000600,-0.22534041943799998
ACH-000601,-0.20633089416099998
ACH-000604,-0.190589074589
ACH-000605,-0.477608234378
ACH-000606,-0.281053018068
ACH-000608,-0.307556015915
ACH-000614,0.0445833322507
ACH-000616,-0.067608078009
ACH-000618,-0.286528006595
ACH-000619,-0.183367441212
ACH-000620,-0.275673942175
ACH-000621,-0.241659104465
ACH-000622,-0.153815670717
ACH-000623,-0.248270238444
ACH-000624,-0.23716890630399998
ACH-000627,-0.307477491704
ACH-000630,-0.39431422454099996
ACH-000632,-0.250584990521
ACH-000633,-0.27656447046599997
ACH-000637,-0.415700023203
ACH-000638,-0.23470184674699998
ACH-000646,-0.333084591424
ACH-000647,-0.311308247144
ACH-000648,-0.133401746647
ACH-000649,-0.185168747337
ACH-000651,-0.331398345762
ACH-000652,-0.010609388497600002
ACH-000653,-0.295759678927
ACH-000657,-0.313846795326
ACH-000658,-0.47295892636299997
ACH-000661,-0.151737242463
ACH-000662,-0.221127656226
ACH-000663,-0.08568971357380001
ACH-000665,-0.238682898409
ACH-000671,-0.147537760901
ACH-000673,-0.303913778147
ACH-000676,-0.226651034428
ACH-000677,-0.296486738801
ACH-000681,-0.174949567514
ACH-000682,-0.401481517924
ACH-000683,-0.364304205726
ACH-000684,-0.242480072493
ACH-000688,-0.42719396195799997
ACH-000693,-0.169479469333
ACH-000694,-0.307861395106
ACH-000695,-0.0898867068423
ACH-000696,-0.205223523027
ACH-000697,-0.314197148507
ACH-000699,-0.257614618465
ACH-000701,-0.271103053993
ACH-000706,-0.314204035713
ACH-000711,-0.288677131282
ACH-000713,-0.331095582507
ACH-000714,-0.11701980257899999
ACH-000718,-0.302033602214
ACH-000720,-0.270664626672
ACH-000721,-0.204143752281
ACH-000724,-0.109821430755
ACH-000725,-0.21130517886
ACH-000732,-0.16537337026499999
ACH-000734,-0.286612189693
ACH-000735,-0.25765573117699997
ACH-000736,-0.20686897629
ACH-000738,-0.260383087595
ACH-000746,-0.068622367595
ACH-000747,-0.19616735223700002
ACH-000748,-0.157669120812
ACH-000753,-0.312116793954
ACH-000756,-0.277229314898
ACH-000757,-0.194717653834
ACH-000758,-0.297464012444
ACH-000760,-0.10638400805600001
ACH-000763,-0.501415156776
ACH-000764,-0.5510743293770001
ACH-000765,-0.17589729639199997
ACH-000766,-0.175105833582
ACH-000767,-0.320201098373
ACH-000768,-0.362590084852
ACH-000769,-0.277021252112
ACH-000770,-0.20286673425500001
ACH-000771,-0.277104714786
ACH-000773,-0.1469127229
ACH-000776,-0.235958813892
ACH-000777,-0.296857124146
ACH-000778,-0.319792912181
ACH-000781,-0.330168969308
ACH-000782,-0.156916602541
ACH-000783,-0.454416579269
ACH-000784,-0.279495890855
ACH-000785,-0.289306147509
ACH-000787,-0.338857751621
ACH-000788,-0.153775977968
ACH-000791,-0.300472234469
ACH-000792,-0.346854177354
ACH-000794,-0.272032934016
ACH-000796,-0.22637738139199998
ACH-000799,-0.10866041739700001
ACH-000800,-0.298246208217
ACH-000802,-0.21204088722800002
ACH-000804,-0.288589612074
ACH-000805,-0.32768148543000003
ACH-000809,-0.10506387032
ACH-000810,-0.177036750416
ACH-000811,-0.288680799361
ACH-000817,-0.621039749871
ACH-000819,-0.310107225919
ACH-000820,0.25388359159699997
ACH-000821,-0.353421067958
ACH-000822,-0.10905220168199999
ACH-000823,-0.168435974098
ACH-000824,-0.194065449782
ACH-000827,-0.279466206411
ACH-000829,-0.16111848910999998
ACH-000831,-0.263278591354
ACH-000832,-0.0321494174878
ACH-000833,-0.08638839459349999
ACH-000834,-0.31385975126800003
ACH-000835,-0.0958536072721
ACH-000836,-0.34106678872
ACH-000837,-0.296819510997
ACH-000838,-0.204647906358
ACH-000839,-0.0247454173055
ACH-000840,-0.42205169351099997
ACH-000841,-0.110235668116
ACH-000843,-0.225301239641
ACH-000846,-0.18872819705
ACH-000847,-0.230104096351
ACH-000848,-0.35341813444200004
ACH-000849,-0.264251869136
ACH-000851,-0.377313615761
ACH-000855,-0.006072513402380001
ACH-000856,-0.185525926763
ACH-000858,-0.294942845628
ACH-000859,-0.218522265213
ACH-000861,-0.192224626194
ACH-000862,-0.45777263654
ACH-000865,-0.38965725134199997
ACH-000866,-0.322994738892
ACH-000867,-0.253869466089
ACH-000869,-0.341547980853
ACH-000872,-0.142620828128
ACH-000873,-0.37854522928499995
ACH-000876,-0.418498048187
ACH-000878,-0.055500870586299995
ACH-000880,-0.0198572432467
ACH-000881,-0.182755645242
ACH-000882,-0.357733310897
ACH-000884,-0.22715229437399997
ACH-000885,-0.183699486089
ACH-000887,-0.18203710901999998
ACH-000888,-0.292749506002
ACH-000889,-0.545683062062
ACH-000890,-0.135083855394
ACH-000896,-0.11260389189799999
ACH-000898,-0.333883007758
ACH-000900,-0.283313231079
ACH-000901,-0.246355529666
ACH-000905,-0.21021193742
ACH-000906,-0.219675067491
ACH-000907,-0.316693525343
ACH-000910,-0.33388928982
ACH-000911,-0.330687396044
ACH-000912,-0.17564147825100002
ACH-000913,-0.454804553248
ACH-000915,-0.267376297677
ACH-000916,-0.126660352792
ACH-000917,-0.295491436364
ACH-000921,-0.24991624409200003
ACH-000924,-0.16176002724400002
ACH-000926,-0.27700598134599996
ACH-000928,-0.39304975503899997
ACH-000929,-0.27837871336
ACH-000932,-0.216483384785
ACH-000935,-0.0338055983974
ACH-000936,-0.21447553833
ACH-000937,-0.112509365754
ACH-000938,-0.077001055833
ACH-000939,-0.25659201977699997
ACH-000941,-0.519859942992
ACH-000943,-0.26461216840199997
ACH-000946,-0.264754325603
ACH-000947,-0.140607171845
ACH-000948,-0.213192742461
ACH-000950,-0.0546602438954
ACH-000953,-0.09476242740520001
ACH-000957,-0.5029252822429999
ACH-000958,-0.286182175963
ACH-000960,-0.16934440413600002
ACH-000963,-0.109241581409
ACH-000968,-0.385094689061
ACH-000969,-0.204865769087
ACH-000973,-0.235994794564
ACH-000974,-0.243310247786
ACH-000975,-0.278337309116
ACH-000976,-0.365553247464
ACH-000978,-0.133248347112
ACH-000980,-0.24288284159
ACH-000984,-0.0833202505809
ACH-000986,-0.277249712548
ACH-000988,-0.076153451336
ACH-000993,-0.17437090875999997
ACH-000994,-0.318844236489
ACH-000996,-0.0871087171802
ACH-001001,-0.20414766724300001
ACH-001020,-0.191962109405
ACH-001028,-0.20676465828200002
ACH-001031,-0.287556552905
ACH-001038,-0.22287981855099998
ACH-001048,-0.233950200281
ACH-001050,-0.20381964737
ACH-001053,0.023588147571799997
ACH-001054,-0.06457921209959999
ACH-001061,-0.29001516036499997
ACH-001067,-0.213883583987
ACH-001075,-0.603656672256
ACH-001096,-0.34189034181100003
ACH-001128,-0.158327028137
ACH-001134,-0.012872487029799998
ACH-001151,-0.26553808916
ACH-001163,-0.289194941705
ACH-001164,-0.30835390117600003
ACH-001173,-0.232115782406
ACH-001183,-0.189621186387
ACH-001184,-0.26966744969900003
ACH-001190,-0.270413089431
ACH-001192,-0.305563355121
ACH-001193,-0.175544944496
ACH-001196,-0.259423692966
ACH-001197,-0.383332665248
ACH-001205,-0.403593274028
ACH-001211,-0.483536522137
ACH-001212,0.325181236276
ACH-001228,-0.219929531047
ACH-001232,-0.28427144981999997
ACH-001239,-0.259432621011
ACH-001274,-0.365178074472
ACH-001275,-0.349326441607
ACH-001277,0.0898421588802
ACH-001278,-0.31530032365
ACH-001280,0.034360020771400004
ACH-001283,-0.23066154931400001
ACH-001289,-0.313515219713
ACH-001295,-0.211750988226
ACH-001300,-0.292040714533
ACH-001301,-0.210126979632
ACH-001302,-0.0869539091063
ACH-001303,-0.34678708127400004
ACH-001306,-0.19461482848499997
ACH-001318,-0.256914349088
ACH-001322,-0.238052185093
ACH-001328,-0.21678149270999997
ACH-001332,-0.10117591750299999
ACH-001333,-0.419751738767
ACH-001336,-0.17131692048
ACH-001340,-0.31028365055
ACH-001346,-0.164149853722
ACH-001353,-0.369986515801
ACH-001354,-0.07740120382019999
ACH-001367,0.13005744334799998
ACH-001368,-0.242355239844
ACH-001374,-0.0423955521595
ACH-001375,-0.174675960198
ACH-001377,-0.319967979204
ACH-001380,-0.23725287608399998
ACH-001391,-0.326951637365
ACH-001407,-0.220774488228
ACH-001408,-0.347902776751
ACH-001413,-0.26118845351500003
ACH-001430,-0.34211176034100005
ACH-001431,-0.030519276312599996
ACH-001450,-0.0929518754619
ACH-001496,-0.265391778156
ACH-001500,-0.11853056142799999
ACH-001521,-0.0400238174929
ACH-001523,-0.161184183146
ACH-001532,-0.195958865916
ACH-001536,-0.276069323765
ACH-001550,-0.23270381800999998
ACH-001552,-0.510112309365
ACH-001554,-0.286998852267
ACH-001645,-0.312101220568
ACH-001654,-0.206042777956
ACH-001715,-0.446423563574
ACH-001735,-0.206813293287
ACH-001736,-0.19011892179
ACH-001737,-0.812343352417
ACH-001740,-0.15929222051
ACH-001745,-0.172690721539
ACH-001750,-0.344873237885
ACH-001765,-0.472531142842
ACH-001956,-0.190338701316
ACH-001957,-0.156809293579
