,EIF2B3 (8891)
ACH-000004,-1.2163779364799998
ACH-000007,-1.9154426486900002
ACH-000009,-1.45305794926
ACH-000011,-1.50229161635
ACH-000012,-0.951623485793
ACH-000013,-1.33443484818
ACH-000014,-1.56922591882
ACH-000015,-1.24026059232
ACH-000017,-1.15418927555
ACH-000018,-1.40006216935
ACH-000019,-1.64695911544
ACH-000021,-1.4384242946999999
ACH-000022,-1.8966418943799999
ACH-000025,-1.09115827164
ACH-000028,-1.51181911491
ACH-000030,-1.1527967171
ACH-000035,-1.4813444805200002
ACH-000036,-1.43554223138
ACH-000037,-1.30174284002
ACH-000039,-1.50212986558
ACH-000040,-1.44747966303
ACH-000041,-1.30134019612
ACH-000042,-1.14032683232
ACH-000045,-1.5035701924
ACH-000047,-1.3380688677600001
ACH-000052,-1.41688217883
ACH-000053,-1.4669677048199998
ACH-000054,-1.26964583027
ACH-000055,-1.1874849268799998
ACH-000060,-1.6698785245299999
ACH-000067,-1.4765944855000002
ACH-000070,-1.4711754348500001
ACH-000075,-1.2808556627399998
ACH-000078,-1.05171146217
ACH-000082,-1.3033905141700002
ACH-000085,-1.1629761757
ACH-000086,-1.35910247353
ACH-000087,-1.16367799495
ACH-000092,-1.61027173236
ACH-000095,-1.31048475556
ACH-000097,-1.8186712140799999
ACH-000098,-1.3060949098
ACH-000099,-1.3974672931
ACH-000108,-1.36743800655
ACH-000113,-1.4266393293700002
ACH-000115,-1.78106336522
ACH-000116,-1.2758330621
ACH-000118,-1.0572954947600002
ACH-000120,-1.19487778172
ACH-000123,-1.54987110785
ACH-000127,-1.5471916188600001
ACH-000128,-1.4065690131600002
ACH-000132,-1.23193999109
ACH-000133,-1.28522035403
ACH-000137,-1.4316856886000002
ACH-000138,-1.3795817454600001
ACH-000142,-1.3320110472600002
ACH-000143,-1.3148534674299999
ACH-000146,-0.879693064095
ACH-000148,-1.44862148898
ACH-000150,-1.2293180996700002
ACH-000152,-1.1642926558600002
ACH-000153,-1.2251351444399998
ACH-000159,-1.46594552376
ACH-000160,-1.2024067837
ACH-000163,-1.31645363923
ACH-000167,-1.6040336403400002
ACH-000168,-1.13511258508
ACH-000169,-1.04899195194
ACH-000178,-0.977585798614
ACH-000182,-1.13689739285
ACH-000183,-1.70114918319
ACH-000188,-0.949877117638
ACH-000189,-1.1891713137100002
ACH-000190,-1.49557865603
ACH-000198,-1.13019964321
ACH-000204,-1.3789406306799998
ACH-000206,-1.17691129988
ACH-000207,-1.6950442724399999
ACH-000211,-1.33612497808
ACH-000215,-1.5293568497999999
ACH-000221,-0.962059916921
ACH-000222,-1.59078327553
ACH-000223,-1.58013634455
ACH-000226,-1.18273783428
ACH-000227,-1.6534280839700002
ACH-000228,-1.0230751867399999
ACH-000231,-1.06485156035
ACH-000232,-1.5953737001100001
ACH-000233,-0.848726572115
ACH-000234,-1.54825423331
ACH-000235,-1.6033918417299997
ACH-000237,-1.36205083805
ACH-000238,-1.85913852
ACH-000243,-1.45198237474
ACH-000244,-1.19467055963
ACH-000246,-1.30478331644
ACH-000248,-1.2940750868000002
ACH-000250,-1.10376390952
ACH-000251,-1.27267045838
ACH-000253,-1.56130780296
ACH-000255,-1.02151599426
ACH-000256,-1.19406851038
ACH-000257,-1.49147068774
ACH-000258,-0.8319216277179999
ACH-000259,-1.45808747092
ACH-000260,-1.20799678122
ACH-000261,-1.14661967417
ACH-000262,-1.29279273523
ACH-000263,-1.65015287936
ACH-000264,-1.75901727186
ACH-000265,-1.37412066946
ACH-000266,-1.2694452300499999
ACH-000272,-1.7106862946999999
ACH-000273,-1.0196748330299998
ACH-000274,-1.61382233413
ACH-000277,-1.9746537679499998
ACH-000278,-0.924108547242
ACH-000279,-1.4608064540399999
ACH-000280,-1.2643596154
ACH-000281,-1.08637333189
ACH-000288,-1.6072384448700001
ACH-000291,-1.11575075877
ACH-000293,-0.9152517889149999
ACH-000294,-1.2087127016399999
ACH-000295,-1.13010986966
ACH-000296,-1.13325648891
ACH-000302,-1.4776636902200002
ACH-000304,-1.35913328897
ACH-000307,-1.38170972467
ACH-000308,-1.0801912058499998
ACH-000310,-1.9349446201
ACH-000311,-1.3312592749299998
ACH-000312,-1.63899665586
ACH-000315,-1.6601557443900001
ACH-000316,-1.1833636196
ACH-000317,-1.69042789815
ACH-000318,-1.46815361618
ACH-000319,-1.48677228211
ACH-000320,-1.37464613961
ACH-000322,-1.61742129051
ACH-000323,-1.06532047187
ACH-000324,-1.0282002379100001
ACH-000329,-1.51824080498
ACH-000330,-1.23626494131
ACH-000331,-1.0060700889299998
ACH-000332,-1.66612439301
ACH-000334,-1.2643290352
ACH-000335,-1.3754747633500002
ACH-000336,-1.4588985398899998
ACH-000337,-1.25656007778
