,PSG9 (5678)
ACH-000004,0.0550961871277
ACH-000007,-0.363924027758
ACH-000009,-0.162305521454
ACH-000011,0.00134469179423
ACH-000012,0.0796323583461
ACH-000013,-0.0236163450248
ACH-000014,-0.048047789314800006
ACH-000015,-0.3041579662
ACH-000017,0.058596405134199996
ACH-000018,-0.213218839064
ACH-000019,-0.289198222351
ACH-000021,-0.162048276427
ACH-000022,0.06429812742459999
ACH-000025,0.177714352477
ACH-000028,-0.15478451649299999
ACH-000030,-0.177002414549
ACH-000035,0.251216222032
ACH-000036,-0.080527990313
ACH-000037,-0.052929388937800005
ACH-000039,-0.10393957652899999
ACH-000040,0.0231913368381
ACH-000041,0.26102082555399997
ACH-000042,0.145103686945
ACH-000045,-0.17003106530499998
ACH-000047,-0.190721805865
ACH-000052,-0.11158280479699999
ACH-000053,-0.224600513563
ACH-000054,-0.192546103711
ACH-000055,0.120766853444
ACH-000060,0.160648606785
ACH-000067,-0.0176974387443
ACH-000070,0.0452248750413
ACH-000075,-0.279915236344
ACH-000078,-0.54359576891
ACH-000082,-0.05519800197980001
ACH-000085,0.11030522602199999
ACH-000086,-0.0606658382405
ACH-000087,-0.237758844408
ACH-000092,-0.0269160511027
ACH-000095,-0.247459783375
ACH-000097,-0.148653343573
ACH-000098,-0.06369548283649999
ACH-000099,-0.263581537076
ACH-000108,0.07969382205089999
ACH-000113,-0.339116448667
ACH-000115,-0.407578731574
ACH-000116,-0.0570124001504
ACH-000118,0.042819854876499995
ACH-000120,-0.08635931747860001
ACH-000123,-0.227973428882
ACH-000127,-0.014627708299
ACH-000128,0.101133460377
ACH-000132,-0.10835284545999999
ACH-000133,-0.0920764369558
ACH-000137,-0.08256548862089999
ACH-000138,-0.25814363987
ACH-000142,-0.037240336240400004
ACH-000143,-0.0154010187711
ACH-000146,-0.0595084812595
ACH-000148,-0.0006593606176159999
ACH-000150,0.056947715594600004
ACH-000152,-0.167270716886
ACH-000153,-0.140751869694
ACH-000159,-0.09929300900900001
ACH-000160,-0.0753302085683
ACH-000163,0.0703106910904
ACH-000167,-0.587388752155
ACH-000168,-0.164463629326
ACH-000169,0.03458865542069999
ACH-000178,-0.0439387149806
ACH-000182,0.019219058226
ACH-000183,0.017659614538700002
ACH-000188,-0.060137075069699994
ACH-000189,-0.0017215853211500001
ACH-000190,0.0455825185732
ACH-000198,-0.17208883807
ACH-000204,0.311888486619
ACH-000206,0.114609765696
ACH-000207,-0.338668405144
ACH-000211,-0.130198470615
ACH-000215,-0.0661796382014
ACH-000221,-0.240372306946
ACH-000222,-0.0879565916427
ACH-000223,0.011325654947600001
ACH-000226,-0.00672383525302
ACH-000227,-0.0038480254727399996
ACH-000228,-0.282625456795
