,TLK2 (11011)
ACH-000004,-0.06613314323490001
ACH-000007,-0.25122595675500003
ACH-000009,-0.258699560387
ACH-000011,-0.294452717349
ACH-000012,-0.114305578438
ACH-000013,-0.321036674748
ACH-000014,-0.7517364485410001
ACH-000015,-0.260670336156
ACH-000017,-0.22441217771299998
ACH-000018,-0.573128743393
ACH-000019,-0.499212186588
ACH-000021,-0.16949907844099998
ACH-000022,-0.0812073640714
ACH-000025,-0.12633800604
ACH-000028,-0.543431013757
ACH-000030,-0.198732898531
ACH-000035,-0.557567377326
ACH-000036,-0.22081630436900002
ACH-000037,0.251908578206
ACH-000039,-0.370930748865
ACH-000040,-0.321415417499
ACH-000041,-0.227334200846
ACH-000042,-0.411113886202
ACH-000045,-0.343317467314
ACH-000047,-0.17946505054499998
ACH-000052,0.064224743936
ACH-000053,0.27455690238200003
ACH-000054,-0.30973522634100004
ACH-000055,-0.00230339765098
ACH-000060,-0.458761096836
ACH-000067,-0.350767137175
ACH-000070,-0.371087953697
ACH-000075,0.029020740817299998
ACH-000078,-0.568657380822
ACH-000082,-0.336418768045
ACH-000085,-0.650032848295
ACH-000086,-0.530203802539
ACH-000087,-0.00584238186797
ACH-000092,0.047774662594400004
ACH-000095,-0.310689358794
ACH-000097,-0.618721164573
ACH-000098,-0.417478771157
ACH-000099,-0.362461891801
ACH-000108,-0.23230797344300003
ACH-000113,-0.17902592024
ACH-000115,-0.369027403966
ACH-000116,-0.295967139
ACH-000118,-0.746223491875
ACH-000120,-0.612758187274
ACH-000123,-0.598351059352
ACH-000127,-0.28891108884399996
ACH-000128,-0.6251020113719999
ACH-000132,-0.10339420361099999
ACH-000133,-0.432593089539
ACH-000137,-0.518628966798
ACH-000138,-0.6933384492229999
ACH-000142,-0.41558917344400004
ACH-000143,-0.0529486340692
ACH-000146,-0.217186490996
ACH-000148,-0.462001849578
ACH-000150,-0.376348155974
ACH-000152,-0.42516153876999996
ACH-000153,-0.590552375404
ACH-000159,-0.18969128076400002
ACH-000160,0.208073443591
ACH-000163,-0.129195151325
ACH-000167,0.14123452747
ACH-000168,-0.0844453074501
ACH-000169,-0.461449148454
ACH-000178,-0.595080933552
ACH-000182,-0.24300246153000002
ACH-000183,-0.556732662736
ACH-000188,-0.341908929016
ACH-000189,0.234741971189
ACH-000190,0.056208864367000004
ACH-000198,-0.398088556089
ACH-000204,-0.182604118209
ACH-000206,-0.264910704263
ACH-000207,-0.0371293386254
ACH-000211,-0.47043034248099996
ACH-000215,-0.20500759362100002
