,FAM86C1 (55199)
ACH-000004,-0.0369679018292
ACH-000007,-0.135641308512
ACH-000009,0.0369892471654
ACH-000011,-0.43912075905599995
ACH-000012,-0.228486845055
ACH-000013,-0.363492097259
ACH-000014,-0.026415813113700004
ACH-000015,-0.188421046864
ACH-000017,-0.292844913192
ACH-000018,-0.048927897346999996
ACH-000019,-0.47354214723099997
ACH-000021,0.0187470976008
ACH-000022,-0.270870158491
ACH-000025,-0.05563520465
ACH-000028,-0.10810304059900001
ACH-000030,-0.16593659012
ACH-000035,0.0495257394929
ACH-000036,-0.0707132956777
ACH-000037,-0.256362058372
ACH-000039,-0.33931475120399995
ACH-000040,-0.163593739362
ACH-000041,0.0596015359722
ACH-000042,-0.0913052359362
ACH-000045,0.0827198376858
ACH-000047,-0.07375726939539999
ACH-000052,-0.0832659690335
ACH-000053,-0.08598227544289999
ACH-000054,-0.312728040072
ACH-000055,-0.324683476912
ACH-000060,-0.08163347134019999
ACH-000067,-0.0042154202655
ACH-000070,0.0717499147385
ACH-000075,-0.166727915745
ACH-000078,-0.013882577277799998
ACH-000082,-0.12445546573100001
ACH-000085,-0.44929231729099994
ACH-000086,-0.426745368357
ACH-000087,-0.58164157256
ACH-000092,-0.053939161687400004
ACH-000095,-0.161131253973
ACH-000097,-0.10188132350199999
ACH-000098,-0.0429522542442
ACH-000099,-0.036098421091999996
ACH-000108,-0.422671463776
ACH-000113,-0.166497880733
ACH-000115,0.035011881070300004
ACH-000116,-0.298498123733
ACH-000118,-0.265030615044
ACH-000120,-0.101045374322
ACH-000123,-0.21777081358199998
ACH-000127,-0.268168014164
ACH-000128,0.053216790631900004
ACH-000132,-0.23613445177099998
ACH-000133,-0.195053580857
ACH-000137,-0.17125551743200002
ACH-000138,-0.176378945537
ACH-000142,-0.23782914148499998
ACH-000143,-0.337725823611
ACH-000146,-0.156279223869
ACH-000148,-0.17358886811500002
ACH-000150,-0.154768545816
ACH-000152,-0.18483770121399998
ACH-000153,0.00417902096487
ACH-000159,-0.0134502150706
ACH-000160,-0.437300925608
ACH-000163,-0.357085179282
ACH-000167,-0.38047994877400004
ACH-000168,-0.418558619177
ACH-000169,-0.0848250826365
ACH-000178,-0.131728748619
ACH-000182,-0.226890674309
ACH-000183,-0.09803675190099999
ACH-000188,-0.223417642127
ACH-000189,-0.11548659229199999
ACH-000190,-0.0509412575961
ACH-000198,-0.14485875636099999
ACH-000204,0.0888686866275
ACH-000206,-0.37933883549900005
ACH-000207,0.12954084862
ACH-000211,-0.24750072856
ACH-000215,-0.244574201889
ACH-000221,-0.408874598956
ACH-000222,0.127116934069
ACH-000223,-0.11209231114700001
ACH-000226,-0.18136648358899998
ACH-000227,0.185652530671
ACH-000228,-0.0765482130368
ACH-000231,-0.0421474116961
ACH-000232,-0.13557555464
ACH-000233,-0.11862393804000002
ACH-000234,-0.42527739827699995
ACH-000235,-0.133972243449
ACH-000237,-0.285866159254
ACH-000238,0.0766175977622
ACH-000243,-0.0595421567279
ACH-000244,-0.460188564781
ACH-000246,-0.271241572747
ACH-000248,0.09754334892899999
ACH-000250,-0.300774552793
ACH-000251,-0.10832851517999999
ACH-000253,-0.277920459505
ACH-000255,-0.48208663281999997
ACH-000256,-0.334459922574
ACH-000257,-0.0272595292184
ACH-000258,-0.0530152178919
ACH-000259,-0.22584833530099999
ACH-000260,-0.270051121289
ACH-000261,-0.14387669633
ACH-000262,0.021748275501
ACH-000263,-0.33570456916
ACH-000264,-0.15714143088500002
ACH-000265,-0.20599014654300002
ACH-000266,-0.165469975562
ACH-000272,-0.113394349167
ACH-000273,-0.314117121101
ACH-000274,-0.0267855788794
ACH-000277,-0.5072554641520001
ACH-000278,-0.166892314043
ACH-000279,0.0046533203833299995
ACH-000280,-0.38470042395099996
ACH-000281,-0.0978378009015
ACH-000288,-0.227670102755
ACH-000291,-0.286638809208
ACH-000293,-0.45191908540700004
ACH-000294,-0.330254252091
ACH-000295,0.175174033044
ACH-000296,-0.34362220438100005
ACH-000302,-0.221356669026
ACH-000304,-0.09893736918849999
ACH-000307,-0.27204672239300004
ACH-000308,-0.135670819512
ACH-000310,-0.0915066447803
ACH-000311,-0.245943339707
ACH-000312,-0.235712832352
ACH-000315,-0.194198729982
ACH-000316,-0.405925962259
ACH-000317,0.09689909609760002
ACH-000318,-0.683763269005
ACH-000319,-0.151941983727
ACH-000320,0.0645533140992
ACH-000322,0.363293141826
ACH-000323,-0.247394253537
ACH-000324,-0.221296607078
ACH-000329,0.0406082889394
ACH-000330,0.0135193150407
ACH-000331,-0.308536139392
ACH-000332,-0.0937395316999
ACH-000334,0.133187853395
ACH-000335,-0.10463733621099999
ACH-000336,0.09779992591730001
ACH-000337,-0.566312584901
ACH-000339,-0.0723308431415
ACH-000341,-0.142853623117
ACH-000348,0.131270000068
ACH-000350,-0.133498854374
ACH-000352,-0.121430089285
ACH-000356,-0.354001093256
ACH-000361,-0.19010620767499997
ACH-000362,-0.042280469862
ACH-000363,-0.25615359973
ACH-000364,-0.0592206106602
ACH-000365,0.0865602795255
ACH-000366,-0.325595616602
ACH-000368,0.00220981541522
ACH-000374,-0.316881954501
ACH-000375,-0.213890139571
ACH-000376,-0.236633750737
ACH-000381,-0.22578172854400003
ACH-000383,-0.0740292535299
ACH-000387,-0.197943370519
ACH-000389,-0.14512765239
ACH-000390,0.058001531878500004
ACH-000393,-0.17457626327599998
ACH-000395,-0.183850914571
ACH-000397,-0.247798203662
ACH-000401,-0.26582073019
ACH-000402,0.16705102989499998
ACH-000403,-0.259286715482
ACH-000404,-0.42854385526199995
ACH-000406,-0.253367027525
ACH-000407,-0.104996981898
ACH-000408,-0.342413129925
ACH-000410,-0.24267267752799998
ACH-000411,-0.026289909997
ACH-000414,-0.08162690127710001
ACH-000415,-0.176194220236
ACH-000416,0.013388601871499999
ACH-000420,-0.27820994384
ACH-000421,-0.17771522783799998
ACH-000424,-0.16973416894
ACH-000425,-0.0880899750368
ACH-000426,-0.630506651476
ACH-000427,-0.0510026258902
ACH-000433,-0.09685058291740001
ACH-000436,-0.35198666548600005
ACH-000444,-0.028279476524099997
ACH-000445,-0.24097768100400002
ACH-000448,-0.328808611206
ACH-000450,-0.917615601614
ACH-000452,-0.024624403113700004
ACH-000454,-0.243659731084
ACH-000458,-0.388394974133
ACH-000459,-0.186148151993
ACH-000460,-0.403361579664
ACH-000461,-0.15687416384800001
ACH-000463,-0.240086486303
ACH-000464,-0.08395479710989999
ACH-000466,-0.5147333348650001
ACH-000467,-0.397915886804
ACH-000468,-0.08037204963219999
ACH-000469,-0.223911037566
ACH-000470,0.00928626435097
ACH-000471,-0.11102351647099999
ACH-000472,-0.0241819765472
ACH-000473,-0.160745592602
ACH-000475,-0.186146003777
ACH-000476,-0.331533283074
ACH-000477,-0.360516967748
ACH-000480,-0.322443211424
ACH-000481,-0.409740425041
ACH-000483,-0.564826443591
ACH-000484,-0.19104672028
ACH-000485,-0.202945515458
ACH-000486,-0.197016162282
ACH-000487,-0.104371398288
ACH-000488,-0.245551260617
ACH-000490,-0.155761452879
ACH-000491,-0.40226986447499996
ACH-000495,-0.29328552409499997
ACH-000496,-0.17072521631299997
ACH-000499,-0.40519644930699994
ACH-000500,0.21220526987399999
ACH-000502,-0.154280901962
ACH-000503,-0.315872928739
ACH-000505,-0.15993341666400002
ACH-000507,-0.24679971333700002
ACH-000510,-0.212081954445
ACH-000511,-0.176079541847
ACH-000512,-0.206184344218
ACH-000516,-0.141024843545
ACH-000517,-0.140397839448
ACH-000518,-0.175702495788
ACH-000520,-0.327848358138
ACH-000521,-0.123226067957
ACH-000522,-0.104782295187
ACH-000524,-0.219773549584
ACH-000527,-0.373423790744
ACH-000528,-0.158508386115
ACH-000537,-0.0503308181392
ACH-000541,-0.0038072087593099997
ACH-000542,-0.152486964777
ACH-000544,-0.251803458979
ACH-000545,-0.199041214765
ACH-000547,-0.33979474160499995
ACH-000548,-0.35139615303000005
ACH-000549,-0.0921039340055
ACH-000550,-0.284542692383
ACH-000552,0.0579189500193
ACH-000556,-0.254761709968
ACH-000557,-0.06381308129800001
ACH-000570,-0.323422894693
ACH-000571,0.0704256807663
ACH-000573,-0.0570831916884
ACH-000576,-0.468397860454
ACH-000580,-0.157705062241
ACH-000584,-0.45385517433
ACH-000585,-0.119839636788
ACH-000588,-0.053567858458900004
ACH-000589,-0.201888587005
ACH-000591,-0.251430826826
ACH-000593,-0.0766370668661
ACH-000600,-0.36475312962300005
ACH-000601,-0.16786154386399998
ACH-000604,-0.247770634478
ACH-000605,-0.194411585962
ACH-000606,-0.31210838847
ACH-000608,-0.267111723044
ACH-000614,0.0890768068484
ACH-000616,-0.071656272992
