,SELP (6403)
ACH-000004,-0.32790063745700004
ACH-000007,-0.22087623450899999
ACH-000009,-0.21115996569899997
ACH-000011,0.0158603338451
ACH-000012,-0.0818463280325
ACH-000013,-0.036896512551599994
ACH-000014,-0.0851441955842
ACH-000015,-0.0412322705207
ACH-000017,-0.222455246547
ACH-000018,-0.0068191082951199996
ACH-000019,-0.320132349637
ACH-000021,-0.106805972421
ACH-000022,-0.062452081086400005
ACH-000025,-0.0958837425891
ACH-000028,-0.261516975963
ACH-000030,-0.021530222296599996
ACH-000035,-0.105676457257
ACH-000036,0.025770370173900003
ACH-000037,-0.16714883164799998
ACH-000039,-0.110323219469
ACH-000040,-0.0488062024411
ACH-000041,0.06261050346199999
ACH-000042,0.0195602703534
ACH-000045,0.159319047683
ACH-000047,-0.20081951751600002
ACH-000052,-0.0544784913579
ACH-000053,-0.113967051272
ACH-000054,-0.0326397537344
ACH-000055,-0.211292192688
ACH-000060,0.030188284879400003
ACH-000067,0.062342118908599996
ACH-000070,0.0075131150681400005
ACH-000075,-0.0260103420554
ACH-000078,0.132662914025
ACH-000082,-0.00973998575957
ACH-000085,-0.09435609371210002
ACH-000086,-0.20569517895
ACH-000087,0.101270552361
ACH-000092,-0.141836211775
ACH-000095,-0.00120469357998
ACH-000097,-0.12842587192399998
ACH-000098,0.0254565331076
ACH-000099,-0.036972526773199996
ACH-000108,-0.146878759724
ACH-000113,-0.059491797658500004
ACH-000115,0.0680413511895
ACH-000116,-0.20205922339200003
ACH-000118,-0.0757623841164
ACH-000120,-0.182085973471
ACH-000123,0.00686674216601
ACH-000127,-0.0947758300945
ACH-000128,-0.0669435729868
ACH-000132,-0.175328143316
ACH-000133,-0.15908958128200001
ACH-000137,0.0368984040335
ACH-000138,-0.0032247127274499998
ACH-000142,-0.136684777383
ACH-000143,-0.09019098743830001
ACH-000146,-0.042549564042499995
ACH-000148,-0.19446577995099998
ACH-000150,0.026308543852499998
ACH-000152,-0.0616688056822
ACH-000153,-0.248428912477
ACH-000159,-0.15292101112700002
ACH-000160,0.0159339826909
ACH-000163,-0.00191213255672
ACH-000167,0.08638573824439999
ACH-000168,0.00949952393679
ACH-000169,-0.118119464587
ACH-000178,0.0669289955471
ACH-000182,-0.13696750729
ACH-000183,-0.167132306897
ACH-000188,0.0236021317027
ACH-000189,0.140015596951
ACH-000190,-0.09672661735980001
ACH-000198,-0.10300963204
ACH-000204,-0.45341578807899996
ACH-000206,-0.0770003599283
ACH-000207,-0.0144955337537
ACH-000211,-0.10787917227
ACH-000215,-0.0636252469522
ACH-000221,-0.08834778943800001
ACH-000222,-0.00520524326109
ACH-000223,-0.260477093418
ACH-000226,-0.0816344322644
ACH-000227,-0.134892045371
ACH-000228,-0.0626450637227
ACH-000231,-0.127709057717
ACH-000232,-0.0558555816237
ACH-000233,-0.114356514295
ACH-000234,-0.0013050966404000001
ACH-000235,-0.0158261162471
ACH-000237,0.0314318862352
ACH-000238,-0.12447711522600001
ACH-000243,-0.12213189581499999
ACH-000244,-0.126014881518
ACH-000246,-0.12479524388800001
ACH-000248,-0.0622643773613
ACH-000250,-0.149581888532
ACH-000251,-0.06321712205590001
ACH-000253,-0.158624377511
ACH-000255,-0.189204233186
ACH-000256,-0.106308535743
ACH-000257,0.22456640847800002
ACH-000258,-0.507660916399
ACH-000259,-0.0597300665584
ACH-000260,-0.050749868557400005
ACH-000261,-0.011940246813399998
ACH-000262,-0.030115021590100002
ACH-000263,-0.0774553706307
ACH-000264,-0.286590836213
ACH-000265,-0.00017184377893599998
ACH-000266,-0.037174435901300006
ACH-000272,-0.0933478383154
ACH-000273,-0.131379156809
ACH-000274,-0.09571391377180001
ACH-000277,-0.0843942948248
ACH-000278,0.0412914021603
ACH-000279,-0.119013328059
ACH-000280,-0.03803620267130001
ACH-000281,-0.193890340134
ACH-000288,-0.09562303575589999
ACH-000291,-0.08545127343499999
ACH-000293,0.0454102079868
ACH-000294,-0.0483874353247
ACH-000295,-0.182288126257
ACH-000296,-0.133518585191
ACH-000302,-0.0587692724326
ACH-000304,-0.12008019930199999
ACH-000307,-0.11760695568299999
ACH-000308,0.005996835787159999
ACH-000310,-0.0496731890225
ACH-000311,0.0897992069792
ACH-000312,-0.021981446370900003
ACH-000315,-0.176403640147
ACH-000316,-0.0449574468606
ACH-000317,-0.0030162123742299997
ACH-000318,-0.13359987650900002
ACH-000319,-0.108874268584
ACH-000320,-0.10015609879699999
ACH-000322,-0.0519759441371
ACH-000323,-0.189216026712
ACH-000324,-0.135100453123
ACH-000329,0.0306406008621
ACH-000330,-0.18321488792800003
ACH-000331,-0.15606272851
ACH-000332,-0.028278286308400003
ACH-000334,-0.00767593333869
ACH-000335,-0.0460219812854
ACH-000336,-0.07165555178389998
ACH-000337,0.012240161743700002
ACH-000339,-0.0406779810473
ACH-000341,0.153238519725
ACH-000348,-0.034254466326900004
ACH-000350,0.0479059753196
ACH-000352,-0.09308915654370001
ACH-000356,-0.15503871256100002
ACH-000361,0.0242478983074
ACH-000362,-0.0500538638939
ACH-000363,-0.17819677748399998
