,LSG1 (55341)
ACH-000260,-0.8541272838480001
ACH-000261,-0.9038052229799999
ACH-000262,-0.8989681751690001
ACH-000263,-0.933756838517
ACH-000264,-0.8781070037369999
ACH-000265,-1.11324926104
ACH-000266,-1.12815443565
ACH-000272,-1.08427234826
ACH-000273,-0.970094727983
ACH-000274,-0.756533041546
ACH-000277,-1.0681777649
ACH-000278,-0.8853585968100001
ACH-000279,-1.1320293592100001
ACH-000280,-0.984456365272
ACH-000281,-1.1551697363200002
ACH-000288,-1.05997758107
ACH-000291,-1.28143178922
ACH-000293,-0.9038900183409999
ACH-000294,-0.7703076877320001
ACH-000295,-0.929781578749
ACH-000296,-0.896020569614
ACH-000302,-1.2496154155799999
ACH-000304,-1.52502709579
ACH-000307,-1.1343055633499999
ACH-000308,-0.910328888019
ACH-000310,-1.4326335427
ACH-000311,-1.16197446014
ACH-000312,-1.04844482719
ACH-000315,-0.769101666777
ACH-000316,-1.08564339915
ACH-000317,-0.933431648685
ACH-000318,-1.0462419792
ACH-000319,-1.09743928
ACH-000320,-1.12580807721
ACH-000322,-0.928919591195
ACH-000323,-1.14708910012
ACH-000324,-1.0691297500399999
ACH-000329,-1.05658719481
ACH-000330,-0.943416344918
ACH-000331,-1.09571232522
ACH-000332,-1.05343974621
ACH-000334,-0.8448996615700001
ACH-000335,-0.9857233730089999
ACH-000336,-0.748712253227
ACH-000337,-0.753798684498
ACH-000339,-1.0939410306
ACH-000341,-0.9633181778190001
ACH-000348,-1.01694490574
ACH-000350,-1.05375313013
ACH-000352,-0.979689781143
ACH-000356,-1.1068239124600001
ACH-000361,-1.13394988157
ACH-000362,-1.07603524591
ACH-000363,-1.19412033186
ACH-000364,-0.926552097798
ACH-000365,-0.9624315008319999
ACH-000366,-1.13331708958
ACH-000368,-1.1990847125700002
ACH-000374,-0.969330886621
ACH-000375,-1.01575079362
ACH-000376,-0.9512252345119999
ACH-000381,-0.9362874486480001
ACH-000383,-1.0164641894600002
ACH-000387,-1.12431297551
ACH-000389,-0.838313316787
ACH-000390,-0.843916497087
ACH-000393,-1.2632917947
ACH-000395,-0.9231986944339999
ACH-000397,-0.832064998321
ACH-000401,-0.8383787968649999
ACH-000402,-0.484320431707
ACH-000403,-1.1480803725700002
ACH-000404,-1.0235956425700001
ACH-000406,-1.21798643657
ACH-000407,-1.03940472822
ACH-000408,-0.8016895561740001
ACH-000410,-1.17982146578
ACH-000411,-1.13911121693
ACH-000414,-1.24379443006
ACH-000415,-1.04111172395
ACH-000416,-1.08862976038
ACH-000420,-0.9266111993870001
ACH-000421,-1.09386061212
ACH-000424,-1.16075094487
ACH-000425,-1.23050659733
ACH-000426,-0.605661135069
ACH-000427,-0.899242798242
ACH-000433,-0.928976395248
ACH-000436,-0.8733909659829999
ACH-000444,-1.11318134461
ACH-000445,-1.05405967557
ACH-000448,-1.12647107516
ACH-000450,-0.7256316807500001
ACH-000452,-0.808515225909
ACH-000454,-0.8983362665539999
ACH-000458,-0.9391564240000001
ACH-000459,-0.638680276549
ACH-000460,-1.02184308297
ACH-000461,-1.06276517669
ACH-000463,-1.1715512160400001
ACH-000464,-1.03135713126
ACH-000466,-0.8036003746100001
ACH-000467,-0.837568143092
ACH-000468,-0.895580761977
ACH-000469,-0.983436816953
ACH-000470,-1.1044641075100001
ACH-000471,-1.1635738173899999
ACH-000472,-0.9229293679359999
ACH-000473,-0.812008926138
ACH-000475,-1.07219575089
ACH-000476,-1.02515148933
ACH-000477,-0.8334543894600001
ACH-000480,-0.928185305784
ACH-000481,-1.27069196043
ACH-000483,-0.832666760157
ACH-000484,-0.82681933052
ACH-000485,-0.786730311132
ACH-000486,-1.22806011565
ACH-000487,-0.979992761521
ACH-000488,-0.787756544085
ACH-000490,-1.0963675163200002
ACH-000491,-0.7931965761640001
ACH-000495,-0.710468258537
ACH-000496,-1.19339047951
ACH-000499,-1.06087243308
ACH-000500,-1.29184376682
ACH-000502,-1.03008412699
ACH-000503,-0.788643957413
ACH-000505,-1.0120680046
ACH-000507,-1.04118428198
ACH-000510,-1.0145647061299998
ACH-000511,-0.954842457633
ACH-000512,-0.7950934056129999
ACH-000516,-0.941368618558
ACH-000517,-0.9707634198999999
ACH-000518,-0.874184091815
ACH-000520,-1.1811419563299999
ACH-000521,-0.90352561686
ACH-000522,-0.9658214307619999
ACH-000524,-1.05228541449
ACH-000527,-1.11784284543
ACH-000528,-0.924547764789
ACH-000537,-1.19801816426
ACH-000541,-1.04740621895
ACH-000542,-0.7964464562279999
ACH-000544,-0.6816401982870001
ACH-000545,-0.8318436410060001
ACH-000547,-1.10509616465
ACH-000548,-0.81239304391
ACH-000549,-0.968679436665
ACH-000550,-1.20775403044
ACH-000552,-0.986363933645
ACH-000556,-1.25565301566
ACH-000557,-1.12151942557
ACH-000570,-1.04512008387
ACH-000571,-1.3566961145200003
ACH-000573,-1.17702125519
ACH-000576,-0.969396110897
ACH-000580,-1.4423532706
ACH-000584,-1.1159741522700002
ACH-000585,-0.979239911882
ACH-000588,-0.9447489127200002
ACH-000589,-0.951050117042
ACH-000591,-0.881257455175
ACH-000593,-1.2169526098799999
ACH-000600,-1.3557873439800001
ACH-000601,-0.9696036559550001
ACH-000604,-0.8633029711779999
ACH-000605,-0.9680525138689999
ACH-000606,-1.0312661670999999
ACH-000608,-0.686491616169
ACH-000614,-1.3704427005500002
ACH-000616,-1.18147470241
ACH-000618,-0.777500630873
ACH-000619,-0.906035035225
ACH-000620,-1.0755214941
ACH-000621,-1.07280659185
ACH-000622,-0.9001596809769999
ACH-000623,-1.05630671373
ACH-000624,-0.834112091379
ACH-000627,-1.1700853761799999
ACH-000630,-0.8993073428910001
ACH-000632,-0.950659523257
ACH-000633,-0.7912985136730001
ACH-000637,-0.8914347627949999
ACH-000638,-0.7547782253290001
ACH-000646,-1.08571047389
ACH-000647,-1.1078904864799999
ACH-000648,-0.965185530872
ACH-000649,-1.01176693599
ACH-000651,-1.14190713588
ACH-000652,-1.16357244505
ACH-000653,-0.877293318496
ACH-000657,-1.07584012672
ACH-000658,-0.957558938221
ACH-000661,-1.1336376229
ACH-000662,-0.840568734015
ACH-000663,-1.37832970089
ACH-000665,-0.92967464451
ACH-000671,-0.79617473748
ACH-000673,-0.8450273288079999
ACH-000676,-0.955910206139
ACH-000677,-1.39711992865
ACH-000681,-1.24275120824
ACH-000682,-0.866890847862
ACH-000683,-1.13352253285
ACH-000684,-1.0685201256799999
ACH-000688,-1.00792045093
ACH-000693,-0.968232956917
ACH-000694,-1.00849461864
ACH-000695,-1.00963990805
ACH-000696,-1.1685787922
ACH-000697,-0.7421655240780001
ACH-000699,-1.16158927111
ACH-000701,-1.15599381999
ACH-000706,-0.8926953992829999
ACH-000711,-1.01775106349
ACH-000713,-0.785189527141
ACH-000714,-0.959920246323
ACH-000718,-0.854639365916
ACH-000720,-1.07618292256
ACH-000721,-0.8238602616840001
ACH-000724,-0.695214283633
ACH-000725,-0.888914767513
ACH-000732,-0.940912662764
ACH-000734,-1.08256219767
ACH-000735,-1.11234268433
ACH-000736,-0.8575252505200001
ACH-000738,-1.00320687556
ACH-000746,-1.02347712994
ACH-000747,-1.1417223760100002
ACH-000748,-1.0506267404799998
ACH-000753,-1.1637472677
ACH-000756,-0.917554447817
ACH-000757,-1.06452520189
ACH-000758,-1.05981301287
ACH-000760,-0.931800264228
ACH-000763,-0.920342897561
ACH-000764,-1.142833317
ACH-000765,-0.954977926084
ACH-000766,-0.8386062751209999
ACH-000767,-1.28677293906
ACH-000768,-0.8785748930249999
ACH-000769,-0.7306855815700001
ACH-000770,-1.0012525102
ACH-000771,-0.9745791213249999
ACH-000773,-0.6377628009749999
ACH-000776,-0.962943023736
ACH-000777,-0.856217751583
ACH-000778,-1.09517559744
ACH-000781,-1.0513731814799998
ACH-000782,-0.9613575109639999
ACH-000783,-0.872647220798
ACH-000784,-0.9470654676260001
ACH-000785,-0.927208402134
ACH-000787,-0.984528265228
ACH-000788,-1.1438665074799999
ACH-000791,-1.05977753275
ACH-000792,-1.23434426825
ACH-000794,-0.965821717039
ACH-000796,-0.850363738963
ACH-000799,-1.18351908052
ACH-000800,-1.0498569391600001
ACH-000802,-1.06477784377
ACH-000804,-0.7872425919149999
ACH-000805,-1.0201550049700001
ACH-000809,-1.02547022073
ACH-000810,-1.02194416216
ACH-000811,-1.14069087161
ACH-000817,-1.10526089709
ACH-000819,-1.1172776951999999
ACH-000820,-1.2219706017899998
ACH-000821,-0.8908601407879999
ACH-000822,-0.8146520780940001
ACH-000823,-0.9772058441529999
ACH-000824,-1.03548516746
ACH-000827,-0.9885854677439999
ACH-000829,-1.05148977348
ACH-000831,-0.916364993555
ACH-000832,-1.07726504705
ACH-000833,-0.985105618564
ACH-000834,-0.8595726502500001
ACH-000835,-1.02339952656
ACH-000836,-0.965179635746
ACH-000837,-1.22060028362
ACH-000838,-1.06386690714
ACH-000839,-0.892815236443
ACH-000840,-0.821148810565
ACH-000841,-1.13673410183
ACH-000843,-1.04661357045
ACH-000846,-1.1537225205500001
ACH-000847,-1.04843905398
ACH-000848,-1.1508805662600001
ACH-000849,-1.10290709763
ACH-000851,-1.04807543495
ACH-000855,-1.08600917
ACH-000856,-1.20919820419
ACH-000858,-0.7857868370469999
ACH-000859,-1.04225330725
ACH-000861,-0.889577112383
ACH-000862,-0.6857552731550001
ACH-000865,-0.941207386231
ACH-000866,-0.93811846449
ACH-000867,-0.993345727936
ACH-000869,-1.19524401534
ACH-000872,-1.19206638407
ACH-000873,-0.7312899935130001
ACH-000876,-0.849758165115
ACH-000878,-1.70115263232
ACH-000880,-1.10281980627
ACH-000881,-0.866109586055
ACH-000882,-1.10966920334
ACH-000884,-0.9766744491680001
ACH-000885,-1.15166015115
ACH-000887,-1.0013224680700001
ACH-000888,-0.985248487005
ACH-000889,-0.9977173165559999
ACH-000890,-0.850113258705
ACH-000896,-1.03499853456
ACH-000898,-0.8215053170550001
ACH-000900,-0.88999585236
ACH-000901,-1.1933650872200001
ACH-000905,-0.913363290574
ACH-000906,-0.9737837867739999
ACH-000907,-0.630481452716
ACH-000910,-1.21067832624
ACH-000911,-0.993601513318
ACH-000912,-1.08328412026
ACH-000913,-1.1080721734999999
ACH-000915,-0.861624902271
ACH-000916,-0.941539565152
ACH-000917,-0.924966871469
ACH-000921,-1.04449624305
ACH-000924,-1.07056539654
ACH-000926,-1.38753894785
ACH-000928,-0.8039503278100001
ACH-000929,-1.3755294663799997
ACH-000932,-1.06149727305
ACH-000935,-0.767282172759
ACH-000936,-1.06752126873
ACH-000937,-1.0416309227399998
ACH-000938,-1.03385257974
ACH-000939,-1.09199165739
ACH-000941,-0.871166719066
ACH-000943,-1.25318961264
ACH-000946,-0.8408437165260001
ACH-000947,-1.24832215788
ACH-000948,-0.9554266901440001
ACH-000950,-0.7813909252179999
ACH-000953,-0.810520231048
ACH-000957,-0.808680713794
ACH-000958,-1.06512301835
ACH-000960,-0.862145450498
ACH-000963,-1.07612471371
ACH-000968,-1.10804083833
ACH-000969,-0.7715551621
ACH-000973,-0.998696304536
ACH-000974,-0.8493770678579999
ACH-000975,-1.02465831879
ACH-000976,-0.973798527639
ACH-000978,-1.10218538625
ACH-000980,-0.96284839146
ACH-000984,-0.979332566173
ACH-000986,-0.7833452272750001
ACH-000988,-1.13068385847
ACH-000993,-0.900324190364
ACH-000994,-0.685879199806
ACH-000996,-0.598791190206
ACH-001001,-1.01865203332
ACH-001020,-0.8066336456550001
ACH-001028,-1.01277140956
ACH-001031,-0.7253616054180001
ACH-001038,-0.6882200221189999
ACH-001048,-1.00894112331
ACH-001050,-0.9635653194059999
ACH-001053,-1.28494794433
ACH-001054,-1.26384820306
ACH-001061,-1.06873140665
ACH-001067,-0.989214657664
ACH-001075,-1.03139970289
ACH-001096,-1.0301204479600001
ACH-001128,-1.4617027521200001
ACH-001134,-1.09919327936
ACH-001151,-0.789059126813
ACH-001163,-1.08732975756
ACH-001164,-0.76894916189
ACH-001173,-0.9479962385680001
ACH-001183,-1.03949063111
ACH-001184,-1.1796970409899998
ACH-001190,-0.767175379884
ACH-001192,-1.11341200126
ACH-001193,-0.892532736005
ACH-001196,-0.948582038639
ACH-001197,-1.10198930842
ACH-001205,-0.9616694128100001
ACH-001211,-1.25159585238
ACH-001212,-0.835739385294
ACH-001228,-0.861669573327
ACH-001232,-0.8702589755879999
ACH-001239,-0.88253912827
ACH-001274,-1.1110624644299998
ACH-001275,-1.0244947738299999
ACH-001277,-1.05234699922
ACH-001278,-1.27490557812
ACH-001280,-1.30246206186
ACH-001283,-1.036316803
ACH-001289,-1.1816471896
ACH-001295,-1.03467137029
ACH-001300,-0.9572442436849999
ACH-001301,-1.2875810636299998
ACH-001302,-1.13116405001
ACH-001303,-1.31947174819
ACH-001306,-1.07746798597
ACH-001318,-1.70061077697
ACH-001322,-0.830627780966
ACH-001328,-0.892890453734
ACH-001332,-0.25050818262200003
ACH-001333,-1.3342992899700001
ACH-001336,-0.979038599968
ACH-001340,-0.861265191786
ACH-001346,-0.79323988905
ACH-001353,-0.900419624691
ACH-001354,-0.7134815833949999
ACH-001367,-0.814333588688
ACH-001368,-1.08995769279
ACH-001374,-1.6155391333899998
ACH-001375,-0.7570672329610001
ACH-001377,-1.27549503672
ACH-001380,-1.04406597068
ACH-001391,-1.03171547888
ACH-001407,-0.824681414831
ACH-001408,-0.6753380656319999
ACH-001413,-0.904862729487
ACH-001430,-0.905023059674
ACH-001431,-0.991254419037
ACH-001450,-1.10761356554
ACH-001496,-1.20718899165
ACH-001500,-1.01666775893
ACH-001521,-1.01139519539
ACH-001523,-0.9354368507799999
ACH-001532,-1.1372615076500001
ACH-001536,-0.9546285702949999
ACH-001550,-1.07932719363
ACH-001552,-0.940329714832
ACH-001554,-1.22120433637
ACH-001645,-0.840150095879
ACH-001654,-0.901817974102
ACH-001715,-0.880440312221
ACH-001735,-1.04519625948
ACH-001736,-1.07729647824
ACH-001737,-1.23452474448
ACH-001740,-0.88492248791
ACH-001745,-0.904762592085
ACH-001750,-0.9659568440940001
ACH-001765,-0.8752949902509999
ACH-001956,-1.09180960823
ACH-001957,-1.22147166927
