,NSL1 (25936)
ACH-000004,-0.7936258868970001
ACH-000007,-0.39272601496200005
ACH-000009,-0.532963253813
ACH-000011,-0.174491761574
ACH-000012,-0.5510310255349999
ACH-000013,-0.519947155617
ACH-000014,-0.771799773621
ACH-000015,-0.510150012834
ACH-000017,-0.469523641863
ACH-000018,-0.599967869094
ACH-000019,-0.637717044876
ACH-000021,-0.772462872269
ACH-000022,-0.6770887814200001
ACH-000025,-0.8389547529979999
ACH-000028,-0.561518857111
ACH-000030,-0.558053185616
ACH-000035,-0.5720607196649999
ACH-000036,-0.811736369153
ACH-000037,-0.161400928252
ACH-000039,-0.692814474129
ACH-000040,-0.7772170088979999
ACH-000041,-0.55505978826
ACH-000042,-0.571074665292
ACH-000045,-0.821900629193
ACH-000047,-0.626136064826
ACH-000052,-0.7022783478460001
ACH-000053,-0.744985148452
ACH-000054,-0.641614856877
ACH-000055,-0.794162692965
ACH-000060,-0.505878720255
ACH-000067,-0.420405910462
ACH-000070,-0.5484605977839999
ACH-000075,-0.660346392188
ACH-000078,-0.49999493633500003
ACH-000082,-0.6941314564100001
ACH-000085,-0.38162394350999995
ACH-000086,-0.8595184544069999
ACH-000087,-0.544053374645
ACH-000092,-0.615458766599
ACH-000095,-0.6289778240789999
ACH-000097,-0.390753742404
ACH-000098,-0.628808912422
ACH-000099,-0.59871089892
ACH-000108,-0.48752937266
ACH-000113,-0.510178562395
ACH-000115,-1.02736025568
ACH-000116,-0.642497299239
ACH-000118,-0.52696599111
ACH-000120,-0.541144712593
ACH-000123,-0.573277281685
ACH-000127,-0.526728258566
ACH-000128,-0.936270647208
ACH-000132,-1.00593157244
ACH-000133,-0.863905173557
ACH-000137,-0.662997187572
ACH-000138,-0.639637178434
ACH-000142,-0.872091933144
ACH-000143,-0.829856006392
ACH-000146,-0.574033782362
ACH-000148,-0.887135505117
ACH-000150,-0.498803179687
ACH-000152,-0.575165154242
ACH-000153,-0.8113947982459999
ACH-000159,-0.5076465250209999
ACH-000160,-0.306413450389
ACH-000163,-0.608744431074
ACH-000167,-0.44326904465899997
ACH-000168,-0.801370111395
ACH-000169,-0.730656903552
ACH-000178,-0.5046376851659999
ACH-000182,-0.453424978511
ACH-000183,-0.775618436899
ACH-000188,-0.546176727269
ACH-000189,-0.926112293654
ACH-000190,-0.134564832399
ACH-000198,-0.701379800709
ACH-000204,-0.9979639240729999
ACH-000206,-1.0282148023
ACH-000207,-0.801146224237
ACH-000211,-0.661782218959
ACH-000215,-0.6254431188
ACH-000221,-0.5523029816439999
ACH-000222,-0.41621537431999994
ACH-000223,-0.746118481477
ACH-000226,-0.58560976596
ACH-000227,-1.00307553883
ACH-000228,-0.8687610583130001
ACH-000231,-0.785119356255
ACH-000232,-0.931755885388
ACH-000233,-0.6580930194269999
ACH-000234,-0.619665718502
ACH-000235,-0.563131967832
ACH-000237,-0.5577926703320001
ACH-000238,-0.663829753846
ACH-000243,-0.541543217128
ACH-000244,-0.809224182405
ACH-000246,-0.43095887016500006
ACH-000248,-0.459858150586
ACH-000250,-0.487322549753
ACH-000251,-0.624934084825
ACH-000253,-0.673780143645
ACH-000255,-0.5738716966399999
ACH-000256,-0.444609563462
ACH-000257,-0.713935323822
ACH-000258,-0.401782854222
ACH-000259,-0.493180527729
ACH-000260,-0.48760416641000004
ACH-000261,-0.554660043059
ACH-000262,-0.314285583559
ACH-000263,-0.9084561949909999
ACH-000264,-0.918904529782
ACH-000265,-0.605433528484
ACH-000266,-0.583844456699
ACH-000272,-0.682692087668
ACH-000273,-0.8878313702299999
ACH-000274,-0.553998764807
ACH-000277,-0.547423726056
ACH-000278,-0.454220639097
ACH-000279,-0.634127626546
ACH-000280,-0.406971821391
ACH-000281,-0.819368564964
ACH-000288,-0.653760838947
ACH-000291,-0.27382174877500004
ACH-000293,-0.6216689581939999
ACH-000294,-0.887567536147
ACH-000295,-0.337268683679
ACH-000296,-0.655129265221
ACH-000302,-0.553955652986
ACH-000304,-0.47938520764799997
ACH-000307,-0.49939198068499996
ACH-000308,-0.771149715281
ACH-000310,-0.890223825421
ACH-000311,-0.506927155622
ACH-000312,-0.70107173287
ACH-000315,-0.944887308185
ACH-000316,-0.257422796567
ACH-000317,-0.357306380964
ACH-000318,-0.979635208683
ACH-000319,-0.909010513092
ACH-000320,-0.530557929645
ACH-000322,-0.437929466989
ACH-000323,-0.705279042575
ACH-000324,-0.490584264341
ACH-000329,-0.6741708219939999
ACH-000330,-0.5711237493729999
ACH-000331,-0.592698416532
ACH-000332,-0.753512475901
ACH-000334,-1.369978555
ACH-000335,-0.464912009771
ACH-000336,-0.30575570764000004
ACH-000337,-0.818760997724
ACH-000339,-0.5394390513399999
ACH-000341,-0.972950080993
ACH-000348,-0.580602034424
ACH-000350,-0.6914867020000001
ACH-000352,-0.471351059019
ACH-000356,-0.722777383981
ACH-000361,-0.668629903604
ACH-000362,-0.760409356961
ACH-000363,-0.735530440822
ACH-000364,-0.671669850843
ACH-000365,-0.767929014218
ACH-000366,-0.7654913383390001
ACH-000368,-0.721925611393
ACH-000374,-0.610039041552
ACH-000375,-0.540513336365
ACH-000376,-0.45880179423600004
ACH-000381,-0.6152335922950001
ACH-000383,-0.500143423106
ACH-000387,-0.6811447656890001
ACH-000389,-0.630731593679
ACH-000390,-0.331742259904
ACH-000393,-0.7901263867839999
ACH-000395,-0.315882023228
ACH-000397,-0.662662064499
ACH-000401,-0.393967933664
ACH-000402,-0.950601886389
ACH-000403,-0.6907982426199999
ACH-000404,-1.1651350870700001
ACH-000406,-0.606049446986
ACH-000407,-0.44291377294699996
ACH-000408,-0.537927607626
ACH-000410,-0.792769399007
ACH-000411,-0.528452692357
ACH-000414,-0.47392718945
ACH-000415,-0.854792065432
ACH-000416,-0.906807142901
ACH-000420,-0.06673955171649999
ACH-000421,-0.612961172581
ACH-000424,-0.493333810643
ACH-000425,-0.5332276656880001
ACH-000426,-0.7487535118880001
ACH-000427,-0.810944091205
ACH-000433,-0.39536510812200004
ACH-000436,-0.6962723706739999
ACH-000444,-0.318973879927
ACH-000445,-0.46254667455399995
ACH-000448,-0.6203042557630001
ACH-000450,-0.466899557235
ACH-000452,-0.609464927056
ACH-000454,-0.7043541037809999
ACH-000458,-0.522770504479
ACH-000459,-0.46984821272699995
ACH-000460,-0.42289640733
ACH-000461,-0.45434923718099995
ACH-000463,-0.342265124182
ACH-000464,-0.639149146951
ACH-000466,-0.508235854082
ACH-000467,-0.730500201155
ACH-000468,-0.41711322273400003
ACH-000469,-0.575314132175
ACH-000470,-0.6305172149889999
ACH-000471,-0.540729445999
ACH-000472,-0.770796060356
ACH-000473,-0.537737291151
ACH-000475,-0.596778679397
ACH-000476,-0.613695804825
ACH-000477,-0.184248327247
ACH-000480,-0.591506162042
ACH-000481,-1.07394659739
ACH-000483,-0.537134730381
ACH-000484,-1.0567811388700001
ACH-000485,-0.9533387517
ACH-000486,-0.402514230278
ACH-000487,-0.637829051069
ACH-000488,-0.53885726243
ACH-000490,-0.812396965264
ACH-000491,-0.9243765048379999
ACH-000495,-0.618027205348
ACH-000496,-0.314272808154
ACH-000499,-0.527317047129
ACH-000500,-0.66606085305
ACH-000502,-0.7162396097149999
ACH-000503,-0.605775088939
ACH-000505,-0.983061842191
ACH-000507,-0.53758611032
ACH-000510,-0.86654202707
ACH-000511,-0.38508028777099995
ACH-000512,-0.229781046868
ACH-000516,-1.0511763484899999
ACH-000517,-0.556557570072
ACH-000518,-0.852081453265
ACH-000520,-0.386589231924
ACH-000521,-0.334258156413
ACH-000522,-0.607452611963
ACH-000524,-0.299482631689
ACH-000527,-0.45587096799500004
ACH-000528,-0.279238196582
ACH-000537,-0.41879083586300003
ACH-000541,-0.6164157335270001
ACH-000542,-0.517719875047
ACH-000544,-0.510030225433
ACH-000545,-0.46346453389700004
ACH-000547,-0.648256001254
ACH-000548,-0.814268284393
ACH-000549,-0.583713311408
ACH-000550,-0.544853173891
ACH-000552,-0.380080749496
ACH-000556,-0.753109502912
ACH-000557,-1.04607946732
ACH-000570,-0.511057205022
ACH-000571,-0.597412422797
ACH-000573,-0.381138903757
ACH-000576,-0.637650958517
ACH-000580,-0.43508303071599996
ACH-000584,-0.639018558046
ACH-000585,-0.491968596664
ACH-000588,-0.33685186095700004
ACH-000589,-0.263464352048
ACH-000591,-0.42080123759099997
ACH-000593,-0.540409580972
ACH-000600,-0.488351866088
ACH-000601,-0.650029050544
ACH-000604,-0.628672614991
ACH-000605,-0.73769558754
ACH-000606,-0.536183353939
ACH-000608,-0.8565544773029999
ACH-000614,-0.801344882191
ACH-000616,-0.41196561629100004
ACH-000618,-0.6603068212600001
ACH-000619,-0.6168674397199999
ACH-000620,-0.456084221079
ACH-000621,-0.288889469252
ACH-000622,-0.705011929986
ACH-000623,-0.754320206082
ACH-000624,-0.474950788514
ACH-000627,-0.775539373541
ACH-000630,-0.625114165883
ACH-000632,-1.03922817795
ACH-000633,-0.37777546725999994
ACH-000637,-0.284141268884
ACH-000638,-0.7544804816419999
ACH-000646,-0.196106401688
ACH-000647,-0.5312804887789999
ACH-000648,-0.392409777049
ACH-000649,-0.561235464636
ACH-000651,-0.672736007508
ACH-000652,-0.8770416830650001
ACH-000653,-0.806693299522
ACH-000657,-0.65815268611
ACH-000658,-0.605361572766
ACH-000661,-0.621986756411
ACH-000662,-0.8221853301100001
ACH-000663,-0.808680259203
ACH-000665,-0.552216688885
ACH-000671,-0.42120903857299996
ACH-000673,-0.933185751287
ACH-000676,-0.643279460587
ACH-000677,-0.248761703466
ACH-000681,-0.332764525197
ACH-000682,-0.670429213458
ACH-000683,-0.47982766427199997
ACH-000684,-0.22475824819899998
ACH-000688,-0.488517339304
ACH-000693,-0.598472969631
ACH-000694,-0.552043569791
ACH-000695,-1.0803380117599999
ACH-000696,-1.0127461331299998
ACH-000697,-0.702565069179
ACH-000699,-0.548520375667
ACH-000701,-0.625140634209
ACH-000706,-0.590847660712
ACH-000711,-0.649777271079
ACH-000713,-0.717924330087
ACH-000714,-0.194425076079
ACH-000718,-0.729281230843
ACH-000720,-0.69761555356
ACH-000721,-0.8137519292409999
ACH-000724,-0.7551760626180001
ACH-000725,-0.666388557491
ACH-000732,-0.844005756691
ACH-000734,-0.5317734849369999
ACH-000735,-0.590523731403
ACH-000736,-0.9001461993600001
ACH-000738,-0.720966647777
ACH-000746,-0.7850021929719999
ACH-000747,-0.619374758186
ACH-000748,-0.5186618619910001
