,BUB1 (699)
ACH-000004,-0.890302472358
ACH-000007,-0.66919745829
ACH-000009,-0.951576105951
ACH-000011,-0.698591669926
ACH-000012,-0.803567089394
ACH-000013,-0.660064944067
ACH-000014,-0.834644829539
ACH-000015,-0.630354616903
ACH-000017,-0.622023459372
ACH-000018,-0.7053925675220001
ACH-000019,-0.782698489089
ACH-000021,-0.860108504633
ACH-000022,-0.903063884544
ACH-000025,-0.49377739558300004
ACH-000028,-0.763468441138
ACH-000030,-0.753797939183
ACH-000035,-0.79056476856
ACH-000036,-0.9130309851
ACH-000037,-0.404886803894
ACH-000039,-0.559248302721
ACH-000040,-0.710452856532
ACH-000041,-0.821549264243
ACH-000042,-0.6829609775769999
ACH-000045,-0.582840778704
ACH-000047,-1.20362788012
ACH-000052,-0.701182983662
ACH-000053,-0.706146346691
ACH-000054,-0.732995113102
ACH-000055,-0.860350632413
ACH-000060,-0.601719413843
ACH-000067,-0.6440435612259999
ACH-000070,-0.525916790369
ACH-000075,-0.767516818142
ACH-000078,-0.5921748465860001
ACH-000082,-0.5620104314769999
ACH-000085,-0.9143159533059999
ACH-000086,-0.8024023900280001
ACH-000087,-0.655758354686
ACH-000092,-0.669545843681
ACH-000095,-0.8052560097579999
ACH-000097,-0.73163202495
ACH-000098,-0.891081825281
ACH-000099,-0.677672436137
ACH-000108,-0.910613901971
ACH-000113,-0.76652262028
ACH-000115,-0.76398572515
ACH-000116,-0.7807485114239999
ACH-000118,-0.772780474656
ACH-000120,-0.897015248363
ACH-000123,-0.8532022390360001
ACH-000127,-0.651305769772
ACH-000128,-0.599539663544
ACH-000132,-1.03831240113
ACH-000133,-0.8473099635979999
ACH-000137,-0.934605370686
ACH-000138,-0.697615171046
ACH-000142,-0.8003289334579999
ACH-000143,-0.816907414082
ACH-000146,-0.770195244236
ACH-000148,-0.831839672354
ACH-000150,-0.541349703483
ACH-000152,-0.88071898989
ACH-000153,-0.9506669804610001
ACH-000159,-0.7529454539659999
ACH-000160,-0.46114905726899996
ACH-000163,-0.638760425508
ACH-000167,-0.469083236849
ACH-000168,-0.601270710347
ACH-000169,-0.730299815612
ACH-000178,-0.762828110174
ACH-000182,-0.895905030083
ACH-000183,-0.852545848391
ACH-000188,-0.6415139217670001
ACH-000189,-0.9648807300910001
ACH-000190,-0.471093240712
ACH-000198,-0.715775586407
ACH-000204,-0.79108619781
ACH-000206,-0.738775927473
ACH-000207,-0.797369477596
ACH-000211,-0.822551182727
ACH-000215,-0.7984631574619999
ACH-000221,-0.8218602523209999
ACH-000222,-0.886514990972
ACH-000223,-0.986327093187
ACH-000226,-0.7601716075049999
ACH-000227,-0.784064698949
ACH-000228,-0.9933893093520001
ACH-000231,-0.855742122351
ACH-000232,-0.794346603785
ACH-000233,-0.563722558918
ACH-000234,-0.9959505787240001
ACH-000235,-0.622896805598
ACH-000237,-0.9216571152349999
ACH-000238,-0.5657271896230001
ACH-000243,-0.8683007320270001
ACH-000244,-0.802179368748
ACH-000246,-0.8143216485529999
ACH-000248,-0.548737608308
ACH-000250,-1.15805369625
ACH-000251,-0.841238003409
ACH-000253,-0.681239402155
ACH-000255,-0.8419260642569999
ACH-000256,-0.567137225681
ACH-000257,-0.824625177666
ACH-000258,-0.44630640907700003
ACH-000259,-1.01214677336
ACH-000260,-0.8263509113899999
